"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 05/19/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.04,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,65.72,"1,973,243.00","129,689,970.91"
3.64,NFLX,"NETFLIX INC",2857817,"1,191.64","97,936.00","116,704,455.04"
3.55,BABA,"ALIBABA GRP-ADR",BP41ZD1,122.96,"927,086.00","113,994,494.56"
3.35,PLTR,"PALANTIR TECHN-A",BN78DQ4,126.33,"849,884.00","107,365,845.72"
3.21,"005930 KS","SAMSUNG ELECTRON",6771720,39.93,"2,581,751.00","103,092,676.26"
3.09,CSCO,"CISCO SYSTEMS INC",2198163,63.92,"1,550,198.00","99,088,656.16"
3.09,MSFT,"MICROSOFT CORP",2588173,458.87,"215,939.00","99,087,928.93"
3.03,META,"META PLATFORMS INC",B7TL820,640.43,"151,564.00","97,066,132.52"
3.02,IBM,IBM,2005973,268.41,"360,377.00","96,728,790.57"
2.89,AVGO,"BROADCOM INC",BDZ78H9,230.63,"401,484.00","92,594,254.92"
2.81,AAPL,"APPLE INC",2046251,208.78,"431,326.00","90,052,242.28"
2.77,NVDA,"NVIDIA CORP",2379504,135.57,"655,260.00","88,833,598.20"
2.72,NOW,"SERVICENOW INC",B80NXX8,"1,025.75","84,971.00","87,159,003.25"
2.64,ACN,"ACCENTURE PLC-CL A",B4BNMY3,319.39,"265,573.00","84,821,360.47"
2.63,AMZN,"AMAZON.COM INC",2000019,206.16,"409,771.00","84,478,389.36"
2.59,TSM,"TAIWAN SEMIC-ADR",2113382,193.50,"429,490.00","83,106,315.00"
2.59,CRM,"SALESFORCE INC",2310525,287.63,"288,272.00","82,915,675.36"
2.57,ORCL,"ORACLE CORP",2661568,159.64,"517,351.00","82,589,913.64"
2.53,GOOGL,"ALPHABET INC-CL A",BYVY8G0,166.54,"487,268.00","81,149,612.72"
2.49,TSLA,"TESLA INC",B616C79,342.09,"233,557.00","79,897,514.13"
2.42,"SIE GR","SIEMENS AG-REG",5727973,249.60,"311,409.00","77,728,718.11"
2.37,UBER,"UBER TECHNOLOGIES INC",BK6N347,92.46,"820,665.00","75,878,685.90"
2.26,AMD,"ADVANCED MICRO DEVICES",2007849,114.74,"632,457.00","72,568,116.18"
2.22,ADBE,"ADOBE INC",2008154,420.68,"169,512.00","71,310,308.16"
2.07,QCOM,"QUALCOMM INC",2714923,153.70,"432,998.00","66,551,792.60"
1.61,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,109.10,"472,685.00","51,569,933.50"
1.34,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,370.63,"116,183.00","43,060,905.29"
1.34,MU,"MICRON TECHNOLOGY INC",2588184,98.65,"434,229.00","42,836,690.85"
1.26,"000660 KS","SK HYNIX INC",6450267,142.69,"283,787.00","40,494,581.22"
1.15,"3690 HK","MEITUAN-CLASS B",BGJW376,17.19,"2,152,715.00","36,995,466.56"
1.12,INTC,"INTEL CORP",2463247,21.38,"1,675,012.00","35,811,756.56"
1.07,CDNS,"CADENCE DESIGN SYS INC",2302232,320.30,"106,784.00","34,202,915.20"
1.06,TRI,"THOMSON REUTERS CORP",BNBXPB4,193.98,"175,340.00","34,012,453.20"
0.97,FTNT,"FORTINET INC",B5B2106,104.75,"297,700.00","31,184,075.00"
0.97,SNPS,"SYNOPSYS INC",2867719,516.01,"60,252.00","31,090,634.52"
0.73,SNOW,"SNOWFLAKE INC-CLASS A",BN134B7,182.05,"128,640.00","23,418,912.00"
0.71,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,273.30,"83,304.00","22,766,983.20"
0.66,MRVL,"MARVELL TECHNOLOGY INC",BNKJSM5,62.56,"336,265.00","21,036,738.40"
0.65,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,210.36,"98,887.00","20,801,869.32"
0.60,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,37.69,"506,977.00","19,106,987.01"
0.59,"EXPN LN","EXPERIAN PLC",B19NLV4,52.68,"356,244.00","18,767,479.47"
0.57,"6702 JP","FUJITSU LIMITED",6356945,22.95,"802,225.00","18,410,450.53"
0.52,"WKL NA","WOLTERS KLUWER",5671519,179.66,"92,678.00","16,650,772.22"
0.47,ZS,"ZSCALER INC",BZ00V34,252.57,"59,686.00","15,074,893.02"
0.47,STNE,"STONECO LTD-A",BGKG6M3,13.42,"1,119,402.00","15,022,374.84"
0.46,"6701 JP","NEC CORP",6640400,25.32,"576,935.00","14,606,050.18"
0.44,DDOG,"DATADOG INC - CLASS A",BKT9Y49,116.46,"121,792.00","14,183,896.32"
0.43,OKTA,"OKTA INC",BDFZSP1,126.44,"108,840.00","13,761,729.60"
0.42,TTD,"TRADE DESK INC-A",BD8FDD1,76.32,"174,337.00","13,305,399.84"
0.40,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,73.10,"177,396.00","12,967,647.60"
0.40,SMCI,"SUPER MICRO COMPUTER INC",BRC3N73,44.79,"286,612.00","12,837,351.48"
0.32,BIDU,"BAIDU INC - SPON ADR",B0FXT17,89.25,"116,174.00","10,368,529.50"
0.32,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,8.58,"1,194,170.00","10,245,978.60"
0.32,QUBT,"QUANTUM COMPUTING INC",BFYDQ34,11.83,"860,661.00","10,181,619.63"
0.32,"2353 TT","ACER INC",6005850,1.20,"8,448,800.00","10,170,680.88"
0.31,"6954 JP","FANUC CORP",6356934,26.19,"385,111.00","10,084,626.66"
0.31,NICE,"NICE LTD - SPON ADR",2639736,168.00,"59,722.00","10,033,296.00"
0.31,TWLO,"TWILIO INC - A",BD6P5Q0,116.15,"84,686.00","9,836,278.90"
0.30,STX,"SEAGATE TECHNOLO",BKVD2N4,109.04,"88,104.00","9,606,860.16"
0.30,"2395 TT","ADVANTECH CO LTD",6202673,11.39,"833,457.00","9,494,939.99"
0.29,CYBR,"CYBERARK SOFTWAR",BQT3XY6,349.29,"26,862.00","9,382,627.98"
0.29,"TIETO FH","TIETOEVRY OYJ",5479702,18.05,"519,120.00","9,370,460.38"
0.29,G,"GENPACT LTD",B23DBK6,44.10,"207,779.00","9,163,053.90"
0.28,"4755 JP","RAKUTEN GROUP INC",6229597,5.58,"1,633,822.00","9,111,558.66"
0.28,"6588 JP","TOSHIBA TEC CORP",6894887,20.46,"439,780.00","8,996,845.22"
0.28,HPE,"HEWLETT PACKA",BYVYWS0,17.46,"509,196.00","8,890,562.16"
0.28,"3443 TT","GLOBAL UNICHIP CORP",B056381,37.09,"238,865.00","8,859,743.01"
0.27,PATH,"UIPATH INC - CLASS A",BMD02L5,12.59,"694,829.00","8,747,897.11"
0.27,PEGA,"PEGASYSTEMS INC",2675860,98.44,"87,898.00","8,652,679.12"
0.26,"TEMN SW","TEMENOS AG - REG",7147892,73.71,"112,805.00","8,314,515.23"
0.26,"5803 JP","FUJIKURA LTD",6356707,39.99,"205,168.00","8,204,737.50"
0.25,SNAP,"SNAP INC - A",BD8DJ71,8.68,"905,708.00","7,861,545.44"
