ticker,fiscalDateEnding,totalRevenue,grossProfit,operatingIncome,researchAndDevelopment,operatingExpenses,netIncome,ebit,ebitda,depreciationAndAmortization,reportedEPS,estimatedEPS,surprise,surprisePercentage,totalAssets,totalLiabilities,cashAndCashEquivalentsAtCarryingValue,shortTermDebt,longTermDebt,totalShareholderEquity,retainedEarnings,commonStockSharesOutstanding,currentNetReceivables,inventory,currentAccountsPayable,operatingCashflow,capitalExpenditures,dividendPayout,proceedsFromRepurchaseOfEquity,cashflowNetIncome,revenueGrowthPct,netIncomeMarginPct,epsSurprisePct,freeCashFlow,debtToEquityRatio,totalDebt,cashRatio,rdIntensityPct,buybackRatio,marketCap,peRatio,psRatio
GOOGL,9/30/2024,88268000000,51794000000,28521000000,12447000000,23273000000,26301000000,31760000000,35745000000,3985000000,2.12,1.85,0.27,14.5946,430266000000,116147000000,19959000000,2971000000,10880000000,314119000000,235317000000,12419000000,49104000000,,7049000000,30698000000,13061000000,2455000000.0,-15291000000.0,26301000000,4.1608647423945655,29.796755336022112,14.594594594594597,43759000000,0.3697547744644545,13851000000,6.717940087512622,14.10137309104092,0.5813847382228813,959240839050.293,36.47164895062138,10.86736800482953
GOOGL,9/30/2023,76693000000,43464000000,21343000000,11258000000,22121000000,19689000000,21313000000,24484000000,3171000000,1.55,1.45,0.1,6.8966,396711000000,123509000000,30702000000,2715000000,13781000000,273202000000,205647000000,12696000000,41020000000,2957000000.0,5803000000,30656000000,8055000000,0.0,-15787000000.0,19689000000,2.8001179561417677,25.672486406842864,6.896551724137938,38711000000,0.4520794137671027,16496000000,11.30828729281768,14.679305803658742,0.8018182741632384,766743903900.1465,38.94275503581424,9.997573493019527
GOOGL,9/30/2022,69092000000,37934000000,17135000000,10273000000,20799000000,13910000000,16334000000,20380000000,4046000000,1.06,1.25,-0.19,-15.2,358255000000,104629000000,21984000000,2285000000,14653000000,253626000000,196220000000,13097000000,36176000000,3156000000.0,6303000000,23353000000,7276000000,,-15392000000.0,13910000000,-0.850972232,20.13257685404967,-15.2,30629000000,0.412532626781166,16938000000,9.621006564551422,14.868581022404909,1.1065420560747663,625203723655.7007,44.9463496517398,9.048858386726403
GOOGL,9/30/2021,65118000000,37497000000,21031000000,7694000000,16466000000,18936000000,23141000000,26445000000,3304000000,1.4,1.17,0.23,19.6581,347403000000,102836000000,23719000000,2101000000,14288000000,244567000000,183782000000,13530373911,34800000000,1278000000.0,4616000000,25539000000,6819000000,,-12610000000.0,18936000000,5.232708468002589,29.079517184188703,19.65811965811966,32358000000,0.4204819129318346,16389000000,11.289386006663491,11.815473448201724,0.6659273341782848,778335831481.9336,41.103497649024796,11.952698662150766
GOOGL,9/30/2020,46173000000,25056000000,11213000000,6856000000,13843000000,11247000000,13407000000,16885000000,3478000000,0.82,0.56,0.26,46.4286,299243000000,86323000000,20129000000,1535000000,13902000000,212920000000,155567000000,13717014513,25513000000,835000000.0,4391000000,17003000000,5406000000,,-7897000000.0,11247000000,20.565579549311952,24.358391267623936,46.42857142857141,22409000000,0.4054245726094307,15437000000,13.113355048859937,14.848504537283691,0.7021427936338579,429805833137.5122,38.21515365319749,9.308596650369529
GOOGL,9/30/2019,40499000000,22931000000,9177000000,6554000000,13754000000,7068000000,8651000000,11571000000,2920000000,0.506,0.621,-0.115,-18.5185,263044000000,68075000000,16032000000,24212000000,3956000000,194969000000,147125000000,13963974414,21081000000,1401000000.0,4142000000,15466000000,6732000000,,-5696000000.0,7068000000,3.992912900575174,17.452282772414137,-18.51851852,22198000000,0.349158071283127,28168000000,0.662150999504378,16.18311563248475,0.8058856819468024,351886471961.9751,49.78586190746677,8.688769400774714
GOOGL,9/30/2018,33740000000,19459000000,8625000000,5232000000,10834000000,9192000000,10111000000,12466000000,2355000000,0.653,0.521,0.132,25.3359,221538000000,51698000000,13443000000,17767000000,3948000000,169840000000,128405000000,14077174369,18067000000,1212000000.0,3789000000,13210000000,5282000000,0.0,-2200000000.0,9192000000,3.316287472823598,27.243627741553052,25.335892514395393,18492000000,0.3043923692887423,21715000000,0.7566274553948331,15.506816834617664,0.2393385552654482,354491944038.3911,38.565268063358474,10.506578068713429
GOOGL,9/30/2017,27772000000,16624000000,7782000000,4205000000,8842000000,6732000000,8006000000,9767000000,1761000000,0.4785,0.4165,0.062,14.886,189536000000,32436000000,10581000000,13906000000,3964000000,157100000000,118237000000,14074314370,15577000000,765000000.0,2674000000,9872000000,3538000000,0.0,320000000.0,6732000000,6.774317570165311,24.24024197032983,14.885954381752702,13410000000,0.2064672183322724,17870000000,0.7608945778800518,15.141149359066686,-0.047534165,275928448814.3921,40.987588950444454,9.93549073939191
GOOGL,9/30/2016,22451000000,13752000000,5767000000,3596000000,7985000000,5061000000,6074000000,7670000000,1596000000,0.453,0.4315,0.0215,4.9826,159948000000,25845000000,9406000000,171000000,3938000000,134103000000,99798000000,13968794412,12395000000,559000000.0,2175000000,9845000000,2554000000,0.0,0.0,5061000000,4.423255813953486,22.542425727139104,4.98261877172654,12399000000,0.1927249949665555,4109000000,55.005847953216374,16.017103915193086,0.0,228584662822.7234,45.165908481075554,10.181491373334078
GOOGL,9/30/2015,18675000000,11638000000,4708000000,3230000000,6930000000,3979000000,4917000000,6165000000,1248000000,0.3675,0.3605,0.007,1.9417,144281000000,28040000000,18068000000,3237000000,1994000000,116241000000,85969000000,13886374445,10436000000,2212000000.0,1549000000,6007000000,2373000000,0.0,0.0,3979000000,5.347774581147413,21.30655957161981,1.941747572815536,8380000000,0.2412229764024741,5231000000,5.581711461229533,17.295850066934403,0.0,187127797817.23026,47.0288509216462,10.020230137468822
GOOGL,6/30/2025,96428000000,57389000000,31271000000,13808000000,26118000000,28196000000,34194000000,39192000000,4998000000,2.31,2.19,0.12,5.4795,502053000000,139137000000,21036000000,4107000000,23607000000,362916000000,275760000000,12198000000,55048000000,,8347000000,27747000000,22446000000,2543000000.0,-13638000000.0,28196000000,6.864374847618415,29.240469573153028,5.479452054794526,50193000000,0.3833862381377509,27714000000,5.121986851716581,14.31949226365786,0.4836856291672577,996912074020.3856,35.3565070939277,10.338408698929623
GOOGL,6/30/2024,84742000000,49235000000,27425000000,11860000000,21810000000,23619000000,27618000000,31326000000,3708000000,1.89,1.85,0.04,2.1622,414770000000,114017000000,27225000000,2855000000,11876000000,300753000000,226033000000,12495000000,47087000000,,6092000000,26640000000,13186000000,2466000000.0,-15684000000.0,23619000000,5.218589751548941,27.871657501593074,2.162162162162152,39826000000,0.3791051128334547,14731000000,9.535901926444833,13.995421396710016,0.6640416613743173,996559074005.127,42.19311037745573,11.759919213673586
GOOGL,6/30/2023,74604000000,42688000000,21838000000,10588000000,20850000000,18368000000,21946000000,24770000000,2824000000,1.44,1.34,0.1,7.4627,383044000000,115903000000,25929000000,2663000000,13705000000,267141000000,200884000000,12609000000,38804000000,2231000000.0,5313000000,28666000000,6888000000,,-14969000000.0,18368000000,6.9024316849843,24.62066377137955,7.462686567164169,35554000000,0.4338645134966178,16368000000,9.73676304919264,14.192268511071791,0.814949912891986,691525343444.8242,37.64837453423477,9.269279709463625
GOOGL,6/30/2022,69685000000,39581000000,19453000000,9841000000,20128000000,16002000000,19097000000,22996000000,3899000000,1.21,1.27,-0.06,-4.7244,355185000000,99766000000,17936000000,2297000000,12850000000,255419000000,196845000000,13238994042,37073000000,1980000000.0,4409000000,19422000000,6828000000,,-15197000000.0,16002000000,2.4613665436473475,22.963335007533903,-4.724409449,26250000000,0.3905974105293655,15147000000,7.808445798868089,14.122120972949704,0.9496937882764654,657220700775.1465,41.07115990345872,9.431308040111164
GOOGL,6/30/2021,61880000000,35653000000,19361000000,7675000000,16292000000,18525000000,22061000000,25006000000,2945000000,1.36,0.96,0.4,41.6667,335387000000,97822000000,23630000000,2037000000,14328000000,237565000000,176939000000,13592234000,32851000000,907000000.0,4708000000,21890000000,5496000000,,-12796000000.0,18525000000,11.870412553783847,29.936974789915965,41.66666666666668,27386000000,0.4117694104771325,16365000000,11.600392734413353,12.403038138332256,0.6907422402159245,680794302749.6338,36.75002983803691,11.001847167899706
GOOGL,6/30/2020,38297000000,19744000000,6383000000,6875000000,13361000000,6959000000,8290000000,11676000000,3386000000,0.51,0.41,0.1,24.3902,278492000000,71170000000,17742000000,1416000000,2963000000,207322000000,151681000000,13740474503,21595000000,815000000.0,4064000000,13993000000,5391000000,,-6852000000.0,6959000000,-6.953521708,18.17113612032274,24.390243902439035,19384000000,0.3432824302293051,4379000000,12.529661016949152,17.951797790949684,0.9846242276189108,409614667190.55176,58.86113912782753,10.69573771289009
