ticker,company_name,date,year,quarter,month,close_price,open_price,high_price,low_price,volume,shares_outstanding,market_cap,market_cap_billions,current_pe,forward_pe,current_ps,current_pb,peg_ratio,market_cap_yoy_pct,sector,industry,country,employees,year_quarter
EXPN LN,EXPERIAN PLC,2019-08-01 00:00:00+01:00,2019,3,8,2515.913818359375,2496.929560000031,2584.8566513485716,2426.9875555182375,37659081,913159452,2297430483652.2744,2297.4304836522742,37.80851,25.753624,4.313929,642.5601,,31.167664874540456,Industrials,Consulting Services,Ireland,23300,2019-Q3
EXPN LN,EXPERIAN PLC,2019-09-01 00:00:00+01:00,2019,3,9,2596.846435546875,2515.913553177003,2638.8116338127343,2415.9964144487662,48003923,913159452,2371334868012.1377,2371.3348680121376,37.80851,25.753624,4.313929,642.5601,,31.917404122476633,Industrials,Consulting Services,Ireland,23300,2019-Q3
EXPN LN,EXPERIAN PLC,2019-10-01 00:00:00+01:00,2019,4,10,2425.988525390625,2610.8352622922994,2611.8344338431193,2313.0821401479807,47402524,913159452,2215314352403.991,2215.314352403991,37.80851,25.753624,4.313929,642.5601,,34.72424867922608,Industrials,Consulting Services,Ireland,23300,2019-Q4
EXPN LN,EXPERIAN PLC,2019-11-01 00:00:00+00:00,2019,4,11,2560.87646484375,2433.9816887863344,2578.8615512140923,2325.071999099261,51344672,913159452,2338488549276.416,2338.488549276416,37.80851,25.753624,4.313929,642.5601,,34.45721233314383,Industrials,Consulting Services,Ireland,23300,2019-Q4
EXPN LN,EXPERIAN PLC,2019-12-01 00:00:00+00:00,2019,4,12,2549.885498046875,2545.888812313259,2619.827498385151,2395.013925869263,36128573,913159452,2328452044059.2314,2328.4520440592314,37.80851,25.753624,4.313929,642.5601,,33.98555788194071,Industrials,Consulting Services,Ireland,23300,2019-Q4
EXPN LN,EXPERIAN PLC,2020-01-01 00:00:00+00:00,2020,1,1,2634.8154296875,2549.885846250474,2721.743356264221,2445.9720029863483,38631575,913159452,2406006613894.582,2406.006613894582,37.80851,25.753624,4.313929,642.5601,,37.94139020487655,Industrials,Consulting Services,Ireland,23300,2020-Q1
EXPN LN,EXPERIAN PLC,2020-02-01 00:00:00+00:00,2020,1,2,2588.96630859375,2667.904301020962,2923.7033650888893,2521.019682200707,36673147,913159452,2364139055601.9316,2364.1390556019314,37.80851,25.753624,4.313929,642.5601,,31.978329699214434,Industrials,Consulting Services,Ireland,23300,2020-Q1
EXPN LN,EXPERIAN PLC,2020-03-01 00:00:00+00:00,2020,1,3,2249.23291015625,2665.9055549963905,2856.7556153428336,1822.0685080719334,79155511,913159452,2053908291658.6465,2053.9082916586467,37.80851,25.753624,4.313929,642.5601,,8.289677294608765,Industrials,Consulting Services,Ireland,23300,2020-Q1
EXPN LN,EXPERIAN PLC,2020-04-01 00:00:00+01:00,2020,2,4,2374.134765625,2154.307472511574,2524.0170109296087,2077.5928408694185,59783027,913159452,2167963601552.2734,2167.9636015522733,37.80851,25.753624,4.313929,642.5601,,6.802755083134526,Industrials,Consulting Services,Ireland,23300,2020-Q2
EXPN LN,EXPERIAN PLC,2020-05-01 00:00:00+01:00,2020,2,5,2810.79150390625,2305.188766267941,2877.7389019729826,2286.2036832340914,49355505,913159452,2566700829393.287,2566.700829393287,37.80851,25.753624,4.313929,642.5601,,17.86457237065715,Industrials,Consulting Services,Ireland,23300,2020-Q2
EXPN LN,EXPERIAN PLC,2020-06-01 00:00:00+01:00,2020,2,6,2816.78662109375,2857.7544293466212,2930.6971123334406,2638.1269597280275,46989941,913159452,2572175327318.9004,2572.1753273189006,37.80851,25.753624,4.313929,642.5601,,18.264606950900063,Industrials,Consulting Services,Ireland,23300,2020-Q2
EXPN LN,EXPERIAN PLC,2020-07-01 00:00:00+01:00,2020,3,7,2675.14697265625,2841.0320669636603,2953.953848028343,2667.152510279989,33725326,913159452,2442835743570.24,2442.83574357024,37.80851,25.753624,4.313929,642.5601,,7.09458752845864,Industrials,Consulting Services,Ireland,23300,2020-Q3
EXPN LN,EXPERIAN PLC,2020-08-01 00:00:00+01:00,2020,3,8,2788.068359375,2679.1438249047937,2868.0129718301973,2678.144517249104,22590936,913159452,2545950975185.414,2545.950975185414,37.80851,25.753624,4.313929,642.5601,,10.817323671010982,Industrials,Consulting Services,Ireland,23300,2020-Q3
EXPN LN,EXPERIAN PLC,2020-09-01 00:00:00+01:00,2020,3,9,2917.978759765625,2823.044519293798,3151.4271609723364,2650.164270855629,35124450,913159452,2664579885215.218,2664.579885215218,37.80851,25.753624,4.313929,642.5601,,12.366242370859414,Industrials,Consulting Services,Ireland,23300,2020-Q3
EXPN LN,EXPERIAN PLC,2020-10-01 00:00:00+01:00,2020,4,10,2815.050048828125,2917.9787513589367,3134.828542127734,2447.7744269190125,32128978,913159452,2570589559940.464,2570.589559940464,37.80851,25.753624,4.313929,642.5601,,16.037236753824068,Industrials,Consulting Services,Ireland,23300,2020-Q4
EXPN LN,EXPERIAN PLC,2020-11-01 00:00:00+00:00,2020,4,11,2644.167724609375,2825.0423875550655,3189.7896360367063,2553.2307393714864,51736776,913159452,2414546750400.384,2414.5467504003836,37.80851,25.753624,4.313929,642.5601,,3.2524512958381546,Industrials,Consulting Services,Ireland,23300,2020-Q4
EXPN LN,EXPERIAN PLC,2020-12-01 00:00:00+00:00,2020,4,12,2775.077392578125,2676.145933498098,2905.986697017352,2642.1694728039474,36121828,913159452,2534088151064.2295,2534.0881510642294,37.80851,25.753624,4.313929,642.5601,,8.831451243741695,Industrials,Consulting Services,Ireland,23300,2020-Q4
EXPN LN,EXPERIAN PLC,2021-01-01 00:00:00+00:00,2021,1,1,2554.23046875,2775.077469373533,2929.9701621185445,2509.26162246919,41177136,913159452,2332419695125.453,2332.419695125453,37.80851,25.753624,4.313929,642.5601,,-3.0584670193409935,Industrials,Consulting Services,Ireland,23300,2021-Q1
EXPN LN,EXPERIAN PLC,2021-02-01 00:00:00+00:00,2021,1,2,2271.510498046875,2578.309320264381,2759.190710561998,2263.5157404646598,44998599,913159452,2074251281608.7314,2074.2512816087315,37.80851,25.753624,4.313929,642.5601,,-12.261874922555771,Industrials,Consulting Services,Ireland,23300,2021-Q1
EXPN LN,EXPERIAN PLC,2021-03-01 00:00:00+00:00,2021,1,3,2495.363525390625,2268.512295809659,2526.3432087254705,2265.514261938545,63071346,913159452,2278664789386.491,2278.664789386491,37.80851,25.753624,4.313929,642.5601,,10.942869194336868,Industrials,Consulting Services,Ireland,23300,2021-Q1
EXPN LN,EXPERIAN PLC,2021-04-01 00:00:00+01:00,2021,2,4,2790.17041015625,2516.3499615950705,2807.1592701034765,2503.8381463978385,39004771,913159452,2547870482724.8965,2547.8704827248966,37.80851,25.753624,4.313929,642.5601,,17.52367433201405,Industrials,Consulting Services,Ireland,23300,2021-Q2
EXPN LN,EXPERIAN PLC,2021-05-01 00:00:00+01:00,2021,2,5,2701.22900390625,2790.1706914192564,2820.151035524764,2526.3436632907883,47530428,913159452,2466652796933.537,2466.652796933537,37.80851,25.753624,4.313929,642.5601,,-3.8979234086817693,Industrials,Consulting Services,Ireland,23300,2021-Q2
EXPN LN,EXPERIAN PLC,2021-06-01 00:00:00+01:00,2021,2,6,2784.174560546875,2701.2289437035906,2832.1431100466057,2628.9933458696532,33726225,913159452,2542395315981.325,2542.395315981325,37.80851,25.753624,4.313929,642.5601,,-1.1577753281933667,Industrials,Consulting Services,Ireland,23300,2021-Q2
EXPN LN,EXPERIAN PLC,2021-07-01 00:00:00+01:00,2021,3,7,3166.1904296875,2801.3989186913077,3183.1807192407473,2786.40748673256,32008084,913159452,2891236717701.082,2891.236717701082,37.80851,25.753624,4.313929,642.5601,,18.355756227616737,Industrials,Consulting Services,Ireland,23300,2021-Q3
EXPN LN,EXPERIAN PLC,2021-08-01 00:00:00+01:00,2021,3,8,3202.169677734375,3188.1776753972085,3286.121691757374,3078.2405141766153,20137791,913159452,2924091508130.9385,2924.0915081309386,37.80851,25.753624,4.313929,642.5601,,14.852624289750338,Industrials,Consulting Services,Ireland,23300,2021-Q3
EXPN LN,EXPERIAN PLC,2021-09-01 00:00:00+01:00,2021,3,9,3107.22412109375,3230.1538627774203,3437.5253335209895,3049.2572510315313,26501584,913159452,2837391075659.1504,2837.3910756591504,37.80851,25.753624,4.313929,642.5601,,6.485494820508064,Industrials,Consulting Services,Ireland,23300,2021-Q3
EXPN LN,EXPERIAN PLC,2021-10-01 00:00:00+01:00,2021,4,10,3345.08837890625,3096.230593920395,3361.0792405920884,3009.280283503651,19662643,913159452,3054599070973.5996,3054.5990709735997,37.80851,25.753624,4.313929,642.5601,,18.82873557785498,Industrials,Consulting Services,Ireland,23300,2021-Q4
EXPN LN,EXPERIAN PLC,2021-11-01 00:00:00+00:00,2021,4,11,3378.069091796875,3399.0570950299325,3510.993112272906,3283.6530893900162,25341980,913159452,3084715720683.372,3084.715720683372,37.80851,25.753624,4.313929,642.5601,,27.7554770961407,Industrials,Consulting Services,Ireland,23300,2021-Q4
EXPN LN,EXPERIAN PLC,2021-12-01 00:00:00+00:00,2021,4,12,3629.92529296875,3394.0601032273885,3686.8927328639093,3360.079525044311,21814044,913159452,3314700591328.283,3314.7005913282833,37.80851,25.753624,4.313929,642.5601,,30.80447063122975,Industrials,Consulting Services,Ireland,23300,2021-Q4
EXPN LN,EXPERIAN PLC,2022-01-01 00:00:00+00:00,2022,1,1,3079.240234375,3629.925521340474,3664.9545747315256,2898.903354314503,44332262,913159452,2811837324998.2266,2811.8373249982264,37.80851,25.753624,4.313929,642.5601,,20.554518163035283,Industrials,Consulting Services,Ireland,23300,2022-Q1
EXPN LN,EXPERIAN PLC,2022-02-01 00:00:00+00:00,2022,1,2,2931.42041015625,3099.329932456369,3220.2647669701455,2732.5275831459894,30351561,913159452,2676854255319.8965,2676.8542553198963,37.80851,25.753624,4.313929,642.5601,,29.051589797924727,Industrials,Consulting Services,Ireland,23300,2022-Q1
EXPN LN,EXPERIAN PLC,2022-03-01 00:00:00+00:00,2022,1,3,2949.4111328125,2926.4235163927483,3145.3056031721235,2700.5451985291,44775851,913159452,2693282653761.7617,2693.2826537617616,37.80851,25.753624,4.313929,642.5601,,18.195649764127975,Industrials,Consulting Services,Ireland,23300,2022-Q1
EXPN LN,EXPERIAN PLC,2022-04-01 00:00:00+01:00,2022,2,4,2790.496337890625,2954.4080138985273,2973.397781240906,2646.773734150161,39021677,913159452,2548168106716.21,2548.16810671621,37.80851,25.753624,4.313929,642.5601,,0.011681284167752715,Industrials,Consulting Services,Ireland,23300,2022-Q2
EXPN LN,EXPERIAN PLC,2022-05-01 00:00:00+01:00,2022,2,5,2654.56982421875,2790.4965923263367,2811.4852844605966,2434.688287574125,41833461,913159452,2424045525979.33,2424.0455259793303,37.80851,25.753624,4.313929,642.5601,,-1.7273315079923246,Industrials,Consulting Services,Ireland,23300,2022-Q2
EXPN LN,EXPERIAN PLC,2022-06-01 00:00:00+01:00,2022,2,6,2404.7041015625,2660.566217106972,2664.5640626623544,2240.7924337918225,49789498,913159452,2195878279604.9648,2195.878279604965,37.80851,25.753624,4.313929,642.5601,,-13.629549826424615,Industrials,Consulting Services,Ireland,23300,2022-Q2
