ticker,company_name,date,year,quarter,month,close_price,open_price,high_price,low_price,volume,shares_outstanding,market_cap,market_cap_billions,revenue,revenue_millions,gross_profit,net_income,operating_income,ebitda,ps_ratio,current_pe,forward_pe,current_ps,current_pb,peg_ratio,revenue_qoq_pct,revenue_yoy_pct,market_cap_yoy_pct,user_subscribers_millions,user_dau_millions,sector,industry,country,employees,year_quarter
STX,SEAGATE TECHNOLOGY,2016-06-01 00:00:00-04:00,2016,2,6,16.149951934814453,14.777604039129846,16.507955128920603,13.769889190249758,130477300,212968277,3439427437.1902504,3.4394274371902505,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,-44.55200499365708,,,Technology,Computer Hardware,Singapore,30000,2016-Q2
STX,SEAGATE TECHNOLOGY,2016-07-01 00:00:00-04:00,2016,3,7,21.234928131103516,16.050502972393318,21.89789812612047,14.645007291085724,138545300,212968277,4522366056.299946,4.522366056299946,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,-31.56024584470081,,,Technology,Computer Hardware,Singapore,30000,2016-Q3
STX,SEAGATE TECHNOLOGY,2016-08-01 00:00:00-04:00,2016,3,8,22.368614196777344,21.21504501150345,22.633800742002872,19.948772113540553,99251900,212968277,4763805224.36541,4.763805224365409,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,-29.028470500564406,,,Technology,Computer Hardware,Singapore,30000,2016-Q3
STX,SEAGATE TECHNOLOGY,2016-09-01 00:00:00-04:00,2016,3,9,25.557491302490234,22.38186460572444,25.88234769376044,22.1034184380897,102744600,212968277,5442934887.133831,5.4429348871338314,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,-7.9434710009092635,,,Technology,Computer Hardware,Singapore,30000,2016-Q3
STX,SEAGATE TECHNOLOGY,2016-10-01 00:00:00-04:00,2016,4,10,23.147127151489258,26.01437537230719,26.5338535940841,22.627648929712347,109925800,212968277,4929603786.952585,4.929603786952585,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,-1.8607839986582442,,,Technology,Computer Hardware,Singapore,30000,2016-Q4
STX,SEAGATE TECHNOLOGY,2016-11-01 00:00:00-04:00,2016,4,11,27.053325653076172,23.187601226474573,27.168016904950402,21.892281084472348,82614800,212968277,5761500151.455532,5.761500151455532,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,21.46662221484974,,,Technology,Computer Hardware,Singapore,30000,2016-Q4
STX,SEAGATE TECHNOLOGY,2016-12-01 00:00:00-05:00,2016,4,12,25.75125503540039,27.478350959345878,27.964097250924443,24.624596643466003,84077200,212968277,5484200415.476795,5.484200415476796,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,11.580774624682455,,,Technology,Computer Hardware,Singapore,30000,2016-Q4
STX,SEAGATE TECHNOLOGY,2017-01-01 00:00:00-05:00,2017,1,1,30.959131240844727,26.37182987682698,32.00824378582292,24.36960167128442,143146200,212968277,6593312837.779573,6.593312837779574,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,69.28792900952357,,,Technology,Computer Hardware,Singapore,30000,2017-Q1
STX,SEAGATE TECHNOLOGY,2017-02-01 00:00:00-05:00,2017,1,2,33.043636322021484,31.274544838445454,33.3796279742699,30.20485985172889,84637400,212968277,7037246293.315533,7.037246293315532,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,67.37676234936762,,,Technology,Computer Hardware,Singapore,30000,2017-Q1
STX,SEAGATE TECHNOLOGY,2017-03-01 00:00:00-05:00,2017,1,3,31.49396324157715,33.35905398602933,34.14074566106645,29.964864109304543,89991900,212968277,6707215087.46002,6.70721508746002,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,42.37620779455493,,,Technology,Computer Hardware,Singapore,30000,2017-Q1
STX,SEAGATE TECHNOLOGY,2017-04-01 00:00:00-04:00,2017,2,4,29.28192138671875,31.714551869870565,35.41909919836478,28.635536503372723,123552000,212968277,6236120344.978943,6.236120344978943,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,109.47898921164429,,,Technology,Computer Hardware,Singapore,30000,2017-Q2
STX,SEAGATE TECHNOLOGY,2017-05-01 00:00:00-04:00,2017,2,5,30.28276824951172,29.247164386375584,30.623337617765458,28.962196611115665,90824100,212968277,6449268976.888817,6.449268976888817,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,109.05272807304796,,,Technology,Computer Hardware,Singapore,30000,2017-Q2
STX,SEAGATE TECHNOLOGY,2017-06-01 00:00:00-04:00,2017,2,6,26.93268585205078,30.275815037464454,30.275815037464454,26.606017588121034,91193400,212968277,5735807700.893532,5.735807700893532,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,66.7663529944754,,,Technology,Computer Hardware,Singapore,30000,2017-Q2
STX,SEAGATE TECHNOLOGY,2017-07-01 00:00:00-04:00,2017,3,7,23.257030487060547,27.462488140599536,28.344505401410718,22.49496762755375,145869400,212968277,4953009710.965755,4.953009710965755,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,9.52252978429058,,,Technology,Computer Hardware,Singapore,30000,2017-Q3
STX,SEAGATE TECHNOLOGY,2017-08-01 00:00:00-04:00,2017,3,8,22.248003005981445,23.32053493056984,24.01203611314891,21.591781974122163,103288900,212968277,4738118866.874689,4.738118866874689,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,-0.5391983148123503,,,Technology,Computer Hardware,Singapore,30000,2017-Q3
STX,SEAGATE TECHNOLOGY,2017-09-01 00:00:00-04:00,2017,3,9,23.405210494995117,22.290341993460437,23.934420891144033,21.79641175204746,102515100,212968277,4984567351.941427,4.984567351941427,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,-8.421330489841171,,,Technology,Computer Hardware,Singapore,30000,2017-Q3
STX,SEAGATE TECHNOLOGY,2017-10-01 00:00:00-04:00,2017,4,10,26.58622932434082,24.19152579694908,29.412409630216008,23.839153734615508,142245600,212968277,5662023451.131739,5.662023451131739,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,14.857576710681752,,,Technology,Computer Hardware,Singapore,30000,2017-Q4
STX,SEAGATE TECHNOLOGY,2017-11-01 00:00:00-04:00,2017,4,11,27.729644775390625,26.88107143171742,29.225433262759804,25.939010450314157,76094600,212968277,5905534669.636993,5.905534669636993,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,2.4999481800772605,,,Technology,Computer Hardware,Singapore,30000,2017-Q4
STX,SEAGATE TECHNOLOGY,2017-12-01 00:00:00-05:00,2017,4,12,30.088388442993164,27.549861337653116,30.97291769434455,26.787582825383236,75339600,212968277,6407872244.410967,6.407872244410967,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,16.842415647821785,,,Technology,Computer Hardware,Singapore,30000,2017-Q4
STX,SEAGATE TECHNOLOGY,2018-01-01 00:00:00-05:00,2018,1,1,40.28635025024414,30.908095073274314,41.1986317197512,30.586972998270184,127038000,212968277,8579714599.413013,8.579714599413013,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,30.12752178618601,,,Technology,Computer Hardware,Singapore,30000,2018-Q1
STX,SEAGATE TECHNOLOGY,2018-02-01 00:00:00-05:00,2018,1,2,38.972660064697266,39.93602893963929,40.527185467771794,33.6595316328872,82280800,212968277,8299940264.085285,8.299940264085285,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,17.943012339487787,,,Technology,Computer Hardware,Singapore,30000,2018-Q1
STX,SEAGATE TECHNOLOGY,2018-03-01 00:00:00-05:00,2018,1,3,42.70935821533203,39.27918024837195,44.52662085865513,38.46907407414254,96681300,212968277,9095738430.895058,9.095738430895057,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,35.61125313993108,,,Technology,Computer Hardware,Singapore,30000,2018-Q1
STX,SEAGATE TECHNOLOGY,2018-04-01 00:00:00-04:00,2018,2,4,42.69488525390625,43.513530083589906,46.24234524473349,41.352603703518824,74807600,212968277,9092656149.237122,9.092656149237122,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,45.80629696407541,,,Technology,Computer Hardware,Singapore,30000,2018-Q2
STX,SEAGATE TECHNOLOGY,2018-05-01 00:00:00-04:00,2018,2,5,41.559120178222656,38.284542689045175,44.2584347767977,36.19736911582949,80761300,212968277,8850774217.992012,8.850774217992011,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,37.23685970780679,,,Technology,Computer Hardware,Singapore,30000,2018-Q2
STX,SEAGATE TECHNOLOGY,2018-06-01 00:00:00-04:00,2018,2,6,41.647621154785156,41.743496420315154,44.19943146027511,39.988206499700794,64248000,212968277,8869622118.483345,8.869622118483345,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,54.63597423431095,,,Technology,Computer Hardware,Singapore,30000,2018-Q2
STX,SEAGATE TECHNOLOGY,2018-07-01 00:00:00-04:00,2018,3,7,39.22719192504883,41.31453722515696,44.47537650641669,38.712811288269066,52275500,212968277,8354147475.825962,8.354147475825963,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,68.66810209013381,,,Technology,Computer Hardware,Singapore,30000,2018-Q3
STX,SEAGATE TECHNOLOGY,2018-08-01 00:00:00-04:00,2018,3,8,39.913028717041016,39.2346415407022,42.64148737442142,37.303846832079,74391700,212968277,8500208955.719746,8.500208955719746,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,79.40050037888918,,,Technology,Computer Hardware,Singapore,30000,2018-Q3
STX,SEAGATE TECHNOLOGY,2018-09-01 00:00:00-04:00,2018,3,9,35.29850769042969,38.198429811851504,38.4220734384145,34.33683981183051,90462400,212968277,7517462363.50206,7.51746236350206,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,50.81474143536453,,,Technology,Computer Hardware,Singapore,30000,2018-Q3
STX,SEAGATE TECHNOLOGY,2018-10-01 00:00:00-04:00,2018,4,10,30.390050888061523,36.08582553698584,36.4937463793723,27.71590698573027,92811200,212968277,6472116775.5727825,6.472116775572783,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,14.307487975506717,,,Technology,Computer Hardware,Singapore,30000,2018-Q4
STX,SEAGATE TECHNOLOGY,2018-11-01 00:00:00-04:00,2018,4,11,32.55051803588867,30.631781778769373,35.04336287933217,30.46559404364094,96315600,212968277,6932227741.560635,6.932227741560634,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,17.385268724309277,,,Technology,Computer Hardware,Singapore,30000,2018-Q4
STX,SEAGATE TECHNOLOGY,2018-12-01 00:00:00-05:00,2018,4,12,29.151172637939453,33.21526539017564,33.895130343496895,26.726315495957433,84634100,212968277,6208275009.23151,6.20827500923151,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,-3.114875384002047,,,Technology,Computer Hardware,Singapore,30000,2018-Q4
STX,SEAGATE TECHNOLOGY,2019-01-01 00:00:00-05:00,2019,1,1,34.0220947265625,29.135451790891395,35.58182694092579,28.02136112046917,77873400,212968277,7245626893.846802,7.245626893846802,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,-15.549324981713076,,,Technology,Computer Hardware,Singapore,30000,2019-Q1
STX,SEAGATE TECHNOLOGY,2019-02-01 00:00:00-05:00,2019,1,2,35.77391052246094,34.1142962829696,37.59487545430928,33.315222000366695,71385700,212968277,7618708085.520676,7.618708085520676,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,-8.207675680659687,,,Technology,Computer Hardware,Singapore,30000,2019-Q1
STX,SEAGATE TECHNOLOGY,2019-03-01 00:00:00-05:00,2019,1,3,36.79580307006836,35.88147950188932,37.96368025159063,34.11429804298789,68076700,212968277,7836338780.663769,7.836338780663769,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,-13.846040756334265,,,Technology,Computer Hardware,Singapore,30000,2019-Q1
STX,SEAGATE TECHNOLOGY,2019-04-01 00:00:00-04:00,2019,2,4,37.6182861328125,37.657211745768734,39.9227168698947,33.81130357091531,65238700,212968277,8011501581.398071,8.011501581398072,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,-11.89041518885282,,,Technology,Computer Hardware,Singapore,30000,2019-Q2
STX,SEAGATE TECHNOLOGY,2019-05-01 00:00:00-04:00,2019,2,5,32.581233978271484,38.723791920037286,38.77828837209536,32.54230836534913,69080200,212968277,6938769262.886333,6.938769262886334,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,-21.60268591214225,,,Technology,Computer Hardware,Singapore,30000,2019-Q2
STX,SEAGATE TECHNOLOGY,2019-06-01 00:00:00-04:00,2019,2,6,36.68405532836914,32.674657933198084,37.31466092827199,32.40995961630682,57881300,212968277,7812540056.655445,7.812540056655445,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,-11.91800561181805,,,Technology,Computer Hardware,Singapore,30000,2019-Q2
STX,SEAGATE TECHNOLOGY,2019-07-01 00:00:00-04:00,2019,3,7,36.57285690307617,38.515616389799185,39.16320288537352,36.035833514655685,44869900,212968277,7788858319.615688,7.788858319615688,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,-6.7665690346744185,,,Technology,Computer Hardware,Singapore,30000,2019-Q3
STX,SEAGATE TECHNOLOGY,2019-08-01 00:00:00-04:00,2019,3,8,39.65283966064453,36.48598398682352,40.39519709480794,33.24804858887076,68004400,212968277,8444796940.684731,8.44479694068473,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,-0.651890033805913,,,Technology,Computer Hardware,Singapore,30000,2019-Q3
STX,SEAGATE TECHNOLOGY,2019-09-01 00:00:00-04:00,2019,3,9,42.48012161254883,39.242185325575164,45.17313529076619,38.69726572943833,73430500,212968277,9046918306.574986,9.046918306574986,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,20.345375462051773,,,Technology,Computer Hardware,Singapore,30000,2019-Q3
STX,SEAGATE TECHNOLOGY,2019-10-01 00:00:00-04:00,2019,4,10,46.38256072998047,43.161439464178,46.47048266858624,40.85949517235905,45287000,212968277,9878014041.511803,9.878014041511802,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,52.62416275913993,,,Technology,Computer Hardware,Singapore,30000,2019-Q4
STX,SEAGATE TECHNOLOGY,2019-11-01 00:00:00-04:00,2019,4,11,47.70138168334961,44.36036645255017,48.412745630509086,43.6490025053907,39212800,212968277,10158881067.622326,10.158881067622326,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,46.54569131820363,,,Technology,Computer Hardware,Singapore,30000,2019-Q4
STX,SEAGATE TECHNOLOGY,2019-12-01 00:00:00-05:00,2019,4,12,47.557518005371094,47.957161013819594,48.6205698713805,44.77600303245366,51636000,212968277,10128242668.000359,10.12824266800036,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,63.141011842097505,,,Technology,Computer Hardware,Singapore,30000,2019-Q4
STX,SEAGATE TECHNOLOGY,2020-01-01 00:00:00-05:00,2020,1,1,46.04710388183594,48.325623184694294,51.848438055040624,45.87742455162427,45966300,212968277,9806572374.554611,9.80657237455461,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,35.3447054095849,,,Technology,Computer Hardware,Singapore,30000,2020-Q1
STX,SEAGATE TECHNOLOGY,2020-02-01 00:00:00-05:00,2020,1,2,38.74290466308594,46.72580212633324,48.35793009540229,37.32893006284353,63556800,212968277,8251009652.072678,8.251009652072678,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,8.299327910380082,,,Technology,Computer Hardware,Singapore,30000,2020-Q1
STX,SEAGATE TECHNOLOGY,2020-03-01 00:00:00-05:00,2020,1,3,39.42969512939453,39.599371359059724,41.70013568665382,31.52759725516607,86871200,212968277,8397274234.342445,8.397274234342445,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,7.158131742119034,,,Technology,Computer Hardware,Singapore,30000,2020-Q1
STX,SEAGATE TECHNOLOGY,2020-04-01 00:00:00-04:00,2020,2,4,41.01258087158203,38.910633689403845,43.738541910578284,37.31775382246912,57443300,212968277,8734378683.543983,8.734378683543984,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,9.022991443006912,,,Technology,Computer Hardware,Singapore,30000,2020-Q2
STX,SEAGATE TECHNOLOGY,2020-05-01 00:00:00-04:00,2020,2,5,43.54970169067383,39.86308347210946,43.81244473385167,37.843245153125714,43717500,212968277,9274704932.926792,9.274704932926792,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,33.664985554927874,,,Technology,Computer Hardware,Singapore,30000,2020-Q2
STX,SEAGATE TECHNOLOGY,2020-06-01 00:00:00-04:00,2020,2,6,39.74812698364258,43.213054579600865,45.80764403630672,37.999241356755626,77190400,212968277,8465090117.683567,8.465090117683568,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,8.352597955286246,,,Technology,Computer Hardware,Singapore,30000,2020-Q2
STX,SEAGATE TECHNOLOGY,2020-07-01 00:00:00-04:00,2020,3,7,37.60908126831055,40.228906936528,42.26655123801968,36.203520953257055,80352000,212968277,8009541237.265072,8.009541237265072,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,2.833315340883913,,,Technology,Computer Hardware,Singapore,30000,2020-Q3
STX,SEAGATE TECHNOLOGY,2020-08-01 00:00:00-04:00,2020,3,8,39.91286849975586,37.775418853333605,40.087522918394626,36.73580468622094,57836700,212968277,8500174834.52058,8.50017483452058,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,0.6557634745372631,,,Technology,Computer Hardware,Singapore,30000,2020-Q3
STX,SEAGATE TECHNOLOGY,2020-09-01 00:00:00-04:00,2020,3,9,40.977439880371094,39.9295068317245,42.16675895871138,37.63403972720308,64248100,212968277,8726894767.193718,8.726894767193718,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,-3.5373762483152493,,,Technology,Computer Hardware,Singapore,30000,2020-Q3
STX,SEAGATE TECHNOLOGY,2020-10-01 00:00:00-04:00,2020,4,10,40.314815521240234,42.000922412855445,44.68183262780313,39.55606613361592,63758300,212968277,8585776799.13139,8.58577679913139,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,-13.081953892248565,,,Technology,Computer Hardware,Singapore,30000,2020-Q4
STX,SEAGATE TECHNOLOGY,2020-11-01 00:00:00-04:00,2020,4,11,49.5799674987793,40.87122505554882,50.026784734595,40.42440781973311,57800600,212968277,10558960251.931026,10.558960251931026,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,3.9382209678958224,,,Technology,Computer Hardware,Singapore,30000,2020-Q4
STX,SEAGATE TECHNOLOGY,2020-12-01 00:00:00-05:00,2020,4,12,52.40419006347656,50.035209265438425,56.22322348539498,49.61368263905397,61830100,212968277,11160430065.399124,11.160430065399124,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,10.191179568198017,,,Technology,Computer Hardware,Singapore,30000,2020-Q4
STX,SEAGATE TECHNOLOGY,2021-01-01 00:00:00-05:00,2021,1,1,56.32280349731445,53.060304532339764,65.6503065341155,49.44003978762966,102776300,212968277,11994970416.632633,11.994970416632633,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,22.315626280965617,,,Technology,Computer Hardware,Singapore,30000,2021-Q1
STX,SEAGATE TECHNOLOGY,2021-02-01 00:00:00-05:00,2021,1,2,62.37928009033203,55.88835746533485,64.98586804653999,55.752062056395005,45781900,212968277,13284807801.338417,13.284807801338417,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,61.008268824424825,,,Technology,Computer Hardware,Singapore,30000,2021-Q1
STX,SEAGATE TECHNOLOGY,2021-03-01 00:00:00-05:00,2021,1,3,65.37771606445312,64.1340495419904,66.47657357035843,59.93454256935913,80829400,212968277,13923379544.441803,13.923379544441802,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,65.80832250897761,,,Technology,Computer Hardware,Singapore,30000,2021-Q1
STX,SEAGATE TECHNOLOGY,2021-04-01 00:00:00-04:00,2021,2,4,79.78755950927734,66.39796705394228,83.46583697054197,66.00263954667916,67377900,212968277,16992219074.725761,16.99221907472576,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,94.54410771930432,,,Technology,Computer Hardware,Singapore,30000,2021-Q2
STX,SEAGATE TECHNOLOGY,2021-05-01 00:00:00-04:00,2021,2,5,82.28843688964844,80.78447068017707,91.28645291768365,72.09584251120346,87993900,212968277,17524826621.411667,17.524826621411666,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,88.9529289411195,,,Technology,Computer Hardware,Singapore,30000,2021-Q2
STX,SEAGATE TECHNOLOGY,2021-06-01 00:00:00-04:00,2021,2,6,76.13470458984375,84.98375236813966,88.01424782065438,72.46347766275069,48330900,212968277,16214276856.403015,16.214276856403014,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,91.54287350741137,,,Technology,Computer Hardware,Singapore,30000,2021-Q2
STX,SEAGATE TECHNOLOGY,2021-07-01 00:00:00-04:00,2021,3,7,76.10872650146484,76.28189501990236,78.5504396047849,68.28138923969814,44343900,212968277,16208744347.681206,16.208744347681204,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,102.3679492686628,,,Technology,Computer Hardware,Singapore,30000,2021-Q3
STX,SEAGATE TECHNOLOGY,2021-08-01 00:00:00-04:00,2021,3,8,75.84029388427734,76.75810537345437,81.80604544308756,73.28602233653866,41022700,212968277,16151576715.708183,16.151576715708185,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,90.01464122966067,,,Technology,Computer Hardware,Singapore,30000,2021-Q3
STX,SEAGATE TECHNOLOGY,2021-09-01 00:00:00-04:00,2021,3,9,71.4504165649414,76.38579850946353,78.6197080231118,70.38541764733483,45495900,212968277,15216672106.76783,15.21667210676783,,,,,,,,33.08997,23.128866,5.2522187,-105.328636,,,,74.36525262079002,,,Technology,Computer Hardware,Singapore,30000,2021-Q3
