ticker,company_name,date,year,quarter,month,close_price,open_price,high_price,low_price,volume,shares_outstanding,market_cap,market_cap_billions,revenue,revenue_millions,gross_profit,net_income,operating_income,ebitda,ps_ratio,current_pe,forward_pe,current_ps,current_pb,peg_ratio,revenue_qoq_pct,revenue_yoy_pct,market_cap_yoy_pct,user_subscribers_millions,user_dau_millions,sector,industry,country,employees,year_quarter
FTNT,FORTINET INC,2015-01-01 00:00:00-05:00,2015,1,1,5.980000019073486,6.179999828338623,6.593999862670898,5.714000225067139,216556500,766266033,4582270891.955364,4.582270891955364,,,,,,,,34.08765,35.50207,10.344392,31.79487,,,,,,,Technology,Software - Infrastructure,United States,14898,2015-Q1
FTNT,FORTINET INC,2015-02-01 00:00:00-05:00,2015,1,2,6.7220001220703125,5.947999954223633,6.947999954223633,5.788000106811523,197030500,766266033,5150840367.364334,5.150840367364334,,,,,,,,34.08765,35.50207,10.344392,31.79487,,,,,,,Technology,Software - Infrastructure,United States,14898,2015-Q1
FTNT,FORTINET INC,2015-03-01 00:00:00-05:00,2015,1,3,6.989999771118164,6.716000080108643,7.138000011444092,6.533999919891357,143821500,766266033,5356199395.285624,5.356199395285624,,,,,,,,34.08765,35.50207,10.344392,31.79487,,,,,,,Technology,Software - Infrastructure,United States,14898,2015-Q1
FTNT,FORTINET INC,2015-04-01 00:00:00-04:00,2015,2,4,7.547999858856201,6.99399995803833,7.797999858856201,6.679999828338623,225305500,766266033,5783775908.930302,5.783775908930302,,,,,,,,34.08765,35.50207,10.344392,31.79487,,,,,,,Technology,Software - Infrastructure,United States,14898,2015-Q2
FTNT,FORTINET INC,2015-05-01 00:00:00-04:00,2015,2,5,8.01200008392334,7.630000114440918,8.076000213623047,7.486000061035156,140944000,766266033,6139323520.703605,6.139323520703605,,,,,,,,34.08765,35.50207,10.344392,31.79487,,,,,,,Technology,Software - Infrastructure,United States,14898,2015-Q2
FTNT,FORTINET INC,2015-06-01 00:00:00-04:00,2015,2,6,8.265999794006348,8.050000190734863,8.824000358581543,7.8460001945495605,168675500,766266033,6333954870.932061,6.333954870932061,,,,,,,,34.08765,35.50207,10.344392,31.79487,,,,,,,Technology,Software - Infrastructure,United States,14898,2015-Q2
FTNT,FORTINET INC,2015-07-01 00:00:00-04:00,2015,3,7,9.54800033569336,8.368000030517578,9.718000411987305,7.808000087738037,203919500,766266033,7316308340.314419,7.316308340314419,,,,,,,,34.08765,35.50207,10.344392,31.79487,,,,,,,Technology,Software - Infrastructure,United States,14898,2015-Q3
FTNT,FORTINET INC,2015-08-01 00:00:00-04:00,2015,3,8,8.428000450134277,9.527999877929688,10.062000274658203,7.0,168964000,766266033,6458090471.046607,6.458090471046607,,,,,,,,34.08765,35.50207,10.344392,31.79487,,,,,,,Technology,Software - Infrastructure,United States,14898,2015-Q3
FTNT,FORTINET INC,2015-09-01 00:00:00-04:00,2015,3,9,8.496000289916992,8.204000473022461,9.300000190734863,8.10200023651123,149096500,766266033,6510196438.5215435,6.510196438521543,,,,,,,,34.08765,35.50207,10.344392,31.79487,,,,,,,Technology,Software - Infrastructure,United States,14898,2015-Q3
FTNT,FORTINET INC,2015-10-01 00:00:00-04:00,2015,4,10,6.872000217437744,8.498000144958496,8.932000160217285,6.581999778747559,296515500,766266033,5265780345.391157,5.265780345391157,,,,,,,,34.08765,35.50207,10.344392,31.79487,,,,,,,Technology,Software - Infrastructure,United States,14898,2015-Q4
FTNT,FORTINET INC,2015-11-01 00:00:00-04:00,2015,4,11,7.203999996185303,6.892000198364258,7.452000141143799,6.455999851226807,224893000,766266033,5520180498.808928,5.520180498808927,,,,,,,,34.08765,35.50207,10.344392,31.79487,,,,,,,Technology,Software - Infrastructure,United States,14898,2015-Q4
FTNT,FORTINET INC,2015-12-01 00:00:00-05:00,2015,4,12,6.234000205993652,7.25,7.265999794006348,5.966000080108643,194163000,766266033,4776902607.567939,4.776902607567939,,,,,,,,34.08765,35.50207,10.344392,31.79487,,,,,,,Technology,Software - Infrastructure,United States,14898,2015-Q4
FTNT,FORTINET INC,2016-01-01 00:00:00-05:00,2016,1,1,5.627999782562256,6.107999801635742,6.197999954223633,4.728000164031982,344329500,766266033,4312545067.108843,4.312545067108843,,,,,,,,34.08765,35.50207,10.344392,31.79487,,,,-5.886291561680745,,,Technology,Software - Infrastructure,United States,14898,2016-Q1
FTNT,FORTINET INC,2016-02-01 00:00:00-05:00,2016,1,2,5.679999828338623,5.5960001945495605,5.840000152587891,4.631999969482422,284995000,766266033,4352390935.901718,4.3523909359017185,,,,,,,,34.08765,35.50207,10.344392,31.79487,,,,-15.501342975441101,,,Technology,Software - Infrastructure,United States,14898,2016-Q1
FTNT,FORTINET INC,2016-03-01 00:00:00-05:00,2016,1,3,6.125999927520752,5.75,6.199999809265137,5.415999889373779,215943000,766266033,4694145662.619614,4.694145662619614,,,,,,,,34.08765,35.50207,10.344392,31.79487,,,,-12.360513188674993,,,Technology,Software - Infrastructure,United States,14898,2016-Q1
FTNT,FORTINET INC,2016-04-01 00:00:00-04:00,2016,2,4,6.501999855041504,6.050000190734863,6.868000030517578,5.616000175476074,239886000,766266033,4982261635.489228,4.982261635489229,,,,,,,,34.08765,35.50207,10.344392,31.79487,,,,-13.857975932357858,,,Technology,Software - Infrastructure,United States,14898,2016-Q2
FTNT,FORTINET INC,2016-05-01 00:00:00-04:00,2016,2,5,6.8420000076293945,6.504000186920166,6.927999973297119,6.216000080108643,162618000,766266033,5242792203.632146,5.2427922036321455,,,,,,,,34.08765,35.50207,10.344392,31.79487,,,,-14.603096156247375,,,Technology,Software - Infrastructure,United States,14898,2016-Q2
FTNT,FORTINET INC,2016-06-01 00:00:00-04:00,2016,2,6,6.317999839782715,6.800000190734863,6.986000061035156,5.97599983215332,174357000,766266033,4841268673.7249365,4.841268673724937,,,,,,,,34.08765,35.50207,10.344392,31.79487,,,,-23.56641668000188,,,Technology,Software - Infrastructure,United States,14898,2016-Q2
FTNT,FORTINET INC,2016-07-01 00:00:00-04:00,2016,3,7,6.938000202178955,6.300000190734863,7.461999893188477,6.184000015258789,169322000,766266033,5316353891.876865,5.316353891876865,,,,,,,,34.08765,35.50207,10.344392,31.79487,,,,-27.33556809542017,,,Technology,Software - Infrastructure,United States,14898,2016-Q3
FTNT,FORTINET INC,2016-08-01 00:00:00-04:00,2016,3,8,7.228000164031982,6.961999893188477,7.328000068664551,6.486000061035156,168180500,766266033,5538571012.216137,5.538571012216137,,,,,,,,34.08765,35.50207,10.344392,31.79487,,,,-14.238256075118926,,,Technology,Software - Infrastructure,United States,14898,2016-Q3
FTNT,FORTINET INC,2016-09-01 00:00:00-04:00,2016,3,9,7.386000156402588,7.2220001220703125,7.460000038146973,7.01200008392334,134285000,766266033,5659641039.58399,5.65964103958399,,,,,,,,34.08765,35.50207,10.344392,31.79487,,,,-13.064972877081315,,,Technology,Software - Infrastructure,United States,14898,2016-Q3
FTNT,FORTINET INC,2016-10-01 00:00:00-04:00,2016,4,10,6.4120001792907715,7.380000114440918,7.495999813079834,5.800000190734863,373351000,766266033,4913297940.980429,4.913297940980429,,,,,,,,34.08765,35.50207,10.344392,31.79487,,,,-6.693830378231336,,,Technology,Software - Infrastructure,United States,14898,2016-Q4
FTNT,FORTINET INC,2016-11-01 00:00:00-04:00,2016,4,11,6.019999980926514,6.400000095367432,6.699999809265137,5.920000076293945,247833000,766266033,4612921504.044636,4.612921504044635,,,,,,,,34.08765,35.50207,10.344392,31.79487,,,,-16.435313935115857,,,Technology,Software - Infrastructure,United States,14898,2016-Q4
