ticker,company_name,date,year,quarter,month,close_price,open_price,high_price,low_price,volume,shares_outstanding,market_cap,market_cap_billions,revenue,revenue_millions,gross_profit,net_income,operating_income,ebitda,ps_ratio,current_pe,forward_pe,current_ps,current_pb,peg_ratio,revenue_qoq_pct,revenue_yoy_pct,market_cap_yoy_pct,sector,industry,country,employees,year_quarter
ORCL,ORACLE CORP,2015-01-01 00:00:00-05:00,2015,1,1,35.57609939575195,38.234328823551714,38.49760501905689,35.51665045478696,314380300,2850792605,101420081072.15463,101.42008107215463,,,,,,,,66.6582,40.311455,13.941922,33.948483,,,,,Technology,Software - Infrastructure,United States,162000,2015-Q1
ORCL,ORACLE CORP,2015-02-01 00:00:00-05:00,2015,1,2,37.31620788574219,35.94516457468651,37.7845758914493,35.391639931039016,215892600,2850792605,106380769487.31651,106.38076948731651,,,,,,,,66.6582,40.311455,13.941922,33.948483,,,,,Technology,Software - Infrastructure,United States,162000,2015-Q1
ORCL,ORACLE CORP,2015-03-01 00:00:00-05:00,2015,1,3,36.74565124511719,37.307693501368114,38.26997585394542,35.136163501359185,345114300,2850792605,104754230835.48912,104.75423083548912,,,,,,,,66.6582,40.311455,13.941922,33.948483,,,,,Technology,Software - Infrastructure,United States,162000,2015-Q1
ORCL,ORACLE CORP,2015-04-01 00:00:00-04:00,2015,2,4,37.14589309692383,36.60940040550119,38.23591695489179,35.945166254164455,278212900,2850792605,105895237346.831,105.895237346831,,,,,,,,66.6582,40.311455,13.941922,33.948483,,,,,Technology,Software - Infrastructure,United States,162000,2015-Q2
ORCL,ORACLE CORP,2015-05-01 00:00:00-04:00,2015,2,5,37.16500473022461,37.12227390512959,38.327209498972834,36.746266767584956,182137100,2850792605,105949720649.71434,105.94972064971434,,,,,,,,66.6582,40.311455,13.941922,33.948483,,,,,Technology,Software - Infrastructure,United States,162000,2015-Q2
ORCL,ORACLE CORP,2015-06-01 00:00:00-04:00,2015,2,6,34.4389533996582,37.46411292503307,38.66050469232757,34.27658729605758,434762400,2850792605,98178313675.68521,98.17831367568522,,,,,,,,66.6582,40.311455,13.941922,33.948483,,,,,Technology,Software - Infrastructure,United States,162000,2015-Q2
ORCL,ORACLE CORP,2015-07-01 00:00:00-04:00,2015,3,7,34.13130187988281,34.703861738423534,35.05423302144532,32.84945524542681,301140700,2850792605,97301262998.19252,97.30126299819253,,,,,,,,66.6582,40.311455,13.941922,33.948483,,,,,Technology,Software - Infrastructure,United States,162000,2015-Q3
ORCL,ORACLE CORP,2015-08-01 00:00:00-04:00,2015,3,8,31.814037322998047,34.267209762663654,34.35298369566024,30.141419453038242,302328700,2850792605,90695222335.59683,90.69522233559684,,,,,,,,66.6582,40.311455,13.941922,33.948483,,,,,Technology,Software - Infrastructure,United States,162000,2015-Q3
ORCL,ORACLE CORP,2015-09-01 00:00:00-04:00,2015,3,9,30.982004165649414,31.16213458894069,33.040610463300965,30.22718469229975,392290700,2850792605,88323268363.51254,88.32326836351254,,,,,,,,66.6582,40.311455,13.941922,33.948483,,,,,Technology,Software - Infrastructure,United States,162000,2015-Q3
ORCL,ORACLE CORP,2015-10-01 00:00:00-04:00,2015,4,10,33.31509780883789,31.07636389345722,33.486648914733706,30.570289930700422,317458000,2850792605,94974434468.28676,94.97443446828676,,,,,,,,66.6582,40.311455,13.941922,33.948483,,,,,Technology,Software - Infrastructure,United States,162000,2015-Q4
