ticker,company_name,date,year,quarter,month,close_price,open_price,high_price,low_price,volume,shares_outstanding,market_cap,market_cap_billions,revenue,revenue_millions,gross_profit,net_income,operating_income,ebitda,ps_ratio,current_pe,forward_pe,current_ps,current_pb,peg_ratio,revenue_qoq_pct,revenue_yoy_pct,market_cap_yoy_pct,user_subscribers_millions,sector,industry,country,employees,year_quarter
MSFT,MICROSOFT CORP,2015-01-01 00:00:00-05:00,2015,1,1,34.501609802246094,39.847649685781846,40.91514994875045,34.45890718552553,918966800,7433087554,256453486414.03986,256.45348641403984,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,,,Technology,Software - Infrastructure,United States,228000,2015-Q1
MSFT,MICROSOFT CORP,2015-02-01 00:00:00-05:00,2015,1,2,37.44791030883789,34.66387087896686,37.83221107955309,34.3564302623947,656509700,7433087554,278353596039.9312,278.35359603993123,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,,,Technology,Software - Infrastructure,United States,228000,2015-Q1
MSFT,MICROSOFT CORP,2015-03-01 00:00:00-05:00,2015,1,3,34.97076416015625,37.55959696438223,38.00683782615966,34.867555740034234,824335300,7433087554,259940751832.72668,259.9407518327267,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,,,Technology,Software - Infrastructure,United States,228000,2015-Q1
MSFT,MICROSOFT CORP,2015-04-01 00:00:00-04:00,2015,2,4,41.83418655395508,34.91915977733629,42.60825793974698,34.506322798559495,874535300,7433087554,310957171405.91766,310.9571714059177,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,,,Technology,Software - Infrastructure,United States,228000,2015-Q2
MSFT,MICROSOFT CORP,2015-05-01 00:00:00-04:00,2015,2,5,40.30324935913086,41.782584339777316,42.0664083297056,39.5807838198543,633072800,7433087554,299577581197.1141,299.57758119711406,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,,,Technology,Software - Infrastructure,United States,228000,2015-Q2
MSFT,MICROSOFT CORP,2015-06-01 00:00:00-04:00,2015,2,6,38.21922302246094,40.738315419284056,41.35293857709522,38.037430330244746,664853400,7433087554,284086830971.8047,284.0868309718047,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,,,Technology,Software - Infrastructure,United States,228000,2015-Q2
MSFT,MICROSOFT CORP,2015-07-01 00:00:00-04:00,2015,3,7,40.426673889160156,38.4875771892215,41.03264181428221,37.50071674369165,725458100,7433087554,300495006535.1331,300.49500653513314,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,,,Technology,Software - Infrastructure,United States,228000,2015-Q3
MSFT,MICROSOFT CORP,2015-08-01 00:00:00-04:00,2015,3,8,37.673866271972656,40.66907632340814,41.90698164738343,34.38432901129282,776480300,7433087554,280033146497.2603,280.0331464972603,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,,,Technology,Software - Infrastructure,United States,228000,2015-Q3
MSFT,MICROSOFT CORP,2015-09-01 00:00:00-04:00,2015,3,9,38.56709671020508,36.74592090663563,39.21191635280452,36.30152065054606,673079900,7433087554,286672606550.53973,286.67260655053974,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,,,Technology,Software - Infrastructure,United States,228000,2015-Q3
MSFT,MICROSOFT CORP,2015-10-01 00:00:00-04:00,2015,4,10,45.869224548339844,38.99406957329596,47.37670438100428,38.12269371690945,856716800,7433087554,340949962101.8962,340.9499621018962,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,,,Technology,Software - Infrastructure,United States,228000,2015-Q4
MSFT,MICROSOFT CORP,2015-11-01 00:00:00-04:00,2015,4,11,47.35930252075195,46.05223801706198,47.90827054303208,45.77339785553107,662626600,7433087554,352025842133.1222,352.0258421331222,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,,,Technology,Software - Infrastructure,United States,228000,2015-Q4
MSFT,MICROSOFT CORP,2015-12-01 00:00:00-05:00,2015,4,12,48.669795989990234,47.73113940588552,49.87162672307406,47.0907477496747,792820900,7433087554,361766854828.9155,361.76685482891554,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,,,Technology,Software - Infrastructure,United States,228000,2015-Q4
MSFT,MICROSOFT CORP,2016-01-01 00:00:00-05:00,2016,1,1,48.32766342163086,47.65218106813233,48.590837538807314,43.072938712788236,927914700,7433087554,359223753493.2254,359.2237534932254,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,40.07364786348222,,Technology,Software - Infrastructure,United States,228000,2016-Q1
MSFT,MICROSOFT CORP,2016-02-01 00:00:00-05:00,2016,1,2,44.634437561035156,48.14343415097478,48.32765566880103,42.27463521257921,814770900,7433087554,331771682314.7205,331.7716823147205,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,19.190729717436895,,Technology,Software - Infrastructure,United States,228000,2016-Q1
MSFT,MICROSOFT CORP,2016-03-01 00:00:00-05:00,2016,1,3,48.798343658447266,45.03443158527023,49.16059811471658,44.689848489119825,641110900,7433087554,362722360903.4192,362.7223609034192,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,39.54039847389264,,Technology,Software - Infrastructure,United States,228000,2016-Q1
MSFT,MICROSOFT CORP,2016-04-01 00:00:00-04:00,2016,2,4,44.06254577636719,48.639325512820605,50.1590294259118,43.60310032891011,699025700,7433087554,327520760607.87024,327.5207606078702,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,5.326646472587959,,Technology,Software - Infrastructure,United States,228000,2016-Q2
MSFT,MICROSOFT CORP,2016-05-01 00:00:00-04:00,2016,2,5,46.828041076660156,44.17739724213222,46.828041076660156,43.700280543004894,530704800,7433087554,348076929305.12335,348.0769293051234,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,16.189244840753947,,Technology,Software - Infrastructure,United States,228000,2016-Q2
MSFT,MICROSOFT CORP,2016-06-01 00:00:00-04:00,2016,2,6,45.527374267578125,46.6573290893411,47.1110922115669,42.74252842993778,823627000,7433087554,338408959034.6348,338.40895903463485,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,19.12166356919993,,Technology,Software - Infrastructure,United States,228000,2016-Q2
MSFT,MICROSOFT CORP,2016-07-01 00:00:00-04:00,2016,3,7,50.42977523803711,45.49178630738633,50.972509774195636,44.83338619941309,647587800,7433087554,374848934672.87103,374.84893467287105,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,24.74381487901518,,Technology,Software - Infrastructure,United States,228000,2016-Q3
MSFT,MICROSOFT CORP,2016-08-01 00:00:00-04:00,2016,3,8,51.12376022338867,50.35859374764708,52.227024224373785,49.949319761008375,467078900,7433087554,380007385830.1506,380.00738583015055,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,35.700859195919634,,Technology,Software - Infrastructure,United States,228000,2016-Q3
MSFT,MICROSOFT CORP,2016-09-01 00:00:00-04:00,2016,3,9,51.56774139404297,51.03953000346858,52.09595278461736,49.78614941605584,526427800,7433087554,383307536743.9514,383.3075367439514,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,33.70916089827898,,Technology,Software - Infrastructure,United States,228000,2016-Q3
MSFT,MICROSOFT CORP,2016-10-01 00:00:00-04:00,2016,4,10,53.644771575927734,51.39763721796317,54.942918473287314,50.42178923748696,614841800,7433087554,398746283938.2014,398.74628393820143,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,16.951555436463806,,Technology,Software - Infrastructure,United States,228000,2016-Q4
MSFT,MICROSOFT CORP,2016-11-01 00:00:00-04:00,2016,4,11,53.94916534423828,53.689538693428354,54.978730963120775,51.281251429404776,613056800,7433087554,401008869468.9457,401.0088694689457,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,13.914611222576113,,Technology,Software - Infrastructure,United States,228000,2016-Q4
MSFT,MICROSOFT CORP,2016-12-01 00:00:00-05:00,2016,4,12,56.00809860229492,54.178417673583205,57.774687322310896,52.997685668351686,513579700,7433087554,416313100643.92316,416.3131006439232,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,15.077734482005912,,Technology,Software - Infrastructure,United States,228000,2016-Q4
MSFT,MICROSOFT CORP,2017-01-01 00:00:00-05:00,2017,1,1,58.27042770385742,56.59396941249549,59.40609455077209,55.836859327308424,493453500,7433087554,433129190931.7994,433.12919093179937,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,20.573649910366456,,Technology,Software - Infrastructure,United States,228000,2017-Q1
MSFT,MICROSOFT CORP,2017-02-01 00:00:00-05:00,2017,1,2,57.666534423828125,58.00903746903513,58.80219771083228,56.557909674669766,440744000,7433087554,428640399308.0694,428.6403993080694,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,29.197403563049917,,Technology,Software - Infrastructure,United States,228000,2017-Q1
MSFT,MICROSOFT CORP,2017-03-01 00:00:00-05:00,2017,1,3,59.72090148925781,58.15215932257041,60.02014240424489,57.689700178359836,489169700,7433087554,443910689573.4623,443.91068957346226,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,22.383050349537402,,Technology,Software - Infrastructure,United States,228000,2017-Q1
MSFT,MICROSOFT CORP,2017-04-01 00:00:00-04:00,2017,2,4,62.07853698730469,59.67555393237211,62.69515142874145,58.805040647677494,433191200,7433087554,461435200650.86316,461.4352006508632,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,40.8873134620386,,Technology,Software - Infrastructure,United States,228000,2017-Q2
MSFT,MICROSOFT CORP,2017-05-01 00:00:00-04:00,2017,2,5,63.329898834228516,62.278031204618095,64.14600720440664,60.88158064191877,517218500,7433087554,470736682820.7831,470.7366828207831,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,35.23926557285171,,Technology,Software - Infrastructure,United States,228000,2017-Q2
MSFT,MICROSOFT CORP,2017-06-01 00:00:00-04:00,2017,2,6,62.86299133300781,64.05768689092959,66.47444334263781,62.09692196000109,629716800,7433087554,467266118484.5902,467.2661184845902,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,38.077348725500904,,Technology,Software - Infrastructure,United States,228000,2017-Q2
MSFT,MICROSOFT CORP,2017-07-01 00:00:00-04:00,2017,3,7,66.3011703491211,63.227791673473746,67.86978243607513,62.03308904936114,469851200,7433087554,492822404137.68585,492.82240413768585,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,31.472270174055517,,Technology,Software - Infrastructure,United States,228000,2017-Q3
MSFT,MICROSOFT CORP,2017-08-01 00:00:00-04:00,2017,3,8,68.18896484375,66.66595492608272,68.36224383771768,65.0061461688556,444070500,7433087554,506854545900.2217,506.8545459002217,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,33.380182806964484,,Technology,Software - Infrastructure,United States,228000,2017-Q3
MSFT,MICROSOFT CORP,2017-09-01 00:00:00-04:00,2017,3,9,68.29556274414062,68.49726911550871,69.65249206383066,66.85612099704534,375983900,7433087554,507646897426.89777,507.6468974268978,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,32.43853792679396,,Technology,Software - Infrastructure,United States,228000,2017-Q3
MSFT,MICROSOFT CORP,2017-10-01 00:00:00-04:00,2017,4,10,76.26292419433594,68.49727068807812,79.03178418727094,67.58042861168309,449950000,7433087554,566868992660.564,566.868992660564,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,42.16282771638784,,Technology,Software - Infrastructure,United States,228000,2017-Q4
MSFT,MICROSOFT CORP,2017-11-01 00:00:00-04:00,2017,4,11,77.17062377929688,76.72137295809905,77.98661296257458,75.40111765259246,421926000,7433087554,573616003148.3081,573.6160031483081,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,43.043220941208936,,Technology,Software - Infrastructure,United States,228000,2017-Q4
MSFT,MICROSOFT CORP,2017-12-01 00:00:00-05:00,2017,4,12,78.82054138183594,77.03293276508215,80.62657583697464,74.36073627418365,466203300,7433087554,585879985144.8667,585.8799851448667,,,,,,,,38.472446,35.02408,13.815078,11.332568,,,,40.73061458759517,,Technology,Software - Infrastructure,United States,228000,2017-Q4
