ticker,company_name,date,year,quarter,month,close_price,open_price,high_price,low_price,volume,shares_outstanding,market_cap,market_cap_billions,revenue,revenue_millions,net_income,operating_income,ebitda,ps_ratio,current_pe,forward_pe,current_ps,current_pb,peg_ratio,revenue_qoq_pct,revenue_yoy_pct,market_cap_yoy_pct,sector,industry,country,employees,year_quarter
4755 JP,RAKUTEN GROUP INC,2015-12-01 00:00:00+09:00,2015,4,12,1355.6558837890625,1505.9085494549208,1516.5373553862676,1302.028726589994,119737300,2165034529,2935041797845.3315,2935.0417978453315,,,,,,,,-128.29172,0.88536686,2.6232283,,,,,Consumer Cyclical,Internet Retail,Japan,29334,2015-Q4
4755 JP,RAKUTEN GROUP INC,2016-01-01 00:00:00+09:00,2016,1,1,1190.955078125,1360.1220794541107,1383.8733203283984,1069.2905585444648,144464400,2165034529,2578458866628.5176,2578.4588666285176,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-24.93622355259567,Consumer Cyclical,Internet Retail,Japan,29334,2016-Q1
4755 JP,RAKUTEN GROUP INC,2016-02-01 00:00:00+09:00,2016,1,2,1040.2071533203125,1226.3392814074514,1256.8765836717475,913.8893719784714,188143200,2165034529,2252084404251.2734,2252.0844042512736,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-45.95709610725657,Consumer Cyclical,Internet Retail,Japan,29334,2016-Q1
4755 JP,RAKUTEN GROUP INC,2016-03-01 00:00:00+09:00,2016,1,3,1052.325439453125,1032.4519511907674,1144.9068116021563,985.4341862773852,148301000,2165034529,2278320912161.1143,2278.3209121611144,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-48.59211455341724,Consumer Cyclical,Internet Retail,Japan,29334,2016-Q1
4755 JP,RAKUTEN GROUP INC,2016-04-01 00:00:00+09:00,2016,2,4,1183.1995849609375,1049.4170837527365,1290.8072489762296,1014.517300828858,153382600,2165034529,2561667956138.899,2561.6679561388987,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-41.59213255819909,Consumer Cyclical,Internet Retail,Japan,29334,2016-Q2
4755 JP,RAKUTEN GROUP INC,2016-05-01 00:00:00+09:00,2016,2,5,1157.994140625,1125.0332358269675,1236.0339299262243,1078.984912947363,122194800,2165034529,2507097298832.8066,2507.0972988328067,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-41.33944581743654,Consumer Cyclical,Internet Retail,Japan,29334,2016-Q2
4755 JP,RAKUTEN GROUP INC,2016-06-01 00:00:00+09:00,2016,2,6,1068.8057861328125,1157.5093955941752,1184.653669527707,959.7439712213011,109195300,2165034529,2314001431772.5283,2314.001431772528,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-44.06412536464196,Consumer Cyclical,Internet Retail,Japan,29334,2016-Q2
4755 JP,RAKUTEN GROUP INC,2016-07-01 00:00:00+09:00,2016,3,7,1139.5748291015625,1074.6224568771433,1165.7496656696119,1013.5478382183611,94161000,2165034529,2467218853384.1567,2467.218853384157,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-40.89839108647626,Consumer Cyclical,Internet Retail,Japan,29334,2016-Q3
4755 JP,RAKUTEN GROUP INC,2016-08-01 00:00:00+09:00,2016,3,8,1264.1475830078125,1138.605319204506,1289.3529796015264,1072.1987935633747,107279700,2165034529,2736923166963.8076,2736.9231669638075,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-24.550414426780353,Consumer Cyclical,Internet Retail,Japan,29334,2016-Q3
4755 JP,RAKUTEN GROUP INC,2016-09-01 00:00:00+09:00,2016,3,9,1270.93359375,1273.3571894665333,1417.3187750286043,1251.5448280177345,177274300,2165034529,2751615114534.8086,2751.6151145348085,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-13.692984582348666,Consumer Cyclical,Internet Retail,Japan,29334,2016-Q3
4755 JP,RAKUTEN GROUP INC,2016-10-01 00:00:00+09:00,2016,4,10,1175.44384765625,1274.8112657055412,1298.562502214884,1171.5660947567656,98616600,2165034529,2544876517076.397,2544.876517076397,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-27.91144996998318,Consumer Cyclical,Internet Retail,Japan,29334,2016-Q4
4755 JP,RAKUTEN GROUP INC,2016-11-01 00:00:00+09:00,2016,4,11,1093.5264892578125,1179.3217856224546,1189.9856077694724,1081.4085095452924,142322900,2165034529,2367522607619.3115,2367.5226076193117,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-27.080158379103413,Consumer Cyclical,Internet Retail,Japan,29334,2016-Q4
4755 JP,RAKUTEN GROUP INC,2016-12-01 00:00:00+09:00,2016,4,12,1110.49169921875,1094.0112462403836,1147.8150780226974,1076.0766356462789,133734100,2165034529,2404252872976.476,2404.2528729764763,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-18.084543983616086,Consumer Cyclical,Internet Retail,Japan,29334,2016-Q4
4755 JP,RAKUTEN GROUP INC,2017-01-01 00:00:00+09:00,2017,1,1,1097.2838134765625,1114.801426463328,1206.768894643847,1059.3289853385704,117949900,2165034529,2375657344289.553,2375.6573442895533,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-7.86522232189567,Consumer Cyclical,Internet Retail,Japan,29334,2017-Q1
4755 JP,RAKUTEN GROUP INC,2017-02-01 00:00:00+09:00,2017,1,2,1083.17236328125,1080.7393615667818,1138.6448023711253,997.0441025890751,189068000,2165034529,2345105567362.438,2345.105567362438,,,,,,,,-128.29172,0.88536686,2.6232283,,,,4.1304474617189335,Consumer Cyclical,Internet Retail,Japan,29334,2017-Q1
4755 JP,RAKUTEN GROUP INC,2017-03-01 00:00:00+09:00,2017,1,3,1085.1187744140625,1080.2527709413537,1108.9621914303357,1031.5927362142656,173486400,2165034529,2349319614672.607,2349.319614672607,,,,,,,,-128.29172,0.88536686,2.6232283,,,,3.1162731348564288,Consumer Cyclical,Internet Retail,Japan,29334,2017-Q1
4755 JP,RAKUTEN GROUP INC,2017-04-01 00:00:00+09:00,2017,2,4,1110.421875,1087.0650608019282,1179.032516706836,1085.6052599145487,161140800,2165034529,2404101701131.922,2404.101701131922,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-6.150924230026689,Consumer Cyclical,Internet Retail,Japan,29334,2017-Q2
4755 JP,RAKUTEN GROUP INC,2017-05-01 00:00:00+09:00,2017,2,5,1309.927978515625,1107.015657920894,1359.5612080136168,1097.7702524261701,174238200,2165034529,2836039303989.498,2836.039303989498,,,,,,,,-128.29172,0.88536686,2.6232283,,,,13.120432354573254,Consumer Cyclical,Internet Retail,Japan,29334,2017-Q2
4755 JP,RAKUTEN GROUP INC,2017-06-01 00:00:00+09:00,2017,2,6,1286.5711669921875,1309.4413806263149,1369.7798165972042,1277.3257614805188,127324600,2165034529,2785471000553.911,2785.471000553911,,,,,,,,-128.29172,0.88536686,2.6232283,,,,20.37464464402843,Consumer Cyclical,Internet Retail,Japan,29334,2017-Q2
4755 JP,RAKUTEN GROUP INC,2017-07-01 00:00:00+09:00,2017,3,7,1311.87451171875,1286.0846937954957,1322.5797191585914,1261.754676886765,102394300,2165034529,2840253615586.109,2840.253615586109,,,,,,,,-128.29172,0.88536686,2.6232283,,,,15.119646223936712,Consumer Cyclical,Internet Retail,Japan,29334,2017-Q3
4755 JP,RAKUTEN GROUP INC,2017-08-01 00:00:00+09:00,2017,3,8,1270.513427734375,1308.4682524617901,1358.5880851146592,1231.0988020559053,95978200,2165034529,2750705440603.0684,2750.7054406030684,,,,,,,,-128.29172,0.88536686,2.6232283,,,,0.5035681602472586,Consumer Cyclical,Internet Retail,Japan,29334,2017-Q3
4755 JP,RAKUTEN GROUP INC,2017-09-01 00:00:00+09:00,2017,3,9,1194.1170654296875,1273.919509900131,1275.865910984776,1184.871660277624,90101600,2165034529,2585304678323.426,2585.304678323426,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-6.044102437615062,Consumer Cyclical,Internet Retail,Japan,29334,2017-Q3
4755 JP,RAKUTEN GROUP INC,2017-10-01 00:00:00+09:00,2017,4,10,1176.5997314453125,1200.9297507059682,1240.3443819082306,1138.6449013986894,89795200,2165034529,2547379045391.2285,2547.3790453912284,,,,,,,,-128.29172,0.88536686,2.6232283,,,,0.09833594274768487,Consumer Cyclical,Internet Retail,Japan,29334,2017-Q4
4755 JP,RAKUTEN GROUP INC,2017-11-01 00:00:00+09:00,2017,4,11,1116.7479248046875,1175.6265735634531,1178.059575578278,1082.1992961941721,148987500,2165034529,2417797817391.244,2417.7978173912443,,,,,,,,-128.29172,0.88536686,2.6232283,,,,2.1235366289696245,Consumer Cyclical,Internet Retail,Japan,29334,2017-Q4
4755 JP,RAKUTEN GROUP INC,2017-12-01 00:00:00+09:00,2017,4,12,1004.8297119140625,1119.180792930917,1119.180792930917,983.9058970897019,188713700,2165034529,2175491022059.0679,2175.4910220590677,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-9.51488312600829,Consumer Cyclical,Internet Retail,Japan,29334,2017-Q4
4755 JP,RAKUTEN GROUP INC,2018-01-01 00:00:00+09:00,2018,1,1,963.5869750976562,1009.2346968026877,1021.4530345363764,930.4508789598038,301478800,2165034529,2086199072781.0889,2086.199072781089,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-12.18434435438448,Consumer Cyclical,Internet Retail,Japan,29334,2018-Q1
4755 JP,RAKUTEN GROUP INC,2018-02-01 00:00:00+09:00,2018,1,2,955.2785034179688,967.5946236233849,971.9932251982082,884.6076500477795,214044100,2165034529,2068210944711.347,2068.210944711347,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-11.807341490494904,Consumer Cyclical,Internet Retail,Japan,29334,2018-Q1
4755 JP,RAKUTEN GROUP INC,2018-03-01 00:00:00+09:00,2018,1,3,878.840576171875,948.5340226124181,950.0979459846659,843.3585351828132,194333200,2165034529,1902720192898.364,1902.720192898364,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-19.009734519944388,Consumer Cyclical,Internet Retail,Japan,29334,2018-Q1
4755 JP,RAKUTEN GROUP INC,2018-04-01 00:00:00+09:00,2018,2,4,762.6196899414062,874.8328785163372,874.8328785163372,742.874846561359,258976900,2165034529,1651097961218.4185,1651.0979612184185,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-31.32162585130933,Consumer Cyclical,Internet Retail,Japan,29334,2018-Q2
4755 JP,RAKUTEN GROUP INC,2018-05-01 00:00:00+09:00,2018,2,5,715.1148071289062,769.0709954835182,803.2823392297588,698.1069177481131,208145100,2165034529,1548248249633.2573,1548.2482496332573,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-45.40808205812543,Consumer Cyclical,Internet Retail,Japan,29334,2018-Q2
4755 JP,RAKUTEN GROUP INC,2018-06-01 00:00:00+09:00,2018,2,6,732.5137939453125,712.866671441855,746.0028266185236,684.2269002628242,201471700,2165034529,1585917656860.3926,1585.9176568603925,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-43.064650231683565,Consumer Cyclical,Internet Retail,Japan,29334,2018-Q2
4755 JP,RAKUTEN GROUP INC,2018-07-01 00:00:00+09:00,2018,3,7,769.1688232421875,728.6039418415047,799.5680237532159,691.4601950167832,235739700,2165034529,1665277060949.6338,1665.2770609496338,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-41.36871961675188,Consumer Cyclical,Internet Retail,Japan,29334,2018-Q3
4755 JP,RAKUTEN GROUP INC,2018-08-01 00:00:00+09:00,2018,3,8,830.7492065429688,774.1538447838462,832.8018633280769,709.6410243851924,278424600,2165034529,1798600717104.8801,1798.6007171048802,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-34.61311085673526,Consumer Cyclical,Internet Retail,Japan,29334,2018-Q3
4755 JP,RAKUTEN GROUP INC,2018-09-01 00:00:00+09:00,2018,3,9,851.1782836914062,845.4112639703477,867.5019951375137,777.0862942358574,164148000,2165034529,1842830374526.852,1842.830374526852,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-28.719025266997523,Consumer Cyclical,Internet Retail,Japan,29334,2018-Q3
4755 JP,RAKUTEN GROUP INC,2018-10-01 00:00:00+09:00,2018,4,10,746.7847900390625,851.1782539921339,856.358817174309,716.9720464576601,187659900,2165034529,1616814856166.5854,1616.8148561665855,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-36.53026002974467,Consumer Cyclical,Internet Retail,Japan,29334,2018-Q4
4755 JP,RAKUTEN GROUP INC,2018-11-01 00:00:00+09:00,2018,4,11,893.4048461914062,717.460784578219,945.2105976664002,691.069175336241,266463700,2165034529,1934252340380.3286,1934.2523403803286,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-19.99941738439699,Consumer Cyclical,Internet Retail,Japan,29334,2018-Q4
4755 JP,RAKUTEN GROUP INC,2018-12-01 00:00:00+09:00,2018,4,12,719.4157104492188,903.1795060530952,911.9767090341319,694.9790355018947,137512200,2165034529,1557559853827.6248,1557.5598538276247,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-28.4042159662227,Consumer Cyclical,Internet Retail,Japan,29334,2018-Q4
4755 JP,RAKUTEN GROUP INC,2019-01-01 00:00:00+09:00,2019,1,1,805.6015625,723.9594017094017,845.9308226495726,698.3847489316239,118547900,2165034529,1744155199428.8516,1744.1551994288516,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-16.3955529371539,Consumer Cyclical,Internet Retail,Japan,29334,2019-Q1
4755 JP,RAKUTEN GROUP INC,2019-02-01 00:00:00+09:00,2019,1,2,861.6690063476562,798.7160195825307,874.4563317843224,775.1086495456086,135397500,2165034529,1865543151311.796,1865.543151311796,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-9.799183875213302,Consumer Cyclical,Internet Retail,Japan,29334,2019-Q1
4755 JP,RAKUTEN GROUP INC,2019-03-01 00:00:00+09:00,2019,1,3,1030.855224609375,865.6036237177958,1052.49531520232,862.6527022733034,243666600,2165034529,2231837155679.3477,2231.8371556793477,,,,,,,,-128.29172,0.88536686,2.6232283,,,,17.29718137271925,Consumer Cyclical,Internet Retail,Japan,29334,2019-Q1
4755 JP,RAKUTEN GROUP INC,2019-04-01 00:00:00+09:00,2019,2,4,1214.7958984375,1045.6097490194838,1217.7468196482794,932.4911026062754,444397500,2165034529,2630075065804.7646,2630.0750658047646,,,,,,,,-128.29172,0.88536686,2.6232283,,,,59.29249066868907,Consumer Cyclical,Internet Retail,Japan,29334,2019-Q2
4755 JP,RAKUTEN GROUP INC,2019-05-01 00:00:00+09:00,2019,2,5,1116.4320068359375,1214.7960603016588,1226.5997467175455,1026.9207181821312,223570500,2165034529,2417113844080.569,2417.113844080569,,,,,,,,-128.29172,0.88536686,2.6232283,,,,56.11926864139034,Consumer Cyclical,Internet Retail,Japan,29334,2019-Q2
4755 JP,RAKUTEN GROUP INC,2019-06-01 00:00:00+09:00,2019,2,6,1259.059814453125,1092.8245733261108,1291.5199502944947,1079.05360660553,218848000,2165034529,2725907972367.3486,2725.9079723673485,,,,,,,,-128.29172,0.88536686,2.6232283,,,,71.88206213453545,Consumer Cyclical,Internet Retail,Japan,29334,2019-Q2
4755 JP,RAKUTEN GROUP INC,2019-07-01 00:00:00+09:00,2019,3,7,1097.7427978515625,1270.8635258281531,1274.798087827621,1096.7591573516956,176453900,2165034529,2376651061309.6997,2376.6510613097,,,,,,,,-128.29172,0.88536686,2.6232283,,,,42.71805677515312,Consumer Cyclical,Internet Retail,Japan,29334,2019-Q3
4755 JP,RAKUTEN GROUP INC,2019-08-01 00:00:00+09:00,2019,3,8,984.6241455078125,1057.4135428780203,1104.6282871181552,910.8511076326017,189263400,2165034529,2131745273111.5342,2131.745273111534,,,,,,,,-128.29172,0.88536686,2.6232283,,,,18.52242984440151,Consumer Cyclical,Internet Retail,Japan,29334,2019-Q3
4755 JP,RAKUTEN GROUP INC,2019-09-01 00:00:00+09:00,2019,3,9,1047.5771484375,988.5587175396128,1074.1354423415494,942.3276133362676,216086400,2165034529,2268040698158.546,2268.040698158546,,,,,,,,-128.29172,0.88536686,2.6232283,,,,23.07376357093456,Consumer Cyclical,Internet Retail,Japan,29334,2019-Q3
4755 JP,RAKUTEN GROUP INC,2019-10-01 00:00:00+09:00,2019,4,10,1021.0187377929688,1053.4788710754042,1081.0208023453492,972.8203580705646,147132200,2165034529,2210540822077.7744,2210.5408220777745,,,,,,,,-128.29172,0.88536686,2.6232283,,,,36.721951412476116,Consumer Cyclical,Internet Retail,Japan,29334,2019-Q4
4755 JP,RAKUTEN GROUP INC,2019-11-01 00:00:00+09:00,2019,4,11,933.4747924804688,1011.182388482531,1049.5443662557009,909.8674215431334,200256300,2165034529,2021005157671.3245,2021.0051576713245,,,,,,,,-128.29172,0.88536686,2.6232283,,,,4.485082710249566,Consumer Cyclical,Internet Retail,Japan,29334,2019-Q4
4755 JP,RAKUTEN GROUP INC,2019-12-01 00:00:00+09:00,2019,4,12,919.7037963867188,926.5892793543198,962.9839750402114,885.2763815487132,156283400,2165034529,1991190475629.6316,1991.1904756296317,,,,,,,,-128.29172,0.88536686,2.6232283,,,,27.840382553285604,Consumer Cyclical,Internet Retail,Japan,29334,2019-Q4
4755 JP,RAKUTEN GROUP INC,2020-01-01 00:00:00+09:00,2020,1,1,846.0464477539062,924.1278372078298,934.0115573918707,829.2441234410365,156594700,2165034529,1831719772525.0015,1831.7197725250014,,,,,,,,-128.29172,0.88536686,2.6232283,,,,5.020457647623577,Consumer Cyclical,Internet Retail,Japan,29334,2020-Q1
4755 JP,RAKUTEN GROUP INC,2020-02-01 00:00:00+09:00,2020,1,2,892.4998779296875,818.3719810916735,985.406841966665,818.3719810916735,214746300,2165034529,1932293052846.0586,1932.2930528460586,,,,,,,,-128.29172,0.88536686,2.6232283,,,,3.5780411451392213,Consumer Cyclical,Internet Retail,Japan,29334,2020-Q1
4755 JP,RAKUTEN GROUP INC,2020-03-01 00:00:00+09:00,2020,1,3,810.4650268554688,879.6510657333746,923.1394330280583,628.6045818049733,317496600,2165034529,1754684767689.0022,1754.6847676890022,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-21.379354975614483,Consumer Cyclical,Internet Retail,Japan,29334,2020-Q1
4755 JP,RAKUTEN GROUP INC,2020-04-01 00:00:00+09:00,2020,2,4,905.3487548828125,796.6278345366233,938.9534029898165,743.2557463666758,163643200,2165034529,1960111315108.4463,1960.1113151084462,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-25.473179811745005,Consumer Cyclical,Internet Retail,Japan,29334,2020-Q2
4755 JP,RAKUTEN GROUP INC,2020-05-01 00:00:00+09:00,2020,2,5,964.6510620117188,897.4417667076236,1027.9068693567494,889.5347907894948,191947300,2165034529,2088502857691.8914,2088.502857691891,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-13.595180350873203,Consumer Cyclical,Internet Retail,Japan,29334,2020-Q2
4755 JP,RAKUTEN GROUP INC,2020-06-01 00:00:00+09:00,2020,2,6,936.9766235351562,979.4766180625948,1001.2208013091912,910.2905804597879,171863600,2165034529,2028586742819.4473,2028.5867428194472,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-25.581246198209108,Consumer Cyclical,Internet Retail,Japan,29334,2020-Q2
4755 JP,RAKUTEN GROUP INC,2020-07-01 00:00:00+09:00,2020,3,7,953.7789916992188,944.8836435901069,1033.8371246812258,922.1510873112654,157202200,2165034529,2064964450063.613,2064.964450063613,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-13.114529781848827,Consumer Cyclical,Internet Retail,Japan,29334,2020-Q3
4755 JP,RAKUTEN GROUP INC,2020-08-01 00:00:00+09:00,2020,3,8,922.1510620117188,963.6626853820212,1072.3836037328133,889.5347865064812,189587500,2165034529,1996488890209.3914,1996.4888902093915,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-6.344866087340728,Consumer Cyclical,Internet Retail,Japan,29334,2020-Q3
4755 JP,RAKUTEN GROUP INC,2020-09-01 00:00:00+09:00,2020,3,9,1118.837158203125,924.127864770249,1208.7790145604433,917.2092604350706,242203000,2165034529,2422321079838.001,2422.321079838001,,,,,,,,-128.29172,0.88536686,2.6232283,,,,6.802363899585995,Consumer Cyclical,Internet Retail,Japan,29334,2020-Q3
4755 JP,RAKUTEN GROUP INC,2020-10-01 00:00:00+09:00,2020,4,10,1003.1975708007812,1118.8370937403788,1244.3603365893434,1000.2324548279711,172273600,2165034529,2171957380192.6135,2171.9573801926135,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-1.745429964459777,Consumer Cyclical,Internet Retail,Japan,29334,2020-Q4
4755 JP,RAKUTEN GROUP INC,2020-11-01 00:00:00+09:00,2020,4,11,1155.4068603515625,993.3138534245683,1187.0347641421956,988.3719934572819,149110500,2165034529,2501495747704.614,2501.4957477046137,,,,,,,,-128.29172,0.88536686,2.6232283,,,,23.774832449558314,Consumer Cyclical,Internet Retail,Japan,29334,2020-Q4
4755 JP,RAKUTEN GROUP INC,2020-12-01 00:00:00+09:00,2020,4,12,982.4417724609375,1134.6510611520687,1148.4882692148988,951.8022403218137,186170100,2165034529,2127020360109.891,2127.020360109891,,,,,,,,-128.29172,0.88536686,2.6232283,,,,6.821541492021699,Consumer Cyclical,Internet Retail,Japan,29334,2020-Q4
4755 JP,RAKUTEN GROUP INC,2021-01-01 00:00:00+09:00,2021,1,1,1017.0347900390625,982.4417699697067,1071.3952501480503,945.8720058963876,164225900,2165034529,2201915437628.8354,2201.9154376288357,,,,,,,,-128.29172,0.88536686,2.6232283,,,,20.210278376452973,Consumer Cyclical,Internet Retail,Japan,29334,2021-Q1
4755 JP,RAKUTEN GROUP INC,2021-02-01 00:00:00+09:00,2021,1,2,1177.151123046875,1016.0464773234152,1207.7906568961218,989.3604317127807,155104700,2165034529,2548572827247.6123,2548.572827247612,,,,,,,,-128.29172,0.88536686,2.6232283,,,,31.893701294109622,Consumer Cyclical,Internet Retail,Japan,29334,2021-Q1
4755 JP,RAKUTEN GROUP INC,2021-03-01 00:00:00+09:00,2021,1,3,1303.6627197265625,1186.046447059799,1527.0348005894912,1092.1511033342315,504893400,2165034529,2822474802378.057,2822.474802378057,,,,,,,,-128.29172,0.88536686,2.6232283,,,,60.85366752772248,Consumer Cyclical,Internet Retail,Japan,29334,2021-Q1
4755 JP,RAKUTEN GROUP INC,2021-04-01 00:00:00+09:00,2021,2,4,1372.8487548828125,1306.6278286213667,1444.0115413130231,1233.48829812365,177286000,2165034529,2972264957415.9463,2972.2649574159464,,,,,,,,-128.29172,0.88536686,2.6232283,,,,51.63755928073406,Consumer Cyclical,Internet Retail,Japan,29334,2021-Q2
4755 JP,RAKUTEN GROUP INC,2021-05-01 00:00:00+09:00,2021,2,5,1240.4068603515625,1372.8487083890998,1374.82545238966,1211.7440723434388,155782800,2165034529,2685523682669.614,2685.5236826696137,,,,,,,,-128.29172,0.88536686,2.6232283,,,,28.586066941633014,Consumer Cyclical,Internet Retail,Japan,29334,2021-Q2
4755 JP,RAKUTEN GROUP INC,2021-06-01 00:00:00+09:00,2021,2,6,1239.41845703125,1251.2789207348983,1316.5114711049641,1222.6161334510816,103794300,2165034529,2683383755352.559,2683.383755352559,,,,,,,,-128.29172,0.88536686,2.6232283,,,,32.27848229073198,Consumer Cyclical,Internet Retail,Japan,29334,2021-Q2
4755 JP,RAKUTEN GROUP INC,2021-07-01 00:00:00+09:00,2021,3,7,1189.011474609375,1239.4184448546603,1336.2788974828554,1178.139382987843,132178500,2165034529,2574250897906.504,2574.2508979065037,,,,,,,,-128.29172,0.88536686,2.6232283,,,,24.663206566447272,Consumer Cyclical,Internet Retail,Japan,29334,2021-Q3
4755 JP,RAKUTEN GROUP INC,2021-08-01 00:00:00+09:00,2021,3,8,1138.6046142578125,1194.9418217341106,1355.0580956141155,1028.8953154881794,222937200,2165034529,2465118304746.8896,2465.11830474689,,,,,,,,-128.29172,0.88536686,2.6232283,,,,23.47267830217421,Consumer Cyclical,Internet Retail,Japan,29334,2021-Q3
