ticker,company_name,date,year,quarter,month,close_price,open_price,high_price,low_price,volume,shares_outstanding,market_cap,market_cap_billions,revenue,revenue_millions,net_income,operating_income,ebitda,ps_ratio,current_pe,forward_pe,current_ps,current_pb,peg_ratio,revenue_qoq_pct,revenue_yoy_pct,market_cap_yoy_pct,sector,industry,country,employees,year_quarter
4755 JP,RAKUTEN GROUP INC,2021-09-01 00:00:00+09:00,2021,3,9,1068.43017578125,1128.7208702517923,1146.511566980805,1061.511571497745,134146500,2165034529,2313188222391.946,2313.1882223919456,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-4.505301066585021,Consumer Cyclical,Internet Retail,Japan,29334,2021-Q3
4755 JP,RAKUTEN GROUP INC,2021-10-01 00:00:00+09:00,2021,4,10,1235.4649658203125,1106.976609375,1250.2905454101563,1069.4184744140625,152909600,2165034529,2674824310370.7812,2674.8243103707814,,,,,,,,-128.29172,0.88536686,2.6232283,,,,23.152707081829217,Consumer Cyclical,Internet Retail,Japan,29334,2021-Q4
4755 JP,RAKUTEN GROUP INC,2021-11-01 00:00:00+09:00,2021,4,11,1147.4998779296875,1250.2905646692977,1266.1045164753916,1128.720810159951,124942900,2165034529,2484376857741.0586,2484.3768577410588,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-0.684346154866089,Consumer Cyclical,Internet Retail,Japan,29334,2021-Q4
4755 JP,RAKUTEN GROUP INC,2021-12-01 00:00:00+09:00,2021,4,12,1140.581298828125,1146.5115308844238,1185.0580392503655,1078.3138622369881,105619500,2165034529,2469397895094.5576,2469.3978950945575,,,,,,,,-128.29172,0.88536686,2.6232283,,,,16.096580051870202,Consumer Cyclical,Internet Retail,Japan,29334,2021-Q4
4755 JP,RAKUTEN GROUP INC,2022-01-01 00:00:00+09:00,2022,1,1,983.324462890625,1145.0619880683967,1210.550801944059,947.6032916857183,157063800,2165034529,2128931415368.5823,2128.9314153685823,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-3.3145697156675147,Consumer Cyclical,Internet Retail,Japan,29334,2022-Q1
4755 JP,RAKUTEN GROUP INC,2022-02-01 00:00:00+09:00,2022,1,2,966.4561157226562,968.4406252005261,1010.1153242357947,912.874359820168,134541800,2165034529,2092410861302.7705,2092.4108613027706,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-17.898722024651104,Consumer Cyclical,Internet Retail,Japan,29334,2022-Q1
4755 JP,RAKUTEN GROUP INC,2022-03-01 00:00:00+09:00,2022,1,3,959.5103149414062,979.3554093559131,993.246975446068,863.261607031048,153183900,2165034529,2077372962779.809,2077.372962779809,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-26.398883666577554,Consumer Cyclical,Internet Retail,Japan,29334,2022-Q1
4755 JP,RAKUTEN GROUP INC,2022-04-01 00:00:00+09:00,2022,2,4,910.8898315429688,942.6419825335734,1026.9836336023668,895.0137560476664,123095400,2165034529,1972107937405.5208,1972.1079374055207,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-33.64965890793097,Consumer Cyclical,Internet Retail,Japan,29334,2022-Q2
4755 JP,RAKUTEN GROUP INC,2022-05-01 00:00:00+09:00,2022,2,5,718.3924560546875,914.8589012188147,918.8279203130395,701.5241249042322,275530100,2165034529,1555344472731.5137,1555.3444727315136,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-42.08412747321656,Consumer Cyclical,Internet Retail,Japan,29334,2022-Q2
4755 JP,RAKUTEN GROUP INC,2022-06-01 00:00:00+09:00,2022,2,6,607.2598876953125,722.3614350362541,729.3072180654489,577.4922461416207,315163500,2165034529,1314738624937.0137,1314.7386249370136,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-51.00445017174685,Consumer Cyclical,Internet Retail,Japan,29334,2022-Q2
4755 JP,RAKUTEN GROUP INC,2022-07-01 00:00:00+09:00,2022,3,7,649.9268798828125,605.2754148526956,654.8881537750477,595.3528670682252,290582500,2165034529,1407114136271.5244,1407.1141362715243,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-45.338889172929775,Consumer Cyclical,Internet Retail,Japan,29334,2022-Q3
4755 JP,RAKUTEN GROUP INC,2022-08-01 00:00:00+09:00,2022,3,8,670.7642211914062,649.9268711248093,726.3304880356648,641.988833004201,245355900,2165034529,1452227699697.188,1452.227699697188,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-41.088924742445656,Consumer Cyclical,Internet Retail,Japan,29334,2022-Q3
4755 JP,RAKUTEN GROUP INC,2022-09-01 00:00:00+09:00,2022,3,9,616.190185546875,662.8261577219203,676.717723901721,597.3373457314311,193835700,2165034529,1334073028139.9011,1334.0730281399012,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-42.32751942855707,Consumer Cyclical,Internet Retail,Japan,29334,2022-Q3
4755 JP,RAKUTEN GROUP INC,2022-10-01 00:00:00+09:00,2022,4,10,660.8416748046875,609.2444269220392,711.4466679203617,598.3296244853252,211492900,2165034529,1430745044154.338,1430.7450441543378,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-46.51069086642144,Consumer Cyclical,Internet Retail,Japan,29334,2022-Q4
4755 JP,RAKUTEN GROUP INC,2022-11-01 00:00:00+09:00,2022,4,11,647.9423217773438,660.8416329306447,716.4078963602484,637.027520032243,250096900,2165034529,1402817499448.378,1402.817499448378,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-43.534432182567414,Consumer Cyclical,Internet Retail,Japan,29334,2022-Q4
4755 JP,RAKUTEN GROUP INC,2022-12-01 00:00:00+09:00,2022,4,12,591.3838500976562,663.8184491867987,666.7952135329278,571.5387544567953,243605500,2165034529,1280366455354.3857,1280.3664553543858,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-48.15066223641702,Consumer Cyclical,Internet Retail,Japan,29334,2022-Q4
4755 JP,RAKUTEN GROUP INC,2023-01-01 00:00:00+09:00,2023,1,1,657.0,596.0,678.0,584.0,167217800,2165034529,1422427685553.0,1422.427685553,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-33.18583796149511,Consumer Cyclical,Internet Retail,Japan,29334,2023-Q1
4755 JP,RAKUTEN GROUP INC,2023-02-01 00:00:00+09:00,2023,1,2,672.0,664.0,724.0,637.0,229807300,2165034529,1454903203488.0,1454.903203488,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-30.46761367974583,Consumer Cyclical,Internet Retail,Japan,29334,2023-Q1
4755 JP,RAKUTEN GROUP INC,2023-03-01 00:00:00+09:00,2023,1,3,614.0,675.0,686.0,608.0,200389800,2165034529,1329331200806.0,1329.331200806,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-36.00902559994942,Consumer Cyclical,Internet Retail,Japan,29334,2023-Q1
4755 JP,RAKUTEN GROUP INC,2023-04-01 00:00:00+09:00,2023,2,4,675.0,623.0,695.0,608.0,207901700,2165034529,1461398307075.0,1461.398307075,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-25.89663682416915,Consumer Cyclical,Internet Retail,Japan,29334,2023-Q2
4755 JP,RAKUTEN GROUP INC,2023-05-01 00:00:00+09:00,2023,2,5,576.0,680.0,749.0,568.0,800392500,2165034529,1247059888704.0,1247.059888704,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-19.82098431777629,Consumer Cyclical,Internet Retail,Japan,29334,2023-Q2
4755 JP,RAKUTEN GROUP INC,2023-06-01 00:00:00+09:00,2023,2,6,499.0,577.0,591.0,466.0,946501300,2165034529,1080352229971.0,1080.352229971,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-17.827603945023107,Consumer Cyclical,Internet Retail,Japan,29334,2023-Q2
4755 JP,RAKUTEN GROUP INC,2023-07-01 00:00:00+09:00,2023,3,7,555.0999755859375,503.0,566.5999755859375,496.0,754864600,2165034529,1201810614190.6118,1201.810614190612,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-14.590395817137614,Consumer Cyclical,Internet Retail,Japan,29334,2023-Q3
4755 JP,RAKUTEN GROUP INC,2023-08-01 00:00:00+09:00,2023,3,8,568.2999877929688,554.0,599.2999877929688,527.0999755859375,545576300,2165034529,1230389096402.056,1230.3890964020559,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-15.275745211401004,Consumer Cyclical,Internet Retail,Japan,29334,2023-Q3
4755 JP,RAKUTEN GROUP INC,2023-09-01 00:00:00+09:00,2023,3,9,613.0999755859375,570.2000122070312,634.2999877929688,567.0999755859375,417394700,2165034529,1327382616872.6118,1327.3826168726118,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-0.501502625880812,Consumer Cyclical,Internet Retail,Japan,29334,2023-Q3
4755 JP,RAKUTEN GROUP INC,2023-10-01 00:00:00+09:00,2023,4,10,556.7999877929688,617.5,621.7000122070312,543.0,373861300,2165034529,1205491199318.556,1205.4911993185558,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-15.74381443822659,Consumer Cyclical,Internet Retail,Japan,29334,2023-Q4
4755 JP,RAKUTEN GROUP INC,2023-11-01 00:00:00+09:00,2023,4,11,585.7000122070312,561.0,609.0,531.0,360589500,2165034529,1268060750063.944,1268.0607500639442,,,,,,,,-128.29172,0.88536686,2.6232283,,,,-9.606149726348834,Consumer Cyclical,Internet Retail,Japan,29334,2023-Q4
4755 JP,RAKUTEN GROUP INC,2023-12-01 00:00:00+09:00,2023,4,12,628.0,580.0,628.0,557.4000244140625,352838100,2165034529,1359641684212.0,1359.641684212,,,,,,,,-128.29172,0.88536686,2.6232283,,,,6.191604639913195,Consumer Cyclical,Internet Retail,Japan,29334,2023-Q4
4755 JP,RAKUTEN GROUP INC,2024-01-01 00:00:00+09:00,2024,1,1,650.5,628.0,691.4000244140625,612.7999877929688,406090300,2165034529,1408354961114.5,1408.3549611145,513624000000.0,513624.0,-42394000000.0,-33272000000.0,93944000000.0,0.6854990037043148,,-128.29172,0.88536686,2.6232283,,,,-0.9893455098934578,Consumer Cyclical,Internet Retail,Japan,29334,2024-Q1
4755 JP,RAKUTEN GROUP INC,2024-02-01 00:00:00+09:00,2024,1,2,820.0,641.5999755859375,820.0,612.0999755859375,719036800,2165034529,1775328313780.0,1775.32831378,513624000000.0,513624.0,-42394000000.0,-33272000000.0,93944000000.0,0.8641186518640095,,-128.29172,0.88536686,2.6232283,,0.0,,22.023809523809533,Consumer Cyclical,Internet Retail,Japan,29334,2024-Q1
4755 JP,RAKUTEN GROUP INC,2024-03-01 00:00:00+09:00,2024,1,3,851.2000122070312,818.5999755859375,888.7999877929688,768.5,583403900,2165034529,1842877417513.444,1842.877417513444,513624000000.0,513624.0,-42394000000.0,-33272000000.0,93944000000.0,0.89699732562801,,-128.29172,0.88536686,2.6232283,,0.0,,38.63192381222007,Consumer Cyclical,Internet Retail,Japan,29334,2024-Q1
4755 JP,RAKUTEN GROUP INC,2024-04-01 00:00:00+09:00,2024,2,4,763.5,880.2000122070312,920.5,730.5,575094700,2165034529,1653003862891.5,1653.0038628915,537284000000.0,537284.0,-33568000000.0,-18331000000.0,119403000000.0,0.7691480962077318,,-128.29172,0.88536686,2.6232283,,4.606482563120107,,13.111111111111118,Consumer Cyclical,Internet Retail,Japan,29334,2024-Q2
4755 JP,RAKUTEN GROUP INC,2024-05-01 00:00:00+09:00,2024,2,5,816.0,753.0,829.2999877929688,748.2000122070312,440245200,2165034529,1766668175664.0,1766.668175664,537284000000.0,537284.0,-33568000000.0,-18331000000.0,119403000000.0,0.8220364721748646,,-128.29172,0.88536686,2.6232283,,0.0,4.606482563120107,41.66666666666667,Consumer Cyclical,Internet Retail,Japan,29334,2024-Q2
4755 JP,RAKUTEN GROUP INC,2024-06-01 00:00:00+09:00,2024,2,6,829.9000244140625,816.0999755859375,867.5999755859375,773.7999877929688,411692600,2165034529,1796762208474.3882,1796.7622084743882,537284000000.0,537284.0,-33568000000.0,-18331000000.0,119403000000.0,0.8360393239303554,,-128.29172,0.88536686,2.6232283,,0.0,4.606482563120107,66.31263014309869,Consumer Cyclical,Internet Retail,Japan,29334,2024-Q2
4755 JP,RAKUTEN GROUP INC,2024-07-01 00:00:00+09:00,2024,3,7,882.4000244140625,834.7999877929688,924.7999877929688,831.7000122070312,637265600,2165034529,1910426521246.8882,1910.4265212468881,,,,,,,,-128.29172,0.88536686,2.6232283,,0.0,4.606482563120107,58.96236051580479,Consumer Cyclical,Internet Retail,Japan,29334,2024-Q3
4755 JP,RAKUTEN GROUP INC,2024-08-01 00:00:00+09:00,2024,3,8,1033.5,875.0,1042.0,649.5999755859375,788888800,2165034529,2237563185721.5,2237.5631857215,,,,,,,,-128.29172,0.88536686,2.6232283,,0.0,0.0,81.85817740620878,Consumer Cyclical,Internet Retail,Japan,29334,2024-Q3
4755 JP,RAKUTEN GROUP INC,2024-09-01 00:00:00+09:00,2024,3,9,925.5999755859375,1047.0,1069.5,903.2000122070312,613614400,2165034529,2003955907185.1118,2003.9559071851118,,,,,,,,-128.29172,0.88536686,2.6232283,,0.0,0.0,50.97047992888024,Consumer Cyclical,Internet Retail,Japan,29334,2024-Q3
4755 JP,RAKUTEN GROUP INC,2024-10-01 00:00:00+09:00,2024,4,10,922.7000122070312,931.7999877929688,1000.0,868.5,473078900,2165034529,1997677386336.944,1997.677386336944,,,,,,,,-128.29172,0.88536686,2.6232283,,0.0,0.0,65.71480467598585,Consumer Cyclical,Internet Retail,Japan,29334,2024-Q4
4755 JP,RAKUTEN GROUP INC,2024-11-01 00:00:00+09:00,2024,4,11,858.4000244140625,901.0,985.0,846.2999877929688,427290700,2165034529,1858465692550.8882,1858.4656925508882,,,,,,,,-128.29172,0.88536686,2.6232283,,0.0,0.0,46.55967330091811,Consumer Cyclical,Internet Retail,Japan,29334,2024-Q4
4755 JP,RAKUTEN GROUP INC,2024-12-01 00:00:00+09:00,2024,4,12,858.9000244140625,853.0,1005.0,819.4000244140625,599890700,2165034529,1859548209815.3882,1859.5482098153882,,,,,,,,-128.29172,0.88536686,2.6232283,,0.0,0.0,36.76751981115645,Consumer Cyclical,Internet Retail,Japan,29334,2024-Q4
4755 JP,RAKUTEN GROUP INC,2025-01-01 00:00:00+09:00,2025,1,1,982.5999755859375,858.9000244140625,1009.0,858.0999755859375,437584500,2165034529,2127362875338.1118,2127.3628753381117,,,,,,,,-128.29172,0.88536686,2.6232283,,0.0,0.0,51.05303237293428,Consumer Cyclical,Internet Retail,Japan,29334,2025-Q1
4755 JP,RAKUTEN GROUP INC,2025-02-01 00:00:00+09:00,2025,1,2,920.7000122070312,961.0,1044.5,913.0999755859375,480389200,2165034529,1993347317278.944,1993.347317278944,,,,,,,,-128.29172,0.88536686,2.6232283,,0.0,0.0,12.280489293540398,Consumer Cyclical,Internet Retail,Japan,29334,2025-Q1
4755 JP,RAKUTEN GROUP INC,2025-03-01 00:00:00+09:00,2025,1,3,851.2999877929688,930.0,946.4000244140625,847.7000122070312,332276400,2165034529,1843093868109.056,1843.0938681090558,,,,,,,,-128.29172,0.88536686,2.6232283,,0.0,0.0,0.01174525193887721,Consumer Cyclical,Internet Retail,Japan,29334,2025-Q1
4755 JP,RAKUTEN GROUP INC,2025-04-01 00:00:00+09:00,2025,2,4,839.5,860.0,862.7999877929688,695.0,416220900,2165034529,1817546487095.5,1817.5464870955,,,,,,,,-128.29172,0.88536686,2.6232283,,0.0,0.0,9.954158480681063,Consumer Cyclical,Internet Retail,Japan,29334,2025-Q2
4755 JP,RAKUTEN GROUP INC,2025-05-01 00:00:00+09:00,2025,2,5,798.5999755859375,845.0,901.0,780.0,405729600,2165034529,1728996522002.1118,1728.9965220021118,,,,,,,,-128.29172,0.88536686,2.6232283,,0.0,0.0,-2.1323559330958863,Consumer Cyclical,Internet Retail,Japan,29334,2025-Q2
4755 JP,RAKUTEN GROUP INC,2025-06-01 00:00:00+09:00,2025,2,6,796.4000244140625,796.0,836.0,772.5,280084000,2165034529,1724233551752.8882,1724.2335517528882,,,,,,,,-128.29172,0.88536686,2.6232283,,0.0,0.0,-4.036630800637964,Consumer Cyclical,Internet Retail,Japan,29334,2025-Q2
4755 JP,RAKUTEN GROUP INC,2025-07-01 00:00:00+09:00,2025,3,7,772.0,792.0,826.5999755859375,760.0,332200100,2165034529,1671406656388.0,1671.406656388,,,,,,,,-128.29172,0.88536686,2.6232283,,0.0,0.0,-12.511335149539581,Consumer Cyclical,Internet Retail,Japan,29334,2025-Q3
4755 JP,RAKUTEN GROUP INC,2025-08-01 00:00:00+09:00,2025,3,8,916.9000244140625,772.5,935.2000122070312,753.2999877929688,468305100,2165034529,1985120212497.3882,1985.1202124973881,,,,,,,,-128.29172,0.88536686,2.6232283,,0.0,0.0,-11.282048919781085,Consumer Cyclical,Internet Retail,Japan,29334,2025-Q3
4755 JP,RAKUTEN GROUP INC,2025-09-01 00:00:00+09:00,2025,3,9,959.9000244140625,902.7999877929688,1012.0,861.0,344953600,2165034529,2078216697244.3882,2078.2166972443883,,,,,,,,-128.29172,0.88536686,2.6232283,,0.0,0.0,3.705709780989541,Consumer Cyclical,Internet Retail,Japan,29334,2025-Q3
4755 JP,RAKUTEN GROUP INC,2025-10-01 00:00:00+09:00,2025,4,10,976.2999877929688,940.5,989.5999755859375,917.0,92189800,2165034529,2113723184234.056,2113.723184234056,,,,,,,,-128.29172,0.88536686,2.6232283,,0.0,0.0,5.809035968009835,Consumer Cyclical,Internet Retail,Japan,29334,2025-Q4
