ticker,company_name,date,year,quarter,month,close_price,open_price,high_price,low_price,volume,shares_outstanding,market_cap,market_cap_billions,revenue,revenue_millions,gross_profit,net_income,operating_income,ebitda,ps_ratio,current_pe,forward_pe,current_ps,current_pb,peg_ratio,revenue_qoq_pct,revenue_yoy_pct,market_cap_yoy_pct,sector,industry,country,employees,year_quarter
CLS,CELESTICA INC,2015-01-01 00:00:00-05:00,2015,1,1,11.1899995803833,11.770000457763672,11.949999809265137,10.670000076293945,8532700,115032686,1287215708.070364,1.287215708070364,,,,,,,,64.48261,66.65618,3.2273283,19.404684,,,,,Technology,Electronic Components,Canada,21914,2015-Q1
CLS,CELESTICA INC,2015-02-01 00:00:00-05:00,2015,1,2,11.779999732971191,11.279999732971191,12.170000076293945,11.0600004196167,6922800,115032686,1355085010.362959,1.3550850103629588,,,,,,,,64.48261,66.65618,3.2273283,19.404684,,,,,Technology,Electronic Components,Canada,21914,2015-Q1
CLS,CELESTICA INC,2015-03-01 00:00:00-05:00,2015,1,3,11.109999656677246,11.779999732971191,12.020000457763672,10.859999656677246,4029100,115032686,1278013101.9666615,1.2780131019666614,,,,,,,,64.48261,66.65618,3.2273283,19.404684,,,,,Technology,Electronic Components,Canada,21914,2015-Q1
CLS,CELESTICA INC,2015-04-01 00:00:00-04:00,2015,2,4,12.210000038146973,11.069999694824219,12.449999809265137,10.880000114440918,5316700,115032686,1404549100.4481487,1.4045491004481487,,,,,,,,64.48261,66.65618,3.2273283,19.404684,,,,,Technology,Electronic Components,Canada,21914,2015-Q2
CLS,CELESTICA INC,2015-05-01 00:00:00-04:00,2015,2,5,12.800000190734863,12.289999961853027,12.829999923706055,12.199999809265137,9013300,115032686,1472418402.7407436,1.4724184027407436,,,,,,,,64.48261,66.65618,3.2273283,19.404684,,,,,Technology,Electronic Components,Canada,21914,2015-Q2
CLS,CELESTICA INC,2015-06-01 00:00:00-04:00,2015,2,6,11.640000343322754,12.710000038146973,13.069999694824219,11.510000228881836,13592700,115032686,1338980504.5333385,1.3389805045333385,,,,,,,,64.48261,66.65618,3.2273283,19.404684,,,,,Technology,Electronic Components,Canada,21914,2015-Q2
CLS,CELESTICA INC,2015-07-01 00:00:00-04:00,2015,3,7,13.380000114440918,11.739999771118164,13.489999771118164,11.130000114440918,8513000,115032686,1539137351.8444462,1.5391373518444462,,,,,,,,64.48261,66.65618,3.2273283,19.404684,,,,,Technology,Electronic Components,Canada,21914,2015-Q3
CLS,CELESTICA INC,2015-08-01 00:00:00-04:00,2015,3,8,12.210000038146973,13.350000381469727,13.420000076293945,11.510000228881836,8604800,115032686,1404549100.4481487,1.4045491004481487,,,,,,,,64.48261,66.65618,3.2273283,19.404684,,,,,Technology,Electronic Components,Canada,21914,2015-Q3
CLS,CELESTICA INC,2015-09-01 00:00:00-04:00,2015,3,9,12.890000343322754,11.970000267028809,13.079999923706055,11.920000076293945,5291200,115032686,1482771362.0333385,1.4827713620333385,,,,,,,,64.48261,66.65618,3.2273283,19.404684,,,,,Technology,Electronic Components,Canada,21914,2015-Q3
CLS,CELESTICA INC,2015-10-01 00:00:00-04:00,2015,4,10,11.220000267028809,12.949999809265137,13.359999656677246,10.649999618530273,11643600,115032686,1290666767.637041,1.2906667676370411,,,,,,,,64.48261,66.65618,3.2273283,19.404684,,,,,Technology,Electronic Components,Canada,21914,2015-Q4
