ticker,company_name,date,year,quarter,month,close_price,open_price,high_price,low_price,volume,shares_outstanding,market_cap,market_cap_billions,revenue,revenue_millions,gross_profit,net_income,operating_income,ebitda,ps_ratio,current_pe,forward_pe,current_ps,current_pb,peg_ratio,revenue_qoq_pct,revenue_yoy_pct,market_cap_yoy_pct,user_subscribers_millions,sector,industry,country,employees,year_quarter
NFLX,NETFLIX INC,2015-01-01 00:00:00-05:00,2015,1,1,63.11428451538086,49.15142822265625,65.33999633789062,45.264286041259766,425938100,423732334,26743563086.44239,26.74356308644239,,,,,,,,45.66917,46.034058,10.693142,17.872198,,,,,,Communication Services,Entertainment,United States,14000,2015-Q1
NFLX,NETFLIX INC,2015-02-01 00:00:00-05:00,2015,1,2,67.84428405761719,62.842857360839844,69.5,61.95571517944336,209678700,423732334,28747816832.29312,28.747816832293122,,,,,,,,45.66917,46.034058,10.693142,17.872198,,,,,,Communication Services,Entertainment,United States,14000,2015-Q1
NFLX,NETFLIX INC,2015-03-01 00:00:00-05:00,2015,1,3,59.52714157104492,67.71428680419922,68.60713958740234,58.57285690307617,327866000,423732334,25223574634.24729,25.223574634247292,,,,,,,,45.66917,46.034058,10.693142,17.872198,,,,,,Communication Services,Entertainment,United States,14000,2015-Q1
NFLX,NETFLIX INC,2015-04-01 00:00:00-04:00,2015,2,4,79.5,59.64285659790039,82.30428314208984,58.46428680419922,508463900,423732334,33686720553.0,33.686720553,,,,,,,,45.66917,46.034058,10.693142,17.872198,,,,,,Communication Services,Entertainment,United States,14000,2015-Q2
NFLX,NETFLIX INC,2015-05-01 00:00:00-04:00,2015,2,5,89.15142822265625,79.855712890625,90.2057113647461,78.894287109375,280030800,423732334,37776342760.219604,37.776342760219606,,,,,,,,45.66917,46.034058,10.693142,17.872198,,,,,,Communication Services,Entertainment,United States,14000,2015-Q2
NFLX,NETFLIX INC,2015-06-01 00:00:00-04:00,2015,2,6,93.84857177734375,88.83714294433594,100.89142608642578,87.94428253173828,469260400,423732334,39766674361.780396,39.766674361780396,,,,,,,,45.66917,46.034058,10.693142,17.872198,,,,,,Communication Services,Entertainment,United States,14000,2015-Q2
NFLX,NETFLIX INC,2015-07-01 00:00:00-04:00,2015,3,7,114.30999755859375,94.80571746826172,117.87999725341797,92.28428649902344,406357500,423732334,48436842065.03723,48.43684206503723,,,,,,,,45.66917,46.034058,10.693142,17.872198,,,,,,Communication Services,Entertainment,United States,14000,2015-Q3
NFLX,NETFLIX INC,2015-08-01 00:00:00-04:00,2015,3,8,115.02999877929688,114.5999984741211,129.2899932861328,85.5,469661800,423732334,48741929862.768616,48.741929862768615,,,,,,,,45.66917,46.034058,10.693142,17.872198,,,,,,Communication Services,Entertainment,United States,14000,2015-Q3
NFLX,NETFLIX INC,2015-09-01 00:00:00-04:00,2015,3,9,103.26000213623047,109.3499984741211,111.23999786376953,93.55000305175781,497401200,423732334,43754601714.02992,43.754601714029924,,,,,,,,45.66917,46.034058,10.693142,17.872198,,,,,,Communication Services,Entertainment,United States,14000,2015-Q3
NFLX,NETFLIX INC,2015-10-01 00:00:00-04:00,2015,4,10,108.37999725341797,102.91000366210938,115.83000183105469,96.26000213623047,446204400,423732334,45924109195.104385,45.924109195104386,,,,,,,,45.66917,46.034058,10.693142,17.872198,,,,,,Communication Services,Entertainment,United States,14000,2015-Q4
