ticker,company_name,date,year,quarter,month,close_price,open_price,high_price,low_price,volume,shares_outstanding,current_pe,forward_pe,current_ps,current_pb,peg_ratio,sector,industry,country,employees,year_quarter
TEMP,"Tempus AI, Inc.",2024-06-01 00:00:00-04:00,2024,2,6,44.09870910644531,45.33151842239618,45.54763977001165,44.09870910644531,2935,,23.927462,,,,,N/A,N/A,N/A,,2024-Q2
TEMP,"Tempus AI, Inc.",2024-07-01 00:00:00-04:00,2024,3,7,45.70761489868164,44.08157169323555,46.082135312891246,43.79935209006902,16132,,23.927462,,,,,N/A,N/A,N/A,,2024-Q3
TEMP,"Tempus AI, Inc.",2024-08-01 00:00:00-04:00,2024,3,8,46.6373176574707,44.57262490468479,46.6373176574707,42.74700563633569,242580,,23.927462,,,,,N/A,N/A,N/A,,2024-Q3
TEMP,"Tempus AI, Inc.",2024-09-01 00:00:00-04:00,2024,3,9,48.77490234375,45.80907520027832,49.115242547473436,44.44692902249161,3454,,23.927462,,,,,N/A,N/A,N/A,,2024-Q3
TEMP,"Tempus AI, Inc.",2024-10-01 00:00:00-04:00,2024,4,10,46.503936767578125,48.59069480363591,48.94718943000097,46.48512187778989,28197,,23.927462,,,,,N/A,N/A,N/A,,2024-Q4
TEMP,"Tempus AI, Inc.",2024-11-01 00:00:00-04:00,2024,4,11,46.913230895996094,46.65258436207808,47.50466175423304,45.78572786841513,18426,,23.927462,,,,,N/A,N/A,N/A,,2024-Q4
TEMP,"Tempus AI, Inc.",2024-12-01 00:00:00-05:00,2024,4,12,42.98548889160156,47.06630963452899,47.14511647940025,42.959977749610765,14666,,23.927462,,,,,N/A,N/A,N/A,,2024-Q4
TEMP,"Tempus AI, Inc.",2025-01-01 00:00:00-05:00,2025,1,1,44.44160079956055,43.637298583984375,45.96900177001953,42.599998474121094,239522,,23.927462,,,,,N/A,N/A,N/A,,2025-Q1
TEMP,"Tempus AI, Inc.",2025-02-01 00:00:00-05:00,2025,1,2,42.55379867553711,43.439998626708984,44.7400016784668,42.55379867553711,53898,,23.927462,,,,,N/A,N/A,N/A,,2025-Q1
TEMP,"Tempus AI, Inc.",2025-03-01 00:00:00-05:00,2025,1,3,41.823299407958984,43.0,43.790000915527344,41.31999969482422,36427,,23.927462,,,,,N/A,N/A,N/A,,2025-Q1
TEMP,"Tempus AI, Inc.",2025-04-01 00:00:00-04:00,2025,2,4,43.814998626708984,41.68000030517578,43.81999969482422,37.279998779296875,64609,,23.927462,,,,,N/A,N/A,N/A,,2025-Q2
TEMP,"Tempus AI, Inc.",2025-05-01 00:00:00-04:00,2025,2,5,47.00019836425781,44.18000030517578,47.409698486328125,43.84000015258789,30341,,23.927462,,,,,N/A,N/A,N/A,,2025-Q2
TEMP,"Tempus AI, Inc.",2025-06-01 00:00:00-04:00,2025,2,6,48.95240020751953,46.90999984741211,49.099998474121094,46.84000015258789,19106,,23.927462,,,,,N/A,N/A,N/A,,2025-Q2
TEMP,"Tempus AI, Inc.",2025-07-01 00:00:00-04:00,2025,3,7,49.81549835205078,48.95240020751953,51.80500030517578,48.79999923706055,14985,,23.927462,,,,,N/A,N/A,N/A,,2025-Q3
TEMP,"Tempus AI, Inc.",2025-08-01 00:00:00-04:00,2025,3,8,50.64039993286133,49.3849983215332,51.380001068115234,49.19900131225586,18028,,23.927462,,,,,N/A,N/A,N/A,,2025-Q3
TEMP,"Tempus AI, Inc.",2025-09-01 00:00:00-04:00,2025,3,9,50.88690185546875,50.64039993286133,51.0,49.060001373291016,35712,,23.927462,,,,,N/A,N/A,N/A,,2025-Q3
TEMP,"Tempus AI, Inc.",2025-10-01 00:00:00-04:00,2025,4,10,51.60499954223633,50.88690185546875,51.66999816894531,50.88690185546875,3235,,23.927462,,,,,N/A,N/A,N/A,,2025-Q4
