ticker,company_name,date,year,quarter,month,close_price,open_price,high_price,low_price,volume,shares_outstanding,market_cap,market_cap_billions,revenue,revenue_millions,gross_profit,net_income,operating_income,ebitda,ps_ratio,current_pe,forward_pe,current_ps,current_pb,peg_ratio,revenue_qoq_pct,revenue_yoy_pct,market_cap_yoy_pct,user_mau_millions,user_subscribers_millions,sector,industry,country,employees,year_quarter
HUT,HUT 8 CORP,2019-01-01 00:00:00-05:00,2019,1,1,6.494999885559082,5.230000019073486,7.25,5.230000019073486,9340,105527928,685403880.283287,0.685403880283287,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,,,,Financial Services,Capital Markets,United States,222,2019-Q1
HUT,HUT 8 CORP,2019-02-01 00:00:00-05:00,2019,1,2,4.914999961853027,6.449999809265137,6.449999809265137,4.449999809265137,27340,105527928,518669762.094429,0.518669762094429,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,,,,Financial Services,Capital Markets,United States,222,2019-Q1
HUT,HUT 8 CORP,2019-03-01 00:00:00-05:00,2019,1,3,3.2750000953674316,5.159999847412109,5.275000095367432,2.994999885559082,45500,105527928,345603974.26392746,0.34560397426392747,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-74.36399066018751,,,Financial Services,Capital Markets,United States,222,2019-Q1
HUT,HUT 8 CORP,2019-04-01 00:00:00-04:00,2019,2,4,5.900000095367432,3.4000000953674316,6.090000152587891,3.0,85000,105527928,622614785.2639275,0.6226147852639274,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-64.74454807179426,,,Financial Services,Capital Markets,United States,222,2019-Q2
HUT,HUT 8 CORP,2019-05-01 00:00:00-04:00,2019,2,5,8.449999809265137,5.605000019073486,10.300000190734863,5.164999961853027,158440,105527928,891710971.4721451,0.8917109714721451,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-45.07637514751423,,,Financial Services,Capital Markets,United States,222,2019-Q2
HUT,HUT 8 CORP,2019-06-01 00:00:00-04:00,2019,2,6,10.300000190734863,8.5,11.149999618530273,6.75,200860,105527928,1086937678.527855,1.0869376785278548,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-8.849557372750516,,,Financial Services,Capital Markets,United States,222,2019-Q2
HUT,HUT 8 CORP,2019-07-01 00:00:00-04:00,2019,3,7,8.899999618530273,10.149999618530273,10.449999809265137,7.710000038146973,98420,105527928,939198518.9442902,0.9391985189442902,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-19.819826012007358,,,Financial Services,Capital Markets,United States,222,2019-Q3
HUT,HUT 8 CORP,2019-08-01 00:00:00-04:00,2019,3,8,8.579999923706055,9.399999618530273,10.899999618530273,8.180000305175781,71680,105527928,905429614.188858,0.905429614188858,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-36.20817810126915,,,Financial Services,Capital Markets,United States,222,2019-Q3
HUT,HUT 8 CORP,2019-09-01 00:00:00-04:00,2019,3,9,8.020000457763672,8.75,9.095000267028809,7.119999885559082,101340,105527928,846334030.8668518,0.8463340308668518,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-27.45363874835145,,,Financial Services,Capital Markets,United States,222,2019-Q3
HUT,HUT 8 CORP,2019-10-01 00:00:00-04:00,2019,4,10,6.949999809265137,8.069999694824219,8.600000381469727,5.900000095367432,80460,105527928,733419079.4721451,0.7334190794721451,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-36.12132595439525,,,Financial Services,Capital Markets,United States,222,2019-Q4
HUT,HUT 8 CORP,2019-11-01 00:00:00-04:00,2019,4,11,4.994999885559082,7.099999904632568,7.375,4.800000190734863,51680,105527928,527111988.28328705,0.5271119882832871,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-27.080292626266655,,,Financial Services,Capital Markets,United States,222,2019-Q4
HUT,HUT 8 CORP,2019-12-01 00:00:00-05:00,2019,4,12,3.9200000762939453,5.0,5.125,3.734999895095825,44980,105527928,413669485.81114197,0.413669485811142,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-25.047799961798322,,,Financial Services,Capital Markets,United States,222,2019-Q4
HUT,HUT 8 CORP,2020-01-01 00:00:00-05:00,2020,1,1,4.75,4.014999866485596,6.599999904632568,4.005000114440918,73000,105527928,501257658.0,0.501257658,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-26.86681934265922,,,Financial Services,Capital Markets,United States,222,2020-Q1
HUT,HUT 8 CORP,2020-02-01 00:00:00-05:00,2020,1,2,4.5,4.860000133514404,8.0,3.924999952316284,217760,105527928,474875676.0,0.474875676,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-8.443539472512352,,,Financial Services,Capital Markets,United States,222,2020-Q1
HUT,HUT 8 CORP,2020-03-01 00:00:00-05:00,2020,1,3,2.575000047683716,4.425000190734863,5.150000095367432,1.8450000286102295,210940,105527928,271734419.63196373,0.2717344196319637,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-21.37404663510951,,,Financial Services,Capital Markets,United States,222,2020-Q1
HUT,HUT 8 CORP,2020-04-01 00:00:00-04:00,2020,2,4,3.0399999618530273,2.569999933242798,3.950000047683716,2.1500000953674316,1011800,105527928,320804897.094429,0.320804897094429,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-48.47457775060076,,,Financial Services,Capital Markets,United States,222,2020-Q2
HUT,HUT 8 CORP,2020-05-01 00:00:00-04:00,2020,2,5,6.300000190734863,3.1500000953674316,7.0,2.7699999809265137,1522020,105527928,664825966.5278549,0.664825966527855,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-25.443783042135358,,,Financial Services,Capital Markets,United States,222,2020-Q2
HUT,HUT 8 CORP,2020-06-01 00:00:00-04:00,2020,2,6,3.8399999141693115,6.625,7.75,3.5,650720,105527928,405227234.4624653,0.4052272344624653,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-62.71844812562723,,,Financial Services,Capital Markets,United States,222,2020-Q2
HUT,HUT 8 CORP,2020-07-01 00:00:00-04:00,2020,3,7,4.364999771118164,3.859999895095825,5.650000095367432,3.5999999046325684,650860,105527928,460629381.5665741,0.46062938156657407,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-50.95505664932837,,,Financial Services,Capital Markets,United States,222,2020-Q3
HUT,HUT 8 CORP,2020-08-01 00:00:00-04:00,2020,3,8,4.099999904632568,4.375,5.400000095367432,3.7799999713897705,793540,105527928,432664494.73607254,0.43266449473607255,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-52.2144529010484,,,Financial Services,Capital Markets,United States,222,2020-Q3
HUT,HUT 8 CORP,2020-09-01 00:00:00-04:00,2020,3,9,3.700000047683716,4.125,4.349999904632568,2.924999952316284,621880,105527928,390453338.63196373,0.39045333863196374,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-53.86533869705741,,,Financial Services,Capital Markets,United States,222,2020-Q3
HUT,HUT 8 CORP,2020-10-01 00:00:00-04:00,2020,4,10,4.815000057220459,3.700000047683716,4.860000133514404,3.25,748280,105527928,508116979.3583565,0.5081169793583564,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-30.719421735788842,,,Financial Services,Capital Markets,United States,222,2020-Q4
HUT,HUT 8 CORP,2020-11-01 00:00:00-04:00,2020,4,11,7.199999809265137,4.699999809265137,7.5,4.25,1765300,105527928,759801061.4721451,0.7598010614721451,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,44.14414362812848,,,Financial Services,Capital Markets,United States,222,2020-Q4
HUT,HUT 8 CORP,2020-12-01 00:00:00-05:00,2020,4,12,13.75,7.110000133514404,17.25,5.599999904632568,3412620,105527928,1451009010.0,1.45100901,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,250.76529929559476,,,Financial Services,Capital Markets,United States,222,2020-Q4
HUT,HUT 8 CORP,2021-01-01 00:00:00-05:00,2021,1,1,19.0,14.899999618530273,33.150001525878906,14.520000457763672,7686300,105527928,2005030632.0,2.005030632,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,300.0,,,Financial Services,Capital Markets,United States,222,2021-Q1
HUT,HUT 8 CORP,2021-02-01 00:00:00-05:00,2021,1,2,39.400001525878906,19.010000228881836,65.0,17.5049991607666,9265040,105527928,4157800524.2228394,4.157800524222839,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,775.5555894639757,,,Financial Services,Capital Markets,United States,222,2021-Q1
HUT,HUT 8 CORP,2021-03-01 00:00:00-05:00,2021,1,3,37.869998931884766,45.0,47.0,28.604999542236328,4865980,105527928,3996342520.6440125,3.9963425206440126,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,1370.679542936315,,,Financial Services,Capital Markets,United States,222,2021-Q1
HUT,HUT 8 CORP,2021-04-01 00:00:00-04:00,2021,2,4,27.25,40.400001525878906,41.974998474121094,23.75,3495880,105527928,2875636038.0,2.875636038,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,796.3815901954749,,,Financial Services,Capital Markets,United States,222,2021-Q2
HUT,HUT 8 CORP,2021-05-01 00:00:00-04:00,2021,2,5,20.350000381469727,27.825000762939453,30.350000381469727,17.799999237060547,2619260,105527928,2147493375.05571,2.14749337505571,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,223.01586929152143,,,Financial Services,Capital Markets,United States,222,2021-Q2
HUT,HUT 8 CORP,2021-06-01 00:00:00-04:00,2021,2,6,22.0,20.424999237060547,25.549999237060547,15.75,8823900,105527928,2321614416.0,2.321614416,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,472.91667947235237,,,Financial Services,Capital Markets,United States,222,2021-Q2
HUT,HUT 8 CORP,2021-07-01 00:00:00-04:00,2021,3,7,23.649999618530273,21.5,27.950000762939453,17.25,12930760,105527928,2495735456.94429,2.49573545694429,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,441.80987075909854,,,Financial Services,Capital Markets,United States,222,2021-Q3
HUT,HUT 8 CORP,2021-08-01 00:00:00-04:00,2021,3,8,39.29999923706055,23.75,41.79499816894531,23.100000381469727,26041540,105527928,4147247489.8885803,4.1472474898885805,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,858.5365890534702,,,Financial Services,Capital Markets,United States,222,2021-Q3
HUT,HUT 8 CORP,2021-09-01 00:00:00-04:00,2021,3,9,42.0,40.04999923706055,56.4900016784668,37.849998474121094,49248160,105527928,4432172976.0,4.432172976,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,1035.1351205060917,,,Financial Services,Capital Markets,United States,222,2021-Q3
HUT,HUT 8 CORP,2021-10-01 00:00:00-04:00,2021,4,10,67.0,45.04999923706055,67.9000015258789,43.04999923706055,66579120,105527928,7070371176.0,7.070371176,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,1291.4849263506944,,,Financial Services,Capital Markets,United States,222,2021-Q4
HUT,HUT 8 CORP,2021-11-01 00:00:00-04:00,2021,4,11,60.25,68.19999694824219,82.8499984741211,57.95000076293945,45810820,105527928,6358057662.0,6.358057662,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,736.805577723333,,,Financial Services,Capital Markets,United States,222,2021-Q4
HUT,HUT 8 CORP,2021-12-01 00:00:00-05:00,2021,4,12,39.25,63.0,65.5999984741211,36.54999923706055,36347680,105527928,4141971174.0,4.141971174,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,185.45454545454544,,,Financial Services,Capital Markets,United States,222,2021-Q4
HUT,HUT 8 CORP,2022-01-01 00:00:00-05:00,2022,1,1,29.700000762939453,39.900001525878906,41.25,22.600000381469727,29296220,105527928,3134179542.1114197,3.13417954211142,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,56.315793489155006,,,Financial Services,Capital Markets,United States,222,2022-Q1
HUT,HUT 8 CORP,2022-02-01 00:00:00-05:00,2022,1,2,30.549999237060547,31.5,41.70000076293945,24.100000381469727,32179180,105527928,3223878119.8885803,3.2238781198885804,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-22.461933873290473,,,Financial Services,Capital Markets,United States,222,2022-Q1
HUT,HUT 8 CORP,2022-03-01 00:00:00-05:00,2022,1,3,27.600000381469727,32.70000076293945,33.5,22.649999618530273,37223420,105527928,2912570853.05571,2.9125708530557097,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-27.11908856635372,,,Financial Services,Capital Markets,United States,222,2022-Q1
HUT,HUT 8 CORP,2022-04-01 00:00:00-04:00,2022,2,4,17.799999237060547,27.700000762939453,28.69499969482422,17.149999618530273,22990860,105527928,1878397037.8885803,1.8783970378885804,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-34.678901882346615,,,Financial Services,Capital Markets,United States,222,2022-Q2
HUT,HUT 8 CORP,2022-05-01 00:00:00-04:00,2022,2,5,12.75,17.799999237060547,20.049999237060547,10.524999618530273,40474920,105527928,1345481082.0,1.345481082,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-37.34643852090599,,,Financial Services,Capital Markets,United States,222,2022-Q2
HUT,HUT 8 CORP,2022-06-01 00:00:00-04:00,2022,2,6,6.650000095367432,12.850000381469727,13.324999809265137,6.449999809265137,46074880,105527928,701760731.2639275,0.7017607312639275,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-69.77272683923894,,,Financial Services,Capital Markets,United States,222,2022-Q2
HUT,HUT 8 CORP,2022-07-01 00:00:00-04:00,2022,3,7,10.600000381469727,6.800000190734863,11.850000381469727,6.349999904632568,63756580,105527928,1118596077.0557098,1.1185960770557097,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-55.17970168099113,,,Financial Services,Capital Markets,United States,222,2022-Q3
HUT,HUT 8 CORP,2022-08-01 00:00:00-04:00,2022,3,8,10.149999618530273,10.300000190734863,18.5,9.850000381469727,55968340,105527928,1071108428.9442902,1.0711084289442903,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-74.17302845909815,,,Financial Services,Capital Markets,United States,222,2022-Q3
HUT,HUT 8 CORP,2022-09-01 00:00:00-04:00,2022,3,9,8.899999618530273,9.800000190734863,12.475000381469727,8.25,38698300,105527928,939198518.9442902,0.9391985189442902,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-78.80952471778507,,,Financial Services,Capital Markets,United States,222,2022-Q3
HUT,HUT 8 CORP,2022-10-01 00:00:00-04:00,2022,4,10,11.199999809265137,9.199999809265137,12.399999618530273,8.350000381469727,31587800,105527928,1181912773.472145,1.181912773472145,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-83.28358237423113,,,Financial Services,Capital Markets,United States,222,2022-Q4
HUT,HUT 8 CORP,2022-11-01 00:00:00-04:00,2022,4,11,5.949999809265137,11.600000381469727,11.739999771118164,5.375,38289500,105527928,627891151.4721451,0.627891151472145,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-90.1244816443732,,,Financial Services,Capital Markets,United States,222,2022-Q4
HUT,HUT 8 CORP,2022-12-01 00:00:00-05:00,2022,4,12,4.25,6.150000095367432,6.400000095367432,3.9000000953674316,19108800,105527928,448493694.0,0.448493694,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-89.171974522293,,,Financial Services,Capital Markets,United States,222,2022-Q4
HUT,HUT 8 CORP,2023-01-01 00:00:00-05:00,2023,1,1,9.649999618530273,4.264999866485596,10.600000381469727,4.054999828338623,40504140,105527928,1018344464.9442902,1.01834446494429,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-67.5084196274775,,,Financial Services,Capital Markets,United States,222,2023-Q1
HUT,HUT 8 CORP,2023-02-01 00:00:00-05:00,2023,1,2,8.25,9.600000381469727,12.75,7.800000190734863,48846600,105527928,870605406.0,0.870605406,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-72.99508934196032,,,Financial Services,Capital Markets,United States,222,2023-Q1
HUT,HUT 8 CORP,2023-03-01 00:00:00-05:00,2023,1,3,9.25,8.199999809265137,10.350000381469727,6.050000190734863,53634360,105527928,976133334.0,0.976133334,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-66.48550770959291,,,Financial Services,Capital Markets,United States,222,2023-Q1
HUT,HUT 8 CORP,2023-04-01 00:00:00-04:00,2023,2,4,8.949999809265137,8.949999809265137,11.199999809265137,7.949999809265137,39389840,105527928,944474935.4721451,0.9444749354721451,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-49.71910004001147,,,Financial Services,Capital Markets,United States,222,2023-Q2
HUT,HUT 8 CORP,2023-05-01 00:00:00-04:00,2023,2,5,10.800000190734863,8.699999809265137,10.899999618530273,8.100000381469727,30796240,105527928,1139701642.527855,1.139701642527855,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-15.294116151099113,,,Financial Services,Capital Markets,United States,222,2023-Q2
HUT,HUT 8 CORP,2023-06-01 00:00:00-04:00,2023,2,6,16.5,10.5,17.0,9.449999809265137,50942840,105527928,1741210812.0,1.741210812,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,148.12029719359464,,,Financial Services,Capital Markets,United States,222,2023-Q2
HUT,HUT 8 CORP,2023-07-01 00:00:00-04:00,2023,3,7,17.799999237060547,16.350000381469727,22.75,16.25,61946840,105527928,1878397037.8885803,1.8783970378885804,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,67.92451506112602,,,Financial Services,Capital Markets,United States,222,2023-Q3
HUT,HUT 8 CORP,2023-08-01 00:00:00-04:00,2023,3,8,12.149999618530273,17.25,17.389999389648438,10.850000381469727,40741860,105527928,1282164284.9442902,1.2821642849442902,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,19.704434238093114,,,Financial Services,Capital Markets,United States,222,2023-Q3
HUT,HUT 8 CORP,2023-09-01 00:00:00-04:00,2023,3,9,9.75,12.199999809265137,12.399999618530273,9.210000038146973,31959160,105527928,1028897298.0,1.028897298,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,9.550566493283675,,,Financial Services,Capital Markets,United States,222,2023-Q3
HUT,HUT 8 CORP,2023-10-01 00:00:00-04:00,2023,4,10,10.850000381469727,10.5,12.324999809265137,8.5,44519480,105527928,1144978059.0557098,1.14497805905571,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-3.1249949442487934,,,Financial Services,Capital Markets,United States,222,2023-Q4
HUT,HUT 8 CORP,2023-11-01 00:00:00-04:00,2023,4,11,9.5,11.0,13.0,8.75,44176880,105527928,1002515316.0,1.002515316,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,59.66387066444816,,,Financial Services,Capital Markets,United States,222,2023-Q4
HUT,HUT 8 CORP,2023-12-01 00:00:00-05:00,2023,4,12,13.34000015258789,9.75,18.420000076293945,8.0,179544160,105527928,1407742575.622284,1.4077425756222839,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,213.8823565314798,,,Financial Services,Capital Markets,United States,222,2023-Q4
HUT,HUT 8 CORP,2024-01-01 00:00:00-05:00,2024,1,1,7.46999979019165,15.0600004196167,15.069999694824219,6.179999828338623,150971300,105527928,788293600.0193596,0.7882936000193596,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,-22.59067268927669,,,Financial Services,Capital Markets,United States,222,2024-Q1
HUT,HUT 8 CORP,2024-02-01 00:00:00-05:00,2024,1,2,8.489999771118164,7.400000095367432,10.9399995803833,6.340000152587891,107900500,105527928,895932084.5665741,0.8959320845665741,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,2.909088134765625,,,Financial Services,Capital Markets,United States,222,2024-Q1
HUT,HUT 8 CORP,2024-03-01 00:00:00-05:00,2024,1,3,11.039999961853027,8.460000038146973,12.154999732971191,6.769999980926514,93969400,105527928,1165028321.094429,1.165028321094429,,,,,,,,33.328674,-595.75,36.302525,3.9284537,,,,19.35135093895164,,,Financial Services,Capital Markets,United States,222,2024-Q1
HUT,HUT 8 CORP,2024-04-01 00:00:00-04:00,2024,2,4,7.860000133514404,11.029999732971191,11.6899995803833,6.949999809265137,61833400,105527928,829449528.1694984,0.8294495281694985,-36627000.0,-36.627,-57263000.0,-71866000.0,-86693000.0,-54518000.0,-5.6614623649868845,33.328674,-595.75,36.302525,3.9284537,,,,-12.178767586367467,,,Financial Services,Capital Markets,United States,222,2024-Q2
HUT,HUT 8 CORP,2024-05-01 00:00:00-04:00,2024,2,5,8.6899995803833,7.809999942779541,10.609999656677246,7.670000076293945,62628600,105527928,917037650.0387192,0.9170376500387192,-36627000.0,-36.627,-57263000.0,-71866000.0,-86693000.0,-54518000.0,-6.25930085755535,33.328674,-595.75,36.302525,3.9284537,,0.0,,-19.53704234340381,,,Financial Services,Capital Markets,United States,222,2024-Q2
HUT,HUT 8 CORP,2024-06-01 00:00:00-04:00,2024,2,6,14.989999771118164,8.949999809265137,17.389999389648438,8.800000190734863,140891600,105527928,1581863616.566574,1.581863616566574,-36627000.0,-36.627,-57263000.0,-71866000.0,-86693000.0,-54518000.0,-10.79711426383934,33.328674,-595.75,36.302525,3.9284537,,0.0,,-9.151516538677795,,,Financial Services,Capital Markets,United States,222,2024-Q2
HUT,HUT 8 CORP,2024-07-01 00:00:00-04:00,2024,3,7,14.640000343322754,15.300000190734863,21.097999572753906,13.859999656677246,133925200,105527928,1544928902.1501389,1.544928902150139,42183000.0,42.183,24624000.0,647000.0,-2013000.0,20180000.0,9.15611088679171,33.328674,-595.75,36.302525,3.9284537,,-215.16913752150055,,-17.75280353472436,,,Financial Services,Capital Markets,United States,222,2024-Q3
HUT,HUT 8 CORP,2024-08-01 00:00:00-04:00,2024,3,8,10.109999656677246,14.600000381469727,15.170000076293945,9.569999694824219,94923900,105527928,1066887315.8498611,1.066887315849861,42183000.0,42.183,24624000.0,647000.0,-2013000.0,20180000.0,6.322969655132762,33.328674,-595.75,36.302525,3.9284537,,0.0,-215.16913752150055,-16.790123669977497,,,Financial Services,Capital Markets,United States,222,2024-Q3
HUT,HUT 8 CORP,2024-09-01 00:00:00-04:00,2024,3,9,12.260000228881836,9.918000221252441,13.449999809265137,8.730999946594238,82385400,105527928,1293772421.433426,1.2937724214334259,42183000.0,42.183,24624000.0,647000.0,-2013000.0,20180000.0,7.667617413611087,33.328674,-595.75,36.302525,3.9284537,,0.0,-215.16913752150055,25.743592091095756,,,Financial Services,Capital Markets,United States,222,2024-Q3
HUT,HUT 8 CORP,2024-10-01 00:00:00-04:00,2024,4,10,15.789999961853027,12.270000457763672,18.385000228881836,10.70199966430664,110406600,105527928,1666285979.094429,1.666285979094429,339851000.0,339.851,319538000.0,152225000.0,286386000.0,284657000.0,1.2257474445377747,33.328674,-595.75,36.302525,3.9284537,,705.6586776663585,-1027.870150435471,45.529948448850966,,,Financial Services,Capital Markets,United States,222,2024-Q4
HUT,HUT 8 CORP,2024-11-01 00:00:00-04:00,2024,4,11,28.020000457763672,16.040000915527344,30.170000076293945,15.137999534606934,168036100,105527928,2956892590.866852,2.9568925908668517,339851000.0,339.851,319538000.0,152225000.0,286386000.0,284657000.0,2.1751389512366095,33.328674,-595.75,36.302525,3.9284537,,0.0,705.6586776663585,194.9473732396176,,,Financial Services,Capital Markets,United States,222,2024-Q4
HUT,HUT 8 CORP,2024-12-01 00:00:00-05:00,2024,4,12,20.489999771118164,27.1200008392334,31.950000762939453,20.34000015258789,154243000,105527928,2162267220.566574,2.1622672205665743,339851000.0,339.851,319538000.0,152225000.0,286386000.0,284657000.0,1.590599424870439,33.328674,-595.75,36.302525,3.9284537,,0.0,705.6586776663585,53.59819742688092,,,Financial Services,Capital Markets,United States,222,2024-Q4
HUT,HUT 8 CORP,2025-01-01 00:00:00-05:00,2025,1,1,21.690000534057617,21.100000381469727,29.280000686645508,18.645000457763672,120569300,105527928,2288900814.677994,2.288900814677994,-90579000.0,-90.579,-109238000.0,-133889000.0,-145196000.0,-131547000.0,-6.317415777050955,33.328674,-595.75,36.302525,3.9284537,,-126.65256244648391,-314.72868217054264,190.3614610878207,9.0,41.2,Financial Services,Capital Markets,United States,222,2025-Q1
