ticker,company_name,date,year,quarter,month,close_price,open_price,high_price,low_price,volume,shares_outstanding,market_cap,market_cap_billions,revenue,revenue_millions,gross_profit,net_income,operating_income,ebitda,ps_ratio,current_pe,forward_pe,current_ps,current_pb,peg_ratio,revenue_qoq_pct,revenue_yoy_pct,market_cap_yoy_pct,user_subscribers_millions,sector,industry,country,employees,year_quarter
VRNT,VERINT SYSTEMS INC,2015-01-01 00:00:00-05:00,2015,1,1,27.193071365356445,29.73509979248047,30.05603790283203,26.91798210144043,18958457,60594610,1647753554.0859413,1.6477535540859414,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,,,Technology,Software - Infrastructure,United States,3700,2015-Q1
VRNT,VERINT SYSTEMS INC,2015-02-01 00:00:00-05:00,2015,1,2,31.01375389099121,27.223636627197266,31.309221267700195,26.89251136779785,17581021,60594610,1879266321.660595,1.879266321660595,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,,,Technology,Software - Infrastructure,United States,3700,2015-Q1
VRNT,VERINT SYSTEMS INC,2015-03-01 00:00:00-05:00,2015,1,3,31.54865074157715,31.12582778930664,32.3382568359375,28.364748001098633,19732667,60594610,1911678187.712078,1.911678187712078,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,,,Technology,Software - Infrastructure,United States,3700,2015-Q1
VRNT,VERINT SYSTEMS INC,2015-04-01 00:00:00-04:00,2015,2,4,31.29393768310547,31.61487579345703,33.00050735473633,31.018848419189453,12421078,60594610,1896243949.2720795,1.8962439492720795,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,,,Technology,Software - Infrastructure,United States,3700,2015-Q2
VRNT,VERINT SYSTEMS INC,2015-05-01 00:00:00-04:00,2015,2,5,32.94447326660156,31.339786529541016,33.65766525268555,31.105451583862305,12804649,60594610,1996257509.2451477,1.9962575092451478,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,,,Technology,Software - Infrastructure,United States,3700,2015-Q2
VRNT,VERINT SYSTEMS INC,2015-06-01 00:00:00-04:00,2015,2,6,30.947528839111328,33.07692337036133,33.85124969482422,30.489046096801758,19501622,60594610,1875253440.4697037,1.8752534404697037,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,,,Technology,Software - Infrastructure,United States,3700,2015-Q2
VRNT,VERINT SYSTEMS INC,2015-07-01 00:00:00-04:00,2015,3,7,29.6586856842041,31.278654098510742,31.839021682739258,29.062658309936523,12523547,60594610,1797156492.1469307,1.7971564921469307,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,,,Technology,Software - Infrastructure,United States,3700,2015-Q3
VRNT,VERINT SYSTEMS INC,2015-08-01 00:00:00-04:00,2015,3,8,27.167600631713867,29.755475997924805,30.40753936767578,26.230260848999023,20124874,60594610,1646210164.9144554,1.6462101649144554,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,,,Technology,Software - Infrastructure,United States,3700,2015-Q3
VRNT,VERINT SYSTEMS INC,2015-09-01 00:00:00-04:00,2015,3,9,21.981660842895508,26.790626525878906,27.554763793945312,20.83545684814453,34514057,60594610,1331970165.9275246,1.3319701659275245,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,,,Technology,Software - Infrastructure,United States,3700,2015-Q3
VRNT,VERINT SYSTEMS INC,2015-10-01 00:00:00-04:00,2015,4,10,24.23841094970703,21.976566314697266,24.829343795776367,21.6912899017334,21828758,60594610,1468717058.5172272,1.4687170585172271,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,,,Technology,Software - Infrastructure,United States,3700,2015-Q4
VRNT,VERINT SYSTEMS INC,2015-11-01 00:00:00-04:00,2015,4,11,23.866531372070312,24.309730529785156,25.318389892578125,22.669384002685547,17343106,60594610,1446183160.5433655,1.4461831605433655,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,,,Technology,Software - Infrastructure,United States,3700,2015-Q4
VRNT,VERINT SYSTEMS INC,2015-12-01 00:00:00-05:00,2015,4,12,20.66225242614746,23.988792419433594,24.06520652770996,19.872644424438477,31781756,60594610,1252021127.4839592,1.2520211274839592,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,,,Technology,Software - Infrastructure,United States,3700,2015-Q4
VRNT,VERINT SYSTEMS INC,2016-01-01 00:00:00-05:00,2016,1,1,18.6500244140625,20.290372848510742,21.07488441467285,18.140600204467773,17844456,60594610,1130090955.8605957,1.1300909558605956,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,-31.416263490477412,,Technology,Software - Infrastructure,United States,3700,2016-Q1
VRNT,VERINT SYSTEMS INC,2016-02-01 00:00:00-05:00,2016,1,2,18.0998477935791,18.537952423095703,19.103412628173828,15.160469055175781,22745675,60594610,1096753218.1112862,1.0967532181112862,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,-41.639287339425564,,Technology,Software - Infrastructure,United States,3700,2016-Q1
VRNT,VERINT SYSTEMS INC,2016-03-01 00:00:00-05:00,2016,1,3,17.00458526611328,18.257768630981445,19.358125686645508,15.180846214294434,39065662,60594610,1030386212.4118805,1.0303862124118806,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,-46.100435782810266,,Technology,Software - Infrastructure,United States,3700,2016-Q1
VRNT,VERINT SYSTEMS INC,2016-04-01 00:00:00-04:00,2016,2,4,17.238920211791992,16.94345474243164,18.344371795654297,16.469688415527344,26206249,60594610,1044585647.0546532,1.044585647054653,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,-44.91290809625822,,Technology,Software - Infrastructure,United States,3700,2016-Q2
VRNT,VERINT SYSTEMS INC,2016-05-01 00:00:00-04:00,2016,2,5,16.805908203125,17.3204288482666,17.585329055786133,16.13856315612793,22009940,60594610,1018347453.2641602,1.01834745326416,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,-48.98716981411724,,Technology,Software - Infrastructure,United States,3700,2016-Q2
VRNT,VERINT SYSTEMS INC,2016-06-01 00:00:00-04:00,2016,2,6,16.877229690551758,16.754966735839844,18.914926528930664,16.011207580566406,36480589,60594610,1022669150.9794044,1.0226691509794044,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,-45.46501667938539,,Technology,Software - Infrastructure,United States,3700,2016-Q2
VRNT,VERINT SYSTEMS INC,2016-07-01 00:00:00-04:00,2016,3,7,17.967397689819336,16.780437469482422,18.079469680786133,16.057056427001953,13162113,60594610,1088727455.7295036,1.0887274557295037,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,-39.41944062818475,,Technology,Software - Infrastructure,United States,3700,2016-Q3
VRNT,VERINT SYSTEMS INC,2016-08-01 00:00:00-04:00,2016,3,8,17.381559371948242,17.95720863342285,18.8792667388916,17.11156463623047,17094197,60594610,1053228811.3350487,1.0532288113350488,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,-36.02099939713474,,Technology,Software - Infrastructure,United States,3700,2016-Q3
VRNT,VERINT SYSTEMS INC,2016-09-01 00:00:00-04:00,2016,3,9,19.16963768005371,17.381559371948242,20.213958740234375,17.330615997314453,30351120,60594610,1161576719.0641594,1.1615767190641595,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,-12.792587343329176,,Technology,Software - Infrastructure,United States,3700,2016-Q3
VRNT,VERINT SYSTEMS INC,2016-10-01 00:00:00-04:00,2016,4,10,18.339277267456055,19.093225479125977,19.33774757385254,17.763626098632812,11897940,60594610,1111261353.7033653,1.1112613537033653,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,-24.337955547049916,,Technology,Software - Infrastructure,United States,3700,2016-Q4
VRNT,VERINT SYSTEMS INC,2016-11-01 00:00:00-04:00,2016,4,11,19.128883361816406,18.313804626464844,19.842077255249023,17.98267936706543,15784287,60594610,1159107227.044754,1.159107227044754,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,-19.850593018297225,,Technology,Software - Infrastructure,United States,3700,2016-Q4
VRNT,VERINT SYSTEMS INC,2016-12-01 00:00:00-05:00,2016,4,12,17.95720863342285,19.28171157836914,19.842077255249023,17.014772415161133,30381940,60594610,1088110053.8308907,1.0881100538308905,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,-13.091717867609908,,Technology,Software - Infrastructure,United States,3700,2016-Q4
VRNT,VERINT SYSTEMS INC,2017-01-01 00:00:00-05:00,2017,1,1,19.02699851989746,18.135507583618164,19.612836837768555,18.059093475341797,13315423,60594610,1152933554.783764,1.1529335547837638,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,2.0213062324503595,,Technology,Software - Infrastructure,United States,3700,2017-Q1
VRNT,VERINT SYSTEMS INC,2017-02-01 00:00:00-05:00,2017,1,2,19.23076820373535,19.103412628173828,20.12226104736328,18.288333892822266,15100180,60594610,1165280899.3057442,1.1652808993057442,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,6.248231604231735,,Technology,Software - Infrastructure,United States,3700,2017-Q1
VRNT,VERINT SYSTEMS INC,2017-03-01 00:00:00-05:00,2017,1,3,22.098827362060547,19.434539794921875,22.771268844604492,18.950586318969727,23958416,60594610,1339069825.4613876,1.3390698254613875,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,29.958049644992315,,Technology,Software - Infrastructure,United States,3700,2017-Q1
VRNT,VERINT SYSTEMS INC,2017-04-01 00:00:00-04:00,2017,2,4,20.020376205444336,21.981660842895508,22.032602310180664,19.5618953704834,19367941,60594610,1213126888.2221794,1.2131268882221795,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,16.134746025158453,,Technology,Software - Infrastructure,United States,3700,2017-Q2
VRNT,VERINT SYSTEMS INC,2017-05-01 00:00:00-04:00,2017,2,5,20.937341690063477,20.096790313720703,21.192052841186523,19.74019432067871,13934945,60594610,1268690054.1461372,1.2686900541461372,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,24.583220597207898,,Technology,Software - Infrastructure,United States,3700,2017-Q2
VRNT,VERINT SYSTEMS INC,2017-06-01 00:00:00-04:00,2017,2,6,20.733570098876953,21.01375389099121,22.542028427124023,20.351503372192383,22399990,60594610,1256342594.0491104,1.2563425940491104,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,22.849368522157754,,Technology,Software - Infrastructure,United States,3700,2017-Q2
VRNT,VERINT SYSTEMS INC,2017-07-01 00:00:00-04:00,2017,3,7,20.19867515563965,20.86092758178711,21.166582107543945,19.638309478759766,14307327,60594610,1223930843.5726738,1.223930843572674,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,12.418478759918571,,Technology,Software - Infrastructure,United States,3700,2017-Q3
VRNT,VERINT SYSTEMS INC,2017-08-01 00:00:00-04:00,2017,3,8,20.22414779663086,20.300559997558594,20.300559997558594,18.87417221069336,18450434,60594610,1225474348.3192062,1.2254743483192063,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,16.354047205167422,,Technology,Software - Infrastructure,United States,3700,2017-Q3
VRNT,VERINT SYSTEMS INC,2017-09-01 00:00:00-04:00,2017,3,9,21.319408416748047,20.275089263916016,21.879776000976562,19.76566505432129,21634617,60594610,1291841238.4435654,1.2918412384435654,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,11.214456801816365,,Technology,Software - Infrastructure,United States,3700,2017-Q3
VRNT,VERINT SYSTEMS INC,2017-10-01 00:00:00-04:00,2017,4,10,21.49770736694336,21.47223663330078,22.465614318847656,21.064697265625,12626603,60594610,1302645193.7940598,1.3026451937940597,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,17.22221684870915,,Technology,Software - Infrastructure,United States,3700,2017-Q4
VRNT,VERINT SYSTEMS INC,2017-11-01 00:00:00-04:00,2017,4,11,22.287315368652344,21.676006317138672,22.694854736328125,20.708099365234375,14793757,60594610,1350491182.710495,1.350491182710495,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,16.511324509095783,,Technology,Software - Infrastructure,United States,3700,2017-Q4
VRNT,VERINT SYSTEMS INC,2017-12-01 00:00:00-05:00,2017,4,12,21.319408416748047,22.1854305267334,22.5674991607666,19.53642463684082,22018972,60594610,1291841238.4435654,1.2918412384435654,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,18.7233987863086,,Technology,Software - Infrastructure,United States,3700,2017-Q4
VRNT,VERINT SYSTEMS INC,2018-01-01 00:00:00-05:00,2018,1,1,21.26846694946289,21.370351791381836,22.261844635009766,21.090167999267578,10573112,60594610,1288754460.1005936,1.2887544601005936,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,11.780462521303182,,Technology,Software - Infrastructure,United States,3700,2018-Q1
VRNT,VERINT SYSTEMS INC,2018-02-01 00:00:00-05:00,2018,1,2,19.816606521606445,21.192052841186523,21.26846694946289,18.950586318969727,11573456,60594610,1200779543.7001991,1.2007795437001991,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,3.0463594156228346,,Technology,Software - Infrastructure,United States,3700,2018-Q1
VRNT,VERINT SYSTEMS INC,2018-03-01 00:00:00-05:00,2018,1,3,21.70147705078125,19.791135787963867,21.90524673461914,18.899642944335938,17928471,60594610,1314992538.31604,1.3149925383160401,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,-1.798060615476238,,Technology,Software - Infrastructure,United States,3700,2018-Q1
VRNT,VERINT SYSTEMS INC,2018-04-01 00:00:00-04:00,2018,2,4,21.446765899658203,21.625064849853516,21.803361892700195,19.842077255249023,11809212,60594610,1299558415.451088,1.299558415451088,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,7.124689763951464,,Technology,Software - Infrastructure,United States,3700,2018-Q2
VRNT,VERINT SYSTEMS INC,2018-05-01 00:00:00-04:00,2018,2,5,21.49770736694336,21.370351791381836,22.465614318847656,20.60621452331543,11751695,60594610,1302645193.7940598,1.3026451937940597,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,2.676393618516637,,Technology,Software - Infrastructure,United States,3700,2018-Q2
VRNT,VERINT SYSTEMS INC,2018-06-01 00:00:00-04:00,2018,2,6,22.59296989440918,21.523178100585938,23.662761688232422,21.49770736694336,19389143,60594610,1369012199.4934654,1.3690121994934654,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,8.968063805050841,,Technology,Software - Infrastructure,United States,3700,2018-Q2
VRNT,VERINT SYSTEMS INC,2018-07-01 00:00:00-04:00,2018,3,7,22.873153686523438,22.36372947692871,25.01273536682129,22.007131576538086,13832085,60594610,1385989827.10495,1.38598982710495,,,,,,,,27.767122,6.496795,1.3741257,1.3656269,,,,13.240861146960171,,Technology,Software - Infrastructure,United States,3700,2018-Q3
