ticker,company_name,date,year,quarter,month,close_price,open_price,high_price,low_price,volume,shares_outstanding,market_cap,market_cap_billions,revenue,revenue_millions,gross_profit,net_income,operating_income,ebitda,ps_ratio,current_pe,forward_pe,current_ps,current_pb,peg_ratio,revenue_qoq_pct,revenue_yoy_pct,market_cap_yoy_pct,sector,industry,country,employees,year_quarter
IONQ,IONQ INC,2021-01-01 00:00:00-05:00,2021,1,1,11.350000381469727,11.125,12.579999923706055,10.5,6606400,323054568,3666669470.0355377,3.666669470035538,,,,,,,,,-84.43182,466.96063,17.242981,,,,,Technology,Computer Hardware,United States,407,2021-Q1
IONQ,IONQ INC,2021-02-01 00:00:00-05:00,2021,1,2,14.470000267028809,11.449999809265137,15.390000343322754,11.399999618530273,15364700,323054568,4674599685.224876,4.674599685224877,,,,,,,,,-84.43182,466.96063,17.242981,,,,,Technology,Computer Hardware,United States,407,2021-Q1
IONQ,IONQ INC,2021-03-01 00:00:00-05:00,2021,1,3,10.770000457763672,14.609999656677246,14.84000015258789,10.180000305175781,28612300,323054568,3479297845.2426453,3.479297845242645,,,,,,,,,-84.43182,466.96063,17.242981,,,,,Technology,Computer Hardware,United States,407,2021-Q1
IONQ,IONQ INC,2021-04-01 00:00:00-04:00,2021,2,4,10.779999732971191,10.869999885559082,11.08899974822998,10.119999885559082,8124600,323054568,3482528156.7751236,3.4825281567751234,,,,,,,,,-84.43182,466.96063,17.242981,,,,,Technology,Computer Hardware,United States,407,2021-Q2
IONQ,IONQ INC,2021-05-01 00:00:00-04:00,2021,2,5,9.979999542236328,10.850000381469727,10.850000381469727,9.880000114440918,8684100,323054568,3224084440.7573547,3.2240844407573546,,,,,,,,,-84.43182,466.96063,17.242981,,,,,Technology,Computer Hardware,United States,407,2021-Q2
IONQ,IONQ INC,2021-06-01 00:00:00-04:00,2021,2,6,10.6899995803833,10.0,10.890000343322754,9.960000038146973,8357000,323054568,3453453196.3609085,3.4534531963609085,,,,,,,,,-84.43182,466.96063,17.242981,,,,,Technology,Computer Hardware,United States,407,2021-Q2
IONQ,IONQ INC,2021-07-01 00:00:00-04:00,2021,3,7,9.920000076293945,10.640000343322754,10.729999542236328,9.899999618530273,6989600,323054568,3204701339.2071075,3.2047013392071078,,,,,,,,,-84.43182,466.96063,17.242981,,,,,Technology,Computer Hardware,United States,407,2021-Q3
IONQ,IONQ INC,2021-08-01 00:00:00-04:00,2021,3,8,9.989999771118164,9.930000305175781,10.050000190734863,9.90999984741211,9227200,323054568,3227315060.3786774,3.2273150603786775,,,,,,,,,-84.43182,466.96063,17.242981,,,,,Technology,Computer Hardware,United States,407,2021-Q3
IONQ,IONQ INC,2021-09-01 00:00:00-04:00,2021,3,9,10.399999618530273,9.960000038146973,12.949999809265137,9.920000076293945,58833500,323054568,3359767383.9644623,3.359767383964462,,,,,,,,,-84.43182,466.96063,17.242981,,,,,Technology,Computer Hardware,United States,407,2021-Q3
IONQ,IONQ INC,2021-10-01 00:00:00-04:00,2021,4,10,15.039999961853027,10.600000381469727,16.02899932861328,7.070000171661377,102774900,323054568,4858740690.396446,4.858740690396446,,,,,,,,,-84.43182,466.96063,17.242981,,,,,Technology,Computer Hardware,United States,407,2021-Q4
IONQ,IONQ INC,2021-11-01 00:00:00-04:00,2021,4,11,23.81999969482422,15.869999885559082,35.900001525878906,14.210000038146973,206429300,323054568,7695159711.17157,7.69515971117157,,,,,,,,,-84.43182,466.96063,17.242981,,,,,Technology,Computer Hardware,United States,407,2021-Q4
IONQ,IONQ INC,2021-12-01 00:00:00-05:00,2021,4,12,16.700000762939453,24.190000534057617,24.5,15.149999618530273,114680700,323054568,5395011532.071075,5.395011532071075,,,,,,,,,-84.43182,466.96063,17.242981,,,,,Technology,Computer Hardware,United States,407,2021-Q4
IONQ,IONQ INC,2022-01-01 00:00:00-05:00,2022,1,1,11.4399995803833,17.06999969482422,17.860000610351562,9.15999984741211,72287500,323054568,3695744122.3609085,3.6957441223609084,,,,,,,,,-84.43182,466.96063,17.242981,,,,0.7929444571694422,Technology,Computer Hardware,United States,407,2022-Q1
