group,Date,group_index,weighting,start
AI-Exposed / Big Tech,2021-01-01,100.0,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-01-02,99.99089620377822,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-01-23,100.0,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-01-29,100.03773362445415,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-01-30,100.08427224213243,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-01-31,97.98692534432656,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-02-28,100.0,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-03-04,99.99999999999999,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-03-05,100.0,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-03-27,100.0,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-03-31,100.00000000000001,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-04-02,100.13285931558936,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-04-03,100.1158949339299,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-04-04,100.03175281705457,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-04-30,98.08929714075093,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-05-31,100.01223836913496,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-06-03,99.99999999999999,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-06-04,100.11890122662376,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-06-26,100.0425929941259,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-06-27,100.00647538945366,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-06-30,100.02197435692293,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-07-02,100.0,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-07-03,99.99274207756093,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-07-04,100.04841009349346,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-07-30,100.0,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-07-31,98.26895737237315,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-08-01,99.99918711884091,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-08-31,100.0598100714312,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-09-02,99.96040109366213,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-09-03,100.12715845559092,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-09-25,100.06851491641294,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-09-26,100.14348771367845,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-09-30,92.41115087536014,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-10-02,100.0,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-10-03,100.03073284246206,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-10-29,100.05070729980302,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-10-30,100.03220681323145,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-10-31,96.81513327968875,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-11-30,100.07413410240127,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-12-03,100.12923578252983,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-12-25,87.82128226605997,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2021-12-31,100.02934771383765,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-01-01,100.00084546066849,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-01-02,100.00609815692661,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-01-28,100.0,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-01-29,99.98571635133067,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-01-30,99.77866548128488,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-01-31,97.14991453223664,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-02-06,99.91530158208253,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-02-28,100.07462569894898,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-03-04,100.14582033504041,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-03-26,87.85295172973449,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-03-31,100.03128973248681,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-04-02,100.0,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-04-03,100.04723796216717,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-04-29,100.0,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-04-30,99.48093838739719,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-05-31,100.07398488985876,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-06-03,100.16247660453482,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-06-25,87.88542058319179,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-06-30,91.64911394907435,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-08-07,100.0,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-08-31,100.07457075533488,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-09-02,100.18746516418668,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-09-24,88.42880107876512,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-09-25,99.71933035825603,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-09-30,96.71169125328274,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-11-30,100.11673736456505,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-12-01,100.0,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-12-02,100.22079155592527,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2022-12-31,89.59896237124683,Cap-weighted,2021-01-01
AI-Exposed / Big Tech,2023-02-28,100.12096461100919,Cap-weighted,2021-01-01
