group,Date,group_index,weighting,start
AI-Exposed / Big Tech,2015-01-23,100.0,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-01-24,100.05834972780177,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-01-25,100.1196792014135,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-01-31,99.95250262913599,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-02-27,100.0,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-02-28,100.0,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-03-28,100.0,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-03-29,100.02885433523414,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-03-31,100.00831521047078,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-04-24,100.0,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-04-25,100.03317760617762,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-04-26,100.05269285065094,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-04-30,99.87276418947832,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-05-29,100.00218083353235,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-05-31,100.0401196059083,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-06-27,100.06103855008939,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-06-30,100.18324520238953,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-07-03,100.0,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-07-04,100.01891948941689,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-07-05,100.0685401707553,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-07-25,100.0,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-07-26,100.04526970227673,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-07-31,99.66102420156061,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-08-01,100.0,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-08-28,100.00612333115507,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-08-31,100.07938062390687,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-09-26,100.11597066889554,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-09-27,100.17636470870389,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-09-30,98.25855609067581,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-10-02,100.0,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-10-03,100.00371203529537,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-10-04,100.04986743570949,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-11-27,100.00791605989805,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-11-28,100.05630129924634,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-11-30,100.11408498559541,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-12-03,100.0,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-12-26,100.05394536770581,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-12-27,99.67347141152074,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2015-12-31,98.29807567857414,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-01-23,100.24286351165054,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-01-29,100.34134817225642,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-01-30,100.39873033073812,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-01-31,99.51482814705196,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-02-29,100.15287636743972,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-03-03,100.0,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-03-04,100.01156148190029,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-03-26,98.72264972325469,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-03-31,99.93999144004111,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-04-02,100.0,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-04-03,100.02786853341975,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-05-01,99.99999999999999,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-05-31,100.23781690827869,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-06-02,100.0,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-06-03,100.01325675404587,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-06-25,98.7967116927769,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-06-30,99.99401524702428,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-07-01,100.17242857142857,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-07-02,100.26847648737811,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-07-03,99.91868464457312,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-07-29,100.0,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-07-30,100.04238064497875,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-07-31,99.87277682844258,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-08-31,100.14459406951738,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-09-02,100.01748816094954,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-09-24,98.86576102070624,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-09-30,100.04333887560884,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-10-28,100.0,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-10-29,100.04051409421398,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-10-30,99.875206282298,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-10-31,98.8034095290899,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-11-30,100.33321291572743,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-12-01,100.01195723994525,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-12-02,100.02278678870135,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2016-12-31,99.34370219126876,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-01-01,100.0,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-01-27,100.0,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-01-28,100.04474227025997,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-01-29,99.86487484194303,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-01-31,99.29200830881962,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-02-28,100.13307594157374,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-03-03,100.0323108657465,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-03-31,100.10126982011627,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-04-01,99.23303392579462,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-04-02,100.01358635963349,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-04-28,100.0,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-04-29,100.03489393157435,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-04-30,99.85013612207565,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-05-31,100.02566552182833,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-06-02,100.04097977114502,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-06-30,100.13932584099294,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-07-01,98.95348155744564,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-07-02,95.91359899569798,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-08-31,100.00670528431577,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-09-01,100.04747677701259,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-09-30,99.40469176546605,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-10-01,99.99204969112488,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-10-27,100.12249754106746,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-10-28,100.17210887526775,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-10-29,100.25714111353187,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-10-31,99.30443637009853,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-11-30,100.45090398089273,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-12-01,100.0484318109087,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-12-30,99.15728235786118,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2017-12-31,100.07626329669846,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2018-01-26,100.0,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2018-01-27,100.05001587301588,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2018-01-28,100.13781557880584,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2018-01-31,99.24006946382565,Cap-weighted,2015-01-01
AI-Exposed / Big Tech,2018-02-03,100.09766647890612,Cap-weighted,2015-01-01
