group,Date,group_index,weighting,start
AI-Exposed / Big Tech,2023-02-28,100.00233720648752,Equal-weighted,2023-01-01
AI-Exposed / Big Tech,2023-03-03,100.0,Equal-weighted,2023-01-01
AI-Exposed / Big Tech,2023-03-31,100.0,Equal-weighted,2023-01-01
AI-Exposed / Big Tech,2023-04-01,100.0,Equal-weighted,2023-01-01
AI-Exposed / Big Tech,2023-05-07,99.99999999999999,Equal-weighted,2023-01-01
AI-Exposed / Big Tech,2023-05-31,100.0042235370273,Equal-weighted,2023-01-01
AI-Exposed / Big Tech,2023-06-02,100.02959830866806,Equal-weighted,2023-01-01
AI-Exposed / Big Tech,2023-06-25,100.0,Equal-weighted,2023-01-01
AI-Exposed / Big Tech,2023-06-30,99.38235301952382,Equal-weighted,2023-01-01
AI-Exposed / Big Tech,2023-07-01,100.01981725710125,Equal-weighted,2023-01-01
AI-Exposed / Big Tech,2023-07-02,100.0643378601142,Equal-weighted,2023-01-01
AI-Exposed / Big Tech,2023-07-28,100.0,Equal-weighted,2023-01-01
AI-Exposed / Big Tech,2023-07-29,100.04685416410123,Equal-weighted,2023-01-01
AI-Exposed / Big Tech,2023-07-30,100.05370670797718,Equal-weighted,2023-01-01
AI-Exposed / Big Tech,2023-07-31,99.96717152699345,Equal-weighted,2023-01-01
AI-Exposed / Big Tech,2023-08-31,100.012873830058,Equal-weighted,2023-01-01
AI-Exposed / Big Tech,2023-09-01,100.05092658122855,Equal-weighted,2023-01-01
AI-Exposed / Big Tech,2023-09-30,99.97501928851563,Equal-weighted,2023-01-01
AI-Exposed / Big Tech,2023-10-27,100.0,Equal-weighted,2023-01-01
AI-Exposed / Big Tech,2023-10-28,99.9563983464566,Equal-weighted,2023-01-01
AI-Exposed / Big Tech,2023-10-29,100.0391544349341,Equal-weighted,2023-01-01
AI-Exposed / Big Tech,2023-10-31,99.96373644473397,Equal-weighted,2023-01-01
AI-Exposed / Big Tech,2023-11-30,100.00755867538537,Equal-weighted,2023-01-01
