group,Date,group_index,weighting,start
AI-Exposed / Big Tech,2015-01-23,100.0,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-01-24,100.05834972780177,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-01-25,100.1196792014135,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-01-31,99.9808072360851,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-02-27,100.0,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-02-28,100.0,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-03-28,100.0,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-03-29,100.0628367634991,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-03-31,99.99834389767506,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-04-24,100.0,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-04-25,100.03317760617762,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-04-26,100.05269285065094,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-04-30,99.88280167544718,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-05-29,100.00218083353235,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-05-31,100.0401196059083,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-06-27,100.06103855008939,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-06-30,100.09300878699155,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-07-03,100.0,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-07-04,100.01710673168623,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-07-05,100.05909981015179,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-07-25,100.0,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-07-26,100.04526970227673,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-07-31,99.75213700976936,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-08-01,100.0,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-08-28,100.00612333115507,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-08-31,100.07938062390687,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-09-26,100.0643544947696,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-09-27,100.17636470870389,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-09-30,98.78781812784435,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-10-02,100.0,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-10-03,100.00990108058977,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-10-04,100.03439594821016,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-11-27,100.00791605989805,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-11-28,100.05630129924634,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-11-30,100.11443236670061,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-12-03,100.0,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-12-26,99.75725594937,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-12-27,99.8342523723622,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2015-12-31,98.54374523878919,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2016-01-23,100.24286351165054,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2016-01-29,100.34134817225642,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2016-01-30,100.39873033073812,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2016-01-31,99.22618298693037,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2016-02-29,100.15287636743972,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2016-03-03,100.0,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2016-03-04,100.01156148190029,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2016-03-26,98.72264972325469,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2016-03-31,99.92450187936447,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2016-04-02,100.0,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2016-04-03,100.0566392399567,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2016-05-01,99.99999999999999,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2016-05-31,100.21948822337335,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2016-06-02,100.0,Equal-weighted,2015-01-01
AI-Exposed / Big Tech,2016-06-03,100.01325675404587,Equal-weighted,2015-01-01
