ticker,fiscalDateEnding,totalRevenue,grossProfit,operatingIncome,researchAndDevelopment,operatingExpenses,netIncome,ebit,ebitda,depreciationAndAmortization,reportedEPS,estimatedEPS,surprise,surprisePercentage,totalAssets,totalLiabilities,cashAndCashEquivalentsAtCarryingValue,shortTermDebt,longTermDebt,totalShareholderEquity,retainedEarnings,commonStockSharesOutstanding,currentNetReceivables,inventory,currentAccountsPayable,operatingCashflow,capitalExpenditures,dividendPayout,proceedsFromRepurchaseOfEquity,cashflowNetIncome,marketCap,stockPrice,sharesOutstanding,revenueGrowthPct,netIncomeMarginPct,epsSurprisePct,freeCashFlow,debtToEquityRatio,cashRatio,rdIntensityPct,buybackRatio,peRatio,psRatio,priceToBookRatio
AAPL,2025-06-30,94036000000.0,43718000000.0,28202000000.0,8866000000.0,15516000000.0,23434000000.0,28202000000.0,31032000000.0,2830000000.0,1.57,1.43,0.14,9.7902,331495000000.0,265665000000.0,36269000000.0,19268000000.0,82430000000.0,65830000000.0,-17607000000.0,14948179000.0,46835000000.0,5925000000.0,50374000000.0,27867000000.0,3462000000.0,3945000000.0,-21075000000.0,23434000000.0,3066917885430.0,205.17,14948179000.0,-1.387388710032611,24.920243311072355,9.790209790209799,31329000000.0,4.035622056813003,1.8823437824372016,9.428304053766642,0.899334300588888,130.87470706793547,32.61429543398273,46.588453371259305
AAPL,2025-03-31,95359000000.0,44867000000.0,29589000000.0,8550000000.0,15278000000.0,24780000000.0,29589000000.0,32250000000.0,2661000000.0,1.65,1.62,0.03,1.8519,331233000000.0,264437000000.0,28162000000.0,19620000000.0,78566000000.0,66796000000.0,-15552000000.0,15056133000.0,49798000000.0,6269000000.0,54126000000.0,23952000000.0,3071000000.0,3758000000.0,-25898000000.0,24780000000.0,3344418823290.0,222.13,15056133000.0,-23.283185840707965,25.986010759341017,1.8518518518518396,27023000000.0,3.958874782921133,1.4353720693170235,8.96611751381621,1.0451170298627925,134.96444000363195,35.071873900628155,50.06914820183843
AAPL,2024-12-31,124300000000.0,58275000000.0,42832000000.0,8268000000.0,15443000000.0,36330000000.0,42832000000.0,45912000000.0,3080000000.0,2.4,2.34,0.06,2.5641,344085000000.0,277327000000.0,30299000000.0,12843000000.0,83956000000.0,66758000000.0,-11221000000.0,15150865000.0,59306000000.0,6911000000.0,61910000000.0,29935000000.0,2940000000.0,3856000000.0,-23606000000.0,36330000000.0,3794079613300.0,250.42,15150865000.0,30.938586326767094,29.227674979887368,2.5641025641025665,32875000000.0,4.154213727193745,2.3591839912792962,6.651649235720032,0.6497660335810624,104.43379062207542,30.523568892196298,56.83333253392852
AAPL,2024-09-30,94930000000.0,43879000000.0,29591000000.0,7765000000.0,14288000000.0,14736000000.0,29591000000.0,32502000000.0,2911000000.0,0.97,0.95,0.02,2.1053,364980000000.0,308030000000.0,29943000000.0,22511000000.0,85750000000.0,56950000000.0,-19154000000.0,15408095000.0,66243000000.0,7286000000.0,68960000000.0,26811000000.0,2908000000.0,3804000000.0,-25083000000.0,14736000000.0,3590086135000.0,233.0,15408095000.0,10.670692609907096,15.523016959865163,2.105263157894739,29719000000.0,5.408779631255487,1.3301497045888677,8.179711366269883,1.702157980456026,243.62690926981543,37.81824644474876,63.03926488147498
AAPL,2024-06-30,85777000000.0,39678000000.0,25352000000.0,8006000000.0,14326000000.0,21448000000.0,25352000000.0,28202000000.0,2850000000.0,1.4,1.34,0.06,4.4776,331612000000.0,264904000000.0,25565000000.0,15108000000.0,86196000000.0,66708000000.0,-4726000000.0,15348175000.0,43172000000.0,6165000000.0,47574000000.0,28858000000.0,2151000000.0,3895000000.0,-26522000000.0,21448000000.0,3326716931250.0,216.75,15348175000.0,-5.483014335614245,25.004371801298714,4.477611940298495,31009000000.0,3.97109791929004,1.6921498543817846,9.333504319339683,1.2365721745617306,155.10616053944423,38.78332106800191,49.86983467125382
AAPL,2024-03-31,90753000000.0,42271000000.0,27900000000.0,7903000000.0,14213000000.0,23636000000.0,27900000000.0,30736000000.0,2836000000.0,1.53,1.5,0.03,2.0,337411000000.0,263217000000.0,32695000000.0,12759000000.0,91831000000.0,74194000000.0,4339000000.0,15464709000.0,41150000000.0,6232000000.0,45753000000.0,22690000000.0,1996000000.0,3710000000.0,-23205000000.0,23636000000.0,2629464471270.0,170.03,15464709000.0,-24.103700606314028,26.044318094167686,2.0000000000000018,24686000000.0,3.5476857966951507,2.5625048985030174,8.708252068802134,0.9817651040785242,111.24828529658149,28.97385729694886,35.440392366902984
AAPL,2023-12-31,119575000000.0,54855000000.0,40373000000.0,7696000000.0,14532000000.0,33916000000.0,40373000000.0,43221000000.0,2848000000.0,2.18,2.11,0.07,3.3175,353514000000.0,279414000000.0,40760000000.0,12952000000.0,95088000000.0,74100000000.0,8242000000.0,15576641000.0,50102000000.0,6511000000.0,58146000000.0,39895000000.0,2392000000.0,3825000000.0,-20139000000.0,33916000000.0,2891647635240.0,185.64,15576641000.0,33.606337571789325,28.36378841731131,3.31753554502371,42287000000.0,3.770769230769231,3.1470043236565783,6.436127953167468,0.5937905413374218,85.25909998938555,24.182710727493205,39.02358482105263
AAPL,2023-09-30,89498000000.0,40427000000.0,26969000000.0,7307000000.0,13411000000.0,22956000000.0,26969000000.0,29622000000.0,2653000000.0,1.46,1.39,0.07,5.036,352583000000.0,290437000000.0,29965000000.0,17382000000.0,95281000000.0,62146000000.0,-214000000.0,15672400000.0,60985000000.0,6331000000.0,62611000000.0,21598000000.0,2163000000.0,3758000000.0,-21003000000.0,22956000000.0,2723079500000.0,173.75,15672400000.0,9.41477071286232,25.649735189613175,5.035971223021588,23761000000.0,4.673462491552152,1.7239097917385802,8.16442825538001,0.9149242028227914,118.62168931869664,30.426149187691344,43.81745405979468
AAPL,2023-06-30,81797000000.0,36413000000.0,22998000000.0,7442000000.0,13415000000.0,19881000000.0,22998000000.0,26050000000.0,3052000000.0,1.26,1.19,0.07,5.8824,335038000000.0,274764000000.0,28408000000.0,11209000000.0,98071000000.0,60274000000.0,1408000000.0,15775021000.0,39186000000.0,7351000000.0,46699000000.0,26380000000.0,2093000000.0,3849000000.0,-17478000000.0,19881000000.0,3059880823370.0,193.97,15775021000.0,-13.748998270698888,24.305292370135824,5.882352941176476,28473000000.0,4.558582473371603,2.53439200642341,9.098133183368583,0.8791308284291535,153.90980450530657,37.40822797131924,50.76618149401069
AAPL,2023-03-31,94836000000.0,41976000000.0,28318000000.0,7457000000.0,13594000000.0,24160000000.0,28318000000.0,31216000000.0,2898000000.0,1.52,1.43,0.09,6.2937,332160000000.0,270002000000.0,24687000000.0,12574000000.0,97041000000.0,62158000000.0,4336000000.0,15847050000.0,35899000000.0,7482000000.0,42945000000.0,28560000000.0,2916000000.0,3650000000.0,-19594000000.0,24160000000.0,2613178545000.0,164.9,15847050000.0,-19.050139133106846,25.475557805052933,6.2937062937062995,31476000000.0,4.343801280607484,1.9633370446954033,7.863047787759922,0.8110099337748344,108.16136361754967,27.554710711122357,42.04090454969594
AAPL,2022-12-31,117154000000.0,50332000000.0,36016000000.0,7709000000.0,14709000000.0,29998000000.0,36016000000.0,38932000000.0,2916000000.0,1.88,1.95,-0.07,-3.5897,346747000000.0,290020000000.0,20535000000.0,11483000000.0,99627000000.0,56727000000.0,3240000000.0,15955718000.0,54180000000.0,6820000000.0,57918000000.0,34005000000.0,3787000000.0,3768000000.0,-19475000000.0,29998000000.0,1995581650260.0,125.07,15955718000.0,29.960286646107413,25.60561312460522,-3.589743589743593,37792000000.0,5.1125566308812385,1.7882957415309588,6.580227734435017,0.649209947329822,66.52382326355091,17.03383282056097,35.17869180919139
AAPL,2022-09-30,90146000000.0,38095000000.0,24894000000.0,6761000000.0,13201000000.0,20721000000.0,25484000000.0,28349000000.0,2865000000.0,1.29,1.27,0.02,1.5748,352755000000.0,302083000000.0,23646000000.0,21110000000.0,98959000000.0,50672000000.0,-3068000000.0,16118465000.0,60932000000.0,4946000000.0,64115000000.0,24127000000.0,3289000000.0,3703000000.0,-24428000000.0,20721000000.0,2227571863000.0,138.2,16118465000.0,8.663315613736899,22.986044860559538,1.5748031496063006,27416000000.0,5.961536943479634,1.1201326385599242,7.500055465578062,1.1789006322088702,107.50310617248202,24.710712211301665,43.96060670587307
AAPL,2022-06-30,82959000000.0,35885000000.0,23076000000.0,6797000000.0,12809000000.0,19442000000.0,23785000000.0,26590000000.0,2805000000.0,1.2,1.15,0.05,4.3478,336309000000.0,278202000000.0,27502000000.0,24991000000.0,94700000000.0,58107000000.0,5289000000.0,16262203000.0,42242000000.0,5433000000.0,48343000000.0,22892000000.0,2102000000.0,3811000000.0,-21865000000.0,19442000000.0,2223368394160.0,136.72,16262203000.0,-14.719669401097878,23.43567304331055,4.347826086956526,24994000000.0,4.7877536269296295,1.1004761714217117,8.19320387179209,1.12462709597778,114.3590368357165,26.800809968297592,38.26334854940024
