"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 07/07/2023",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
5.42,NVDA,"NVIDIA CORP",2379504,425.03,"49,870.00","21,196,246.10"
4.97,META,"META PLATFORMS INC",B7TL820,290.53,"66,857.00","19,423,964.21"
4.68,TSLA,"TESLA INC",B616C79,274.43,"66,643.00","18,288,838.49"
3.39,MSFT,"MICROSOFT CORP",2588173,337.22,"39,337.00","13,265,223.14"
3.31,AAPL,"APPLE INC",2046251,190.68,"67,998.00","12,965,858.64"
3.29,CRM,"SALESFORCE INC",2310525,209.59,"61,356.00","12,859,604.04"
3.25,ADBE,"ADOBE INC",2008154,485.27,"26,221.00","12,724,264.67"
3.25,AMZN,"AMAZON.COM INC",2000019,129.78,"97,983.00","12,716,233.74"
3.16,ORCL,"ORACLE CORP",2661568,114.61,"107,730.00","12,346,935.30"
2.99,NFLX,"NETFLIX INC",2857817,438.10,"26,681.00","11,688,946.10"
2.92,GOOGL,"ALPHABET INC-CL A",BYVY8G0,119.48,"95,559.00","11,417,389.32"
2.67,ACN,"ACCENTURE PLC-CL A",B4BNMY3,305.76,"34,127.00","10,434,671.52"
2.63,CSCO,"CISCO SYSTEMS INC",2198163,50.99,"201,468.00","10,272,853.32"
2.62,"005930 KS","SAMSUNG ELECTRON",6771720,53.56,"191,453.00","10,254,838.85"
2.58,INTC,"INTEL CORP",2463247,31.85,"317,161.00","10,101,577.85"
2.45,NOW,"SERVICENOW INC",B80NXX8,552.98,"17,363.00","9,601,391.74"
2.44,"SIE GR","SIEMENS AG-REG",5727973,156.16,"61,078.00","9,538,087.29"
2.27,IBM,IBM,2005973,132.08,"67,110.00","8,863,888.80"
2.15,QCOM,"QUALCOMM INC",2714923,115.94,"72,634.00","8,421,185.96"
2.00,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,41.72,"187,643.00","7,828,695.64"
1.90,UBER,"UBER TECHNOLOGIES INC",BK6N347,42.91,"172,804.00","7,415,019.64"
1.84,BABA,"ALIBABA GRP-ADR",BP41ZD1,90.55,"79,454.00","7,194,559.70"
1.71,"3690 HK","MEITUAN-CLASS B",BGJW376,15.21,"439,815.00","6,691,487.32"
1.44,SNPS,"SYNOPSYS INC",2867719,431.29,"13,055.00","5,630,490.95"
1.39,"000660 KS","SK HYNIX INC",6450267,85.67,"63,555.00","5,444,788.51"
1.37,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,61.67,"86,606.00","5,340,992.02"
1.36,CDNS,"CADENCE DESIGN SYS INC",2302232,226.89,"23,480.00","5,327,377.20"
1.32,TRI,"THOMSON REUTERS CORP",BNBXPB4,129.81,"39,676.78","5,150,442.36"
1.15,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,204.06,"22,127.00","4,515,235.62"
1.14,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,39.14,"113,412.00","4,438,848.92"
0.97,"STMMI IM","STMICROELECTRONICS NV",5962343,47.96,"79,271.00","3,802,192.27"
0.96,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,218.73,"17,199.00","3,761,937.27"
0.89,BIDU,"BAIDU INC - SPON ADR",B0FXT17,142.66,"24,286.00","3,464,640.76"
0.85,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,260.01,"12,837.00","3,337,748.37"
0.83,ROK,"ROCKWELL AUTOMATION INC",2754060,325.38,"9,934.00","3,232,324.92"
0.75,"6954 JP","FANUC CORP",6356934,33.43,"88,022.00","2,942,217.14"
0.75,"EXPN LN","EXPERIAN PLC",B19NLV4,36.68,"79,549.00","2,917,469.93"
0.74,TTD,"TRADE DESK INC-A",BD8FDD1,75.80,"38,390.00","2,909,962.00"
0.72,IONQ,"IONQ INC",BP484B3,13.28,"212,638.00","2,823,832.64"
0.69,"WKL NA","WOLTERS KLUWER",5671519,120.01,"22,558.00","2,707,118.08"
0.64,DDOG,"DATADOG INC - CLASS A",BKT9Y49,98.02,"25,420.00","2,491,668.40"
0.60,"6702 JP","FUJITSU LIMITED",6356945,128.38,"18,230.00","2,340,368.16"
0.53,EBAY,"EBAY INC",2293819,44.26,"46,880.00","2,074,908.80"
0.49,"3443 TT","GLOBAL UNICHIP CORP",B056381,51.07,"37,200.00","1,899,958.50"
0.48,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,59.37,"31,690.00","1,881,552.65"
0.48,HPE,"HEWLETT PACKA",BYVYWS0,16.87,"110,751.00","1,868,369.37"
0.44,ZS,"ZSCALER INC",BZ00V34,143.18,"12,052.00","1,725,605.36"
0.44,,CASH,,1.00,"1,717,132.71","1,717,132.71"
0.39,TDC,"TERADATA CORP",B247H10,53.22,"28,290.00","1,505,593.80"
0.38,SPLK,"SPLUNK INC",B424494,104.41,"14,166.00","1,479,072.06"
0.38,HUBB,"HUBBELL INC",BDFG6S3,327.80,"4,511.00","1,478,705.80"
0.37,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,5.38,"266,306.00","1,432,726.28"
0.36,"XRO AU","XERO LTD",B8P4LP4,76.99,"18,461.00","1,421,386.69"
0.35,"6701 JP","NEC CORP",6640400,48.82,"28,408.00","1,386,886.57"
0.35,SNAP,"SNAP INC - A",BD8DJ71,11.68,"117,637.00","1,374,000.16"
0.33,ZBRA,"ZEBRA TECH CORP",2989356,295.22,"4,332.00","1,278,893.04"
0.33,PEGA,"PEGASYSTEMS INC",2675860,52.60,"24,258.00","1,275,970.80"
0.33,BAH,"BOOZ ALLEN HAMIL",B5367T7,112.04,"11,371.00","1,274,006.84"
0.32,"3665 TT","BIZLINK HOLDING INC",B5SG8Y4,9.99,"125,313.00","1,252,049.96"
0.31,"6502 JP","TOSHIBA CORP",6897217,31.86,"38,153.00","1,215,465.31"
0.30,CCCS,"CCC INTELLIGENT",BP4CXL8,10.62,"109,013.00","1,157,718.06"
0.29,"2353 TT","ACER INC",6005850,1.00,"1,152,800.00","1,151,806.43"
0.29,"2395 TT","ADVANTECH CO LTD",6202673,11.95,"95,029.44","1,136,033.61"
0.29,"AMP IM","AMPLIFON SPA",B14NJ71,33.17,"34,034.00","1,128,777.44"
0.29,VSAT,"VIASAT INC",2946243,42.16,"26,705.00","1,125,882.80"
0.28,CYBR,"CYBERARK SOFTWAR",BQT3XY6,155.64,"7,063.00","1,099,285.32"
0.28,PCOR,"PROCORE TECHNOLOGIES INC",BLH11J8,63.70,"17,136.00","1,091,563.20"
0.28,"TEMN SW","TEMENOS AG - REG",7147892,77.05,"14,107.00","1,086,970.46"
0.28,PATH,"UIPATH INC - CLASS A",BMD02L5,16.49,"65,265.00","1,076,219.85"
0.27,"5803 JP","FUJIKURA LTD",6356707,8.28,"129,392.00","1,071,934.85"
0.27,STNE,"STONECO LTD-A",BGKG6M3,11.31,"94,742.00","1,071,532.02"
0.27,TWLO,"TWILIO INC - A",BD6P5Q0,62.45,"17,000.00","1,061,650.00"
0.26,FRSH,"FRESHWORKS INC-CL A",BPF0BB7,16.30,"62,549.00","1,019,548.70"
0.26,STX,"SEAGATE TECHNOLO",BKVD2N4,60.28,"16,839.00","1,015,054.92"
0.25,INFA,"INFORMATICA INC - CLASS A",BMG95P4,17.65,"56,384.00","995,177.60"
0.25,CGNX,"COGNEX CORP",2208288,54.23,"18,236.00","988,938.28"
0.25,OKTA,"OKTA INC",BDFZSP1,68.53,"14,011.00","960,173.83"
0.23,DXC,"DXC TECHNOLOGY CO",BYXD7B3,27.22,"32,652.00","888,787.44"
0.23,VRNT,"VERINT SYSTEMS INC",2849193,34.40,"25,582.00","880,020.80"
0.22,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,37.85,"22,453.00","849,846.05"
0.21,"TIETO FH","TIETOEVRY OYJ",5479702,26.43,"31,262.00","826,323.45"
0.21,ENV,"ENVESTNET INC",B474ZK7,57.93,"14,254.00","825,734.22"
0.21,AMBA,"AMBARELLA INC",B7KH3G6,80.99,"10,000.00","809,900.00"
0.20,WIX,"WIX.COM LTD",BFZCHN7,76.14,"10,025.00","763,303.50"
0.19,G,"GENPACT LTD",B23DBK6,37.47,"19,843.00","743,517.21"
0.14,BZ,"KANZHUN LTD - ADR",BM91SH0,14.80,"38,160.00","564,768.00"
0.06,,"OTHER PAYABLE & RECEIVABLES",,1.00,"217,426.19","217,426.19"
0.00,,"KOREAN WON",,0.00,-4.00,0.00
0.00,,"JAPANESE YEN",,0.01,-3.00,-0.02
0.00,,EURO,,1.09,-332.77,-364.37
0.00,,"CANADIAN DOLLAR",,0.75,-486.69,-365.99
0.00,,"TAIWAN DOLLAR",,0.03,"-18,036.40",-575.75
"The information contained herein may not be reproduced, redistributed or used to create any derivative works.",,,,,,
