"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 10/31/2023",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.53,INTC,"INTEL CORP",2463247,36.50,"602,579.00","21,994,133.50"
3.43,IBM,IBM,2005973,144.64,"147,576.00","21,345,392.64"
3.40,GOOGL,"ALPHABET INC-CL A",BYVY8G0,124.08,"170,694.00","21,179,711.52"
3.38,ADBE,"ADOBE INC",2008154,532.06,"39,528.00","21,031,267.68"
3.37,AMZN,"AMAZON.COM INC",2000019,133.09,"157,541.00","20,967,131.69"
3.36,META,"META PLATFORMS INC",B7TL820,301.27,"69,492.00","20,935,854.84"
3.29,NOW,"SERVICENOW INC",B80NXX8,581.85,"35,256.00","20,513,703.60"
3.26,CSCO,"CISCO SYSTEMS INC",2198163,52.13,"389,114.00","20,284,512.82"
3.24,MSFT,"MICROSOFT CORP",2588173,338.11,"59,603.00","20,152,370.33"
3.16,NFLX,"NETFLIX INC",2857817,411.69,"47,858.00","19,702,660.02"
3.10,ACN,"ACCENTURE PLC-CL A",B4BNMY3,297.09,"64,880.00","19,275,199.20"
3.02,NVDA,"NVIDIA CORP",2379504,407.80,"46,049.00","18,778,782.20"
2.98,"005930 KS","SAMSUNG ELECTRON",6771720,49.54,"374,150.00","18,533,660.36"
2.95,BABA,"ALIBABA GRP-ADR",BP41ZD1,82.54,"222,147.00","18,336,013.38"
2.93,AAPL,"APPLE INC",2046251,170.77,"106,909.00","18,256,849.93"
2.90,CRM,"SALESFORCE INC",2310525,200.83,"89,865.00","18,047,587.95"
2.89,ORCL,"ORACLE CORP",2661568,103.40,"174,125.00","18,004,525.00"
2.88,QCOM,"QUALCOMM INC",2714923,108.99,"164,355.00","17,913,051.45"
2.85,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,36.96,"479,843.00","17,735,168.01"
2.58,"SIE GR","SIEMENS AG-REG",5727973,132.08,"121,610.00","16,062,643.99"
2.54,TSLA,"TESLA INC",B616C79,200.84,"78,766.00","15,819,363.44"
2.05,UBER,"UBER TECHNOLOGIES INC",BK6N347,43.28,"295,074.00","12,770,802.72"
1.85,"3690 HK","MEITUAN-CLASS B",BGJW376,14.13,"814,315.00","11,510,267.49"
1.66,SNPS,"SYNOPSYS INC",2867719,469.44,"22,009.00","10,331,904.96"
1.53,CDNS,"CADENCE DESIGN SYS INC",2302232,239.85,"39,802.00","9,546,509.70"
1.47,"000660 KS","SK HYNIX INC",6450267,86.11,"106,295.00","9,153,388.25"
1.32,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,47.19,"174,507.00","8,234,985.33"
1.27,TRI,"THOMSON REUTERS CORP",BNBXPB4,119.88,"66,142.00","7,929,102.96"
1.05,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,172.43,"37,889.00","6,533,200.27"
1.03,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,211.71,"30,273.00","6,409,096.83"
0.89,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,29.04,"190,772.00","5,540,246.18"
0.82,"STMMI IM","STMICROELECTRONICS NV",5962343,38.02,"133,423.00","5,072,801.49"
0.78,"WKL NA","WOLTERS KLUWER",5671519,128.00,"38,030.00","4,867,962.20"
0.74,TTD,"TRADE DESK INC-A",BD8FDD1,70.96,"64,499.00","4,576,849.04"
0.71,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,66.57,"66,297.00","4,413,391.29"
0.71,ROK,"ROCKWELL AUTOMATION INC",2754060,262.81,"16,703.00","4,389,715.43"
0.69,BIDU,"BAIDU INC - SPON ADR",B0FXT17,105.00,"40,725.00","4,276,125.00"
0.65,"EXPN LN","EXPERIAN PLC",B19NLV4,30.23,"133,701.00","4,041,368.66"
0.63,"6702 JP","FUJITSU LIMITED",6356945,128.20,"30,801.00","3,948,637.56"
0.57,"6954 JP","FANUC CORP",6356934,24.12,"147,281.00","3,552,560.29"
0.56,SPLK,"SPLUNK INC",B424494,147.16,"23,836.00","3,507,705.76"
0.56,DDOG,"DATADOG INC - CLASS A",BKT9Y49,81.47,"42,826.00","3,489,034.22"
0.54,ZS,"ZSCALER INC",BZ00V34,158.69,"21,160.00","3,357,880.40"
0.49,EBAY,"EBAY INC",2293819,39.23,"77,779.00","3,051,270.17"
0.46,HPE,"HEWLETT PACKA",BYVYWS0,15.38,"186,872.00","2,874,091.36"
0.37,STX,"SEAGATE TECHNOLO",BKVD2N4,68.25,"33,922.00","2,315,176.50"
0.37,BAH,"BOOZ ALLEN HAMIL",B5367T7,119.93,"19,107.00","2,291,502.51"
0.36,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,80.93,"27,690.00","2,240,981.96"
0.36,CYBR,"CYBERARK SOFTWAR",BQT3XY6,163.64,"13,591.00","2,224,031.24"
0.35,FRSH,"FRESHWORKS INC-CL A",BPF0BB7,17.94,"120,410.00","2,160,155.40"
0.34,INFA,"INFORMATICA INC - CLASS A",BMG95P4,19.18,"109,424.00","2,098,752.32"
0.33,HUBB,"HUBBELL INC",BDFG6S3,270.10,"7,554.00","2,040,335.40"
0.32,"6701 JP","NEC CORP",6640400,47.58,"42,458.00","2,019,940.51"
0.32,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,4.46,"448,102.00","1,998,534.92"
0.32,CCCS,"CCC INTELLIGENT",BP4CXL8,10.77,"184,862.00","1,990,963.74"
0.32,SNAP,"SNAP INC - A",BD8DJ71,10.01,"197,203.00","1,974,002.03"
0.32,"6526 JP","SOCIONEXT INC",BMTVX75,95.22,"20,655.00","1,966,688.24"
0.31,"6502 JP","TOSHIBA CORP",6897217,30.37,"64,262.00","1,951,473.72"
0.31,OKTA,"OKTA INC",BDFZSP1,67.41,"28,940.00","1,950,845.40"
0.31,BZ,"KANZHUN LTD - ADR",BM91SH0,14.80,"131,469.00","1,945,741.20"
0.31,WIX,"WIX.COM LTD",BFZCHN7,79.90,"24,196.00","1,933,260.40"
0.31,"2353 TT","ACER INC",6005850,1.05,"1,828,400.00","1,922,258.05"
0.31,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,39.54,"48,276.00","1,908,833.04"
0.29,PATH,"UIPATH INC - CLASS A",BMD02L5,15.53,"116,556.00","1,810,114.68"
0.29,G,"GENPACT LTD",B23DBK6,33.54,"53,869.00","1,806,766.26"
0.29,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,239.47,"7,475.00","1,790,038.25"
0.28,"5803 JP","FUJIKURA LTD",6356707,7.07,"249,119.00","1,761,738.25"
0.28,PCOR,"PROCORE TECHNOLOGIES INC",BLH11J8,61.09,"28,740.00","1,755,726.60"
0.28,"TIETO FH","TIETOEVRY OYJ",5479702,20.91,"82,401.00","1,722,802.52"
0.27,"TEMN SW","TEMENOS AG - REG",7147892,71.58,"23,777.00","1,701,921.63"
0.27,TWLO,"TWILIO INC - A",BD6P5Q0,51.26,"32,887.00","1,685,787.62"
0.27,"3665 TT","BIZLINK HOLDING INC",B5SG8Y4,7.75,"213,368.00","1,654,448.96"
0.27,"XRO AU","XERO LTD",B8P4LP4,67.55,"24,474.00","1,653,242.41"
0.26,"AMP IM","AMPLIFON SPA",B14NJ71,28.16,"57,937.00","1,631,424.40"
0.26,PEGA,"PEGASYSTEMS INC",2675860,42.74,"37,582.00","1,606,254.68"
0.26,TDC,"TERADATA CORP",B247H10,42.72,"37,310.00","1,593,883.20"
0.25,"2395 TT","ADVANTECH CO LTD",6202673,10.22,"154,457.00","1,578,618.64"
0.25,STNE,"STONECO LTD-A",BGKG6M3,9.92,"158,836.00","1,574,858.94"
0.24,ZBRA,"ZEBRA TECH CORP",2989356,209.43,"7,233.00","1,514,807.19"
0.24,DXC,"DXC TECHNOLOGY CO",BYXD7B3,20.17,"73,186.00","1,476,161.62"
0.22,"3443 TT","GLOBAL UNICHIP CORP",B056381,44.24,"31,200.00","1,380,360.72"
0.22,IONQ,"IONQ INC",BP484B3,9.64,"141,810.00","1,367,048.40"
0.21,CGNX,"COGNEX CORP",2208288,35.99,"36,180.00","1,302,118.20"
0.20,ENV,"ENVESTNET INC",B474ZK7,37.00,"33,198.00","1,228,326.00"
0.19,VSAT,"VIASAT INC",2946243,18.44,"64,829.00","1,195,446.76"
0.19,AMBA,"AMBARELLA INC",B7KH3G6,44.99,"25,882.00","1,164,431.18"
0.16,VRNT,"VERINT SYSTEMS INC",2849193,18.81,"54,295.00","1,021,288.95"
0.09,,CASH,,1.00,"557,493.47","557,493.47"
0.00,,"KOREAN WON",,0.00,-4.00,0.00
0.00,,"TAIWAN DOLLAR",,0.00,-0.08,0.00
0.00,,"JAPANESE YEN",,0.01,-3.00,-0.02
0.00,,EURO,,1.06,-332.77,-351.74
-0.01,,"OTHER PAYABLE & RECEIVABLES",,1.00,"-31,541.04","-31,541.04"
"The information contained herein may not be reproduced, redistributed or used to create any derivative works.",,,,,,
