"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 10/16/2023",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.64,GOOGL,"ALPHABET INC-CL A",BYVY8G0,139.10,"162,414.00","22,590,975.33"
3.42,META,"META PLATFORMS INC",B7TL820,321.15,"66,157.00","21,246,320.55"
3.38,INTC,"INTEL CORP",2463247,36.56,"573,484.00","20,966,575.04"
3.33,ADBE,"ADOBE INC",2008154,550.74,"37,573.00","20,692,954.02"
3.25,NVDA,"NVIDIA CORP",2379504,460.95,"43,784.00","20,182,234.80"
3.23,CSCO,"CISCO SYSTEMS INC",2198163,54.16,"370,369.00","20,059,185.04"
3.20,AMZN,"AMAZON.COM INC",2000019,132.55,"149,951.00","19,876,005.05"
3.15,IBM,IBM,2005973,139.21,"140,446.00","19,551,487.66"
3.07,TSLA,"TESLA INC",B616C79,253.92,"74,971.00","19,036,636.32"
3.04,MSFT,"MICROSOFT CORP",2588173,332.64,"56,728.00","18,870,001.92"
3.04,ACN,"ACCENTURE PLC-CL A",B4BNMY3,305.34,"61,775.00","18,862,378.50"
2.98,NOW,"SERVICENOW INC",B80NXX8,551.63,"33,531.00","18,496,705.53"
2.93,AAPL,"APPLE INC",2046251,178.72,"101,734.00","18,181,900.48"
2.90,ORCL,"ORACLE CORP",2661568,108.71,"165,730.00","18,016,508.30"
2.87,CRM,"SALESFORCE INC",2310525,208.53,"85,495.00","17,828,272.35"
2.87,BABA,"ALIBABA GRP-ADR",BP41ZD1,84.31,"211,452.00","17,827,518.12"
2.85,"005930 KS","SAMSUNG ELECTRON",6771720,49.71,"356,095.00","17,702,820.68"
2.84,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,38.52,"456,843.00","17,596,725.14"
2.79,QCOM,"QUALCOMM INC",2714923,110.51,"156,420.00","17,285,974.20"
2.65,NFLX,"NETFLIX INC",2857817,360.82,"45,558.00","16,438,237.56"
2.64,"SIE GR","SIEMENS AG-REG",5727973,141.26,"115,745.00","16,349,922.99"
2.02,UBER,"UBER TECHNOLOGIES INC",BK6N347,44.71,"280,814.00","12,555,193.94"
1.80,"3690 HK","MEITUAN-CLASS B",BGJW376,14.54,"769,015.00","11,181,631.71"
1.65,SNPS,"SYNOPSYS INC",2867719,491.96,"20,856.00","10,260,317.76"
1.53,CDNS,"CADENCE DESIGN SYS INC",2302232,251.42,"37,847.00","9,515,492.74"
1.50,"000660 KS","SK HYNIX INC",6450267,91.67,"101,235.00","9,280,342.38"
1.43,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,53.28,"166,112.00","8,850,447.36"
1.29,TRI,"THOMSON REUTERS CORP",BNBXPB4,127.19,"62,922.00","8,003,049.18"
1.16,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,199.78,"36,049.00","7,201,869.22"
1.00,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,215.62,"28,778.00","6,205,112.36"
0.99,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,33.67,"181,572.00","6,113,312.85"
0.89,"STMMI IM","STMICROELECTRONICS NV",5962343,43.52,"126,983.00","5,525,892.49"
0.80,TTD,"TRADE DESK INC-A",BD8FDD1,80.87,"61,394.00","4,964,932.78"
0.78,BIDU,"BAIDU INC - SPON ADR",B0FXT17,124.91,"38,770.00","4,842,760.70"
0.75,ROK,"ROCKWELL AUTOMATION INC",2754060,291.78,"15,898.00","4,638,718.44"
0.74,"WKL NA","WOLTERS KLUWER",5671519,127.07,"36,190.00","4,598,628.03"
