"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 04/14/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.23,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,58.54,"1,962,743.00","114,897,211.27"
3.87,BABA,"ALIBABA GRP-ADR",BP41ZD1,113.97,"922,956.00","105,189,295.32"
3.73,"005930 KS","SAMSUNG ELECTRON",6771720,39.47,"2,570,271.00","101,439,066.15"
3.34,NFLX,"NETFLIX INC",2857817,931.28,"97,516.00","90,814,700.48"
3.26,CSCO,"CISCO SYSTEMS INC",2198163,57.41,"1,543,303.00","88,601,025.23"
3.20,AAPL,"APPLE INC",2046251,202.52,"429,401.00","86,962,290.52"
3.16,IBM,IBM,2005973,239.06,"358,767.00","85,766,839.02"
3.07,MSFT,"MICROSOFT CORP",2588173,387.81,"214,994.00","83,376,823.14"
2.95,META,"META PLATFORMS INC",B7TL820,531.48,"150,899.00","80,199,800.52"
2.88,PLTR,"PALANTIR TECHN-A",BN78DQ4,92.62,"846,104.00","78,366,152.48"
2.84,GOOGL,"ALPHABET INC-CL A",BYVY8G0,159.07,"485,098.00","77,164,538.86"
2.82,ACN,"ACCENTURE PLC-CL A",B4BNMY3,289.79,"264,383.00","76,615,549.57"
2.73,AMZN,"AMAZON.COM INC",2000019,182.12,"407,951.00","74,296,036.12"
2.69,CRM,"SALESFORCE INC",2310525,254.55,"286,977.00","73,049,995.35"
2.66,NVDA,"NVIDIA CORP",2379504,110.71,"652,355.00","72,222,222.05"
2.62,AVGO,"BROADCOM INC",BDZ78H9,178.36,"399,699.00","71,290,313.64"
2.55,ORCL,"ORACLE CORP",2661568,134.64,"515,041.00","69,345,120.24"
2.49,NOW,"SERVICENOW INC",B80NXX8,799.82,"84,586.00","67,653,574.52"
2.45,TSM,"TAIWAN SEMIC-ADR",2113382,155.84,"427,565.00","66,631,729.60"
2.41,"SIE GR","SIEMENS AG-REG",5727973,211.09,"310,009.00","65,441,254.18"
2.21,QCOM,"QUALCOMM INC",2714923,139.19,"431,073.00","60,001,050.87"
2.20,UBER,"UBER TECHNOLOGIES INC",BK6N347,73.10,"817,025.00","59,724,527.50"
2.19,AMD,"ADVANCED MICRO DEVICES",2007849,94.50,"629,657.00","59,502,586.50"
2.18,ADBE,"ADOBE INC",2008154,350.91,"168,742.00","59,213,255.22"
2.16,TSLA,"TESLA INC",B616C79,252.35,"232,507.00","58,673,141.45"
1.48,"3690 HK","MEITUAN-CLASS B",BGJW376,18.81,"2,142,215.00","40,300,324.74"
1.43,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,82.77,"470,585.00","38,950,320.45"
1.32,"000660 KS","SK HYNIX INC",6450267,126.54,"282,527.00","35,752,363.34"
1.25,INTC,"INTEL CORP",2463247,20.31,"1,667,557.00","33,868,082.67"
1.13,TRI,"THOMSON REUTERS CORP",BNBXPB4,176.36,"174,570.00","30,787,165.20"
1.13,MU,"MICRON TECHNOLOGY INC",2588184,71.02,"432,304.00","30,702,230.08"
1.06,FTNT,"FORTINET INC",B5B2106,96.85,"296,370.00","28,703,434.50"
1.02,CDNS,"CADENCE DESIGN SYS INC",2302232,260.56,"106,294.00","27,695,964.64"
1.01,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,236.07,"115,658.00","27,303,384.06"
0.93,SNPS,"SYNOPSYS INC",2867719,421.98,"59,972.00","25,306,984.56"
0.71,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,232.34,"82,919.00","19,265,400.46"
