"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 12/13/2023",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.72,INTC,"INTEL CORP",2463247,44.57,"704,285.00","31,389,982.45"
3.48,NOW,"SERVICENOW INC",B80NXX8,715.64,"41,126.00","29,431,410.64"
3.40,ADBE,"ADOBE INC",2008154,624.26,"46,031.00","28,735,312.06"
3.34,IBM,IBM,2005973,163.62,"172,500.00","28,224,450.00"
3.24,AMZN,"AMAZON.COM INC",2000019,148.84,"184,073.00","27,397,425.32"
3.22,META,"META PLATFORMS INC",B7TL820,334.74,"81,150.00","27,164,151.00"
3.20,CRM,"SALESFORCE INC",2310525,257.32,"105,141.00","27,054,882.12"
3.18,NFLX,"NETFLIX INC",2857817,479.98,"55,898.00","26,829,922.04"
3.16,QCOM,"QUALCOMM INC",2714923,138.80,"192,093.00","26,662,508.40"
3.13,GOOGL,"ALPHABET INC-CL A",BYVY8G0,132.57,"199,638.00","26,466,009.66"
3.09,MSFT,"MICROSOFT CORP",2588173,374.37,"69,653.00","26,075,993.61"
3.08,ACN,"ACCENTURE PLC-CL A",B4BNMY3,343.64,"75,734.00","26,025,231.76"
3.07,NVDA,"NVIDIA CORP",2379504,480.88,"53,952.00","25,944,437.76"
2.96,"SIE GR","SIEMENS AG-REG",5727973,175.82,"142,112.00","24,986,185.84"
2.92,AAPL,"APPLE INC",2046251,197.96,"124,650.00","24,675,714.00"
2.86,"005930 KS","SAMSUNG ELECTRON",6771720,55.16,"437,264.00","24,118,512.86"
2.67,CSCO,"CISCO SYSTEMS INC",2198163,49.69,"454,640.00","22,591,061.60"
2.61,TSLA,"TESLA INC",B616C79,239.29,"92,032.00","22,022,337.28"
2.61,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,39.29,"560,243.00","22,012,773.06"
2.53,UBER,"UBER TECHNOLOGIES INC",BK6N347,61.97,"344,922.00","21,374,816.34"
2.48,ORCL,"ORACLE CORP",2661568,102.99,"203,471.00","20,955,478.29"
2.20,BABA,"ALIBABA GRP-ADR",BP41ZD1,71.46,"259,533.00","18,546,228.18"
1.78,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,73.86,"203,853.00","15,056,582.58"
1.74,SNPS,"SYNOPSYS INC",2867719,568.09,"25,847.00","14,683,422.23"
1.52,CDNS,"CADENCE DESIGN SYS INC",2302232,276.57,"46,395.00","12,831,465.15"
1.46,"000660 KS","SK HYNIX INC",6450267,99.41,"123,983.00","12,324,559.31"
1.32,TRI,"THOMSON REUTERS CORP",BNBXPB4,143.66,"77,398.00","11,118,996.68"
1.19,"3690 HK","MEITUAN-CLASS B",BGJW376,10.52,"954,315.00","10,039,764.12"
1.16,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,221.33,"44,321.00","9,809,566.93"
1.16,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,278.68,"35,050.00","9,767,734.00"
1.06,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,39.98,"222,932.00","8,913,429.71"
0.88,"STMMI IM","STMICROELECTRONICS NV",5962343,47.77,"155,935.00","7,449,161.73"
0.75,"WKL NA","WOLTERS KLUWER",5671519,144.21,"43,788.00","6,314,849.74"
0.73,"EXPN LN","EXPERIAN PLC",B19NLV4,39.32,"156,213.00","6,141,921.75"
0.70,DDOG,"DATADOG INC - CLASS A",BKT9Y49,117.23,"50,062.00","5,868,768.26"
0.68,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,74.18,"77,553.00","5,752,881.54"
0.67,ROK,"ROCKWELL AUTOMATION INC",2754060,290.97,"19,517.00","5,678,861.49"
0.66,TTD,"TRADE DESK INC-A",BD8FDD1,74.01,"75,353.00","5,576,875.53"
0.63,BIDU,"BAIDU INC - SPON ADR",B0FXT17,112.36,"47,559.00","5,343,729.24"
0.63,ZS,"ZSCALER INC",BZ00V34,215.45,"24,778.00","5,338,420.10"
0.61,"6702 JP","FUJITSU LIMITED",6356945,147.67,"35,127.00","5,187,194.69"
0.56,"6954 JP","FANUC CORP",6356934,27.47,"171,803.00","4,720,129.27"
0.50,SPLK,"SPLUNK INC",B424494,152.04,"27,856.00","4,235,226.24"
0.45,EBAY,"EBAY INC",2293819,41.96,"91,045.00","3,820,248.20"
