"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 08/07/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.40,BABA,"ALIBABA GRP-ADR",BP41ZD1,77.83,"846,906.00","65,914,693.98"
3.37,IBM,IBM,2005973,186.80,"350,075.00","65,394,010.00"
3.37,NOW,"SERVICENOW INC",B80NXX8,776.28,"84,188.00","65,353,460.64"
3.32,META,"META PLATFORMS INC",B7TL820,488.92,"131,876.00","64,476,813.92"
3.30,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,46.59,"1,375,043.00","64,067,418.37"
3.23,CSCO,"CISCO SYSTEMS INC",2198163,45.12,"1,390,190.00","62,725,372.80"
3.20,ACN,"ACCENTURE PLC-CL A",B4BNMY3,318.02,"195,114.00","62,050,154.28"
3.16,NFLX,"NETFLIX INC",2857817,611.48,"100,256.00","61,304,538.88"
3.12,ADBE,"ADOBE INC",2008154,513.62,"118,054.00","60,634,895.48"
3.11,CRM,"SALESFORCE INC",2310525,240.04,"251,684.00","60,414,227.36"
3.10,AAPL,"APPLE INC",2046251,209.82,"286,441.00","60,101,050.62"
2.98,"005930 KS","SAMSUNG ELECTRON",6771720,54.27,"1,064,800.00","57,782,543.31"
2.97,MSFT,"MICROSOFT CORP",2588173,398.43,"144,878.00","57,723,741.54"
2.92,ORCL,"ORACLE CORP",2661568,125.90,"450,364.00","56,700,827.60"
2.90,GOOGL,"ALPHABET INC-CL A",BYVY8G0,158.94,"354,515.00","56,346,614.10"
2.90,AMZN,"AMAZON.COM INC",2000019,162.77,"345,746.00","56,277,076.42"
2.76,AVGO,"BROADCOM INC",BDZ78H9,136.27,"393,538.00","53,627,423.26"
2.68,QCOM,"QUALCOMM INC",2714923,156.12,"333,334.00","52,040,104.08"
2.68,NVDA,"NVIDIA CORP",2379504,98.91,"525,729.00","51,999,855.39"
2.58,TSLA,"TESLA INC",B616C79,191.76,"261,594.00","50,163,265.44"
2.52,UBER,"UBER TECHNOLOGIES INC",BK6N347,65.54,"745,496.00","48,859,807.84"
2.51,"SIE GR","SIEMENS AG-REG",5727973,170.48,"285,809.00","48,725,325.75"
1.77,MU,"MICRON TECHNOLOGY INC",2588184,86.80,"395,619.00","34,339,729.20"
1.65,"000660 KS","SK HYNIX INC",6450267,122.99,"259,691.00","31,939,040.57"
1.49,INTC,"INTEL CORP",2463247,18.99,"1,518,792.00","28,841,860.08"
1.42,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,63.89,"431,503.00","27,568,726.67"
1.38,"3690 HK","MEITUAN-CLASS B",BGJW376,13.59,"1,974,415.00","26,833,685.71"
1.38,SNPS,"SYNOPSYS INC",2867719,489.97,"54,549.00","26,727,373.53"
1.31,TRI,"THOMSON REUTERS CORP",BNBXPB4,157.80,"160,724.00","25,362,247.20"
1.25,CDNS,"CADENCE DESIGN SYS INC",2302232,250.31,"97,106.00","24,306,602.86"
1.08,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,229.29,"91,224.00","20,916,750.96"
0.98,FTNT,"FORTINET INC",B5B2106,69.93,"271,124.00","18,959,701.32"
0.82,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,210.21,"75,694.00","15,911,635.74"
0.79,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,33.20,"464,120.00","15,409,778.51"
0.75,"EXPN LN","EXPERIAN PLC",B19NLV4,44.37,"326,354.00","14,481,188.09"
0.74,"WKL NA","WOLTERS KLUWER",5671519,163.11,"88,292.00","14,401,625.01"
0.69,TTD,"TRADE DESK INC-A",BD8FDD1,84.91,"157,980.00","13,414,081.80"
0.66,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,79.34,"162,007.00","12,853,635.38"
0.64,"6702 JP","FUJITSU LIMITED",6356945,16.94,"733,615.00","12,423,984.48"
0.61,DDOG,"DATADOG INC - CLASS A",BKT9Y49,108.04,"110,055.00","11,890,342.20"
