"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 01/05/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.97,INTC,"INTEL CORP",2463247,46.89,"762,920.00","35,773,318.80"
3.44,META,"META PLATFORMS INC",B7TL820,351.95,"88,158.00","31,027,208.10"
3.35,NOW,"SERVICENOW INC",B80NXX8,676.16,"44,632.00","30,178,373.12"
3.30,IBM,IBM,2005973,159.16,"186,574.00","29,695,117.84"
3.26,GOOGL,"ALPHABET INC-CL A",BYVY8G0,135.73,"216,303.00","29,358,806.19"
3.22,AMZN,"AMAZON.COM INC",2000019,145.24,"199,613.00","28,991,792.12"
3.19,NFLX,"NETFLIX INC",2857817,474.06,"60,689.00","28,770,227.34"
3.19,NVDA,"NVIDIA CORP",2379504,490.97,"58,501.00","28,722,235.97"
3.17,CRM,"SALESFORCE INC",2310525,251.12,"113,767.00","28,569,169.04"
3.16,QCOM,"QUALCOMM INC",2714923,136.73,"208,101.00","28,453,649.73"
3.13,ADBE,"ADOBE INC",2008154,564.60,"49,971.00","28,213,626.60"
3.08,MSFT,"MICROSOFT CORP",2588173,367.75,"75,493.00","27,762,550.75"
3.08,ACN,"ACCENTURE PLC-CL A",B4BNMY3,336.62,"82,387.00","27,733,111.94"
3.06,"005930 KS","SAMSUNG ELECTRON",6771720,58.23,"473,821.00","27,591,081.84"
3.01,"SIE GR","SIEMENS AG-REG",5727973,176.21,"154,035.00","27,141,762.82"
2.74,CSCO,"CISCO SYSTEMS INC",2198163,50.09,"493,233.00","24,706,040.97"
2.72,AAPL,"APPLE INC",2046251,181.18,"135,250.00","24,504,595.00"
2.63,TSLA,"TESLA INC",B616C79,237.49,"99,799.00","23,701,264.51"
2.53,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,37.41,"608,943.00","22,782,878.84"
2.52,ORCL,"ORACLE CORP",2661568,102.73,"220,580.00","22,660,183.40"
2.38,UBER,"UBER TECHNOLOGIES INC",BK6N347,57.58,"373,070.00","21,481,370.60"
2.28,BABA,"ALIBABA GRP-ADR",BP41ZD1,73.01,"281,526.00","20,554,213.26"
1.83,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,74.51,"221,348.00","16,492,639.48"
1.56,"000660 KS","SK HYNIX INC",6450267,104.53,"134,149.00","14,022,188.22"
1.51,SNPS,"SYNOPSYS INC",2867719,484.81,"28,033.00","13,590,678.73"
1.41,CDNS,"CADENCE DESIGN SYS INC",2302232,252.71,"50,254.00","12,699,688.34"
1.34,TRI,"THOMSON REUTERS CORP",BNBXPB4,143.93,"83,754.00","12,054,713.22"
1.14,"3690 HK","MEITUAN-CLASS B",BGJW376,9.96,"1,032,815.00","10,281,930.90"
1.12,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,265.80,"38,001.00","10,100,665.80"
1.10,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,205.72,"47,953.00","9,864,891.16"
1.03,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,38.57,"241,092.00","9,299,644.76"
0.84,"STMMI IM","STMICROELECTRONICS NV",5962343,45.02,"168,647.00","7,592,975.36"
0.74,"EXPN LN","EXPERIAN PLC",B19NLV4,39.43,"168,925.00","6,660,580.98"
0.74,"WKL NA","WOLTERS KLUWER",5671519,140.42,"47,420.00","6,658,489.14"
0.72,ROK,"ROCKWELL AUTOMATION INC",2754060,305.05,"21,106.00","6,438,385.30"
0.71,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,76.62,"83,909.00","6,429,107.58"
0.70,DDOG,"DATADOG INC - CLASS A",BKT9Y49,115.99,"54,668.00","6,340,941.32"
0.69,BIDU,"BAIDU INC - SPON ADR",B0FXT17,118.15,"52,292.00","6,178,299.80"
0.63,ZS,"ZSCALER INC",BZ00V34,209.81,"26,821.00","5,627,314.01"
0.62,"6702 JP","FUJITSU LIMITED",6356945,147.32,"38,078.00","5,609,728.94"
0.62,TTD,"TRADE DESK INC-A",BD8FDD1,67.64,"82,073.00","5,551,417.72"
0.59,"6954 JP","FANUC CORP",6356934,28.38,"185,650.00","5,267,854.17"
0.52,SPLK,"SPLUNK INC",B424494,152.22,"30,546.00","4,649,712.12"
0.47,EBAY,"EBAY INC",2293819,42.79,"98,536.00","4,216,355.44"
0.46,SNAP,"SNAP INC - A",BD8DJ71,16.55,"248,959.00","4,120,271.45"
0.45,HPE,"HEWLETT PACKA",BYVYWS0,17.17,"236,563.00","4,061,786.71"
0.42,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,109.32,"34,690.00","3,792,357.18"
0.41,INFA,"INFORMATICA INC - CLASS A",BMG95P4,26.52,"138,358.00","3,669,254.16"
0.41,WIX,"WIX.COM LTD",BFZCHN7,118.10,"30,986.00","3,659,446.60"
0.40,"2353 TT","ACER INC",6005850,1.56,"2,331,600.00","3,627,910.80"
0.40,CYBR,"CYBERARK SOFTWAR",BQT3XY6,211.72,"16,954.00","3,589,500.88"
0.39,STX,"SEAGATE TECHNOLO",BKVD2N4,80.28,"43,462.00","3,489,129.36"
0.38,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,6.05,"566,532.00","3,427,518.60"
0.37,STNE,"STONECO LTD-A",BGKG6M3,17.10,"196,868.00","3,366,442.80"
0.37,FRSH,"FRESHWORKS INC-CL A",BPF0BB7,21.91,"152,489.00","3,341,033.99"
0.37,PATH,"UIPATH INC - CLASS A",BMD02L5,22.61,"147,377.00","3,332,193.97"
0.35,HUBB,"HUBBELL INC",BDFG6S3,318.16,"9,843.00","3,131,648.88"
0.35,"6701 JP","NEC CORP",6640400,57.92,"53,780.00","3,114,717.91"
0.34,OKTA,"OKTA INC",BDFZSP1,82.46,"37,025.00","3,053,081.50"
0.33,BAH,"BOOZ ALLEN HAMIL",B5367T7,123.77,"24,139.00","2,987,684.03"
0.32,TWLO,"TWILIO INC - A",BD6P5Q0,69.03,"41,693.00","2,878,067.79"
0.31,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,292.13,"9,652.00","2,819,638.76"
0.30,"TEMN SW","TEMENOS AG - REG",7147892,89.10,"30,719.00","2,737,103.32"
0.30,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,44.28,"61,034.00","2,702,585.52"
0.28,CCCS,"CCC INTELLIGENT",BP4CXL8,10.73,"238,740.00","2,561,680.20"
0.28,BZ,"KANZHUN LTD - ADR",BM91SH0,15.23,"166,242.00","2,531,865.66"
0.28,"AMP IM","AMPLIFON SPA",B14NJ71,33.55,"75,156.00","2,521,509.50"
0.27,"TIETO FH","TIETOEVRY OYJ",5479702,23.47,"104,416.00","2,450,859.16"
0.27,"2395 TT","ADVANTECH CO LTD",6202673,11.56,"210,357.00","2,431,931.65"
0.27,"5803 JP","FUJIKURA LTD",6356707,7.71,"315,164.00","2,431,402.58"
0.27,"6526 JP","SOCIONEXT INC",BMTVX75,18.45,"131,324.00","2,423,034.40"
0.27,ZBRA,"ZEBRA TECH CORP",2989356,252.69,"9,468.00","2,392,468.92"
