"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 10/03/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.27,BABA,"ALIBABA GRP-ADR",BP41ZD1,112.84,"844,106.00","95,248,921.04"
3.69,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,60.04,"1,371,043.00","82,311,309.99"
3.49,IBM,IBM,2005973,222.72,"348,915.00","77,710,348.80"
3.44,META,"META PLATFORMS INC",B7TL820,582.77,"131,436.00","76,596,957.72"
3.36,ORCL,"ORACLE CORP",2661568,166.86,"448,884.00","74,900,784.24"
3.35,NOW,"SERVICENOW INC",B80NXX8,890.64,"83,908.00","74,731,821.12"
3.26,CSCO,"CISCO SYSTEMS INC",2198163,52.43,"1,385,590.00","72,646,483.70"
3.17,NFLX,"NETFLIX INC",2857817,706.80,"99,916.00","70,620,628.80"
3.16,CRM,"SALESFORCE INC",2310525,280.91,"250,844.00","70,464,588.04"
3.15,ACN,"ACCENTURE PLC-CL A",B4BNMY3,361.24,"194,474.00","70,251,787.76"
3.02,AVGO,"BROADCOM INC",BDZ78H9,171.89,"392,238.00","67,421,789.82"
2.89,AAPL,"APPLE INC",2046251,225.67,"285,501.00","64,429,010.67"
2.89,NVDA,"NVIDIA CORP",2379504,122.85,"523,989.00","64,372,048.65"
2.81,TSLA,"TESLA INC",B616C79,240.66,"260,734.00","62,748,244.44"
2.81,AMZN,"AMAZON.COM INC",2000019,181.96,"344,606.00","62,704,507.76"
2.70,MSFT,"MICROSOFT CORP",2588173,416.54,"144,398.00","60,147,542.92"
2.66,ADBE,"ADOBE INC",2008154,503.80,"117,674.00","59,284,161.20"
2.63,GOOGL,"ALPHABET INC-CL A",BYVY8G0,165.86,"353,335.00","58,604,143.10"
2.53,"SIE GR","SIEMENS AG-REG",5727973,197.86,"284,869.00","56,364,269.92"
2.52,QCOM,"QUALCOMM INC",2714923,168.92,"332,234.00","56,120,967.28"
2.43,UBER,"UBER TECHNOLOGIES INC",BK6N347,72.94,"743,036.00","54,197,045.84"
2.33,"3690 HK","MEITUAN-CLASS B",BGJW376,26.40,"1,968,415.00","51,964,493.14"
2.21,"005930 KS","SAMSUNG ELECTRON",6771720,46.46,"1,061,280.00","49,309,481.18"
1.80,MU,"MICRON TECHNOLOGY INC",2588184,101.82,"394,319.00","40,149,560.58"
1.51,INTC,"INTEL CORP",2463247,22.26,"1,513,772.00","33,696,564.72"
1.51,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,78.14,"430,083.00","33,606,685.62"
1.49,"000660 KS","SK HYNIX INC",6450267,128.17,"258,831.00","33,174,155.53"
1.21,TRI,"THOMSON REUTERS CORP",BNBXPB4,168.91,"160,184.00","27,056,679.44"
1.21,SNPS,"SYNOPSYS INC",2867719,495.41,"54,369.00","26,934,946.29"
1.15,CDNS,"CADENCE DESIGN SYS INC",2302232,265.79,"96,786.00","25,724,750.94"
0.95,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,233.24,"90,924.00","21,207,113.76"
0.93,FTNT,"FORTINET INC",B5B2106,76.98,"270,224.00","20,801,843.52"
0.82,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,240.94,"75,454.00","18,179,886.76"
