"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 10/23/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.70,BABA,"ALIBABA GRP-ADR",BP41ZD1,98.00,"849,846.00","83,284,908.00"
3.64,IBM,IBM,2005973,232.75,"351,293.00","81,763,445.75"
3.49,CSCO,"CISCO SYSTEMS INC",2198163,56.28,"1,395,020.00","78,511,725.60"
3.48,ORCL,"ORACLE CORP",2661568,173.10,"451,918.00","78,227,005.80"
3.41,NOW,"SERVICENOW INC",B80NXX8,907.68,"84,482.00","76,682,621.76"
3.38,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,55.10,"1,379,243.00","76,002,400.38"
3.35,NFLX,"NETFLIX INC",2857817,749.29,"100,613.00","75,388,314.77"
3.32,META,"META PLATFORMS INC",B7TL820,563.69,"132,338.00","74,597,607.22"
3.27,NVDA,"NVIDIA CORP",2379504,139.56,"527,556.00","73,625,715.36"
3.23,ACN,"ACCENTURE PLC-CL A",B4BNMY3,370.63,"195,786.00","72,564,165.18"
3.20,CRM,"SALESFORCE INC",2310525,284.43,"252,566.00","71,837,347.38"
3.05,AVGO,"BROADCOM INC",BDZ78H9,173.51,"394,903.00","68,519,619.53"
2.95,AAPL,"APPLE INC",2046251,230.76,"287,428.00","66,326,885.28"
2.85,AMZN,"AMAZON.COM INC",2000019,184.71,"346,943.00","64,083,841.53"
2.75,MSFT,"MICROSOFT CORP",2588173,424.60,"145,382.00","61,729,197.20"
2.66,UBER,"UBER TECHNOLOGIES INC",BK6N347,79.83,"748,079.00","59,719,146.57"
2.58,GOOGL,"ALPHABET INC-CL A",BYVY8G0,162.78,"355,754.00","57,909,636.12"
2.56,ADBE,"ADOBE INC",2008154,485.03,"118,453.00","57,453,258.59"
2.49,TSLA,"TESLA INC",B616C79,213.65,"262,497.00","56,082,484.05"
2.49,"SIE GR","SIEMENS AG-REG",5727973,195.24,"286,796.00","55,995,167.61"
2.48,QCOM,"QUALCOMM INC",2714923,166.60,"334,489.00","55,725,867.40"
2.21,"3690 HK","MEITUAN-CLASS B",BGJW376,25.08,"1,980,715.00","49,679,096.28"
2.03,"005930 KS","SAMSUNG ELECTRON",6771720,42.76,"1,068,496.00","45,691,627.37"
1.86,MU,"MICRON TECHNOLOGY INC",2588184,105.05,"396,984.00","41,703,169.20"
1.64,"000660 KS","SK HYNIX INC",6450267,141.82,"260,594.00","36,957,001.56"
1.53,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,79.66,"432,994.00","34,492,302.04"
1.49,INTC,"INTEL CORP",2463247,21.98,"1,524,063.00","33,498,904.74"
1.20,SNPS,"SYNOPSYS INC",2867719,493.41,"54,738.00","27,008,276.58"
1.20,TRI,"THOMSON REUTERS CORP",BNBXPB4,166.99,"161,291.00","26,933,984.09"
1.08,CDNS,"CADENCE DESIGN SYS INC",2302232,249.09,"97,442.00","24,271,827.78"
0.97,FTNT,"FORTINET INC",B5B2106,80.37,"272,069.00","21,866,185.53"
0.96,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,236.32,"91,539.00","21,632,496.48"
0.83,TTD,"TRADE DESK INC-A",BD8FDD1,117.17,"158,526.00","18,574,491.42"
0.82,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,242.04,"75,946.00","18,381,969.84"
0.72,"EXPN LN","EXPERIAN PLC",B19NLV4,49.72,"327,488.00","16,282,176.73"
0.68,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,32.70,"465,737.00","15,230,659.27"
0.67,"WKL NA","WOLTERS KLUWER",5671519,169.17,"88,607.00","14,989,493.25"
0.65,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,89.29,"162,574.00","14,516,232.46"
0.64,"6702 JP","FUJITSU LIMITED",6356945,19.53,"736,177.00","14,380,091.75"
0.60,DDOG,"DATADOG INC - CLASS A",BKT9Y49,121.52,"110,433.00","13,419,818.16"
0.51,EBAY,"EBAY INC",2293819,63.67,"178,523.00","11,366,559.41"
0.48,ROK,"ROCKWELL AUTOMATION INC",2754060,266.44,"40,470.00","10,782,826.80"
0.47,"5803 JP","FUJIKURA LTD",6356707,32.83,"320,399.00","10,519,814.27"
0.43,ZS,"ZSCALER INC",BZ00V34,181.01,"53,745.00","9,728,382.45"
0.42,SMCI,"SUPER MICRO COMPUTER INC",BRC3N73,45.36,"208,640.00","9,463,910.40"
0.42,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,8.42,"1,108,991.00","9,337,704.22"
0.41,BIDU,"BAIDU INC - SPON ADR",B0FXT17,89.95,"102,790.00","9,245,960.50"
0.40,"6954 JP","FANUC CORP",6356934,25.40,"356,335.00","9,052,438.69"
0.40,HPE,"HEWLETT PACKA",BYVYWS0,19.31,"465,706.00","8,992,782.86"
0.38,HUBB,"HUBBELL INC",BDFG6S3,444.72,"19,304.00","8,584,874.88"
0.38,"6701 JP","NEC CORP",6640400,86.71,"97,517.00","8,455,360.12"
0.36,DOCU,"DOCUSIGN INC",BFYT7B7,70.56,"114,262.00","8,062,326.72"
0.34,STX,"SEAGATE TECHNOLO",BKVD2N4,103.52,"74,606.00","7,723,213.12"
0.34,TWLO,"TWILIO INC - A",BD6P5Q0,70.60,"106,790.00","7,539,374.00"
0.33,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,55.89,"132,754.00","7,419,621.06"
0.33,G,"GENPACT LTD",B23DBK6,38.37,"191,321.00","7,340,986.77"
