"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 05/07/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.17,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,63.12,"1,955,243.00","123,409,730.66"
3.83,BABA,"ALIBABA GRP-ADR",BP41ZD1,123.23,"920,006.00","113,372,339.38"
3.80,NFLX,"NETFLIX INC",2857817,"1,155.41","97,216.00","112,324,338.56"
3.38,"005930 KS","SAMSUNG ELECTRON",6771720,39.05,"2,562,071.00","100,045,826.28"
3.15,PLTR,"PALANTIR TECHN-A",BN78DQ4,110.48,"843,404.00","93,179,273.92"
3.14,MSFT,"MICROSOFT CORP",2588173,433.35,"214,319.00","92,875,138.65"
3.10,CSCO,"CISCO SYSTEMS INC",2198163,59.57,"1,538,378.00","91,641,177.46"
3.06,IBM,IBM,2005973,253.37,"357,617.00","90,609,419.29"
3.04,META,"META PLATFORMS INC",B7TL820,596.81,"150,424.00","89,774,547.44"
2.84,AAPL,"APPLE INC",2046251,196.25,"428,026.00","84,000,102.50"
2.80,NOW,"SERVICENOW INC",B80NXX8,983.29,"84,311.00","82,902,163.19"
2.76,AVGO,"BROADCOM INC",BDZ78H9,204.81,"398,424.00","81,601,219.44"
2.73,ACN,"ACCENTURE PLC-CL A",B4BNMY3,306.09,"263,533.00","80,664,815.97"
2.69,CRM,"SALESFORCE INC",2310525,278.23,"286,052.00","79,588,247.96"
2.59,AMZN,"AMAZON.COM INC",2000019,188.71,"406,651.00","76,739,110.21"
2.59,ORCL,"ORACLE CORP",2661568,149.37,"513,391.00","76,685,213.67"
2.57,NVDA,"NVIDIA CORP",2379504,117.06,"650,280.00","76,121,776.80"
2.51,TSM,"TAIWAN SEMIC-ADR",2113382,174.54,"426,190.00","74,387,202.60"
2.48,"SIE GR","SIEMENS AG-REG",5727973,237.75,"309,009.00","73,467,355.18"
2.47,GOOGL,"ALPHABET INC-CL A",BYVY8G0,151.38,"483,548.00","73,199,496.24"
2.30,UBER,"UBER TECHNOLOGIES INC",BK6N347,83.65,"814,425.00","68,126,651.25"
2.19,ADBE,"ADOBE INC",2008154,384.97,"168,192.00","64,748,874.24"
2.16,TSLA,"TESLA INC",B616C79,276.22,"231,757.00","64,015,918.54"
2.13,AMD,"ADVANCED MICRO DEVICES",2007849,100.36,"627,657.00","62,991,656.52"
2.10,QCOM,"QUALCOMM INC",2714923,144.30,"429,698.00","62,005,421.40"
1.50,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,94.50,"469,085.00","44,328,532.50"
1.30,"000660 KS","SK HYNIX INC",6450267,136.46,"281,627.00","38,429,774.07"
1.29,"3690 HK","MEITUAN-CLASS B",BGJW376,17.91,"2,134,715.00","38,237,068.23"
1.20,MU,"MICRON TECHNOLOGY INC",2588184,82.62,"430,929.00","35,603,353.98"
1.18,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,303.46,"115,283.00","34,983,779.18"
1.14,INTC,"INTEL CORP",2463247,20.31,"1,662,232.00","33,759,931.92"
1.11,TRI,"THOMSON REUTERS CORP",BNBXPB4,188.56,"174,020.00","32,813,211.20"
1.10,CDNS,"CADENCE DESIGN SYS INC",2302232,308.34,"105,944.00","32,666,772.96"
1.07,FTNT,"FORTINET INC",B5B2106,106.72,"295,420.00","31,527,222.40"
0.97,SNPS,"SYNOPSYS INC",2867719,480.54,"59,772.00","28,722,836.88"
0.74,SNOW,"SNOWFLAKE INC-CLASS A",BN134B7,170.56,"127,680.00","21,777,100.80"
0.70,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,250.58,"82,644.00","20,708,933.52"
0.64,MRVL,"MARVELL TECHNOLOGY INC",BNKJSM5,56.31,"333,685.00","18,789,802.35"
0.62,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,186.87,"98,107.00","18,333,255.09"
0.61,"EXPN LN","EXPERIAN PLC",B19NLV4,51.09,"353,544.00","18,061,394.50"
0.60,"6702 JP","FUJITSU LIMITED",6356945,22.44,"796,105.00","17,862,843.81"
0.59,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,34.39,"503,077.00","17,299,169.32"
0.56,"WKL NA","WOLTERS KLUWER",5671519,179.55,"91,958.00","16,511,044.79"
0.50,STNE,"STONECO LTD-A",BGKG6M3,13.23,"1,110,822.00","14,696,175.06"
0.49,"6701 JP","NEC CORP",6640400,25.12,"572,435.00","14,378,291.97"
0.47,ZS,"ZSCALER INC",BZ00V34,233.54,"59,206.00","13,826,969.24"
0.43,DDOG,"DATADOG INC - CLASS A",BKT9Y49,106.02,"120,832.00","12,810,608.64"
0.43,OKTA,"OKTA INC",BDFZSP1,118.03,"108,000.00","12,747,240.00"
0.41,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,68.82,"176,016.00","12,113,421.12"
0.35,G,"GENPACT LTD",B23DBK6,49.55,"206,159.00","10,215,178.45"
0.34,BIDU,"BAIDU INC - SPON ADR",B0FXT17,86.70,"115,274.00","9,994,255.80"
0.34,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,8.36,"1,184,990.00","9,906,516.40"
0.33,TTD,"TRADE DESK INC-A",BD8FDD1,56.46,"173,017.00","9,768,539.82"
0.33,"6954 JP","FANUC CORP",6356934,25.49,"382,171.00","9,740,646.21"
0.33,"4755 JP","RAKUTEN GROUP INC",6229597,5.98,"1,621,282.00","9,693,633.59"
0.33,CYBR,"CYBERARK SOFTWAR",BQT3XY6,360.70,"26,682.00","9,624,197.40"
0.32,NICE,"NICE LTD - SPON ADR",2639736,160.44,"59,242.00","9,504,786.48"
0.32,"2353 TT","ACER INC",6005850,1.13,"8,382,800.00","9,445,681.95"
0.32,"2395 TT","ADVANTECH CO LTD",6202673,11.27,"827,457.00","9,323,729.12"
0.31,"TIETO FH","TIETOEVRY OYJ",5479702,17.98,"515,160.00","9,264,330.11"
0.31,SMCI,"SUPER MICRO COMPUTER INC",BRC3N73,32.48,"284,392.00","9,237,052.16"
0.29,TWLO,"TWILIO INC - A",BD6P5Q0,103.56,"84,026.00","8,701,732.56"
0.29,"3443 TT","GLOBAL UNICHIP CORP",B056381,36.07,"238,865.00","8,616,008.41"
0.28,HPE,"HEWLETT PACKA",BYVYWS0,16.56,"505,296.00","8,367,701.76"
0.28,STX,"SEAGATE TECHNOLO",BKVD2N4,95.45,"87,444.00","8,346,529.80"
0.28,PATH,"UIPATH INC - CLASS A",BMD02L5,12.10,"689,489.00","8,342,816.90"
0.28,"TEMN SW","TEMENOS AG - REG",7147892,73.81,"111,965.00","8,263,628.41"
0.27,PEGA,"PEGASYSTEMS INC",2675860,93.04,"87,238.00","8,116,623.52"
0.27,"5803 JP","FUJIKURA LTD",6356707,39.61,"203,608.00","8,065,596.59"
0.27,"6588 JP","TOSHIBA TEC CORP",6894887,18.30,"436,420.00","7,986,134.21"
0.26,"AMP IM","AMPLIFON SPA",B14NJ71,21.66,"350,250.00","7,584,702.17"
0.25,CCCS,"CCC INTELLIGENT",BP4CXL8,8.96,"832,657.00","7,456,443.44"
0.25,INFA,"INFORMATICA INC - CLASS A",BMG95P4,19.03,"384,787.00","7,322,496.61"
0.25,SNAP,"SNAP INC - A",BD8DJ71,8.13,"898,748.00","7,306,821.24"
0.24,DXC,"DXC TECHNOLOGY CO",BYXD7B3,15.46,"449,251.00","6,945,420.46"
0.23,WIX,"WIX.COM LTD",BFZCHN7,166.45,"40,082.00","6,671,648.90"
0.22,TDC,"TERADATA CORP",B247H10,22.34,"295,398.00","6,599,191.32"
0.22,VRNT,"VERINT SYSTEMS INC",2849193,17.40,"372,151.00","6,475,427.40"
0.21,AI,"C3.AI INC-A",BMGNBJ2,22.29,"279,112.00","6,221,406.48"
0.21,"6526 JP","SOCIONEXT INC",BMTVX75,11.35,"547,871.00","6,217,247.07"
0.20,QUBT,"QUANTUM COMPUTING INC",BFYDQ34,7.08,"854,061.00","6,046,751.88"
0.20,AMBA,"AMBARELLA INC",B7KH3G6,51.04,"115,235.00","5,881,594.40"
0.20,ZBRA,"ZEBRA TECH CORP",2989356,257.28,"22,611.00","5,817,358.08"
0.18,SOUN,"SOUNDHOUND AI INC-A",BLDBS68,9.17,"579,137.00","5,310,686.29"
0.16,HUT,"HUT 8 CORP",BQQ8816,12.66,"373,263.00","4,725,509.58"
0.05,,"OTHER PAYABLE & RECEIVABLES",,1.00,"1,410,565.40","1,410,565.40"
0.02,,CASH,,1.00,"448,606.22","448,606.22"
0.00,,"SWISS FRANC",,1.22,132.60,161.63
0.00,,"KOREAN WON",,0.00,0.76,0.00
0.00,,"CANADIAN DOLLAR",,0.73,-277.95,-201.74
0.00,,EURO,,1.14,-545.69,-620.31
"The information contained herein may not be reproduced, redistributed or used to create any derivative works.",,,,,,
