"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 06/17/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
5.85,NVDA,"NVIDIA CORP",2379504,130.98,"909,880.00","119,176,082.40"
4.00,AVGO,"BROADCOM INC",BDZ78H9,"1,828.87","44,617.00","81,598,692.79"
3.86,QCOM,"QUALCOMM INC",2714923,222.22,"354,420.00","78,759,212.40"
3.76,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,48.80,"1,567,943.00","76,519,785.64"
3.65,NFLX,"NETFLIX INC",2857817,675.83,"110,181.00","74,463,625.23"
3.52,META,"META PLATFORMS INC",B7TL820,506.63,"141,556.00","71,716,516.28"
3.37,ORCL,"ORACLE CORP",2661568,141.31,"486,384.00","68,730,923.04"
3.22,GOOGL,"ALPHABET INC-CL A",BYVY8G0,177.24,"370,274.00","65,627,363.76"
3.15,AMZN,"AMAZON.COM INC",2000019,184.06,"348,701.00","64,181,906.06"
3.00,MSFT,"MICROSOFT CORP",2588173,448.37,"136,532.00","61,216,852.84"
2.97,AAPL,"APPLE INC",2046251,216.67,"278,964.00","60,443,129.88"
2.69,BABA,"ALIBABA GRP-ADR",BP41ZD1,74.55,"735,403.00","54,824,293.65"
2.68,"005930 KS","SAMSUNG ELECTRON",6771720,56.55,"964,827.00","54,560,125.05"
2.60,IBM,IBM,2005973,169.50,"313,076.00","53,066,382.00"
2.58,NOW,"SERVICENOW INC",B80NXX8,725.50,"72,598.00","52,669,849.00"
2.53,MU,"MICRON TECHNOLOGY INC",2588184,147.83,"348,631.00","51,538,120.73"
2.40,TSLA,"TESLA INC",B616C79,187.44,"260,611.00","48,848,925.84"
2.36,CSCO,"CISCO SYSTEMS INC",2198163,45.69,"1,051,137.00","48,026,449.53"
2.32,ADBE,"ADOBE INC",2008154,518.74,"91,155.00","47,285,744.70"
2.26,UBER,"UBER TECHNOLOGIES INC",BK6N347,70.49,"651,883.00","45,951,232.67"
2.25,"SIE GR","SIEMENS AG-REG",5727973,180.14,"254,908.00","45,920,263.63"
2.22,CRM,"SALESFORCE INC",2310525,230.48,"196,152.00","45,209,112.96"
2.07,ACN,"ACCENTURE PLC-CL A",B4BNMY3,285.53,"147,373.00","42,079,412.69"
1.81,"000660 KS","SK HYNIX INC",6450267,161.47,"228,906.00","36,960,421.40"
1.69,INTC,"INTEL CORP",2463247,30.98,"1,113,008.00","34,480,987.84"
1.44,SNPS,"SYNOPSYS INC",2867719,612.72,"47,814.00","29,296,594.08"
1.36,CDNS,"CADENCE DESIGN SYS INC",2302232,322.08,"85,836.00","27,646,058.88"
1.30,"3690 HK","MEITUAN-CLASS B",BGJW376,14.95,"1,771,915.00","26,495,755.63"
1.25,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,66.52,"381,971.00","25,408,710.92"
1.18,TRI,"THOMSON REUTERS CORP",BNBXPB4,167.21,"143,444.00","23,985,271.24"
1.08,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,271.26,"81,287.00","22,049,911.62"
0.79,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,38.74,"413,753.00","16,028,860.57"
0.76,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,887.41,"17,496.00","15,526,125.36"
0.72,FTNT,"FORTINET INC",B5B2106,60.90,"242,441.00","14,764,656.90"
0.70,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,212.46,"66,634.00","14,157,059.64"
0.69,"5803 JP","FUJIKURA LTD",6356707,20.73,"675,111.00","13,997,455.36"
0.68,TTD,"TRADE DESK INC-A",BD8FDD1,97.68,"141,851.00","13,856,005.68"
0.67,"EXPN LN","EXPERIAN PLC",B19NLV4,46.80,"291,122.00","13,625,636.27"
0.64,"WKL NA","WOLTERS KLUWER",5671519,163.80,"79,202.00","12,973,429.17"
0.55,DDOG,"DATADOG INC - CLASS A",BKT9Y49,117.17,"96,167.00","11,267,887.39"
0.55,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,77.55,"143,242.00","11,108,417.10"
0.50,CLS,"CELESTICA INC",BMDLRD5,57.02,"176,796.00","10,080,907.92"
0.49,"6702 JP","FUJITSU LIMITED",6356945,15.05,"662,090.00","9,967,419.77"
0.46,ROK,"ROCKWELL AUTOMATION INC",2754060,258.51,"35,848.00","9,267,066.48"
0.43,HPE,"HEWLETT PACKA",BYVYWS0,21.53,"410,004.00","8,827,386.12"
0.43,EBAY,"EBAY INC",2293819,53.14,"164,942.00","8,765,017.88"
0.42,"6954 JP","FANUC CORP",6356934,27.02,"318,281.00","8,599,192.10"
0.42,ZS,"ZSCALER INC",BZ00V34,184.38,"46,338.00","8,543,800.44"
0.41,BIDU,"BAIDU INC - SPON ADR",B0FXT17,91.41,"90,408.00","8,264,195.28"
0.35,STX,"SEAGATE TECHNOLO",BKVD2N4,105.98,"67,212.00","7,123,127.76"
0.34,SNAP,"SNAP INC - A",BD8DJ71,15.84,"438,965.00","6,953,205.60"
0.33,"6701 JP","NEC CORP",6640400,78.20,"85,911.00","6,718,429.59"
0.33,WIX,"WIX.COM LTD",BFZCHN7,161.33,"41,080.00","6,627,436.40"
0.32,ZBRA,"ZEBRA TECH CORP",2989356,302.40,"21,434.00","6,481,641.60"
0.32,HUBB,"HUBBELL INC",BDFG6S3,381.63,"16,976.00","6,478,550.88"
0.32,VRNT,"VERINT SYSTEMS INC",2849193,35.01,"184,595.00","6,462,670.95"
0.32,PEGA,"PEGASYSTEMS INC",2675860,56.90,"113,326.00","6,448,249.40"
0.31,"6526 JP","SOCIONEXT INC",BMTVX75,25.53,"250,521.00","6,395,538.01"
0.31,"AMP IM","AMPLIFON SPA",B14NJ71,36.81,"168,590.00","6,205,999.64"
0.30,"4755 JP","RAKUTEN GROUP INC",6229597,4.98,"1,223,970.00","6,094,263.40"
0.29,AI,"C3.AI INC-A",BMGNBJ2,29.21,"204,839.00","5,983,347.19"
0.29,CYBR,"CYBERARK SOFTWAR",BQT3XY6,253.65,"22,884.00","5,804,526.60"
0.29,"2395 TT","ADVANTECH CO LTD",6202673,11.35,"511,457.00","5,802,949.86"
0.28,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,5.86,"976,669.00","5,723,280.34"
0.28,OKTA,"OKTA INC",BDFZSP1,89.78,"62,704.00","5,629,565.12"
