"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 12/05/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.03,TSLA,"TESLA INC",B616C79,369.49,"279,697.00","103,345,244.53"
3.95,NOW,"SERVICENOW INC",B80NXX8,"1,123.72","90,082.00","101,226,945.04"
3.84,NFLX,"NETFLIX INC",2857817,917.87,"107,413.00","98,591,170.31"
3.80,CRM,"SALESFORCE INC",2310525,361.38,"269,366.00","97,343,485.08"
3.50,ORCL,"ORACLE CORP",2661568,186.24,"481,518.00","89,677,912.32"
3.48,CSCO,"CISCO SYSTEMS INC",2198163,60.02,"1,487,020.00","89,250,940.40"
3.43,IBM,IBM,2005973,234.75,"374,493.00","87,912,231.75"
3.35,META,"META PLATFORMS INC",B7TL820,608.93,"141,138.00","85,943,162.34"
3.18,NVDA,"NVIDIA CORP",2379504,145.06,"562,356.00","81,575,361.36"
3.18,AMZN,"AMAZON.COM INC",2000019,220.55,"369,743.00","81,546,818.65"
2.97,BABA,"ALIBABA GRP-ADR",BP41ZD1,84.15,"905,846.00","76,226,940.90"
2.96,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,52.07,"1,459,243.00","75,985,538.05"
2.91,ACN,"ACCENTURE PLC-CL A",B4BNMY3,358.13,"208,586.00","74,700,904.18"
2.90,AAPL,"APPLE INC",2046251,243.04,"306,228.00","74,425,653.12"
2.80,AVGO,"BROADCOM INC",BDZ78H9,170.47,"420,903.00","71,751,334.41"
2.67,MSFT,"MICROSOFT CORP",2588173,442.62,"154,982.00","68,598,132.84"
2.65,ADBE,"ADOBE INC",2008154,538.22,"126,053.00","67,844,245.66"
2.55,GOOGL,"ALPHABET INC-CL A",BYVY8G0,172.64,"379,354.00","65,491,674.56"
2.43,"SIE GR","SIEMENS AG-REG",5727973,204.13,"305,596.00","62,381,961.34"
2.23,QCOM,"QUALCOMM INC",2714923,160.39,"356,489.00","57,177,270.71"
2.05,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,114.09,"461,394.00","52,640,441.46"
2.03,UBER,"UBER TECHNOLOGIES INC",BK6N347,65.23,"797,279.00","52,006,509.17"
1.69,"005930 KS","SAMSUNG ELECTRON",6771720,37.95,"1,138,896.00","43,221,706.86"
1.68,"3690 HK","MEITUAN-CLASS B",BGJW376,20.46,"2,100,715.00","42,977,790.80"
1.66,MU,"MICRON TECHNOLOGY INC",2588184,100.87,"422,984.00","42,666,396.08"
1.32,"000660 KS","SK HYNIX INC",6450267,122.26,"277,794.00","33,963,506.71"
1.32,INTC,"INTEL CORP",2463247,20.80,"1,624,463.00","33,788,830.40"
1.23,CDNS,"CADENCE DESIGN SYS INC",2302232,303.79,"103,842.00","31,546,161.18"
1.17,SNPS,"SYNOPSYS INC",2867719,515.29,"58,338.00","30,060,988.02"
1.13,TRI,"THOMSON REUTERS CORP",BNBXPB4,169.11,"172,091.00","29,102,309.01"
1.11,FTNT,"FORTINET INC",B5B2106,98.46,"290,069.00","28,560,193.74"
0.90,TTD,"TRADE DESK INC-A",BD8FDD1,136.36,"168,926.00","23,034,749.36"
0.83,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,262.70,"80,746.00","21,211,974.20"
0.83,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,216.99,"97,539.00","21,164,987.61"
0.75,DDOG,"DATADOG INC - CLASS A",BKT9Y49,163.35,"117,633.00","19,215,350.55"
0.66,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,34.19,"496,537.00","16,976,319.46"
0.65,"EXPN LN","EXPERIAN PLC",B19NLV4,47.57,"349,088.00","16,606,485.07"
0.64,"WKL NA","WOLTERS KLUWER",5671519,173.67,"94,607.00","16,430,383.77"
0.57,"6702 JP","FUJITSU LIMITED",6356945,18.70,"784,977.00","14,681,745.01"
0.57,"5803 JP","FUJIKURA LTD",6356707,42.43,"341,599.00","14,494,765.87"
0.55,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,81.57,"173,374.00","14,141,250.31"
0.50,ROK,"ROCKWELL AUTOMATION INC",2754060,297.10,"43,270.00","12,855,517.00"
0.49,TWLO,"TWILIO INC - A",BD6P5Q0,110.33,"113,990.00","12,576,516.70"
0.47,EBAY,"EBAY INC",2293819,63.62,"190,523.00","12,121,073.26"
0.46,ZS,"ZSCALER INC",BZ00V34,205.61,"57,345.00","11,790,705.45"
0.42,CLS,"CELESTICA INC",BMDLRD5,92.08,"118,194.00","10,883,303.52"
0.42,HPE,"HEWLETT PACKA",BYVYWS0,21.65,"496,506.00","10,749,354.90"
0.41,PEGA,"PEGASYSTEMS INC",2675860,96.43,"108,865.00","10,497,851.95"
0.40,DOCU,"DOCUSIGN INC",BFYT7B7,83.68,"121,862.00","10,197,412.16"
0.39,"6954 JP","FANUC CORP",6356934,26.50,"379,935.00","10,067,367.11"
0.39,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,8.45,"1,181,791.00","9,986,133.95"
0.37,HUBB,"HUBBELL INC",BDFG6S3,467.12,"20,504.00","9,577,828.48"
0.37,BIDU,"BAIDU INC - SPON ADR",B0FXT17,85.74,"109,590.00","9,396,246.60"
0.36,G,"GENPACT LTD",B23DBK6,45.26,"204,121.00","9,238,516.46"
0.35,SMCI,"SUPER MICRO COMPUTER INC",BRC3N73,41.14,"220,640.00","9,077,129.60"
0.35,AI,"C3.AI INC-A",BMGNBJ2,37.49,"240,647.00","9,021,856.03"
0.35,"6701 JP","NEC CORP",6640400,86.20,"103,917.00","8,957,169.53"
0.35,WIX,"WIX.COM LTD",BFZCHN7,221.22,"40,386.00","8,934,190.92"
0.33,CYBR,"CYBERARK SOFTWAR",BQT3XY6,327.57,"25,810.00","8,454,581.70"
0.33,ZBRA,"ZEBRA TECH CORP",2989356,404.98,"20,573.00","8,331,653.54"
0.32,PATH,"UIPATH INC - CLASS A",BMD02L5,14.95,"555,198.00","8,300,210.10"
0.32,PCOR,"PROCORE TECHNOLOGIES INC",BLH11J8,84.51,"97,606.00","8,248,683.06"
0.32,AMBA,"AMBARELLA INC",B7KH3G6,69.32,"118,117.00","8,187,870.44"
0.31,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,56.12,"141,554.00","7,944,010.48"
0.30,CCCS,"CCC INTELLIGENT",BP4CXL8,12.74,"612,515.00","7,803,441.10"
0.30,STX,"SEAGATE TECHNOLO",BKVD2N4,98.18,"79,406.00","7,796,081.08"
0.30,DXC,"DXC TECHNOLOGY CO",BYXD7B3,22.01,"346,139.00","7,618,519.39"
0.29,INFA,"INFORMATICA INC - CLASS A",BMG95P4,27.10,"274,535.00","7,439,898.50"
0.29,"6588 JP","TOSHIBA TEC CORP",6894887,24.33,"303,326.00","7,379,236.75"
0.27,TDC,"TERADATA CORP",B247H10,32.33,"211,705.00","6,844,422.65"
0.26,"2395 TT","ADVANTECH CO LTD",6202673,11.10,"607,057.00","6,735,515.01"
0.26,"4755 JP","RAKUTEN GROUP INC",6229597,5.55,"1,187,040.00","6,590,979.55"
0.25,SNAP,"SNAP INC - A",BD8DJ71,12.17,"531,347.00","6,466,492.99"
0.25,VRNT,"VERINT SYSTEMS INC",2849193,31.96,"197,247.00","6,304,014.12"
0.24,"TEMN SW","TEMENOS AG - REG",7147892,65.58,"94,530.00","6,199,216.91"
0.24,"TIETO FH","TIETOEVRY OYJ",5479702,18.33,"335,098.00","6,143,841.27"
0.23,OKTA,"OKTA INC",BDFZSP1,83.52,"71,142.00","5,941,424.13"
0.23,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,79.36,"74,650.00","5,924,420.58"
0.23,"2353 TT","ACER INC",6005850,1.18,"4,894,400.00","5,777,461.63"
0.22,"3443 TT","GLOBAL UNICHIP CORP",B056381,37.76,"147,865.00","5,582,648.86"
0.21,"AMP IM","AMPLIFON SPA",B14NJ71,25.59,"212,395.00","5,434,739.26"
0.21,"6526 JP","SOCIONEXT INC",BMTVX75,16.29,"327,827.00","5,341,590.10"
0.18,STNE,"STONECO LTD-A",BGKG6M3,9.39,"503,238.00","4,725,404.82"
0.15,,CASH,,1.00,"3,883,245.45","3,883,245.45"
0.14,VSAT,"VIASAT INC",2946243,8.74,"395,070.00","3,452,911.80"
0.05,,"OTHER PAYABLE & RECEIVABLES",,1.00,"1,323,145.99","1,323,145.99"
0.00,,"SWISS FRANC",,1.14,132.60,150.71
0.00,,EURO,,1.06,-332.77,-351.85
0.00,,"TAIWAN DOLLAR",,0.03,"-1,741,138.00","-53,662.64"
-0.01,,"KOREAN WON",,0.00,"-430,981,924.00","-304,580.87"
"The information contained herein may not be reproduced, redistributed or used to create any derivative works.",,,,,,
