"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 03/12/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.49,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,65.90,"2,026,943.00","133,572,062.22"
4.31,BABA,"ALIBABA GRP-ADR",BP41ZD1,137.14,"934,851.00","128,205,466.14"
3.31,"005930 KS","SAMSUNG ELECTRON",6771720,37.85,"2,602,995.00","98,510,616.28"
3.18,META,"META PLATFORMS INC",B7TL820,619.56,"152,647.00","94,573,975.32"
3.17,CSCO,"CISCO SYSTEMS INC",2198163,60.46,"1,562,962.00","94,496,682.52"
3.17,AAPL,"APPLE INC",2046251,216.98,"435,022.00","94,391,073.56"
3.05,IBM,IBM,2005973,249.63,"363,477.00","90,734,763.51"
3.04,NFLX,"NETFLIX INC",2857817,919.68,"98,447.00","90,539,736.96"
2.92,ACN,"ACCENTURE PLC-CL A",B4BNMY3,324.33,"267,937.00","86,900,007.21"
2.80,MSFT,"MICROSOFT CORP",2588173,383.27,"217,418.00","83,329,796.86"
2.78,CRM,"SALESFORCE INC",2310525,284.58,"290,898.00","82,783,752.84"
2.76,AMZN,"AMAZON.COM INC",2000019,198.89,"413,101.00","82,161,657.89"
2.76,GOOGL,"ALPHABET INC-CL A",BYVY8G0,167.11,"491,343.00","82,108,328.73"
2.64,ORCL,"ORACLE CORP",2661568,150.89,"521,762.00","78,728,668.18"
2.64,AVGO,"BROADCOM INC",BDZ78H9,194.23,"404,758.00","78,616,146.34"
2.62,"SIE GR","SIEMENS AG-REG",5727973,247.77,"314,729.00","77,979,284.88"
2.58,TSM,"TAIWAN SEMIC-ADR",2113382,177.17,"433,294.00","76,766,697.98"
2.57,NVDA,"NVIDIA CORP",2379504,115.74,"660,422.00","76,437,242.28"
2.52,ADBE,"ADOBE INC",2008154,438.60,"171,338.00","75,148,846.80"
2.43,NOW,"SERVICENOW INC",B80NXX8,843.14,"85,884.00","72,412,235.76"
2.41,PLTR,"PALANTIR TECHN-A",BN78DQ4,83.65,"856,711.00","71,663,875.15"
2.24,QCOM,"QUALCOMM INC",2714923,152.80,"436,484.00","66,694,755.20"
2.16,AMD,"ADVANCED MICRO DEVICES",2007849,100.79,"637,330.00","64,236,490.70"
1.98,UBER,"UBER TECHNOLOGIES INC",BK6N347,71.20,"826,905.00","58,875,636.00"
1.97,TSLA,"TESLA INC",B616C79,248.09,"236,047.00","58,560,900.23"
1.58,"3690 HK","MEITUAN-CLASS B",BGJW376,21.66,"2,177,615.00","47,170,377.24"
1.55,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,96.53,"476,358.00","45,982,837.74"
1.41,MU,"MICRON TECHNOLOGY INC",2588184,95.64,"437,363.00","41,829,397.32"
1.32,"000660 KS","SK HYNIX INC",6450267,137.11,"285,903.00","39,200,432.01"
1.18,INTC,"INTEL CORP",2463247,20.68,"1,692,691.00","35,004,849.88"
1.08,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,272.59,"117,428.00","32,009,698.52"
1.01,TRI,"THOMSON REUTERS CORP",BNBXPB4,171.02,"176,386.00","30,165,533.72"
0.99,FTNT,"FORTINET INC",B5B2106,97.93,"300,854.00","29,462,632.22"
0.89,SNPS,"SYNOPSYS INC",2867719,432.46,"60,916.00","26,343,733.36"
0.87,CDNS,"CADENCE DESIGN SYS INC",2302232,239.22,"107,946.00","25,822,842.12"
0.80,MRVL,"MARVELL TECHNOLOGY INC",BNKJSM5,69.85,"339,834.00","23,737,404.90"
0.69,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,204.45,"99,966.00","20,438,048.70"
0.68,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,241.67,"84,217.00","20,352,722.39"
0.66,SNOW,"SNOWFLAKE INC-CLASS A",BN134B7,152.37,"129,250.00","19,693,822.50"
0.66,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,38.27,"512,372.00","19,608,898.05"
0.56,"EXPN LN","EXPERIAN PLC",B19NLV4,46.10,"359,979.00","16,594,164.15"
0.55,"6702 JP","FUJITSU LIMITED",6356945,20.01,"810,691.00","16,225,845.22"
0.51,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,83.79,"179,305.00","15,023,965.95"
0.49,"WKL NA","WOLTERS KLUWER",5671519,154.22,"93,674.00","14,446,327.79"
0.42,DDOG,"DATADOG INC - CLASS A",BKT9Y49,102.03,"123,120.00","12,561,933.60"
0.41,SMCI,"SUPER MICRO COMPUTER INC",BRC3N73,42.47,"289,683.00","12,302,837.01"
0.40,OKTA,"OKTA INC",BDFZSP1,108.78,"110,002.00","11,966,017.56"
0.40,ZS,"ZSCALER INC",BZ00V34,197.79,"60,350.00","11,936,626.50"
0.38,"6701 JP","NEC CORP",6640400,98.10,"116,632.00","11,441,833.93"
0.38,"6954 JP","FANUC CORP",6356934,29.08,"389,178.00","11,317,295.72"
0.37,"TIETO FH","TIETOEVRY OYJ",5479702,21.13,"524,598.00","11,086,929.92"
0.36,BIDU,"BAIDU INC - SPON ADR",B0FXT17,92.40,"117,419.00","10,849,515.60"
