"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 04/30/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.17,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,61.54,"1,955,243.00","120,319,542.94"
3.81,NFLX,"NETFLIX INC",2857817,"1,131.72","97,216.00","110,021,291.52"
3.81,BABA,"ALIBABA GRP-ADR",BP41ZD1,119.43,"920,006.00","109,876,316.58"
3.47,"005930 KS","SAMSUNG ELECTRON",6771720,39.04,"2,562,071.00","100,031,614.84"
3.46,PLTR,"PALANTIR TECHN-A",BN78DQ4,118.44,"843,404.00","99,892,769.76"
3.15,AAPL,"APPLE INC",2046251,212.50,"428,026.00","90,955,525.00"
3.08,CSCO,"CISCO SYSTEMS INC",2198163,57.73,"1,538,378.00","88,810,561.94"
3.00,IBM,IBM,2005973,241.82,"357,617.00","86,478,942.94"
2.94,MSFT,"MICROSOFT CORP",2588173,395.26,"214,319.00","84,711,727.94"
2.86,META,"META PLATFORMS INC",B7TL820,549.00,"150,424.00","82,582,776.00"
2.79,NOW,"SERVICENOW INC",B80NXX8,955.01,"84,311.00","80,517,848.11"
2.73,ACN,"ACCENTURE PLC-CL A",B4BNMY3,299.15,"263,533.00","78,835,896.95"
2.66,CRM,"SALESFORCE INC",2310525,268.71,"286,052.00","76,865,032.92"
2.66,GOOGL,"ALPHABET INC-CL A",BYVY8G0,158.80,"483,548.00","76,787,422.40"
2.66,AVGO,"BROADCOM INC",BDZ78H9,192.47,"398,424.00","76,684,667.28"
2.60,AMZN,"AMAZON.COM INC",2000019,184.42,"406,651.00","74,994,577.42"
2.50,ORCL,"ORACLE CORP",2661568,140.72,"513,391.00","72,244,381.52"
2.46,TSM,"TAIWAN SEMIC-ADR",2113382,166.69,"426,190.00","71,041,611.10"
2.46,"SIE GR","SIEMENS AG-REG",5727973,229.57,"309,009.00","70,938,237.52"
2.45,NVDA,"NVIDIA CORP",2379504,108.92,"650,280.00","70,828,497.60"
2.29,UBER,"UBER TECHNOLOGIES INC",BK6N347,81.01,"814,425.00","65,976,569.25"
2.27,TSLA,"TESLA INC",B616C79,282.16,"231,757.00","65,392,555.12"
2.21,QCOM,"QUALCOMM INC",2714923,148.46,"429,698.00","63,792,965.08"
2.19,ADBE,"ADOBE INC",2008154,374.98,"168,192.00","63,068,636.16"
2.12,AMD,"ADVANCED MICRO DEVICES",2007849,97.35,"627,657.00","61,102,408.95"
1.54,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,95.00,"469,085.00","44,563,075.00"
1.24,"3690 HK","MEITUAN-CLASS B",BGJW376,16.80,"2,134,715.00","35,869,003.89"
1.22,"000660 KS","SK HYNIX INC",6450267,124.87,"281,627.00","35,166,227.58"
1.16,INTC,"INTEL CORP",2463247,20.10,"1,662,232.00","33,410,863.20"
1.15,MU,"MICRON TECHNOLOGY INC",2588184,76.95,"430,929.00","33,159,986.55"
1.12,TRI,"THOMSON REUTERS CORP",BNBXPB4,185.98,"174,020.00","32,364,239.60"
1.09,CDNS,"CADENCE DESIGN SYS INC",2302232,297.74,"105,944.00","31,543,766.56"
1.08,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,269.31,"115,283.00","31,046,864.73"
1.06,FTNT,"FORTINET INC",B5B2106,103.76,"295,420.00","30,652,779.20"
0.95,SNPS,"SYNOPSYS INC",2867719,459.01,"59,772.00","27,435,945.72"
0.71,SNOW,"SNOWFLAKE INC-CLASS A",BN134B7,159.49,"127,680.00","20,363,683.20"
0.70,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,245.00,"82,644.00","20,247,780.00"
0.68,MRVL,"MARVELL TECHNOLOGY INC",BNKJSM5,58.37,"333,685.00","19,477,193.45"
0.63,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,184.31,"98,107.00","18,082,101.17"
0.61,"6702 JP","FUJITSU LIMITED",6356945,22.09,"796,105.00","17,586,419.34"
0.61,"EXPN LN","EXPERIAN PLC",B19NLV4,49.62,"353,544.00","17,543,322.96"
0.57,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,32.84,"503,077.00","16,521,421.54"
0.56,"WKL NA","WOLTERS KLUWER",5671519,176.71,"91,958.00","16,249,711.38"
0.54,STNE,"STONECO LTD-A",BGKG6M3,14.06,"1,110,822.00","15,618,157.32"
0.48,"6701 JP","NEC CORP",6640400,24.37,"572,435.00","13,949,691.95"
0.46,ZS,"ZSCALER INC",BZ00V34,226.17,"59,206.00","13,390,621.02"
0.43,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,70.33,"176,016.00","12,379,205.28"
