"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 09/17/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.78,BABA,"ALIBABA GRP-ADR",BP41ZD1,166.17,"1,181,937.00","196,402,471.29"
3.66,GOOGL,"ALPHABET INC-CL A",BYVY8G0,249.53,"761,805.00","190,093,201.65"
3.56,TSLA,"TESLA INC",B616C79,425.86,"434,912.00","185,211,624.32"
3.47,ORCL,"ORACLE CORP",2661568,301.41,"597,945.00","180,226,602.45"
3.40,AVGO,"BROADCOM INC",BDZ78H9,346.17,"510,009.00","176,549,815.53"
3.39,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,85.10,"2,071,618.00","176,286,935.44"
3.28,"005930 KS","SAMSUNG ELECTRON",6771720,56.66,"3,009,977.00","170,540,647.30"
3.11,AAPL,"APPLE INC",2046251,238.99,"676,599.00","161,700,395.01"
3.05,TSM,"TAIWAN SEMIC-ADR",2113382,262.79,"602,718.00","158,388,263.22"
3.03,PLTR,"PALANTIR TECHN-A",BN78DQ4,168.33,"936,717.00","157,677,572.61"
3.03,META,"META PLATFORMS INC",B7TL820,775.72,"203,179.00","157,608,997.99"
2.89,NFLX,"NETFLIX INC",2857817,"1,228.50","122,495.00","150,485,107.50"
2.83,AMZN,"AMAZON.COM INC",2000019,231.62,"634,568.00","146,978,640.16"
2.81,MSFT,"MICROSOFT CORP",2588173,510.02,"286,881.00","146,315,047.62"
2.80,AMD,"ADVANCED MICRO DEVICES",2007849,159.16,"913,302.00","145,361,146.32"
2.78,NVDA,"NVIDIA CORP",2379504,170.29,"848,455.00","144,483,401.95"
2.75,CSCO,"CISCO SYSTEMS INC",2198163,67.72,"2,110,724.00","142,938,229.28"
2.56,IBM,IBM,2005973,259.08,"513,992.00","133,165,047.36"
2.52,CRM,"SALESFORCE INC",2310525,242.21,"541,564.00","131,172,216.44"
2.14,"SIE GR","SIEMENS AG-REG",5727973,266.92,"417,561.00","111,456,149.27"
1.98,NOW,"SERVICENOW INC",B80NXX8,950.37,"108,051.00","102,688,428.87"
1.95,UBER,"UBER TECHNOLOGIES INC",BK6N347,92.95,"1,090,750.00","101,385,212.50"
1.87,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,606.66,"160,607.00","97,433,842.62"
1.82,QCOM,"QUALCOMM INC",2714923,165.26,"572,650.00","94,636,139.00"
1.81,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,147.87,"635,497.00","93,970,941.39"
1.80,MU,"MICRON TECHNOLOGY INC",2588184,159.99,"583,475.00","93,350,165.25"
1.77,"000660 KS","SK HYNIX INC",6450267,241.63,"380,679.00","91,984,093.97"
1.55,ADBE,"ADOBE INC",2008154,362.07,"221,930.00","80,354,195.10"
1.51,ACN,"ACCENTURE PLC-CL A",B4BNMY3,241.24,"324,748.00","78,342,207.52"
1.09,INTC,"INTEL CORP",2463247,24.90,"2,273,826.00","56,618,267.40"
0.95,CDNS,"CADENCE DESIGN SYS INC",2302232,347.27,"142,075.00","49,338,385.25"
0.79,SNPS,"SYNOPSYS INC",2867719,425.40,"96,565.00","41,078,751.00"
0.77,TRI,"THOMSON REUTERS CORP",BNBXPB4,169.21,"235,117.00","39,784,147.57"
0.76,"3690 HK","MEITUAN-CLASS B",BGJW376,13.53,"2,927,315.00","39,615,560.20"
0.73,SNOW,"SNOWFLAKE INC",BN134B7,217.96,"173,682.00","37,855,728.72"
0.62,FTNT,"FORTINET INC",B5B2106,80.29,"398,876.00","32,025,754.04"
0.61,MRVL,"MARVELL TECHNOLOGY INC",BNKJSM5,70.98,"449,667.00","31,917,363.66"
0.56,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,221.89,"131,269.00","29,127,278.41"
0.52,"6702 JP","FUJITSU LIMITED",6356945,25.15,"1,078,673.00","27,131,745.62"
