"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 07/30/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.04,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,69.94,"2,526,343.00","176,684,221.81"
3.84,"005930 KS","SAMSUNG ELECTRON",6771720,52.50,"3,196,423.00","167,807,006.87"
3.82,PLTR,"PALANTIR TECHN-A",BN78DQ4,158.61,"1,052,276.00","166,901,496.36"
3.67,ORCL,"ORACLE CORP",2661568,250.60,"641,035.00","160,643,371.00"
3.44,AVGO,"BROADCOM INC",BDZ78H9,302.62,"497,058.00","150,419,691.96"
3.32,NVDA,"NVIDIA CORP",2379504,179.27,"810,802.00","145,352,474.54"
3.26,NFLX,"NETFLIX INC",2857817,"1,184.20","120,424.00","142,606,100.80"
3.21,AMD,"ADVANCED MICRO DEVICES",2007849,179.51,"782,377.00","140,444,495.27"
3.13,MSFT,"MICROSOFT CORP",2588173,513.24,"266,537.00","136,797,449.88"
3.08,BABA,"ALIBABA GRP-ADR",BP41ZD1,117.38,"1,148,218.00","134,777,828.84"
3.00,CSCO,"CISCO SYSTEMS INC",2198163,68.28,"1,919,376.00","131,045,396.40"
2.98,META,"META PLATFORMS INC",B7TL820,695.21,"187,170.00","130,122,455.70"
2.96,TSM,"TAIWAN SEMIC-ADR",2113382,242.91,"532,560.00","129,364,149.60"
2.71,GOOGL,"ALPHABET INC-CL A",BYVY8G0,196.53,"603,456.00","118,597,207.68"
2.67,AMZN,"AMAZON.COM INC",2000019,230.19,"507,219.00","116,756,741.61"
2.66,IBM,IBM,2005973,260.26,"446,581.00","116,227,171.06"
2.56,AAPL,"APPLE INC",2046251,209.05,"534,396.00","111,715,483.80"
2.36,NOW,"SERVICENOW INC",B80NXX8,977.48,"105,585.00","103,207,225.80"
2.32,"SIE GR","SIEMENS AG-REG",5727973,262.83,"386,369.00","101,551,157.82"
2.16,CRM,"SALESFORCE INC",2310525,264.81,"357,115.00","94,567,623.15"
2.11,TSLA,"TESLA INC",B616C79,319.04,"289,777.00","92,450,454.08"
2.06,ACN,"ACCENTURE PLC-CL A",B4BNMY3,274.00,"329,289.00","90,225,186.00"
2.04,UBER,"UBER TECHNOLOGIES INC",BK6N347,87.64,"1,015,561.00","89,003,766.04"
1.95,QCOM,"QUALCOMM INC",2714923,159.06,"536,068.00","85,266,976.08"
1.75,ADBE,"ADOBE INC",2008154,364.00,"210,375.00","76,576,500.00"
1.65,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,123.01,"585,125.00","71,976,226.25"
1.53,"000660 KS","SK HYNIX INC",6450267,190.54,"351,251.00","66,927,932.97"
1.41,MU,"MICRON TECHNOLOGY INC",2588184,114.74,"537,299.00","61,649,687.26"
1.20,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,363.31,"144,293.00","52,423,089.83"
1.12,CDNS,"CADENCE DESIGN SYS INC",2302232,371.03,"132,525.00","49,170,750.75"
1.10,SNPS,"SYNOPSYS INC",2867719,645.35,"74,801.00","48,272,825.35"
1.00,"3690 HK","MEITUAN-CLASS B",BGJW376,16.23,"2,696,415.00","43,761,204.98"
0.99,TRI,"THOMSON REUTERS CORP",BNBXPB4,199.77,"216,568.00","43,263,789.36"
0.97,INTC,"INTEL CORP",2463247,20.34,"2,074,174.00","42,188,699.16"
0.86,FTNT,"FORTINET INC",B5B2106,101.71,"368,912.00","37,522,039.52"
0.80,SNOW,"SNOWFLAKE INC",BN134B7,220.28,"158,624.00","34,941,694.72"
0.78,MRVL,"MARVELL TECHNOLOGY INC",BNKJSM5,81.74,"416,847.00","34,073,073.78"
0.62,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,220.94,"122,691.00","27,107,349.54"
0.59,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,41.19,"628,787.00","25,899,891.58"
0.56,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,237.68,"103,299.00","24,552,106.32"
0.54,"EXPN LN","EXPERIAN PLC",B19NLV4,53.08,"440,574.00","23,386,573.40"
0.52,DDOG,"DATADOG INC - CLASS A",BKT9Y49,148.88,"151,776.00","22,596,410.88"
0.51,"6702 JP","FUJITSU LIMITED",6356945,22.36,"993,373.00","22,210,575.69"
0.49,SMCI,"SUPER MICRO COMPUTER INC",BRC3N73,60.71,"355,950.00","21,609,724.50"
0.49,ZS,"ZSCALER INC",BZ00V34,287.73,"74,165.00","21,339,495.45"
0.48,"6701 JP","NEC CORP",6640400,29.14,"717,485.00","20,907,677.17"
0.43,TTD,"TRADE DESK INC-A",BD8FDD1,86.42,"215,565.00","18,629,127.30"
0.42,"WKL NA","WOLTERS KLUWER",5671519,157.85,"115,166.00","18,178,956.01"
0.41,STNE,"STONECO LTD-A",BGKG6M3,12.95,"1,387,384.00","17,966,622.80"
0.38,"5803 JP","FUJIKURA LTD",6356707,65.37,"253,892.00","16,597,122.99"
0.37,STX,"SEAGATE TECHNOLO",BKVD2N4,147.42,"108,718.00","16,027,207.56"
0.36,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,71.64,"220,498.00","15,796,476.72"
0.36,QUBT,"QUANTUM COMPUTING INC",BFYDQ34,14.73,"1,066,801.00","15,713,978.73"
0.32,CYBR,"CYBERARK SOFTWAR",BQT3XY6,435.19,"32,484.00","14,136,711.96"
0.32,TWLO,"TWILIO INC - A",BD6P5Q0,130.92,"105,300.00","13,785,876.00"
0.31,"6954 JP","FANUC CORP",6356934,28.77,"476,937.00","13,721,925.97"
0.31,OKTA,"OKTA INC",BDFZSP1,99.77,"135,076.00","13,476,532.52"
0.30,HPE,"HEWLETT PACKA",BYVYWS0,20.89,"631,006.00","13,181,715.34"
0.30,"6526 JP","SOCIONEXT INC",BMTVX75,19.14,"685,185.00","13,111,607.41"
0.30,PEGA,"PEGASYSTEMS INC",2675860,59.79,"217,024.00","12,975,864.96"
0.29,"TEMN SW","TEMENOS AG - REG",7147892,90.46,"139,041.00","12,577,736.14"
0.28,BIDU,"BAIDU INC - SPON ADR",B0FXT17,85.94,"144,284.00","12,399,766.96"
0.28,NICE,"NICE LTD - SPON ADR",2639736,161.10,"74,714.00","12,036,425.40"
0.27,INFA,"INFORMATICA INC - CLASS A",BMG95P4,24.63,"481,487.00","11,859,024.81"
0.27,"2395 TT","ADVANTECH CO LTD",6202673,11.41,"1,020,857.00","11,649,852.66"
0.26,G,"GENPACT LTD",B23DBK6,44.20,"258,377.00","11,420,263.40"
0.26,"2353 TT","ACER INC",6005850,1.08,"10,510,200.00","11,374,905.07"
0.26,"TIETO FH","TIETOEVRY OYJ",5479702,17.44,"642,804.00","11,209,295.08"
