"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 01/23/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.40,TSLA,"TESLA INC",B616C79,412.38,"308,830.00","127,355,315.40"
4.03,NFLX,"NETFLIX INC",2857817,984.86,"118,497.00","116,702,955.42"
3.89,NOW,"SERVICENOW INC",B80NXX8,"1,134.20","99,421.00","112,763,298.20"
3.85,AVGO,"BROADCOM INC",BDZ78H9,240.28,"464,661.00","111,648,745.08"
3.53,CSCO,"CISCO SYSTEMS INC",2198163,62.23,"1,641,655.00","102,160,190.65"
3.43,CRM,"SALESFORCE INC",2310525,334.66,"297,254.00","99,479,023.64"
3.42,ORCL,"ORACLE CORP",2661568,186.47,"531,828.00","99,169,967.16"
3.42,META,"META PLATFORMS INC",B7TL820,636.45,"155,752.00","99,128,360.40"
3.32,AMZN,"AMAZON.COM INC",2000019,235.42,"408,209.00","96,100,562.78"
3.23,IBM,IBM,2005973,226.04,"413,377.00","93,439,737.08"
3.15,NVDA,"NVIDIA CORP",2379504,147.22,"620,774.00","91,390,348.28"
2.97,BABA,"ALIBABA GRP-ADR",BP41ZD1,86.10,"1,000,133.00","86,111,451.30"
2.89,ACN,"ACCENTURE PLC-CL A",B4BNMY3,363.26,"230,333.00","83,670,765.58"
2.86,GOOGL,"ALPHABET INC-CL A",BYVY8G0,197.98,"418,671.00","82,888,484.58"
2.73,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,48.93,"1,618,243.00","79,184,405.27"
2.64,MSFT,"MICROSOFT CORP",2588173,446.71,"171,074.00","76,420,466.54"
2.61,AAPL,"APPLE INC",2046251,223.66,"338,295.00","75,663,059.70"
2.53,"SIE GR","SIEMENS AG-REG",5727973,217.31,"337,422.00","73,324,389.41"
2.37,QCOM,"QUALCOMM INC",2714923,174.36,"393,565.00","68,621,993.40"
2.10,ADBE,"ADOBE INC",2008154,437.28,"139,440.00","60,974,323.20"
2.08,UBER,"UBER TECHNOLOGIES INC",BK6N347,68.30,"880,347.00","60,127,700.10"
1.87,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,106.10,"509,581.00","54,066,544.10"
