"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 01/03/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.96,INTC,"INTEL CORP",2463247,47.05,"760,137.00","35,764,445.85"
3.35,META,"META PLATFORMS INC",B7TL820,344.47,"87,839.00","30,257,900.33"
3.33,NOW,"SERVICENOW INC",B80NXX8,675.30,"44,467.00","30,028,565.10"
3.32,GOOGL,"ALPHABET INC-CL A",BYVY8G0,138.92,"215,511.00","29,938,788.12"
3.30,IBM,IBM,2005973,160.10,"185,892.00","29,761,309.20"
3.27,AMZN,"AMAZON.COM INC",2000019,148.47,"198,887.00","29,528,752.89"
3.16,CRM,"SALESFORCE INC",2310525,251.84,"113,349.00","28,545,812.16"
3.16,QCOM,"QUALCOMM INC",2714923,137.60,"207,342.00","28,530,259.20"
3.16,ADBE,"ADOBE INC",2008154,571.79,"49,784.00","28,465,993.36"
3.15,NFLX,"NETFLIX INC",2857817,470.26,"60,469.00","28,436,151.94"
3.09,MSFT,"MICROSOFT CORP",2588173,370.60,"75,218.00","27,875,790.80"
3.09,"005930 KS","SAMSUNG ELECTRON",6771720,59.01,"472,094.00","27,856,422.09"
3.07,ACN,"ACCENTURE PLC-CL A",B4BNMY3,337.92,"82,090.00","27,739,852.80"
3.07,NVDA,"NVIDIA CORP",2379504,475.69,"58,292.00","27,728,921.48"
3.01,"SIE GR","SIEMENS AG-REG",5727973,177.02,"153,474.00","27,167,627.82"
2.75,AAPL,"APPLE INC",2046251,184.25,"134,755.00","24,828,608.75"
2.75,CSCO,"CISCO SYSTEMS INC",2198163,50.51,"491,429.00","24,822,078.79"
2.63,TSLA,"TESLA INC",B616C79,238.45,"99,436.00","23,710,514.20"
2.59,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,38.50,"606,743.00","23,359,881.37"
2.50,ORCL,"ORACLE CORP",2661568,102.46,"219,777.00","22,518,351.42"
2.40,UBER,"UBER TECHNOLOGIES INC",BK6N347,58.25,"371,706.00","21,651,874.50"
2.38,BABA,"ALIBABA GRP-ADR",BP41ZD1,76.59,"280,503.00","21,483,724.77"
1.76,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,71.82,"220,545.00","15,839,541.90"
1.55,"000660 KS","SK HYNIX INC",6450267,104.83,"133,654.00","14,011,163.03"
1.52,SNPS,"SYNOPSYS INC",2867719,492.40,"27,934.00","13,754,701.60"
1.43,CDNS,"CADENCE DESIGN SYS INC",2302232,257.28,"50,067.00","12,881,237.76"
1.33,TRI,"THOMSON REUTERS CORP",BNBXPB4,143.31,"83,446.00","11,958,646.26"
1.14,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,216.08,"47,777.00","10,323,654.16"
1.14,"3690 HK","MEITUAN-CLASS B",BGJW376,9.99,"1,029,515.00","10,284,996.86"
1.13,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,268.41,"37,858.00","10,161,465.78"
1.04,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,38.87,"240,212.00","9,337,662.89"
0.87,"STMMI IM","STMICROELECTRONICS NV",5962343,46.90,"168,031.00","7,881,406.49"
0.73,"WKL NA","WOLTERS KLUWER",5671519,139.10,"47,244.00","6,571,613.25"
0.72,"EXPN LN","EXPERIAN PLC",B19NLV4,38.43,"168,309.00","6,467,817.70"
0.71,ROK,"ROCKWELL AUTOMATION INC",2754060,303.86,"21,029.00","6,389,871.94"
0.71,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,76.11,"83,601.00","6,362,872.11"
0.68,BIDU,"BAIDU INC - SPON ADR",B0FXT17,117.69,"52,105.00","6,132,237.45"
0.68,DDOG,"DATADOG INC - CLASS A",BKT9Y49,112.42,"54,470.00","6,123,517.40"
0.63,TTD,"TRADE DESK INC-A",BD8FDD1,69.32,"81,776.00","5,668,712.32"
0.62,"6702 JP","FUJITSU LIMITED",6356945,148.15,"37,935.00","5,620,048.92"
0.62,ZS,"ZSCALER INC",BZ00V34,210.24,"26,722.00","5,618,033.28"
0.59,"6954 JP","FANUC CORP",6356934,28.88,"184,979.00","5,341,791.11"
0.51,SPLK,"SPLUNK INC",B424494,152.15,"30,436.00","4,630,837.40"
0.47,EBAY,"EBAY INC",2293819,43.55,"98,173.00","4,275,434.15"
0.45,HPE,"HEWLETT PACKA",BYVYWS0,17.04,"235,694.00","4,016,225.76"
0.43,SNAP,"SNAP INC - A",BD8DJ71,15.78,"248,046.00","3,914,165.88"
0.43,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,111.12,"34,690.00","3,854,630.93"
0.42,"2353 TT","ACER INC",6005850,1.63,"2,322,800.00","3,775,996.90"
0.40,,CASH,,1.00,"3,632,119.58","3,632,119.58"
0.40,WIX,"WIX.COM LTD",BFZCHN7,117.40,"30,876.00","3,624,842.40"
0.40,CYBR,"CYBERARK SOFTWAR",BQT3XY6,214.38,"16,888.00","3,620,449.44"
0.40,INFA,"INFORMATICA INC - CLASS A",BMG95P4,25.90,"137,852.00","3,570,366.80"
0.39,STX,"SEAGATE TECHNOLO",BKVD2N4,80.43,"43,308.00","3,483,262.44"
0.38,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,6.08,"564,453.00","3,431,874.24"
0.37,STNE,"STONECO LTD-A",BGKG6M3,17.07,"196,142.00","3,348,143.94"
0.37,PATH,"UIPATH INC - CLASS A",BMD02L5,22.57,"146,838.00","3,314,133.66"
0.36,FRSH,"FRESHWORKS INC-CL A",BPF0BB7,21.51,"151,928.00","3,267,971.28"
0.35,"6701 JP","NEC CORP",6640400,58.15,"53,582.00","3,115,557.95"
0.34,HUBB,"HUBBELL INC",BDFG6S3,316.84,"9,810.00","3,108,200.40"
