"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 05/23/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.83,NVDA,"NVIDIA CORP",2379504,"1,037.99","87,356.00","90,674,654.44"
3.97,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,48.89,"1,523,043.00","74,465,557.78"
3.66,QCOM,"QUALCOMM INC",2714923,201.76,"340,346.00","68,668,208.96"
3.59,NFLX,"NETFLIX INC",2857817,635.67,"105,868.00","67,297,111.56"
3.37,META,"META PLATFORMS INC",B7TL820,465.78,"135,881.00","63,290,652.18"
3.29,GOOGL,"ALPHABET INC-CL A",BYVY8G0,173.55,"355,519.00","61,700,322.45"
3.23,AMZN,"AMAZON.COM INC",2000019,181.05,"334,854.00","60,625,316.70"
3.18,AVGO,"BROADCOM INC",BDZ78H9,"1,393.29","42,801.00","59,634,205.29"
3.09,ORCL,"ORACLE CORP",2661568,124.09,"467,089.00","57,961,074.01"
3.04,BABA,"ALIBABA GRP-ADR",BP41ZD1,80.80,"706,120.00","57,054,496.00"
2.98,MSFT,"MICROSOFT CORP",2588173,427.00,"131,084.00","55,972,868.00"
2.84,"005930 KS","SAMSUNG ELECTRON",6771720,57.47,"926,464.00","53,241,931.16"
2.81,NOW,"SERVICENOW INC",B80NXX8,758.15,"69,647.00","52,802,873.05"
2.80,CRM,"SALESFORCE INC",2310525,278.57,"188,434.00","52,492,059.38"
2.73,IBM,IBM,2005973,170.67,"300,591.00","51,301,865.97"
2.67,AAPL,"APPLE INC",2046251,186.88,"267,841.00","50,054,126.08"
2.51,CSCO,"CISCO SYSTEMS INC",2198163,46.60,"1,009,369.00","47,036,595.40"
2.50,"SIE GR","SIEMENS AG-REG",5727973,191.82,"244,693.00","46,937,948.75"
2.32,TSLA,"TESLA INC",B616C79,173.74,"250,169.00","43,464,362.06"
2.31,ACN,"ACCENTURE PLC-CL A",B4BNMY3,305.93,"141,471.00","43,280,223.03"
2.26,ADBE,"ADOBE INC",2008154,483.31,"87,523.00","42,300,741.13"
2.25,MU,"MICRON TECHNOLOGY INC",2588184,126.27,"334,784.00","42,273,175.68"
2.12,UBER,"UBER TECHNOLOGIES INC",BK6N347,63.60,"626,005.00","39,813,918.00"
1.72,"000660 KS","SK HYNIX INC",6450267,146.79,"219,826.00","32,268,036.70"
1.71,INTC,"INTEL CORP",2463247,30.08,"1,068,743.00","32,147,789.44"
1.44,SNPS,"SYNOPSYS INC",2867719,586.30,"45,998.00","26,968,627.40"
1.39,"3690 HK","MEITUAN-CLASS B",BGJW376,15.30,"1,703,815.00","26,073,401.99"
1.30,CDNS,"CADENCE DESIGN SYS INC",2302232,294.69,"82,431.00","24,291,591.39"
1.27,TRI,"THOMSON REUTERS CORP",BNBXPB4,172.72,"137,769.00","23,795,461.68"
1.14,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,272.72,"78,109.00","21,301,886.48"
1.13,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,57.64,"366,762.00","21,140,161.68"
0.89,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,260.90,"63,910.00","16,674,119.00"
0.87,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,41.22,"397,182.00","16,370,437.98"
0.76,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,847.38,"16,815.00","14,248,694.70"
0.76,FTNT,"FORTINET INC",B5B2106,60.93,"232,680.00","14,177,192.40"
0.71,"EXPN LN","EXPERIAN PLC",B19NLV4,47.32,"279,545.00","13,229,430.08"
0.67,"5803 JP","FUJIKURA LTD",6356707,19.46,"648,325.00","12,618,419.90"
0.67,TTD,"TRADE DESK INC-A",BD8FDD1,92.51,"136,176.00","12,597,641.76"
0.66,"WKL NA","WOLTERS KLUWER",5671519,162.18,"76,024.00","12,329,639.91"
0.60,DDOG,"DATADOG INC - CLASS A",BKT9Y49,122.12,"92,308.00","11,272,652.96"
0.58,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,79.33,"137,567.00","10,913,190.11"
0.51,"6702 JP","FUJITSU LIMITED",6356945,14.99,"634,850.00","9,515,775.40"
0.50,CLS,"CELESTICA INC",BMDLRD5,55.37,"169,759.00","9,399,555.83"
0.48,ROK,"ROCKWELL AUTOMATION INC",2754060,262.04,"34,486.00","9,036,711.44"
0.48,"6954 JP","FANUC CORP",6356934,29.47,"305,569.00","9,006,612.95"
0.47,BIDU,"BAIDU INC - SPON ADR",B0FXT17,101.43,"86,776.00","8,801,689.68"
0.45,EBAY,"EBAY INC",2293819,52.81,"158,359.00","8,362,938.79"
0.41,ZS,"ZSCALER INC",BZ00V34,171.91,"44,522.00","7,653,777.02"
0.38,HPE,"HEWLETT PACKA",BYVYWS0,18.24,"393,660.00","7,180,358.40"
