"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 09/13/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.54,IBM,IBM,2005973,214.79,"348,915.00","74,943,452.85"
3.49,NOW,"SERVICENOW INC",B80NXX8,878.95,"83,908.00","73,750,936.60"
3.44,ORCL,"ORACLE CORP",2661568,162.03,"448,884.00","72,732,674.52"
3.38,BABA,"ALIBABA GRP-ADR",BP41ZD1,84.69,"844,106.00","71,487,337.14"
3.29,NFLX,"NETFLIX INC",2857817,697.06,"99,916.00","69,647,446.96"
3.26,CSCO,"CISCO SYSTEMS INC",2198163,49.80,"1,385,590.00","69,002,382.00"
3.26,META,"META PLATFORMS INC",B7TL820,524.12,"131,436.00","68,888,236.32"
3.21,ACN,"ACCENTURE PLC-CL A",B4BNMY3,349.58,"194,474.00","67,984,220.92"
3.12,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,48.06,"1,371,043.00","65,888,398.77"
3.11,AVGO,"BROADCOM INC",BDZ78H9,167.69,"392,238.00","65,774,390.22"
3.04,AMZN,"AMAZON.COM INC",2000019,186.49,"344,606.00","64,265,572.94"
3.02,CRM,"SALESFORCE INC",2310525,254.57,"250,844.00","63,857,357.08"
3.00,AAPL,"APPLE INC",2046251,222.50,"285,501.00","63,523,972.50"
2.99,ADBE,"ADOBE INC",2008154,536.87,"117,674.00","63,175,640.38"
2.95,NVDA,"NVIDIA CORP",2379504,119.10,"523,989.00","62,407,089.90"
2.94,MSFT,"MICROSOFT CORP",2588173,430.59,"144,398.00","62,176,334.82"
2.84,TSLA,"TESLA INC",B616C79,230.29,"260,734.00","60,044,432.86"
2.63,QCOM,"QUALCOMM INC",2714923,167.73,"332,234.00","55,725,608.82"
2.63,GOOGL,"ALPHABET INC-CL A",BYVY8G0,157.46,"353,335.00","55,636,129.10"
2.55,UBER,"UBER TECHNOLOGIES INC",BK6N347,72.48,"743,036.00","53,855,249.28"
2.45,"SIE GR","SIEMENS AG-REG",5727973,181.93,"284,869.00","51,825,378.57"
2.43,"005930 KS","SAMSUNG ELECTRON",6771720,48.44,"1,061,280.00","51,407,620.91"
1.70,MU,"MICRON TECHNOLOGY INC",2588184,91.22,"394,319.00","35,969,779.18"
1.50,"000660 KS","SK HYNIX INC",6450267,122.45,"258,831.00","31,694,386.46"
1.47,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,72.45,"430,083.00","31,159,513.35"
1.47,"3690 HK","MEITUAN-CLASS B",BGJW376,15.77,"1,968,415.00","31,044,171.41"
1.41,INTC,"INTEL CORP",2463247,19.66,"1,513,772.00","29,760,757.52"
1.31,TRI,"THOMSON REUTERS CORP",BNBXPB4,172.70,"160,184.00","27,663,776.80"
1.26,SNPS,"SYNOPSYS INC",2867719,490.07,"54,369.00","26,644,615.83"
1.23,CDNS,"CADENCE DESIGN SYS INC",2302232,268.72,"96,786.00","26,008,333.92"
0.99,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,229.93,"90,924.00","20,906,155.32"
0.96,FTNT,"FORTINET INC",B5B2106,75.01,"270,224.00","20,269,502.24"
0.89,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,250.05,"75,454.00","18,867,272.70"
0.79,TTD,"TRADE DESK INC-A",BD8FDD1,106.06,"157,460.00","16,700,207.60"
0.76,"EXPN LN","EXPERIAN PLC",B19NLV4,49.60,"325,274.00","16,134,274.96"
0.72,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,33.07,"462,580.00","15,298,959.29"
0.72,"WKL NA","WOLTERS KLUWER",5671519,173.43,"87,992.00","15,260,702.38"
0.70,"6702 JP","FUJITSU LIMITED",6356945,20.36,"731,175.00","14,886,026.40"
0.66,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,86.91,"161,467.00","14,033,096.97"
0.57,DDOG,"DATADOG INC - CLASS A",BKT9Y49,109.26,"109,695.00","11,985,275.70"
0.53,EBAY,"EBAY INC",2293819,63.44,"177,293.00","11,247,467.92"
0.50,ROK,"ROCKWELL AUTOMATION INC",2754060,262.92,"40,183.00","10,564,914.36"
0.46,"6954 JP","FANUC CORP",6356934,27.42,"353,916.00","9,702,809.07"
0.45,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,457.16,"20,741.00","9,481,955.56"
0.44,"5803 JP","FUJIKURA LTD",6356707,29.36,"318,226.00","9,344,282.83"
0.43,ZS,"ZSCALER INC",BZ00V34,170.06,"53,376.00","9,077,122.56"
0.42,"6701 JP","NEC CORP",6640400,92.07,"96,861.00","8,918,236.40"
0.40,BIDU,"BAIDU INC - SPON ADR",B0FXT17,83.65,"102,093.00","8,540,079.45"
0.39,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,7.46,"1,101,529.00","8,217,406.34"
0.38,HPE,"HEWLETT PACKA",BYVYWS0,17.15,"462,549.00","7,932,715.35"
0.37,HUBB,"HUBBELL INC",BDFG6S3,404.63,"19,181.00","7,761,208.03"
0.36,STX,"SEAGATE TECHNOLO",BKVD2N4,102.13,"74,114.00","7,569,262.82"
0.35,G,"GENPACT LTD",B23DBK6,39.29,"190,009.00","7,465,453.61"
0.35,"4755 JP","RAKUTEN GROUP INC",6229597,6.73,"1,105,455.00","7,441,484.49"
0.33,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,52.22,"131,852.00","6,885,311.44"
0.32,DXC,"DXC TECHNOLOGY CO",BYXD7B3,21.24,"322,325.00","6,846,183.00"
0.32,PEGA,"PEGASYSTEMS INC",2675860,67.29,"101,368.00","6,821,052.72"
0.32,"6588 JP","TOSHIBA TEC CORP",6894887,23.64,"282,599.00","6,680,708.67"
0.31,INFA,"INFORMATICA INC - CLASS A",BMG95P4,25.55,"255,572.00","6,529,864.60"
0.31,CYBR,"CYBERARK SOFTWAR",BQT3XY6,271.53,"24,046.00","6,529,210.38"
0.31,ZBRA,"ZEBRA TECH CORP",2989356,337.48,"19,250.00","6,496,490.00"
0.31,PATH,"UIPATH INC - CLASS A",BMD02L5,12.51,"517,272.00","6,471,072.72"
0.31,"TIETO FH","TIETOEVRY OYJ",5479702,20.71,"312,166.00","6,466,317.97"
0.30,DOCU,"DOCUSIGN INC",BFYT7B7,56.63,"113,483.00","6,426,542.29"
0.30,"TEMN SW","TEMENOS AG - REG",7147892,72.48,"87,915.00","6,371,854.40"
0.30,TWLO,"TWILIO INC - A",BD6P5Q0,59.46,"106,052.00","6,305,851.92"
0.30,"6526 JP","SOCIONEXT INC",BMTVX75,20.50,"305,336.00","6,259,767.91"
0.29,CCCS,"CCC INTELLIGENT",BP4CXL8,10.89,"570,620.00","6,214,051.80"
0.29,"AMP IM","AMPLIFON SPA",B14NJ71,30.67,"197,842.00","6,068,275.01"
0.28,"2353 TT","ACER INC",6005850,1.31,"4,541,600.00","5,936,871.11"
0.28,WIX,"WIX.COM LTD",BFZCHN7,156.74,"37,740.00","5,915,367.60"
0.28,AMBA,"AMBARELLA INC",B7KH3G6,53.42,"110,179.00","5,885,762.18"
0.27,STNE,"STONECO LTD-A",BGKG6M3,12.24,"468,840.00","5,738,601.60"
0.27,"2395 TT","ADVANTECH CO LTD",6202673,10.17,"562,957.00","5,723,734.67"
0.27,TDC,"TERADATA CORP",B247H10,28.51,"197,152.00","5,620,803.52"
0.26,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,74.03,"74,650.00","5,526,261.54"
0.25,PCOR,"PROCORE TECHNOLOGIES INC",BLH11J8,58.00,"90,991.00","5,277,478.00"
0.24,AI,"C3.AI INC-A",BMGNBJ2,23.00,"224,330.00","5,159,590.00"
0.24,CLS,"CELESTICA INC",BMDLRD5,45.87,"110,256.00","5,057,442.72"
0.23,OKTA,"OKTA INC",BDFZSP1,74.06,"66,291.00","4,909,511.46"
0.23,VRNT,"VERINT SYSTEMS INC",2849193,26.38,"183,576.00","4,842,734.88"
0.23,"3443 TT","GLOBAL UNICHIP CORP",B056381,32.49,"147,865.00","4,803,435.94"
0.22,SNAP,"SNAP INC - A",BD8DJ71,9.52,"495,185.00","4,714,161.20"
0.22,VSAT,"VIASAT INC",2946243,12.79,"368,169.00","4,708,881.51"
0.10,,CASH,,1.00,"2,126,443.58","2,126,443.58"
0.02,,"OTHER PAYABLE & RECEIVABLES",,1.00,"403,060.05","403,060.05"
0.00,,"JAPANESE YEN",,0.01,"3,016,571.00","21,447.36"
0.00,,"SWISS FRANC",,1.18,132.60,156.40
0.00,,"KOREAN WON",,0.00,-4.04,0.00
0.00,,"TAIWAN DOLLAR",,0.03,-0.66,-0.02
0.00,,EURO,,1.11,-332.78,-369.02
"The information contained herein may not be reproduced, redistributed or used to create any derivative works.",,,,,,
