"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 08/08/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.62,PLTR,"PALANTIR TECHN-A",BN78DQ4,186.96,"844,497.00","157,887,159.12"
3.26,AMD,"ADVANCED MICRO DEVICES",2007849,172.76,"823,202.00","142,216,377.52"
3.23,META,"META PLATFORMS INC",B7TL820,769.30,"183,039.00","140,811,902.70"
3.22,AVGO,"BROADCOM INC",BDZ78H9,304.97,"460,189.00","140,343,839.33"
3.22,"005930 KS","SAMSUNG ELECTRON",6771720,51.68,"2,714,237.00","140,281,722.49"
3.20,NVDA,"NVIDIA CORP",2379504,182.70,"764,715.00","139,713,430.50"
3.20,AAPL,"APPLE INC",2046251,229.09,"609,819.00","139,703,434.71"
3.17,GOOGL,"ALPHABET INC-CL A",BYVY8G0,201.42,"686,545.00","138,283,893.90"
3.13,CSCO,"CISCO SYSTEMS INC",2198163,71.79,"1,902,964.00","136,613,785.56"
3.09,ORCL,"ORACLE CORP",2661568,250.05,"539,645.00","134,938,232.25"
3.09,MSFT,"MICROSOFT CORP",2588173,522.04,"258,261.00","134,822,572.44"
3.08,NFLX,"NETFLIX INC",2857817,"1,211.64","110,835.00","134,292,119.40"
3.05,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,71.47,"1,859,618.00","132,899,234.13"
3.01,TSM,"TAIWAN SEMIC-ADR",2113382,241.83,"543,358.00","131,400,265.14"
2.97,TSLA,"TESLA INC",B616C79,329.65,"392,512.00","129,391,580.80"
2.94,BABA,"ALIBABA GRP-ADR",BP41ZD1,120.36,"1,065,337.00","128,223,961.32"
2.92,AMZN,"AMAZON.COM INC",2000019,222.69,"572,028.00","127,384,915.32"
2.69,CRM,"SALESFORCE INC",2310525,240.51,"488,564.00","117,504,527.64"
2.57,IBM,IBM,2005973,242.27,"463,112.00","112,198,144.24"
2.34,"SIE GR","SIEMENS AG-REG",5727973,270.88,"376,221.00","101,912,464.19"
2.02,UBER,"UBER TECHNOLOGIES INC",BK6N347,89.56,"983,690.00","88,099,276.40"
1.97,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,149.61,"572,957.00","85,720,096.77"
1.95,NOW,"SERVICENOW INC",B80NXX8,872.51,"97,451.00","85,026,972.01"
1.75,QCOM,"QUALCOMM INC",2714923,147.56,"516,470.00","76,210,313.20"
1.61,ACN,"ACCENTURE PLC-CL A",B4BNMY3,239.20,"292,948.00","70,073,161.60"
1.56,ADBE,"ADOBE INC",2008154,341.05,"199,670.00","68,097,453.50"
1.51,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,455.98,"144,707.00","65,983,497.86"
1.45,"000660 KS","SK HYNIX INC",6450267,184.64,"343,579.00","63,437,032.63"
1.43,MU,"MICRON TECHNOLOGY INC",2588184,118.89,"526,235.00","62,564,079.15"
1.24,SNPS,"SYNOPSYS INC",2867719,619.42,"87,025.00","53,905,025.50"
1.04,CDNS,"CADENCE DESIGN SYS INC",2302232,352.06,"128,295.00","45,167,537.70"
0.94,INTC,"INTEL CORP",2463247,19.95,"2,050,166.00","40,900,811.70"
0.92,"3690 HK","MEITUAN-CLASS B",BGJW376,15.39,"2,609,315.00","40,154,046.80"
0.87,TRI,"THOMSON REUTERS CORP",BNBXPB4,179.96,"211,797.00","38,114,988.12"
0.72,MRVL,"MARVELL TECHNOLOGY INC",BNKJSM5,77.34,"405,147.00","31,334,068.98"
0.69,SNOW,"SNOWFLAKE INC",BN134B7,191.73,"156,722.00","30,048,309.06"
0.61,FTNT,"FORTINET INC",B5B2106,74.39,"359,656.00","26,754,809.84"
0.58,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,41.33,"612,628.00","25,321,167.09"
0.56,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,207.16,"118,549.00","24,558,610.84"
0.53,"6702 JP","FUJITSU LIMITED",6356945,23.70,"972,673.00","23,055,952.59"
0.52,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,222.07,"101,257.00","22,486,141.99"
0.52,CRWV,"COREWEAVE INC-CL A",BTTRKN7,129.55,"173,511.00","22,478,350.05"
0.50,"EXPN LN","EXPERIAN PLC",B19NLV4,51.12,"430,181.00","21,990,895.73"
0.46,"6701 JP","NEC CORP",6640400,31.29,"640,415.00","20,040,993.00"
0.45,ZS,"ZSCALER INC",BZ00V34,269.70,"73,197.00","19,740,864.92"
0.45,DDOG,"DATADOG INC - CLASS A",BKT9Y49,130.91,"149,803.00","19,610,710.73"
0.39,"5803 JP","FUJIKURA LTD",6356707,75.05,"227,862.00","17,102,174.12"
0.36,"WKL NA","WOLTERS KLUWER",5671519,138.47,"111,906.00","15,495,941.16"
0.35,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,72.00,"214,530.00","15,446,160.00"
0.34,STX,"SEAGATE TECHNOLO",BKVD2N4,150.45,"99,346.00","14,946,605.70"
0.33,SOUN,"SOUNDHOUND AI INC-A",BLDBS68,13.55,"1,063,929.00","14,416,237.95"
0.32,CYBR,"CYBERARK SOFTWAR",BQT3XY6,399.76,"34,698.00","13,870,872.48"
0.31,"6954 JP","FANUC CORP",6356934,29.53,"460,577.00","13,603,106.25"
0.31,"6526 JP","SOCIONEXT INC",BMTVX75,19.70,"686,240.00","13,515,898.93"
0.31,STNE,"STONECO LTD-A",BGKG6M3,14.44,"922,859.00","13,326,083.96"
0.31,"TIETO FH","TIETOEVRY OYJ",5479702,17.80,"748,542.00","13,323,040.74"
