"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 10/18/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.81,BABA,"ALIBABA GRP-ADR",BP41ZD1,102.43,"847,606.00","86,820,282.58"
3.57,IBM,IBM,2005973,232.20,"350,365.00","81,354,753.00"
3.46,CSCO,"CISCO SYSTEMS INC",2198163,56.76,"1,391,340.00","78,972,458.40"
3.45,ORCL,"ORACLE CORP",2661568,174.69,"450,734.00","78,738,722.46"
3.40,NOW,"SERVICENOW INC",B80NXX8,921.75,"84,258.00","77,664,811.50"
3.36,NFLX,"NETFLIX INC",2857817,763.89,"100,341.00","76,649,486.49"
3.34,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,55.45,"1,376,043.00","76,305,133.92"
3.33,META,"META PLATFORMS INC",B7TL820,576.47,"131,986.00","76,085,969.42"
3.23,CRM,"SALESFORCE INC",2310525,292.94,"251,894.00","73,789,828.36"
3.23,ACN,"ACCENTURE PLC-CL A",B4BNMY3,376.86,"195,274.00","73,590,959.64"
3.18,NVDA,"NVIDIA CORP",2379504,138.00,"526,164.00","72,610,632.00"
3.11,AVGO,"BROADCOM INC",BDZ78H9,179.89,"393,863.00","70,852,015.07"
2.95,AAPL,"APPLE INC",2046251,235.00,"286,676.00","67,368,860.00"
2.87,AMZN,"AMAZON.COM INC",2000019,188.99,"346,031.00","65,396,398.69"
2.66,MSFT,"MICROSOFT CORP",2588173,418.16,"144,998.00","60,632,363.68"
2.59,UBER,"UBER TECHNOLOGIES INC",BK6N347,79.16,"746,111.00","59,062,146.76"
2.56,ADBE,"ADOBE INC",2008154,494.90,"118,149.00","58,471,940.10"
2.54,GOOGL,"ALPHABET INC-CL A",BYVY8G0,163.42,"354,810.00","57,983,050.20"
2.53,TSLA,"TESLA INC",B616C79,220.70,"261,809.00","57,781,246.30"
2.53,"SIE GR","SIEMENS AG-REG",5727973,201.52,"286,044.00","57,642,359.99"
2.50,QCOM,"QUALCOMM INC",2714923,170.92,"333,609.00","57,020,450.28"
2.07,"3690 HK","MEITUAN-CLASS B",BGJW376,23.86,"1,975,915.00","47,154,598.01"
2.02,"005930 KS","SAMSUNG ELECTRON",6771720,43.22,"1,065,680.00","46,059,908.01"
1.93,MU,"MICRON TECHNOLOGY INC",2588184,111.15,"395,944.00","44,009,175.60"
1.57,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,82.68,"431,858.00","35,706,019.44"
1.56,"000660 KS","SK HYNIX INC",6450267,136.75,"259,906.00","35,540,916.84"
1.52,INTC,"INTEL CORP",2463247,22.77,"1,520,047.00","34,611,470.19"
1.21,SNPS,"SYNOPSYS INC",2867719,507.03,"54,594.00","27,680,795.82"
1.19,TRI,"THOMSON REUTERS CORP",BNBXPB4,168.60,"160,859.00","27,120,827.40"
1.10,CDNS,"CADENCE DESIGN SYS INC",2302232,258.52,"97,186.00","25,124,524.72"
0.96,FTNT,"FORTINET INC",B5B2106,81.07,"271,349.00","21,998,263.43"
0.93,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,233.45,"91,299.00","21,313,751.55"
0.82,TTD,"TRADE DESK INC-A",BD8FDD1,118.76,"158,110.00","18,777,143.60"
0.81,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,244.48,"75,754.00","18,520,337.92"
0.73,"EXPN LN","EXPERIAN PLC",B19NLV4,51.22,"326,624.00","16,729,750.43"
0.68,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,33.40,"464,505.00","15,515,945.72"
0.67,"WKL NA","WOLTERS KLUWER",5671519,172.63,"88,367.00","15,255,209.44"
0.67,"6702 JP","FUJITSU LIMITED",6356945,20.67,"734,225.00","15,174,784.93"
0.65,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,91.34,"162,142.00","14,810,050.28"
0.62,DDOG,"DATADOG INC - CLASS A",BKT9Y49,128.12,"110,145.00","14,111,777.40"
0.51,EBAY,"EBAY INC",2293819,64.95,"178,043.00","11,563,892.85"
0.50,"5803 JP","FUJIKURA LTD",6356707,35.48,"319,551.00","11,337,700.67"
0.48,ROK,"ROCKWELL AUTOMATION INC",2754060,272.82,"40,358.00","11,010,469.56"
0.45,ZS,"ZSCALER INC",BZ00V34,190.01,"53,601.00","10,184,726.01"
0.43,SMCI,"SUPER MICRO COMPUTER INC",BRC3N73,47.26,"208,160.00","9,837,641.60"
0.42,BIDU,"BAIDU INC - SPON ADR",B0FXT17,94.39,"102,518.00","9,676,674.02"
0.42,HPE,"HEWLETT PACKA",BYVYWS0,20.69,"464,474.00","9,609,967.06"
0.42,"6954 JP","FANUC CORP",6356934,26.62,"355,391.00","9,461,731.58"
0.41,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,8.50,"1,106,079.00","9,401,671.50"
0.39,"6701 JP","NEC CORP",6640400,91.78,"97,261.00","8,926,129.01"
0.39,HUBB,"HUBBELL INC",BDFG6S3,456.81,"19,256.00","8,796,333.36"
0.37,STX,"SEAGATE TECHNOLO",BKVD2N4,112.12,"74,414.00","8,343,297.68"
0.36,DOCU,"DOCUSIGN INC",BFYT7B7,72.30,"113,958.00","8,239,163.40"
