"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 01/06/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.49,TSLA,"TESLA INC",B616C79,411.05,"295,908.00","121,632,983.40"
3.89,AVGO,"BROADCOM INC",BDZ78H9,236.41,"445,408.00","105,298,905.28"
3.79,NOW,"SERVICENOW INC",B80NXX8,"1,077.05","95,360.00","102,707,488.00"
3.71,NFLX,"NETFLIX INC",2857817,881.79,"113,822.00","100,367,101.38"
3.48,CRM,"SALESFORCE INC",2310525,330.53,"285,200.00","94,267,156.00"
3.48,META,"META PLATFORMS INC",B7TL820,630.20,"149,432.00","94,172,046.40"
3.42,CSCO,"CISCO SYSTEMS INC",2198163,58.77,"1,573,730.00","92,488,112.10"
3.29,AMZN,"AMAZON.COM INC",2000019,227.61,"391,232.00","89,048,315.52"
3.28,NVDA,"NVIDIA CORP",2379504,149.43,"595,155.00","88,934,011.65"
3.26,IBM,IBM,2005973,222.67,"396,359.00","88,257,258.53"
3.12,ORCL,"ORACLE CORP",2661568,165.69,"509,416.00","84,405,137.04"
3.03,BABA,"ALIBABA GRP-ADR",BP41ZD1,85.52,"958,626.00","81,981,695.52"
3.02,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,52.66,"1,551,943.00","81,719,030.77"
2.93,AAPL,"APPLE INC",2046251,245.00,"323,947.00","79,367,015.00"
2.92,GOOGL,"ALPHABET INC-CL A",BYVY8G0,196.87,"401,597.00","79,062,401.39"
2.86,ACN,"ACCENTURE PLC-CL A",B4BNMY3,351.33,"220,650.00","77,520,964.50"
2.59,MSFT,"MICROSOFT CORP",2588173,427.85,"164,030.00","70,180,235.50"
2.40,"SIE GR","SIEMENS AG-REG",5727973,200.69,"323,315.00","64,885,468.30"
2.23,QCOM,"QUALCOMM INC",2714923,159.85,"377,224.00","60,299,256.40"
2.12,ADBE,"ADOBE INC",2008154,431.18,"133,216.00","57,440,074.88"
2.07,UBER,"UBER TECHNOLOGIES INC",BK6N347,66.31,"843,650.00","55,942,431.50"
2.06,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,114.24,"488,161.00","55,767,512.64"
1.69,"005930 KS","SAMSUNG ELECTRON",6771720,38.04,"1,205,248.00","45,850,934.53"
1.64,MU,"MICRON TECHNOLOGY INC",2588184,99.26,"447,489.00","44,417,758.14"
1.58,"3690 HK","MEITUAN-CLASS B",BGJW376,19.38,"2,213,815.00","42,909,571.77"
1.48,"000660 KS","SK HYNIX INC",6450267,135.97,"294,005.00","39,976,996.73"
1.26,INTC,"INTEL CORP",2463247,19.87,"1,719,090.00","34,158,318.30"
1.25,CDNS,"CADENCE DESIGN SYS INC",2302232,308.14,"109,874.00","33,856,574.36"
1.14,SNPS,"SYNOPSYS INC",2867719,501.06,"61,731.00","30,930,934.86"
1.11,FTNT,"FORTINET INC",B5B2106,97.94,"307,034.00","30,070,909.96"
1.08,TRI,"THOMSON REUTERS CORP",BNBXPB4,160.96,"182,270.00","29,338,179.20"
0.84,TTD,"TRADE DESK INC-A",BD8FDD1,126.58,"178,728.00","22,623,390.24"
0.81,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,213.41,"103,194.00","22,022,631.54"
0.80,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,254.14,"85,270.00","21,670,517.80"
0.67,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,34.59,"525,566.00","18,177,310.49"
0.67,DDOG,"DATADOG INC - CLASS A",BKT9Y49,146.04,"124,419.00","18,170,150.76"
0.61,"WKL NA","WOLTERS KLUWER",5671519,165.42,"100,262.00","16,585,451.78"
0.60,"EXPN LN","EXPERIAN PLC",B19NLV4,43.67,"369,446.00","16,134,002.00"
0.56,"5803 JP","FUJIKURA LTD",6356707,41.95,"361,580.00","15,169,808.20"
0.55,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,81.72,"183,553.00","14,999,951.16"
0.54,"6702 JP","FUJITSU LIMITED",6356945,17.66,"830,971.00","14,674,745.80"
0.50,TWLO,"TWILIO INC - A",BD6P5Q0,113.01,"120,776.00","13,648,895.76"
0.48,ROK,"ROCKWELL AUTOMATION INC",2754060,281.46,"45,909.00","12,921,547.14"
0.47,EBAY,"EBAY INC",2293819,62.94,"201,833.00","12,703,369.02"
0.46,CLS,"CELESTICA INC",BMDLRD5,98.76,"124,980.00","12,343,024.80"
0.44,HPE,"HEWLETT PACKA",BYVYWS0,22.85,"525,535.00","12,008,474.75"
0.43,DOCU,"DOCUSIGN INC",BFYT7B7,91.16,"129,025.00","11,761,919.00"
0.42,ZS,"ZSCALER INC",BZ00V34,188.71,"60,738.00","11,461,867.98"
0.40,PEGA,"PEGASYSTEMS INC",2675860,93.60,"115,274.00","10,789,646.40"
0.39,"6954 JP","FANUC CORP",6356934,25.95,"402,178.00","10,435,868.61"
0.38,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,8.19,"1,250,405.00","10,240,816.95"
0.36,AMBA,"AMBARELLA INC",B7KH3G6,78.18,"124,903.00","9,764,916.54"
0.36,WIX,"WIX.COM LTD",BFZCHN7,226.95,"42,648.00","9,678,963.60"
0.36,BIDU,"BAIDU INC - SPON ADR",B0FXT17,83.38,"115,999.00","9,671,996.62"
0.35,HUBB,"HUBBELL INC",BDFG6S3,440.55,"21,635.00","9,531,299.25"
0.35,CYBR,"CYBERARK SOFTWAR",BQT3XY6,345.92,"27,318.00","9,449,842.56"
0.35,G,"GENPACT LTD",B23DBK6,43.66,"216,185.00","9,438,637.10"
0.35,"6701 JP","NEC CORP",6640400,85.55,"109,949.00","9,406,449.16"
0.35,AI,"C3.AI INC-A",BMGNBJ2,36.93,"254,596.00","9,402,230.28"
0.32,ZBRA,"ZEBRA TECH CORP",2989356,395.33,"21,704.00","8,580,242.32"
