"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 06/04/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
5.52,NVDA,"NVIDIA CORP",2379504,"1,164.37","88,412.00","102,944,280.44"
4.00,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,48.30,"1,542,843.00","74,526,609.61"
3.77,QCOM,"QUALCOMM INC",2714923,204.37,"344,438.00","70,392,794.06"
3.63,NFLX,"NETFLIX INC",2857817,631.62,"107,122.00","67,660,397.64"
3.52,META,"META PLATFORMS INC",B7TL820,476.99,"137,531.00","65,600,911.69"
3.35,GOOGL,"ALPHABET INC-CL A",BYVY8G0,173.79,"359,809.00","62,531,206.11"
3.26,AMZN,"AMAZON.COM INC",2000019,179.34,"338,880.00","60,774,739.20"
3.09,AVGO,"BROADCOM INC",BDZ78H9,"1,330.82","43,329.00","57,663,099.78"
3.04,ORCL,"ORACLE CORP",2661568,120.07,"472,699.00","56,756,968.93"
3.01,BABA,"ALIBABA GRP-ADR",BP41ZD1,78.45,"714,634.00","56,063,037.30"
2.96,MSFT,"MICROSOFT CORP",2588173,416.07,"132,668.00","55,199,174.76"
2.82,AAPL,"APPLE INC",2046251,194.35,"271,075.00","52,683,426.25"
2.75,"005930 KS","SAMSUNG ELECTRON",6771720,54.72,"937,618.00","51,308,190.40"
2.70,IBM,IBM,2005973,165.81,"304,221.00","50,442,884.01"
2.60,CSCO,"CISCO SYSTEMS INC",2198163,47.42,"1,021,513.00","48,440,146.46"
2.54,NOW,"SERVICENOW INC",B80NXX8,672.00,"70,505.00","47,379,360.00"
2.52,"SIE GR","SIEMENS AG-REG",5727973,189.62,"247,663.00","46,960,905.69"
2.40,CRM,"SALESFORCE INC",2310525,234.86,"190,678.00","44,782,635.08"
2.37,TSLA,"TESLA INC",B616C79,174.77,"253,205.00","44,252,637.85"
2.30,MU,"MICRON TECHNOLOGY INC",2588184,126.64,"338,810.00","42,906,898.40"
2.21,ACN,"ACCENTURE PLC-CL A",B4BNMY3,288.06,"143,187.00","41,246,447.22"
2.19,UBER,"UBER TECHNOLOGIES INC",BK6N347,64.55,"633,529.00","40,894,296.95"
2.13,ADBE,"ADOBE INC",2008154,448.37,"88,579.00","39,716,166.23"
1.74,INTC,"INTEL CORP",2463247,30.03,"1,081,613.00","32,480,838.39"
1.68,"000660 KS","SK HYNIX INC",6450267,140.47,"222,466.00","31,250,810.51"
1.40,SNPS,"SYNOPSYS INC",2867719,561.73,"46,526.00","26,135,049.98"
1.34,"3690 HK","MEITUAN-CLASS B",BGJW376,14.53,"1,723,615.00","25,039,396.70"
1.28,CDNS,"CADENCE DESIGN SYS INC",2302232,287.13,"83,421.00","23,952,671.73"
1.27,TRI,"THOMSON REUTERS CORP",BNBXPB4,170.32,"139,419.00","23,745,844.08"
1.21,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,60.68,"371,184.00","22,523,445.12"
1.13,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,266.30,"79,033.00","21,046,487.90"
0.86,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,39.94,"402,000.00","16,056,031.86"
0.74,FTNT,"FORTINET INC",B5B2106,58.64,"235,518.00","13,810,775.52"
0.73,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,211.12,"64,702.00","13,659,886.24"
0.72,"EXPN LN","EXPERIAN PLC",B19NLV4,47.29,"282,911.00","13,378,287.15"
0.70,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,771.61,"17,013.00","13,127,400.93"
0.70,TTD,"TRADE DESK INC-A",BD8FDD1,94.48,"137,826.00","13,021,800.48"
0.69,"5803 JP","FUJIKURA LTD",6356707,19.53,"656,113.00","12,815,120.74"
0.66,"WKL NA","WOLTERS KLUWER",5671519,159.88,"76,948.00","12,302,537.86"
0.58,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,77.52,"139,217.00","10,792,101.84"
0.55,DDOG,"DATADOG INC - CLASS A",BKT9Y49,108.84,"93,430.00","10,168,921.20"
0.53,"6702 JP","FUJITSU LIMITED",6356945,15.29,"642,770.00","9,825,717.35"
0.49,CLS,"CELESTICA INC",BMDLRD5,52.71,"171,805.00","9,055,841.55"
0.48,"6954 JP","FANUC CORP",6356934,28.77,"309,265.00","8,896,048.91"
0.48,ROK,"ROCKWELL AUTOMATION INC",2754060,254.99,"34,882.00","8,894,561.18"
0.46,EBAY,"EBAY INC",2293819,53.75,"160,273.00","8,614,673.75"
0.45,BIDU,"BAIDU INC - SPON ADR",B0FXT17,94.85,"87,832.00","8,330,865.20"
0.41,ZS,"ZSCALER INC",BZ00V34,169.14,"45,050.00","7,619,757.00"
0.38,HPE,"HEWLETT PACKA",BYVYWS0,17.60,"398,412.00","7,012,051.20"
0.36,"6526 JP","SOCIONEXT INC",BMTVX75,27.85,"243,437.00","6,779,298.02"
0.35,WIX,"WIX.COM LTD",BFZCHN7,164.67,"39,953.00","6,579,060.51"
0.35,"4755 JP","RAKUTEN GROUP INC",6229597,5.45,"1,189,194.00","6,485,954.30"
0.34,SNAP,"SNAP INC - A",BD8DJ71,14.89,"426,568.00","6,351,597.52"
0.34,ZBRA,"ZEBRA TECH CORP",2989356,302.77,"20,790.00","6,294,588.30"
0.34,"6701 JP","NEC CORP",6640400,75.38,"83,496.00","6,294,210.17"
0.33,PEGA,"PEGASYSTEMS INC",2675860,56.54,"110,106.00","6,225,393.24"
0.33,HUBB,"HUBBELL INC",BDFG6S3,371.77,"16,493.00","6,131,602.61"
0.32,STX,"SEAGATE TECHNOLO",BKVD2N4,91.85,"65,280.00","5,995,968.00"
0.32,"AMP IM","AMPLIFON SPA",B14NJ71,36.46,"163,760.00","5,970,490.90"
0.32,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,6.26,"949,138.00","5,941,603.88"
0.32,AI,"C3.AI INC-A",BMGNBJ2,29.67,"199,043.00","5,905,605.81"
0.30,"2395 TT","ADVANTECH CO LTD",6202673,11.16,"495,357.00","5,530,447.63"
0.29,"2353 TT","ACER INC",6005850,1.58,"3,422,000.00","5,403,602.27"
0.29,CCCS,"CCC INTELLIGENT",BP4CXL8,11.39,"473,571.00","5,393,973.69"
0.29,"6588 JP","TOSHIBA TEC CORP",6894887,21.05,"254,358.00","5,354,040.87"
0.28,OKTA,"OKTA INC",BDFZSP1,86.62,"60,933.00","5,278,016.46"
0.27,CYBR,"CYBERARK SOFTWAR",BQT3XY6,229.29,"22,240.00","5,099,409.60"
0.27,AMBA,"AMBARELLA INC",B7KH3G6,56.15,"90,574.00","5,085,730.10"
0.27,VRNT,"VERINT SYSTEMS INC",2849193,28.22,"179,443.00","5,063,881.46"
0.26,INFA,"INFORMATICA INC - CLASS A",BMG95P4,27.84,"174,131.00","4,847,807.04"
0.26,G,"GENPACT LTD",B23DBK6,33.08,"144,301.00","4,773,477.08"
0.26,PCOR,"PROCORE TECHNOLOGIES INC",BLH11J8,65.25,"72,914.00","4,757,638.50"
0.25,"TIETO FH","TIETOEVRY OYJ",5479702,20.16,"229,302.00","4,622,863.24"
0.24,"3443 TT","GLOBAL UNICHIP CORP",B056381,47.34,"95,139.00","4,504,020.63"
0.24,DOCU,"DOCUSIGN INC",BFYT7B7,53.20,"83,813.00","4,458,851.60"
0.23,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,37.61,"113,111.00","4,254,104.71"
0.22,STNE,"STONECO LTD-A",BGKG6M3,13.36,"308,661.00","4,123,710.96"
0.22,TWLO,"TWILIO INC - A",BD6P5Q0,56.74,"71,925.00","4,081,024.50"
0.21,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,88.82,"44,426.00","3,946,054.77"
0.19,TDC,"TERADATA CORP",B247H10,31.90,"110,931.00","3,538,698.90"
0.19,DXC,"DXC TECHNOLOGY CO",BYXD7B3,15.46,"228,700.00","3,535,702.00"
0.19,VSAT,"VIASAT INC",2946243,16.00,"218,192.00","3,491,072.00"
0.19,"TEMN SW","TEMENOS AG - REG",7147892,64.13,"53,968.00","3,461,080.25"
0.14,PATH,"UIPATH INC - CLASS A",BMD02L5,11.75,"222,550.00","2,614,962.50"
0.13,,CASH,,1.00,"2,334,558.76","2,334,558.76"
0.03,,"OTHER PAYABLE & RECEIVABLES",,1.00,"525,711.66","525,711.66"
0.00,,"SWISS FRANC",,1.12,132.60,148.93
0.00,,"KOREAN WON",,0.00,-4.04,0.00
0.00,,"JAPANESE YEN",,0.01,-3.00,-0.02
0.00,,EURO,,1.09,-332.78,-362.06
"The information contained herein may not be reproduced, redistributed or used to create any derivative works.",,,,,,
