"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 04/25/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.10,NVDA,"NVIDIA CORP",2379504,826.32,"82,252.00","67,966,472.64"
3.73,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,43.35,"1,427,343.00","61,881,613.87"
3.40,META,"META PLATFORMS INC",B7TL820,441.38,"127,906.00","56,455,150.28"
3.40,NFLX,"NETFLIX INC",2857817,564.80,"99,807.00","56,370,993.60"
3.30,AMZN,"AMAZON.COM INC",2000019,173.67,"315,395.00","54,774,649.65"
3.16,QCOM,"QUALCOMM INC",2714923,163.30,"320,568.00","52,348,754.40"
3.15,GOOGL,"ALPHABET INC-CL A",BYVY8G0,156.00,"334,784.00","52,226,304.00"
3.14,AVGO,"BROADCOM INC",BDZ78H9,"1,294.42","40,249.00","52,099,110.58"
3.05,ORCL,"ORACLE CORP",2661568,114.89,"439,974.00","50,548,612.86"
3.01,BABA,"ALIBABA GRP-ADR",BP41ZD1,75.11,"664,969.00","49,945,821.59"
2.97,MSFT,"MICROSOFT CORP",2588173,399.04,"123,428.00","49,252,709.12"
2.92,CRM,"SALESFORCE INC",2310525,273.14,"177,588.00","48,506,386.32"
2.92,"005930 KS","SAMSUNG ELECTRON",6771720,55.49,"872,553.00","48,418,759.20"
2.88,IBM,IBM,2005973,168.91,"283,046.00","47,809,299.86"
2.83,NOW,"SERVICENOW INC",B80NXX8,716.25,"65,500.00","46,914,375.00"
2.76,CSCO,"CISCO SYSTEMS INC",2198163,48.10,"950,673.00","45,727,371.30"
2.58,"SIE GR","SIEMENS AG-REG",5727973,186.08,"230,338.00","42,862,189.30"
2.58,AAPL,"APPLE INC",2046251,169.89,"252,210.00","42,847,956.90"
2.48,ACN,"ACCENTURE PLC-CL A",B4BNMY3,309.00,"133,177.00","41,151,693.00"
2.46,UBER,"UBER TECHNOLOGIES INC",BK6N347,69.31,"589,639.00","40,867,879.09"
2.42,TSLA,"TESLA INC",B616C79,170.18,"235,495.00","40,076,539.10"
2.35,ADBE,"ADOBE INC",2008154,473.44,"82,419.00","39,020,451.36"
2.13,INTC,"INTEL CORP",2463247,35.11,"1,006,538.00","35,339,549.18"
2.12,MU,"MICRON TECHNOLOGY INC",2588184,111.58,"315,325.00","35,183,963.50"
1.55,"000660 KS","SK HYNIX INC",6450267,124.07,"207,066.00","25,691,243.35"
1.47,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,70.55,"345,389.00","24,367,193.95"
1.39,SNPS,"SYNOPSYS INC",2867719,530.11,"43,446.00","23,031,159.06"
1.38,"3690 HK","MEITUAN-CLASS B",BGJW376,14.24,"1,608,115.00","22,904,109.66"
1.30,CDNS,"CADENCE DESIGN SYS INC",2302232,277.08,"77,646.00","21,514,153.68"
1.19,TRI,"THOMSON REUTERS CORP",BNBXPB4,152.57,"129,795.00","19,802,823.15"
1.06,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,238.08,"73,643.00","17,532,925.44"
0.92,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,254.06,"60,082.00","15,264,432.92"
0.85,FTNT,"FORTINET INC",B5B2106,64.03,"218,963.00","14,020,200.89"
0.79,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,34.88,"373,895.00","13,041,963.90"
0.75,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,787.40,"15,858.00","12,486,589.20"
0.67,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,85.95,"129,592.00","11,138,432.40"
0.66,DDOG,"DATADOG INC - CLASS A",BKT9Y49,125.25,"86,885.00","10,882,346.25"
0.65,"WKL NA","WOLTERS KLUWER",5671519,149.77,"71,558.00","10,717,026.51"
0.64,TTD,"TRADE DESK INC-A",BD8FDD1,83.34,"128,201.00","10,684,271.34"
0.64,"EXPN LN","EXPERIAN PLC",B19NLV4,40.28,"263,276.00","10,605,227.26"
0.62,"5803 JP","FUJIKURA LTD",6356707,16.92,"610,683.00","10,330,166.26"
0.57,"6702 JP","FUJITSU LIMITED",6356945,15.96,"596,570.00","9,520,040.02"
0.54,ROK,"ROCKWELL AUTOMATION INC",2754060,276.95,"32,572.00","9,020,815.40"
0.50,"6954 JP","FANUC CORP",6356934,28.64,"287,705.00","8,239,165.46"
0.49,BIDU,"BAIDU INC - SPON ADR",B0FXT17,99.90,"81,672.00","8,159,032.80"
0.46,EBAY,"EBAY INC",2293819,51.34,"149,108.00","7,655,204.72"
0.44,ZS,"ZSCALER INC",BZ00V34,174.81,"41,970.00","7,336,775.70"
0.42,CLS,"CELESTICA INC",2262659,43.25,"159,870.00","6,914,377.50"
0.38,HPE,"HEWLETT PACKA",BYVYWS0,16.97,"370,692.00","6,290,643.24"
0.37,HUBB,"HUBBELL INC",BDFG6S3,402.27,"15,338.00","6,170,017.26"
0.37,PEGA,"PEGASYSTEMS INC",2675860,59.08,"102,406.00","6,050,146.48"
0.35,"6526 JP","SOCIONEXT INC",BMTVX75,25.67,"226,497.00","5,815,119.20"
0.34,ZBRA,"ZEBRA TECH CORP",2989356,292.53,"19,250.00","5,631,202.50"
0.32,"6701 JP","NEC CORP",6640400,69.10,"77,721.00","5,370,750.17"
0.32,STX,"SEAGATE TECHNOLO",BKVD2N4,87.26,"60,660.00","5,293,191.60"
0.32,OKTA,"OKTA INC",BDFZSP1,92.93,"56,698.00","5,268,945.14"
0.32,"4755 JP","RAKUTEN GROUP INC",6229597,4.74,"1,106,034.00","5,245,600.78"
0.31,INFA,"INFORMATICA INC - CLASS A",BMG95P4,31.84,"161,811.00","5,152,062.24"
0.31,"2395 TT","ADVANTECH CO LTD",6202673,11.20,"456,857.00","5,115,901.37"
0.31,CYBR,"CYBERARK SOFTWAR",BQT3XY6,245.07,"20,700.00","5,072,949.00"
0.31,CCCS,"CCC INTELLIGENT",BP4CXL8,11.50,"440,461.00","5,065,301.50"
0.31,"AMP IM","AMPLIFON SPA",B14NJ71,33.23,"152,210.00","5,058,175.80"
0.30,VRNT,"VERINT SYSTEMS INC",2849193,30.20,"167,123.00","5,047,114.60"
0.29,"6588 JP","TOSHIBA TEC CORP",6894887,20.15,"236,648.00","4,769,012.82"
0.29,PCOR,"PROCORE TECHNOLOGIES INC",BLH11J8,69.82,"67,909.00","4,741,406.38"
0.28,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,5.24,"883,303.00","4,628,507.72"
0.27,SNAP,"SNAP INC - A",BD8DJ71,11.40,"396,923.00","4,524,922.20"
0.27,WIX,"WIX.COM LTD",BFZCHN7,121.18,"37,258.00","4,514,924.44"
0.27,DOCU,"DOCUSIGN INC",BFYT7B7,57.35,"78,038.00","4,475,479.30"
0.27,STNE,"STONECO LTD-A",BGKG6M3,15.57,"287,101.00","4,470,162.57"
0.26,"2353 TT","ACER INC",6005850,1.36,"3,191,000.00","4,346,691.21"
0.26,DXC,"DXC TECHNOLOGY CO",BYXD7B3,20.37,"212,915.00","4,337,078.55"
0.25,G,"GENPACT LTD",B23DBK6,30.69,"134,291.00","4,121,390.79"
0.25,AI,"C3.AI INC-A",BMGNBJ2,22.16,"185,183.00","4,103,655.28"
0.24,PATH,"UIPATH INC - CLASS A",BMD02L5,19.41,"207,150.00","4,020,781.50"
0.24,TWLO,"TWILIO INC - A",BD6P5Q0,60.01,"66,920.00","4,015,869.20"
0.24,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,38.08,"105,026.00","3,999,390.08"
0.24,"TIETO FH","TIETOEVRY OYJ",5479702,18.59,"213,132.00","3,961,476.46"
0.23,TDC,"TERADATA CORP",B247H10,37.61,"103,231.00","3,882,517.91"
0.22,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,86.82,"41,346.00","3,589,789.23"
0.22,AMBA,"AMBARELLA INC",B7KH3G6,42.30,"84,414.00","3,570,712.20"
0.20,"3443 TT","GLOBAL UNICHIP CORP",B056381,36.82,"88,594.00","3,261,629.08"
0.19,"TEMN SW","TEMENOS AG - REG",7147892,63.04,"50,118.00","3,159,630.93"
0.19,VSAT,"VIASAT INC",2946243,15.33,"202,792.00","3,108,801.36"
0.15,,CASH,,1.00,"2,483,024.32","2,483,024.32"
0.00,,"OTHER PAYABLE & RECEIVABLES",,1.00,"45,559.24","45,559.24"
0.00,,"KOREAN WON",,0.00,"29,948,251.96","21,780.55"
0.00,,"JAPANESE YEN",,0.01,-3.00,-0.02
0.00,,EURO,,1.07,-332.78,-356.51
"The information contained herein may not be reproduced, redistributed or used to create any derivative works.",,,,,,
