"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 06/06/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.99,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,65.63,"2,041,943.00","134,013,080.80"
3.72,NFLX,"NETFLIX INC",2857817,"1,241.48","100,684.00","124,996,668.90"
3.43,"005930 KS","SAMSUNG ELECTRON",6771720,43.49,"2,649,975.00","115,250,218.93"
3.39,BABA,"ALIBABA GRP-ADR",BP41ZD1,119.38,"954,108.00","113,901,413.04"
3.32,PLTR,"PALANTIR TECHN-A",BN78DQ4,127.72,"874,616.00","111,705,955.52"
3.24,META,"META PLATFORMS INC",B7TL820,697.71,"155,915.00","108,783,454.65"
3.13,CSCO,"CISCO SYSTEMS INC",2198163,66.06,"1,595,311.00","105,386,244.66"
3.11,MSFT,"MICROSOFT CORP",2588173,470.38,"222,122.00","104,481,746.36"
3.03,AVGO,"BROADCOM INC",BDZ78H9,246.93,"413,163.00","102,022,339.59"
2.97,IBM,IBM,2005973,268.87,"370,911.00","99,726,840.57"
2.84,NVDA,"NVIDIA CORP",2379504,141.72,"674,267.00","95,557,119.24"
2.76,ORCL,"ORACLE CORP",2661568,174.02,"532,465.00","92,659,559.30"
2.70,TSM,"TAIWAN SEMIC-ADR",2113382,205.18,"442,085.00","90,707,000.30"
2.69,AAPL,"APPLE INC",2046251,203.92,"443,921.00","90,524,370.32"
2.68,NOW,"SERVICENOW INC",B80NXX8,"1,030.21","87,490.00","90,133,072.90"
2.68,AMZN,"AMAZON.COM INC",2000019,213.57,"421,679.00","90,057,984.03"
2.59,GOOGL,"ALPHABET INC-CL A",BYVY8G0,173.47,"501,466.00","86,989,307.02"
2.58,ACN,"ACCENTURE PLC-CL A",B4BNMY3,317.65,"273,359.00","86,832,486.35"
2.42,CRM,"SALESFORCE INC",2310525,274.51,"296,745.00","81,459,469.95"
2.38,"SIE GR","SIEMENS AG-REG",5727973,249.19,"320,569.00","79,883,031.75"
2.25,AMD,"ADVANCED MICRO DEVICES",2007849,116.19,"650,777.00","75,613,779.63"
2.16,ADBE,"ADOBE INC",2008154,416.92,"174,550.00","72,773,386.00"
2.15,UBER,"UBER TECHNOLOGIES INC",BK6N347,85.60,"844,481.00","72,287,573.60"
2.11,TSLA,"TESLA INC",B616C79,295.14,"240,427.00","70,959,624.78"
1.98,QCOM,"QUALCOMM INC",2714923,149.24,"445,593.00","66,500,299.32"
1.61,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,111.41,"486,425.00","54,192,609.25"
1.49,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,417.89,"119,618.00","49,987,166.02"
1.44,MU,"MICRON TECHNOLOGY INC",2588184,108.56,"446,824.00","48,507,213.44"
1.43,"000660 KS","SK HYNIX INC",6450267,165.21,"291,275.00","48,120,713.44"
1.19,"3690 HK","MEITUAN-CLASS B",BGJW376,18.06,"2,221,415.00","40,113,993.31"
1.05,TRI,"THOMSON REUTERS CORP",BNBXPB4,195.00,"180,378.00","35,173,710.00"
