"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 05/15/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.40,NVDA,"NVIDIA CORP",2379504,946.30,"84,380.00","79,848,794.00"
3.95,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,48.88,"1,466,343.00","71,676,824.56"
3.52,QCOM,"QUALCOMM INC",2714923,194.61,"328,814.00","63,990,492.54"
3.48,META,"META PLATFORMS INC",B7TL820,481.54,"131,231.00","63,192,975.74"
3.46,NFLX,"NETFLIX INC",2857817,613.52,"102,334.00","62,783,955.68"
3.31,AMZN,"AMAZON.COM INC",2000019,185.99,"323,508.00","60,169,252.92"
3.27,AVGO,"BROADCOM INC",BDZ78H9,"1,436.17","41,313.00","59,332,491.21"
3.26,GOOGL,"ALPHABET INC-CL A",BYVY8G0,172.51,"343,429.00","59,244,936.79"
3.04,BABA,"ALIBABA GRP-ADR",BP41ZD1,80.99,"682,126.00","55,245,384.74"
3.02,ORCL,"ORACLE CORP",2661568,121.63,"451,279.00","54,889,064.77"
2.95,MSFT,"MICROSOFT CORP",2588173,423.08,"126,620.00","53,570,389.60"
2.88,CRM,"SALESFORCE INC",2310525,287.54,"182,110.00","52,363,909.40"
2.82,"005930 KS","SAMSUNG ELECTRON",6771720,57.19,"894,523.00","51,156,667.20"
2.82,NOW,"SERVICENOW INC",B80NXX8,760.57,"67,229.00","51,132,360.53"
2.70,AAPL,"APPLE INC",2046251,189.72,"258,727.00","49,085,686.44"
2.69,IBM,IBM,2005973,168.26,"290,361.00","48,856,141.86"
2.67,CSCO,"CISCO SYSTEMS INC",2198163,49.67,"975,145.00","48,435,452.15"
2.65,"SIE GR","SIEMENS AG-REG",5727973,203.78,"236,323.00","48,156,927.08"
2.32,ACN,"ACCENTURE PLC-CL A",B4BNMY3,308.52,"136,635.00","42,154,630.20"
2.32,TSLA,"TESLA INC",B616C79,173.99,"241,613.00","42,038,245.87"
