"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 04/28/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.20,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,61.65,"1,955,243.00","120,543,699.17"
3.80,BABA,"ALIBABA GRP-ADR",BP41ZD1,118.37,"920,006.00","108,901,110.22"
3.76,NFLX,"NETFLIX INC",2857817,"1,110.38","97,216.00","107,946,702.08"
3.46,"005930 KS","SAMSUNG ELECTRON",6771720,38.69,"2,562,071.00","99,132,241.31"
3.37,PLTR,"PALANTIR TECHN-A",BN78DQ4,114.65,"843,404.00","96,696,268.60"
3.14,AAPL,"APPLE INC",2046251,210.14,"428,026.00","89,945,383.64"
3.05,CSCO,"CISCO SYSTEMS INC",2198163,56.84,"1,538,378.00","87,441,405.52"
2.94,IBM,IBM,2005973,236.16,"357,617.00","84,454,830.72"
2.92,MSFT,"MICROSOFT CORP",2588173,391.16,"214,319.00","83,833,020.04"
2.88,META,"META PLATFORMS INC",B7TL820,549.74,"150,424.00","82,694,089.76"
2.76,NOW,"SERVICENOW INC",B80NXX8,937.41,"84,311.00","79,033,974.51"
2.71,GOOGL,"ALPHABET INC-CL A",BYVY8G0,160.61,"483,548.00","77,662,644.28"
2.69,ACN,"ACCENTURE PLC-CL A",B4BNMY3,293.25,"263,533.00","77,281,052.25"
2.67,AVGO,"BROADCOM INC",BDZ78H9,192.47,"398,424.00","76,684,667.28"
2.66,AMZN,"AMAZON.COM INC",2000019,187.70,"406,651.00","76,328,392.70"
2.65,CRM,"SALESFORCE INC",2310525,265.64,"286,052.00","75,986,853.28"
2.51,"SIE GR","SIEMENS AG-REG",5727973,233.33,"309,009.00","72,100,107.47"
2.51,ORCL,"ORACLE CORP",2661568,140.14,"513,391.00","71,946,614.74"
2.46,NVDA,"NVIDIA CORP",2379504,108.73,"650,280.00","70,704,944.40"
2.43,TSM,"TAIWAN SEMIC-ADR",2113382,163.40,"426,190.00","69,639,446.00"
2.31,TSLA,"TESLA INC",B616C79,285.88,"231,757.00","66,254,691.16"
2.22,UBER,"UBER TECHNOLOGIES INC",BK6N347,78.33,"814,425.00","63,793,910.25"
2.21,QCOM,"QUALCOMM INC",2714923,147.62,"429,698.00","63,432,018.76"
2.16,ADBE,"ADOBE INC",2008154,368.62,"168,192.00","61,998,935.04"
2.11,AMD,"ADVANCED MICRO DEVICES",2007849,96.39,"627,657.00","60,499,858.23"
1.61,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,98.57,"469,085.00","46,237,708.45"
1.24,"000660 KS","SK HYNIX INC",6450267,126.20,"281,627.00","35,541,458.24"
1.23,"3690 HK","MEITUAN-CLASS B",BGJW376,16.55,"2,134,715.00","35,337,769.10"
1.19,INTC,"INTEL CORP",2463247,20.51,"1,662,232.00","34,092,378.32"
1.18,MU,"MICRON TECHNOLOGY INC",2588184,78.56,"430,929.00","33,853,782.24"
1.15,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,284.98,"115,283.00","32,853,349.34"
1.11,TRI,"THOMSON REUTERS CORP",BNBXPB4,182.41,"174,020.00","31,742,988.20"
1.06,FTNT,"FORTINET INC",B5B2106,102.64,"295,420.00","30,321,908.80"
1.06,CDNS,"CADENCE DESIGN SYS INC",2302232,285.74,"105,944.00","30,272,438.56"
0.93,SNPS,"SYNOPSYS INC",2867719,443.97,"59,772.00","26,536,974.84"
0.71,SNOW,"SNOWFLAKE INC-CLASS A",BN134B7,158.96,"127,680.00","20,296,012.80"
0.69,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,239.82,"82,644.00","19,819,684.08"
0.68,MRVL,"MARVELL TECHNOLOGY INC",BNKJSM5,58.70,"333,685.00","19,587,309.50"
0.67,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,196.24,"98,107.00","19,252,517.68"
0.61,"6702 JP","FUJITSU LIMITED",6356945,22.02,"796,105.00","17,526,514.47"
0.60,"EXPN LN","EXPERIAN PLC",B19NLV4,48.41,"353,544.00","17,115,214.93"
0.60,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,34.01,"503,077.00","17,107,743.59"
0.55,"WKL NA","WOLTERS KLUWER",5671519,172.90,"91,958.00","15,899,930.70"
0.55,STNE,"STONECO LTD-A",BGKG6M3,14.23,"1,110,822.00","15,806,997.06"
0.45,ZS,"ZSCALER INC",BZ00V34,219.86,"59,206.00","13,017,031.16"
