"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 07/28/2023",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
5.58,NVDA,"NVIDIA CORP",2379504,467.50,"59,390.00","27,764,825.00"
5.21,META,"META PLATFORMS INC",B7TL820,325.48,"79,641.00","25,921,552.68"
4.25,TSLA,"TESLA INC",B616C79,266.44,"79,427.00","21,162,529.88"
3.34,ADBE,"ADOBE INC",2008154,528.87,"31,389.00","16,600,700.43"
3.31,CRM,"SALESFORCE INC",2310525,225.60,"73,052.00","16,480,531.20"
3.21,MSFT,"MICROSOFT CORP",2588173,338.37,"47,136.00","15,949,408.32"
3.19,AAPL,"APPLE INC",2046251,195.83,"81,054.00","15,872,804.82"
3.10,AMZN,"AMAZON.COM INC",2000019,132.21,"116,751.00","15,435,649.71"
3.05,GOOGL,"ALPHABET INC-CL A",BYVY8G0,132.58,"114,560.00","15,188,364.80"
2.99,ORCL,"ORACLE CORP",2661568,115.99,"128,402.00","14,893,347.98"
2.80,INTC,"INTEL CORP",2463247,36.83,"378,009.00","13,922,071.47"
2.74,NFLX,"NETFLIX INC",2857817,425.78,"31,989.00","13,620,276.42"
2.59,ACN,"ACCENTURE PLC-CL A",B4BNMY3,315.55,"40,845.00","12,888,639.75"
2.54,"005930 KS","SAMSUNG ELECTRON",6771720,55.28,"228,173.00","12,613,745.05"
2.51,CSCO,"CISCO SYSTEMS INC",2198163,52.09,"240,092.00","12,506,392.28"
2.49,"SIE GR","SIEMENS AG-REG",5727973,170.26,"72,774.00","12,390,139.51"
2.38,NOW,"SERVICENOW INC",B80NXX8,569.54,"20,782.00","11,836,180.28"
2.33,IBM,IBM,2005973,143.45,"80,625.00","11,565,656.25"
2.27,QCOM,"QUALCOMM INC",2714923,129.48,"87,295.00","11,302,956.60"
2.03,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,44.94,"224,343.00","10,081,538.36"
1.99,UBER,"UBER TECHNOLOGIES INC",BK6N347,48.14,"205,988.00","9,916,262.32"
1.94,"3690 HK","MEITUAN-CLASS B",BGJW376,18.26,"528,015.00","9,642,872.75"
1.93,BABA,"ALIBABA GRP-ADR",BP41ZD1,100.55,"95,686.00","9,621,227.30"
1.53,"000660 KS","SK HYNIX INC",6450267,100.23,"75,715.00","7,588,693.13"
1.42,SNPS,"SYNOPSYS INC",2867719,450.90,"15,636.00","7,050,272.40"
1.37,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,66.04,"103,198.00","6,815,195.92"
1.34,CDNS,"CADENCE DESIGN SYS INC",2302232,234.24,"28,358.00","6,642,577.92"
1.27,TRI,"THOMSON REUTERS CORP",BNBXPB4,134.04,"47,100.78","6,313,388.08"
1.20,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,223.31,"26,769.00","5,977,785.39"
1.18,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,43.45,"135,172.00","5,873,508.83"
1.03,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,334.50,"15,285.00","5,112,832.50"
1.02,"STMMI IM","STMICROELECTRONICS NV",5962343,53.42,"94,503.00","5,048,600.41"
0.98,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,235.00,"20,735.00","4,872,725.00"
0.91,IONQ,"IONQ INC",BP484B3,17.93,"253,438.00","4,544,143.34"
0.90,BIDU,"BAIDU INC - SPON ADR",B0FXT17,155.36,"28,910.00","4,491,457.60"
0.83,TTD,"TRADE DESK INC-A",BD8FDD1,90.45,"45,734.00","4,136,640.30"
0.79,ROK,"ROCKWELL AUTOMATION INC",2754060,333.30,"11,838.00","3,945,605.40"
0.74,"EXPN LN","EXPERIAN PLC",B19NLV4,38.79,"94,781.00","3,676,092.35"
0.71,"6954 JP","FANUC CORP",6356934,33.42,"104,886.00","3,505,170.37"
0.68,"WKL NA","WOLTERS KLUWER",5671519,126.52,"26,910.00","3,404,693.93"
0.68,DDOG,"DATADOG INC - CLASS A",BKT9Y49,112.19,"30,316.00","3,401,152.04"
0.56,"6702 JP","FUJITSU LIMITED",6356945,128.96,"21,766.00","2,807,039.91"
0.54,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,69.10,"38,690.00","2,673,629.07"
0.53,"3443 TT","GLOBAL UNICHIP CORP",B056381,57.80,"45,200.00","2,612,508.76"
0.51,EBAY,"EBAY INC",2293819,45.01,"55,856.00","2,514,078.56"
0.47,ZS,"ZSCALER INC",BZ00V34,157.49,"14,905.00","2,347,388.45"
0.46,HPE,"HEWLETT PACKA",BYVYWS0,17.26,"131,967.00","2,277,750.42"
0.38,TDC,"TERADATA CORP",B247H10,55.34,"33,730.00","1,866,618.20"
0.36,"XRO AU","XERO LTD",B8P4LP4,81.45,"21,997.00","1,791,616.83"
0.36,SPLK,"SPLUNK INC",B424494,104.45,"16,886.00","1,763,742.70"
