"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 12/28/2023",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.07,INTC,"INTEL CORP",2463247,50.39,"730,536.00","36,811,709.04"
3.35,META,"META PLATFORMS INC",B7TL820,358.32,"84,446.00","30,258,690.72"
3.32,NOW,"SERVICENOW INC",B80NXX8,702.46,"42,712.00","30,003,471.52"
3.24,AMZN,"AMAZON.COM INC",2000019,153.38,"191,165.00","29,320,887.70"
3.24,IBM,IBM,2005973,163.75,"178,638.00","29,251,972.50"
3.22,QCOM,"QUALCOMM INC",2714923,145.86,"199,269.00","29,065,376.34"
3.21,GOOGL,"ALPHABET INC-CL A",BYVY8G0,140.23,"207,087.00","29,039,810.01"
3.20,CRM,"SALESFORCE INC",2310525,265.58,"108,903.00","28,922,458.74"
3.16,NFLX,"NETFLIX INC",2857817,490.51,"58,129.00","28,512,855.79"
3.15,ADBE,"ADOBE INC",2008154,595.52,"47,795.00","28,462,878.40"
3.07,NVDA,"NVIDIA CORP",2379504,495.22,"56,069.00","27,766,490.18"
3.07,ACN,"ACCENTURE PLC-CL A",B4BNMY3,351.59,"78,931.00","27,751,350.29"
3.06,"005930 KS","SAMSUNG ELECTRON",6771720,60.95,"453,725.00","27,655,417.73"
3.05,"SIE GR","SIEMENS AG-REG",5727973,187.11,"147,507.00","27,599,510.64"
3.00,MSFT,"MICROSOFT CORP",2588173,375.28,"72,293.00","27,130,117.04"
2.77,AAPL,"APPLE INC",2046251,193.58,"129,490.00","25,066,674.20"
2.68,TSLA,"TESLA INC",B616C79,253.18,"95,575.00","24,197,678.50"
2.64,CSCO,"CISCO SYSTEMS INC",2198163,50.48,"472,241.00","23,838,725.68"
2.50,UBER,"UBER TECHNOLOGIES INC",BK6N347,63.14,"357,198.00","22,553,481.72"
2.48,ORCL,"ORACLE CORP",2661568,106.25,"211,236.00","22,443,825.00"
2.42,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,37.50,"583,343.00","21,874,755.90"
2.30,BABA,"ALIBABA GRP-ADR",BP41ZD1,77.24,"269,622.00","20,825,603.28"
1.86,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,79.11,"212,004.00","16,771,636.44"
1.56,"000660 KS","SK HYNIX INC",6450267,109.87,"128,389.00","14,105,942.62"
1.54,SNPS,"SYNOPSYS INC",2867719,517.41,"26,881.00","13,908,498.21"
1.45,CDNS,"CADENCE DESIGN SYS INC",2302232,273.24,"48,078.00","13,136,832.72"
1.29,TRI,"THOMSON REUTERS CORP",BNBXPB4,145.50,"80,170.00","11,664,735.00"
1.17,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,231.07,"45,905.00","10,607,268.35"
1.16,"3690 HK","MEITUAN-CLASS B",BGJW376,10.54,"994,415.00","10,480,521.05"
1.11,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,276.08,"36,337.00","10,031,918.96"
1.07,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,41.83,"230,852.00","9,656,328.04"
0.90,"STMMI IM","STMICROELECTRONICS NV",5962343,50.52,"161,479.00","8,157,787.45"
0.73,"EXPN LN","EXPERIAN PLC",B19NLV4,40.97,"161,757.00","6,626,523.85"
0.71,DDOG,"DATADOG INC - CLASS A",BKT9Y49,123.28,"52,364.00","6,455,433.92"
0.71,"WKL NA","WOLTERS KLUWER",5671519,142.21,"45,372.00","6,452,201.23"
0.70,ROK,"ROCKWELL AUTOMATION INC",2754060,310.62,"20,210.00","6,277,630.20"
0.69,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,77.54,"80,325.00","6,228,400.50"
0.65,BIDU,"BAIDU INC - SPON ADR",B0FXT17,117.82,"50,116.00","5,904,667.12"
0.64,TTD,"TRADE DESK INC-A",BD8FDD1,73.40,"78,617.00","5,770,487.80"
0.64,ZS,"ZSCALER INC",BZ00V34,224.44,"25,669.00","5,761,150.36"
0.61,"6702 JP","FUJITSU LIMITED",6356945,151.03,"36,414.00","5,499,768.76"
0.59,"6954 JP","FANUC CORP",6356934,29.81,"177,842.00","5,301,369.10"
0.49,SPLK,"SPLUNK INC",B424494,152.06,"29,266.00","4,450,187.96"
0.45,EBAY,"EBAY INC",2293819,43.47,"94,312.00","4,099,742.64"
0.45,SNAP,"SNAP INC - A",BD8DJ71,17.05,"238,335.00","4,063,611.75"
0.43,"2353 TT","ACER INC",6005850,1.76,"2,229,200.00","3,924,967.80"
0.43,HPE,"HEWLETT PACKA",BYVYWS0,17.17,"226,451.00","3,888,163.67"
0.42,INFA,"INFORMATICA INC - CLASS A",BMG95P4,28.69,"132,470.00","3,800,564.30"
0.41,WIX,"WIX.COM LTD",BFZCHN7,125.03,"29,706.00","3,714,141.18"
0.41,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,106.29,"34,690.00","3,687,357.15"
0.40,STX,"SEAGATE TECHNOLO",BKVD2N4,86.79,"41,670.00","3,616,539.30"
0.40,PATH,"UIPATH INC - CLASS A",BMD02L5,25.52,"141,105.00","3,600,999.60"
0.39,CYBR,"CYBERARK SOFTWAR",BQT3XY6,219.96,"16,186.00","3,560,272.56"
0.39,FRSH,"FRESHWORKS INC-CL A",BPF0BB7,24.00,"145,961.00","3,503,064.00"
0.38,STNE,"STONECO LTD-A",BGKG6M3,18.29,"188,420.00","3,446,201.80"
0.38,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,6.33,"542,340.00","3,433,012.20"
0.36,OKTA,"OKTA INC",BDFZSP1,91.33,"35,489.00","3,241,210.37"
0.34,HUBB,"HUBBELL INC",BDFG6S3,328.10,"9,459.00","3,103,497.90"
0.34,TWLO,"TWILIO INC - A",BD6P5Q0,77.17,"39,901.00","3,079,160.17"
0.34,"6701 JP","NEC CORP",6640400,59.09,"51,476.00","3,041,904.79"
0.33,BAH,"BOOZ ALLEN HAMIL",B5367T7,127.15,"23,115.00","2,939,072.25"
0.31,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,48.27,"58,346.00","2,816,361.42"
0.30,"TEMN SW","TEMENOS AG - REG",7147892,92.66,"29,439.00","2,727,951.81"
0.30,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,291.45,"9,268.00","2,701,158.60"
0.29,CCCS,"CCC INTELLIGENT",BP4CXL8,11.47,"228,628.00","2,622,363.16"
0.29,BZ,"KANZHUN LTD - ADR",BM91SH0,16.32,"159,074.00","2,596,087.68"
0.28,"AMP IM","AMPLIFON SPA",B14NJ71,34.88,"71,956.00","2,510,009.40"
0.28,ZBRA,"ZEBRA TECH CORP",2989356,275.35,"9,084.00","2,501,279.40"
0.27,PCOR,"PROCORE TECHNOLOGIES INC",BLH11J8,70.05,"34,752.00","2,434,377.60"
0.26,"TIETO FH","TIETOEVRY OYJ",5479702,23.92,"99,936.00","2,390,606.30"
0.26,"2395 TT","ADVANTECH CO LTD",6202673,12.03,"197,557.00","2,376,906.47"
0.26,"XRO AU","XERO LTD",B8P4LP4,77.38,"30,194.00","2,336,398.55"
0.26,"5803 JP","FUJIKURA LTD",6356707,7.69,"301,724.00","2,321,365.67"
0.25,IONQ,"IONQ INC",BP484B3,13.23,"171,870.00","2,273,840.10"
0.25,G,"GENPACT LTD",B23DBK6,34.61,"65,392.00","2,263,217.12"
0.25,"3443 TT","GLOBAL UNICHIP CORP",B056381,56.08,"40,200.00","2,254,487.36"
0.25,PEGA,"PEGASYSTEMS INC",2675860,49.41,"45,598.00","2,252,997.18"
0.25,"3665 TT","BIZLINK HOLDING INC",B5SG8Y4,8.66,"256,468.00","2,220,194.46"
0.25,VSAT,"VIASAT INC",2946243,28.25,"78,406.00","2,214,969.50"
0.24,"6526 JP","SOCIONEXT INC",BMTVX75,17.19,"125,820.00","2,162,859.15"
0.23,DXC,"DXC TECHNOLOGY CO",BYXD7B3,23.04,"88,717.00","2,044,039.68"
0.22,ENV,"ENVESTNET INC",B474ZK7,49.64,"40,212.00","1,996,123.68"
0.22,TDC,"TERADATA CORP",B247H10,43.67,"45,326.00","1,979,386.42"
0.22,AMBA,"AMBARELLA INC",B7KH3G6,62.46,"31,393.00","1,960,806.78"
0.21,CGNX,"COGNEX CORP",2208288,42.56,"43,695.00","1,859,659.20"
0.20,VRNT,"VERINT SYSTEMS INC",2849193,27.45,"65,818.00","1,806,704.10"
0.09,,CASH,,1.00,"837,035.89","837,035.89"
0.01,,"OTHER PAYABLE & RECEIVABLES",,1.00,"43,386.23","43,386.23"
0.00,,"JAPANESE YEN",,0.01,"4,407,897.00","31,284.98"
0.00,,"KOREAN WON",,0.00,-4.00,0.00
0.00,,EURO,,1.11,-332.77,-369.56
0.00,,"TAIWAN DOLLAR",,0.03,"-960,323.00","-31,311.99"
"The information contained herein may not be reproduced, redistributed or used to create any derivative works.",,,,,,
