"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 07/23/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.05,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,70.32,"2,362,243.00","166,109,316.69"
3.74,PLTR,"PALANTIR TECHN-A",BN78DQ4,154.63,"993,200.00","153,578,516.00"
3.56,ORCL,"ORACLE CORP",2661568,241.90,"604,933.00","146,333,292.70"
3.53,"005930 KS","SAMSUNG ELECTRON",6771720,48.11,"3,017,007.00","145,145,098.39"
3.26,NFLX,"NETFLIX INC",2857817,"1,176.78","113,860.00","133,988,170.80"
3.24,AVGO,"BROADCOM INC",BDZ78H9,283.69,"469,161.00","133,096,284.09"
3.24,BABA,"ALIBABA GRP-ADR",BP41ZD1,122.58,"1,083,672.00","132,836,513.76"
3.18,NVDA,"NVIDIA CORP",2379504,170.78,"765,401.00","130,715,182.78"
3.10,MSFT,"MICROSOFT CORP",2588173,505.87,"251,768.00","127,361,878.16"
3.07,META,"META PLATFORMS INC",B7TL820,713.58,"176,777.00","126,144,531.66"
3.03,CSCO,"CISCO SYSTEMS INC",2198163,68.62,"1,811,617.00","124,313,158.54"
2.94,TSM,"TAIWAN SEMIC-ADR",2113382,240.33,"502,475.00","120,759,816.75"
2.89,IBM,IBM,2005973,282.01,"421,419.00","118,844,372.19"
2.85,AMD,"ADVANCED MICRO DEVICES",2007849,158.65,"738,617.00","117,181,587.05"
2.66,AMZN,"AMAZON.COM INC",2000019,228.29,"478,775.00","109,299,544.75"
2.64,GOOGL,"ALPHABET INC-CL A",BYVY8G0,190.23,"569,542.00","108,343,974.66"
2.63,AAPL,"APPLE INC",2046251,214.15,"504,311.00","107,998,200.65"
2.37,"SIE GR","SIEMENS AG-REG",5727973,267.18,"364,489.00","97,385,822.09"
2.32,NOW,"SERVICENOW INC",B80NXX8,956.43,"99,568.00","95,229,822.24"
2.21,TSLA,"TESLA INC",B616C79,332.56,"273,367.00","90,910,929.52"
2.19,CRM,"SALESFORCE INC",2310525,267.22,"336,876.00","90,020,004.72"
2.16,ACN,"ACCENTURE PLC-CL A",B4BNMY3,286.04,"310,691.00","88,870,053.64"
2.10,UBER,"UBER TECHNOLOGIES INC",BK6N347,89.94,"958,673.00","86,223,049.62"
1.97,QCOM,"QUALCOMM INC",2714923,159.88,"505,983.00","80,896,562.04"
1.80,ADBE,"ADOBE INC",2008154,372.46,"198,341.00","73,874,088.86"
1.64,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,122.21,"552,305.00","67,497,194.05"
1.57,"000660 KS","SK HYNIX INC",6450267,194.90,"331,559.00","64,620,613.68"
1.36,MU,"MICRON TECHNOLOGY INC",2588184,109.83,"507,214.00","55,707,313.62"
1.20,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,362.12,"136,088.00","49,280,186.56"
1.12,INTC,"INTEL CORP",2463247,23.49,"1,957,663.00","45,985,503.87"
1.05,SNPS,"SYNOPSYS INC",2867719,614.42,"70,425.00","43,270,528.50"
1.05,"3690 HK","MEITUAN-CLASS B",BGJW376,16.97,"2,532,315.00","42,968,708.03"
1.01,TRI,"THOMSON REUTERS CORP",BNBXPB4,203.50,"204,534.00","41,622,669.00"
0.99,CDNS,"CADENCE DESIGN SYS INC",2302232,326.46,"124,867.00","40,764,080.82"
0.89,FTNT,"FORTINET INC",B5B2106,105.06,"348,126.00","36,574,117.56"
0.78,SNOW,"SNOWFLAKE INC",BN134B7,212.56,"149,872.00","31,856,792.32"
0.70,MRVL,"MARVELL TECHNOLOGY INC",BNKJSM5,73.27,"393,326.00","28,818,996.02"
0.63,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,224.71,"115,580.00","25,971,981.80"
0.61,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,42.06,"593,232.00","24,951,774.24"
0.57,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,241.03,"97,282.00","23,447,880.46"
0.55,"EXPN LN","EXPERIAN PLC",B19NLV4,53.96,"415,959.00","22,443,871.51"
0.50,DDOG,"DATADOG INC - CLASS A",BKT9Y49,144.00,"143,024.00","20,595,456.00"
0.50,"6702 JP","FUJITSU LIMITED",6356945,21.70,"937,579.00","20,343,453.65"
0.48,ZS,"ZSCALER INC",BZ00V34,283.37,"69,789.00","19,776,108.93"
0.45,"6701 JP","NEC CORP",6640400,27.31,"676,460.00","18,470,749.08"
0.45,STNE,"STONECO LTD-A",BGKG6M3,14.07,"1,309,163.00","18,419,923.41"
0.43,QUBT,"QUANTUM COMPUTING INC",BFYDQ34,17.47,"1,006,631.00","17,585,843.57"
0.43,"WKL NA","WOLTERS KLUWER",5671519,161.75,"108,602.00","17,566,808.69"
0.42,SMCI,"SUPER MICRO COMPUTER INC",BRC3N73,51.70,"335,711.00","17,356,258.70"
0.42,TTD,"TRADE DESK INC-A",BD8FDD1,84.63,"203,531.00","17,224,828.53"
0.39,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,77.25,"207,917.00","16,061,588.25"
0.38,STX,"SEAGATE TECHNOLO",BKVD2N4,152.76,"102,701.00","15,688,604.76"
0.33,"5803 JP","FUJIKURA LTD",6356707,57.09,"239,670.00","13,682,567.48"
0.32,TWLO,"TWILIO INC - A",BD6P5Q0,132.70,"99,283.00","13,174,854.10"
0.32,"6954 JP","FANUC CORP",6356934,29.16,"450,134.00","13,127,115.01"
0.31,BIDU,"BAIDU INC - SPON ADR",B0FXT17,93.08,"136,079.00","12,666,233.32"
0.30,HPE,"HEWLETT PACKA",BYVYWS0,20.76,"595,451.00","12,361,562.76"
0.30,"6526 JP","SOCIONEXT INC",BMTVX75,18.94,"646,348.00","12,238,764.03"
0.30,OKTA,"OKTA INC",BDFZSP1,95.63,"127,418.00","12,184,983.34"
0.29,"TEMN SW","TEMENOS AG - REG",7147892,92.02,"131,383.00","12,089,850.92"
0.29,PEGA,"PEGASYSTEMS INC",2675860,58.01,"204,990.00","11,891,469.90"
0.28,CYBR,"CYBERARK SOFTWAR",BQT3XY6,376.15,"30,843.00","11,601,594.45"
0.28,NICE,"NICE LTD - SPON ADR",2639736,162.77,"70,338.00","11,448,916.26"
0.27,G,"GENPACT LTD",B23DBK6,45.90,"243,608.00","11,181,607.20"
0.27,"2395 TT","ADVANTECH CO LTD",6202673,11.55,"966,157.00","11,163,163.70"
0.27,INFA,"INFORMATICA INC - CLASS A",BMG95P4,24.54,"454,137.00","11,144,521.98"
0.26,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,7.65,"1,397,201.00","10,688,587.65"
