"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 02/13/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.56,NVDA,"NVIDIA CORP",2379504,721.28,"59,258.00","42,741,610.24"
3.53,META,"META PLATFORMS INC",B7TL820,460.12,"92,137.00","42,394,076.44"
3.32,NFLX,"NETFLIX INC",2857817,554.52,"71,973.00","39,910,467.96"
3.19,AMZN,"AMAZON.COM INC",2000019,168.64,"227,313.00","38,334,064.32"
3.11,IBM,IBM,2005973,183.70,"203,489.00","37,380,929.30"
3.10,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,36.73,"1,012,243.00","37,178,835.92"
3.03,NOW,"SERVICENOW INC",B80NXX8,773.76,"47,061.00","36,413,919.36"
3.01,AVGO,"BROADCOM INC",BDZ78H9,"1,251.65","28,914.00","36,190,208.10"
3.00,ORCL,"ORACLE CORP",2661568,113.68,"317,118.00","36,049,974.24"
3.00,CRM,"SALESFORCE INC",2310525,281.15,"128,049.00","36,000,976.35"
3.00,MSFT,"MICROSOFT CORP",2588173,405.57,"88,727.00","35,985,009.39"
2.97,ADBE,"ADOBE INC",2008154,601.89,"59,262.00","35,669,205.18"
2.97,"005930 KS","SAMSUNG ELECTRON",6771720,56.62,"629,432.00","35,638,509.51"
2.92,GOOGL,"ALPHABET INC-CL A",BYVY8G0,145.14,"241,271.00","35,018,072.94"
2.89,ACN,"ACCENTURE PLC-CL A",B4BNMY3,362.81,"95,722.00","34,728,898.82"
2.89,QCOM,"QUALCOMM INC",2714923,150.04,"231,063.00","34,668,692.52"
2.86,BABA,"ALIBABA GRP-ADR",BP41ZD1,71.60,"479,015.00","34,297,474.00"
2.82,CSCO,"CISCO SYSTEMS INC",2198163,49.64,"683,169.00","33,912,509.16"
2.79,AAPL,"APPLE INC",2046251,185.04,"181,298.00","33,547,381.92"
2.61,INTC,"INTEL CORP",2463247,43.16,"726,117.00","31,339,209.72"
2.60,TSLA,"TESLA INC",B616C79,184.02,"169,473.00","31,186,421.46"
2.44,UBER,"UBER TECHNOLOGIES INC",BK6N347,68.99,"425,093.00","29,327,166.07"
2.42,"SIE GR","SIEMENS AG-REG",5727973,175.42,"165,873.00","29,098,218.36"
1.60,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,77.18,"249,646.00","19,267,678.28"
1.55,MU,"MICRON TECHNOLOGY INC",2588184,81.53,"228,156.00","18,601,558.68"
1.43,SNPS,"SYNOPSYS INC",2867719,548.53,"31,365.00","17,204,643.45"
1.41,"000660 KS","SK HYNIX INC",6450267,112.94,"149,906.00","16,930,241.31"
1.38,CDNS,"CADENCE DESIGN SYS INC",2302232,294.33,"56,211.00","16,544,583.63"
1.19,TRI,"THOMSON REUTERS CORP",BNBXPB4,152.45,"94,070.00","14,340,971.50"
1.07,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,296.75,"43,335.00","12,859,661.25"
1.03,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,232.07,"53,150.00","12,334,520.50"
0.92,FTNT,"FORTINET INC",B5B2106,69.40,"158,425.00","10,994,695.00"
0.82,"3690 HK","MEITUAN-CLASS B",BGJW376,8.61,"1,147,715.00","9,878,151.71"
0.79,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,34.90,"270,487.00","9,440,447.09"
0.75,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,791.49,"11,439.00","9,053,854.11"
0.69,DDOG,"DATADOG INC - CLASS A",BKT9Y49,131.68,"62,592.00","8,242,114.56"
0.66,"EXPN LN","EXPERIAN PLC",B19NLV4,41.64,"190,397.00","7,927,210.14"
0.65,"WKL NA","WOLTERS KLUWER",5671519,150.37,"51,552.00","7,751,723.49"
0.64,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,82.31,"93,867.00","7,726,192.77"
0.62,ZS,"ZSCALER INC",BZ00V34,242.80,"30,538.00","7,414,626.40"
0.56,TTD,"TRADE DESK INC-A",BD8FDD1,72.94,"92,476.00","6,745,199.44"
0.55,ROK,"ROCKWELL AUTOMATION INC",2754060,278.38,"23,524.00","6,548,611.12"
0.55,"6702 JP","FUJITSU LIMITED",6356945,153.23,"42,718.00","6,545,488.56"
0.51,BIDU,"BAIDU INC - SPON ADR",B0FXT17,103.81,"58,808.00","6,104,858.48"
0.46,"6954 JP","FANUC CORP",6356934,26.67,"207,681.00","5,538,343.88"
0.45,SPLK,"SPLUNK INC",B424494,154.50,"34,624.00","5,349,408.00"
0.42,"5803 JP","FUJIKURA LTD",6356707,11.34,"442,061.00","5,010,778.09"
0.37,EBAY,"EBAY INC",2293819,41.13,"107,667.00","4,428,343.71"
0.36,CLS,"CELESTICA INC",2262659,37.50,"115,571.00","4,333,912.50"
0.36,,CASH,,1.00,"4,291,760.66","4,291,760.66"
0.34,"6526 JP","SOCIONEXT INC",BMTVX75,25.02,"163,621.00","4,093,920.30"
0.34,HPE,"HEWLETT PACKA",BYVYWS0,15.23,"267,804.00","4,078,654.92"
0.33,CYBR,"CYBERARK SOFTWAR",BQT3XY6,263.90,"14,984.00","3,954,277.60"
0.32,HUBB,"HUBBELL INC",BDFG6S3,352.62,"11,051.00","3,896,803.62"
0.32,AI,"C3.AI INC-A",BMGNBJ2,28.74,"133,739.00","3,843,658.86"
0.32,STX,"SEAGATE TECHNOLO",BKVD2N4,87.16,"43,512.00","3,792,505.92"
0.31,PATH,"UIPATH INC - CLASS A",BMD02L5,24.94,"149,990.00","3,740,750.60"
0.31,VRNT,"VERINT SYSTEMS INC",2849193,30.22,"121,395.00","3,668,556.90"
0.30,"AMP IM","AMPLIFON SPA",B14NJ71,33.09,"109,687.00","3,628,999.19"
0.30,"6701 JP","NEC CORP",6640400,64.17,"56,286.00","3,611,991.79"
0.30,"2395 TT","ADVANTECH CO LTD",6202673,11.81,"303,357.00","3,584,156.40"
0.30,PEGA,"PEGASYSTEMS INC",2675860,48.37,"73,826.00","3,570,963.62"
