"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 07/14/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.74,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,63.69,"2,267,143.00","144,404,012.74"
3.70,PLTR,"PALANTIR TECHN-A",BN78DQ4,149.15,"958,964.00","143,029,480.60"
3.60,NFLX,"NETFLIX INC",2857817,"1,261.95","110,056.00","138,885,169.20"
3.47,ORCL,"ORACLE CORP",2661568,229.28,"584,011.00","133,902,042.08"
3.41,"005930 KS","SAMSUNG ELECTRON",6771720,45.26,"2,913,031.00","131,835,219.04"
3.23,AVGO,"BROADCOM INC",BDZ78H9,275.60,"452,994.00","124,845,146.40"
3.19,META,"META PLATFORMS INC",B7TL820,720.92,"170,754.00","123,099,973.68"
3.17,MSFT,"MICROSOFT CORP",2588173,503.02,"243,209.00","122,338,991.18"
3.14,NVDA,"NVIDIA CORP",2379504,164.07,"739,090.00","121,262,496.30"
3.07,CSCO,"CISCO SYSTEMS INC",2198163,67.82,"1,749,168.00","118,628,573.76"
2.99,IBM,IBM,2005973,283.79,"406,837.00","115,456,272.23"
2.93,BABA,"ALIBABA GRP-ADR",BP41ZD1,108.22,"1,046,266.00","113,226,906.52"
2.87,TSM,"TAIWAN SEMIC-ADR",2113382,228.67,"485,040.00","110,914,096.80"
2.70,AMZN,"AMAZON.COM INC",2000019,225.69,"462,291.00","104,334,455.79"
2.70,AMD,"ADVANCED MICRO DEVICES",2007849,146.24,"713,257.00","104,306,703.68"
2.63,AAPL,"APPLE INC",2046251,208.62,"486,876.00","101,572,071.12"
2.59,GOOGL,"ALPHABET INC-CL A",BYVY8G0,181.56,"549,888.00","99,837,665.28"
2.39,NOW,"SERVICENOW INC",B80NXX8,961.78,"96,081.00","92,408,784.18"
2.35,"SIE GR","SIEMENS AG-REG",5727973,257.39,"351,809.00","90,551,019.03"
2.25,UBER,"UBER TECHNOLOGIES INC",BK6N347,93.89,"925,705.00","86,914,442.45"
2.19,CRM,"SALESFORCE INC",2310525,259.68,"325,147.00","84,434,172.96"
2.18,ACN,"ACCENTURE PLC-CL A",B4BNMY3,279.99,"299,913.00","83,972,640.87"
2.17,TSLA,"TESLA INC",B616C79,316.90,"263,857.00","83,616,283.30"
1.95,QCOM,"QUALCOMM INC",2714923,154.29,"488,548.00","75,378,070.92"
1.82,ADBE,"ADOBE INC",2008154,366.99,"191,367.00","70,229,775.33"
1.80,"000660 KS","SK HYNIX INC",6450267,217.23,"320,147.00","69,546,777.70"
1.61,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,116.74,"533,285.00","62,255,690.90"
1.50,MU,"MICRON TECHNOLOGY INC",2588184,118.61,"489,779.00","58,092,687.19"
1.21,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,355.90,"131,333.00","46,741,414.70"
1.14,INTC,"INTEL CORP",2463247,23.30,"1,890,142.00","44,040,308.60"
1.10,TRI,"THOMSON REUTERS CORP",BNBXPB4,214.21,"197,560.00","42,319,327.60"
