"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 01/27/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.34,TSLA,"TESLA INC",B616C79,397.15,"312,528.00","124,120,495.20"
4.08,NFLX,"NETFLIX INC",2857817,971.89,"119,959.00","116,586,952.51"
4.02,NOW,"SERVICENOW INC",B80NXX8,"1,140.62","100,625.00","114,774,887.50"
3.65,CRM,"SALESFORCE INC",2310525,347.10,"300,866.00","104,430,588.60"
3.64,META,"META PLATFORMS INC",B7TL820,659.88,"157,644.00","104,026,122.72"
3.43,CSCO,"CISCO SYSTEMS INC",2198163,59.08,"1,661,521.00","98,162,660.68"
3.40,AMZN,"AMAZON.COM INC",2000019,235.42,"413,111.00","97,254,591.62"
3.33,AVGO,"BROADCOM INC",BDZ78H9,202.13,"470,251.00","95,051,834.63"
3.28,IBM,IBM,2005973,224.13,"418,365.00","93,768,147.45"
3.19,BABA,"ALIBABA GRP-ADR",BP41ZD1,89.99,"1,012,259.00","91,093,187.41"
3.04,ACN,"ACCENTURE PLC-CL A",B4BNMY3,373.15,"233,085.00","86,975,667.75"
2.98,ORCL,"ORACLE CORP",2661568,158.28,"538,278.00","85,198,641.84"
2.91,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,50.80,"1,635,443.00","83,077,320.75"
2.84,GOOGL,"ALPHABET INC-CL A",BYVY8G0,191.81,"423,745.00","81,278,528.45"
2.75,AAPL,"APPLE INC",2046251,229.86,"342,423.00","78,709,350.78"
2.63,MSFT,"MICROSOFT CORP",2588173,434.56,"173,138.00","75,238,849.28"
2.60,NVDA,"NVIDIA CORP",2379504,118.42,"628,256.00","74,398,075.52"
2.53,"SIE GR","SIEMENS AG-REG",5727973,211.45,"341,464.00","72,202,641.13"
2.39,QCOM,"QUALCOMM INC",2714923,171.18,"398,295.00","68,180,138.10"
2.17,ADBE,"ADOBE INC",2008154,438.60,"141,160.00","61,912,776.00"
2.14,UBER,"UBER TECHNOLOGIES INC",BK6N347,68.77,"891,011.00","61,274,826.47"
1.94,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,107.38,"515,773.00","55,383,704.74"
1.66,"000660 KS","SK HYNIX INC",6450267,154.42,"307,249.00","47,444,123.11"
1.65,"005930 KS","SAMSUNG ELECTRON",6771720,37.52,"1,259,637.00","47,262,791.29"
1.58,"3690 HK","MEITUAN-CLASS B",BGJW376,19.22,"2,351,915.00","45,209,968.99"
1.51,MU,"MICRON TECHNOLOGY INC",2588184,91.11,"472,874.00","43,083,550.14"
1.29,INTC,"INTEL CORP",2463247,20.29,"1,809,935.00","36,723,581.15"
1.18,CDNS,"CADENCE DESIGN SYS INC",2302232,289.87,"116,127.00","33,661,733.49"
1.17,SNPS,"SYNOPSYS INC",2867719,510.73,"65,313.00","33,357,308.49"
1.11,TRI,"THOMSON REUTERS CORP",BNBXPB4,164.60,"192,017.00","31,605,998.20"
1.10,FTNT,"FORTINET INC",B5B2106,96.77,"325,680.00","31,516,053.60"
0.84,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,264.20,"90,494.00","23,908,514.80"
0.82,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,215.08,"108,609.00","23,359,623.72"
0.79,TTD,"TRADE DESK INC-A",BD8FDD1,119.10,"189,745.00","22,598,629.50"
0.68,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,35.05,"557,473.00","19,537,044.46"
0.66,"WKL NA","WOLTERS KLUWER",5671519,178.85,"105,677.00","18,900,413.61"
0.65,"EXPN LN","EXPERIAN PLC",B19NLV4,47.69,"391,987.00","18,693,756.56"
0.65,DDOG,"DATADOG INC - CLASS A",BKT9Y49,142.16,"130,917.00","18,611,160.72"
0.62,TWLO,"TWILIO INC - A",BD6P5Q0,138.99,"127,274.00","17,689,813.26"
0.60,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,88.99,"193,300.00","17,201,767.00"
0.57,"5803 JP","FUJIKURA LTD",6356707,42.25,"384,913.00","16,263,824.21"
0.56,"6702 JP","FUJITSU LIMITED",6356945,18.18,"875,013.00","15,903,916.11"
0.50,EBAY,"EBAY INC",2293819,66.84,"212,663.00","14,214,394.92"
0.48,ROK,"ROCKWELL AUTOMATION INC",2754060,284.22,"48,436.00","13,766,479.92"
0.45,PEGA,"PEGASYSTEMS INC",2675860,106.15,"121,411.00","12,887,777.65"
0.45,"6954 JP","FANUC CORP",6356934,30.40,"423,477.00","12,872,625.34"
0.44,HPE,"HEWLETT PACKA",BYVYWS0,22.95,"553,332.00","12,698,969.40"
0.44,DOCU,"DOCUSIGN INC",BFYT7B7,92.26,"135,884.00","12,536,657.84"
0.43,ZS,"ZSCALER INC",BZ00V34,191.24,"63,987.00","12,236,873.88"
0.41,CLS,"CELESTICA INC",BMDLRD5,87.36,"132,961.00","11,615,472.96"
0.38,BIDU,"BAIDU INC - SPON ADR",B0FXT17,88.51,"122,136.00","10,810,257.36"
0.37,WIX,"WIX.COM LTD",BFZCHN7,234.42,"45,565.00","10,681,347.30"
0.37,G,"GENPACT LTD",B23DBK6,46.38,"227,737.00","10,562,442.06"
0.36,CYBR,"CYBERARK SOFTWAR",BQT3XY6,359.46,"28,762.00","10,338,788.52"
0.36,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,7.73,"1,316,107.00","10,173,507.11"
0.34,AMBA,"AMBARELLA INC",B7KH3G6,73.39,"133,439.00","9,793,088.21"
0.34,"6701 JP","NEC CORP",6640400,83.83,"115,725.00","9,701,541.90"
0.33,HUBB,"HUBBELL INC",BDFG6S3,414.53,"22,718.00","9,417,292.54"
0.32,ZBRA,"ZEBRA TECH CORP",2989356,399.36,"23,201.00","9,265,551.36"
0.32,STX,"SEAGATE TECHNOLO",BKVD2N4,103.48,"88,262.00","9,133,351.76"
0.31,"TEMN SW","TEMENOS AG - REG",7147892,84.36,"105,600.00","8,908,919.35"
0.30,PCOR,"PROCORE TECHNOLOGIES INC",BLH11J8,79.43,"108,676.00","8,632,134.68"
0.30,PATH,"UIPATH INC - CLASS A",BMD02L5,13.76,"618,900.00","8,516,064.00"
0.30,,CASH,,1.00,"8,469,205.79","8,469,205.79"
0.29,AI,"C3.AI INC-A",BMGNBJ2,31.14,"268,187.00","8,351,343.18"
0.29,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,95.64,"86,650.00","8,286,925.57"
0.29,DXC,"DXC TECHNOLOGY CO",BYXD7B3,21.33,"385,991.00","8,233,188.03"
0.28,"4755 JP","RAKUTEN GROUP INC",6229597,6.14,"1,323,804.00","8,122,670.26"
0.27,CCCS,"CCC INTELLIGENT",BP4CXL8,11.30,"682,859.00","7,716,306.70"
0.27,"2395 TT","ADVANTECH CO LTD",6202673,11.58,"661,357.00","7,658,711.29"
0.27,INFA,"INFORMATICA INC - CLASS A",BMG95P4,24.96,"306,269.00","7,644,474.24"
0.27,TDC,"TERADATA CORP",B247H10,32.25,"236,059.00","7,612,902.75"
0.26,"6588 JP","TOSHIBA TEC CORP",6894887,21.96,"338,012.00","7,423,541.06"
0.25,SMCI,"SUPER MICRO COMPUTER INC",BRC3N73,29.07,"249,710.00","7,259,069.70"
0.25,OKTA,"OKTA INC",BDFZSP1,90.90,"79,260.00","7,204,734.00"
0.25,"TIETO FH","TIETOEVRY OYJ",5479702,18.87,"373,474.00","7,046,235.35"
0.24,"3443 TT","GLOBAL UNICHIP CORP",B056381,40.33,"170,865.00","6,891,401.86"
0.23,"AMP IM","AMPLIFON SPA",B14NJ71,27.13,"236,749.00","6,422,873.33"
0.23,SNAP,"SNAP INC - A",BD8DJ71,10.85,"591,863.00","6,421,713.55"
0.21,"6526 JP","SOCIONEXT INC",BMTVX75,16.74,"365,465.00","6,119,298.32"
0.21,"2353 TT","ACER INC",6005850,1.14,"5,328,800.00","6,056,934.73"
0.20,VRNT,"VERINT SYSTEMS INC",2849193,25.78,"220,125.00","5,674,822.50"
0.18,STNE,"STONECO LTD-A",BGKG6M3,8.91,"561,036.00","4,998,830.76"
0.16,VSAT,"VIASAT INC",2946243,10.26,"440,322.00","4,517,703.72"
0.00,,"SWISS FRANC",,1.11,132.60,147.19
0.00,,"CURRENCY CONTRACT - HKD",,0.00,"2,582,046.07",67.81
0.00,,"CURRENCY CONTRACT - HKD",,0.00,"1,487,353.73",39.05
0.00,,"CURRENCY CONTRACT - KRW",,0.00,"123,034,980.00",-76.86
0.00,,"CURRENCY CONTRACT - KRW",,0.00,"123,731,930.00",-77.29
0.00,,"CURRENCY CONTRACT - KRW",,0.00,"188,864,385.00",-117.99
0.00,,"CURRENCY CONTRACT - KRW",,0.00,"190,193,049.00",-118.82
0.00,,"CURRENCY CONTRACT - KRW",,0.00,"245,499,160.00",-153.35
0.00,,"CURRENCY CONTRACT - KRW",,0.00,"247,226,251.00",-154.44
0.00,,"CURRENCY CONTRACT - KRW",,0.00,"472,113,770.00",-294.92
0.00,,"CURRENCY CONTRACT - KRW",,0.00,"475,435,098.00",-297.00
0.00,,EURO,,1.05,-332.77,-349.38
-0.13,,"OTHER PAYABLE & RECEIVABLES",,1.00,"-3,745,426.42","-3,745,426.42"
,,"CURRENCY CONTRACT - HKD",,0.00,"-331,531.41",
,,"CURRENCY CONTRACT - HKD",,0.00,"-190,974.32",
,,"CURRENCY CONTRACT - KRW",,0.00,"-332,437.86",
,,"CURRENCY CONTRACT - KRW",,0.00,"-86,516.91",
