"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 04/01/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.22,NVDA,"NVIDIA CORP",2379504,903.63,"78,060.00","70,537,357.80"
3.57,META,"META PLATFORMS INC",B7TL820,491.35,"121,356.00","59,628,270.60"
3.49,NFLX,"NETFLIX INC",2857817,614.31,"94,829.00","58,254,402.99"
3.24,AMZN,"AMAZON.COM INC",2000019,180.97,"299,413.00","54,184,770.61"
3.14,ORCL,"ORACLE CORP",2661568,125.48,"417,704.00","52,413,497.92"
3.13,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,38.82,"1,348,743.00","52,363,308.25"
3.13,QCOM,"QUALCOMM INC",2714923,171.72,"304,324.00","52,258,517.28"
3.08,AVGO,"BROADCOM INC",BDZ78H9,"1,350.26","38,153.00","51,516,469.78"
3.05,IBM,IBM,2005973,189.83,"268,636.00","50,995,171.88"
3.05,CRM,"SALESFORCE INC",2310525,302.26,"168,680.00","50,985,216.80"
3.01,"005930 KS","SAMSUNG ELECTRON",6771720,60.77,"828,275.00","50,334,272.06"
2.98,MSFT,"MICROSOFT CORP",2588173,424.57,"117,140.00","49,734,129.80"
2.96,GOOGL,"ALPHABET INC-CL A",BYVY8G0,155.49,"317,754.00","49,407,569.46"
2.85,NOW,"SERVICENOW INC",B80NXX8,768.37,"62,094.00","47,711,166.78"
2.77,BABA,"ALIBABA GRP-ADR",BP41ZD1,73.37,"631,171.00","46,309,016.27"
2.70,CSCO,"CISCO SYSTEMS INC",2198163,50.04,"902,465.00","45,159,348.60"
2.56,ACN,"ACCENTURE PLC-CL A",B4BNMY3,339.17,"126,365.00","42,859,217.05"
2.56,UBER,"UBER TECHNOLOGIES INC",BK6N347,76.40,"559,771.00","42,766,504.40"
2.55,INTC,"INTEL CORP",2463247,44.52,"955,448.00","42,536,544.96"
2.49,"SIE GR","SIEMENS AG-REG",5727973,190.13,"218,548.00","41,553,495.80"
2.44,AAPL,"APPLE INC",2046251,170.03,"239,372.00","40,700,421.16"
2.35,ADBE,"ADOBE INC",2008154,502.09,"78,227.00","39,276,994.43"
2.34,TSLA,"TESLA INC",B616C79,175.22,"223,443.00","39,151,682.46"
2.23,MU,"MICRON TECHNOLOGY INC",2588184,124.30,"299,343.00","37,208,334.90"
1.62,"000660 KS","SK HYNIX INC",6450267,137.47,"196,586.00","27,025,384.81"
