"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 10/07/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.41,BABA,"ALIBABA GRP-ADR",BP41ZD1,117.52,"844,106.00","99,199,337.12"
3.76,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,61.60,"1,371,043.00","84,455,528.53"
3.53,IBM,IBM,2005973,227.12,"348,915.00","79,245,574.80"
3.42,META,"META PLATFORMS INC",B7TL820,584.78,"131,436.00","76,861,144.08"
3.39,ORCL,"ORACLE CORP",2661568,169.97,"448,884.00","76,296,813.48"
3.38,NOW,"SERVICENOW INC",B80NXX8,905.94,"83,908.00","76,015,613.52"
3.24,CSCO,"CISCO SYSTEMS INC",2198163,52.51,"1,385,590.00","72,757,330.90"
3.18,CRM,"SALESFORCE INC",2310525,284.57,"250,844.00","71,382,677.08"
3.12,NFLX,"NETFLIX INC",2857817,701.92,"99,916.00","70,133,038.72"
3.09,ACN,"ACCENTURE PLC-CL A",B4BNMY3,356.80,"194,474.00","69,388,323.20"
3.06,AVGO,"BROADCOM INC",BDZ78H9,175.08,"392,238.00","68,673,029.04"
2.98,NVDA,"NVIDIA CORP",2379504,127.72,"523,989.00","66,923,875.08"
2.82,AAPL,"APPLE INC",2046251,221.69,"285,501.00","63,292,716.69"
2.79,TSLA,"TESLA INC",B616C79,240.83,"260,734.00","62,792,569.22"
2.77,AMZN,"AMAZON.COM INC",2000019,180.80,"344,606.00","62,304,764.80"
2.63,MSFT,"MICROSOFT CORP",2588173,409.54,"144,398.00","59,136,756.92"
2.56,"SIE GR","SIEMENS AG-REG",5727973,202.37,"284,869.00","57,647,890.75"
2.56,GOOGL,"ALPHABET INC-CL A",BYVY8G0,162.98,"353,335.00","57,586,538.30"
2.55,ADBE,"ADOBE INC",2008154,487.30,"117,674.00","57,342,540.20"
2.47,QCOM,"QUALCOMM INC",2714923,166.94,"332,234.00","55,463,143.96"
2.47,UBER,"UBER TECHNOLOGIES INC",BK6N347,74.59,"743,036.00","55,423,055.24"
2.40,"3690 HK","MEITUAN-CLASS B",BGJW376,27.45,"1,968,415.00","54,036,810.06"
2.14,"005930 KS","SAMSUNG ELECTRON",6771720,45.27,"1,061,280.00","48,043,102.04"
