"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 01/21/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.58,TSLA,"TESLA INC",B616C79,424.07,"301,369.00","127,801,551.83"
3.91,AVGO,"BROADCOM INC",BDZ78H9,240.31,"453,663.00","109,019,755.53"
3.82,NOW,"SERVICENOW INC",B80NXX8,"1,096.85","97,138.00","106,545,815.30"
3.62,NFLX,"NETFLIX INC",2857817,869.68,"115,981.00","100,866,356.08"
3.51,CSCO,"CISCO SYSTEMS INC",2198163,61.03,"1,602,940.00","97,827,428.20"
3.41,CRM,"SALESFORCE INC",2310525,326.84,"290,534.00","94,958,132.56"
3.37,META,"META PLATFORMS INC",B7TL820,616.46,"152,226.00","93,841,239.96"
3.30,AMZN,"AMAZON.COM INC",2000019,230.71,"398,471.00","91,931,244.41"
3.25,IBM,IBM,2005973,224.26,"403,725.00","90,539,368.50"
3.21,ORCL,"ORACLE CORP",2661568,172.57,"518,814.00","89,531,731.98"
3.06,NVDA,"NVIDIA CORP",2379504,140.83,"606,204.00","85,371,709.32"
2.99,BABA,"ALIBABA GRP-ADR",BP41ZD1,85.38,"976,406.00","83,365,544.28"
2.91,GOOGL,"ALPHABET INC-CL A",BYVY8G0,198.05,"409,090.00","81,020,274.50"
2.87,ACN,"ACCENTURE PLC-CL A",B4BNMY3,356.42,"224,714.00","80,092,563.88"
2.82,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,49.75,"1,577,343.00","78,478,202.79"
2.64,AAPL,"APPLE INC",2046251,222.64,"329,916.00","73,452,498.24"
2.57,MSFT,"MICROSOFT CORP",2588173,428.50,"167,078.00","71,592,923.00"
2.51,"SIE GR","SIEMENS AG-REG",5727973,212.33,"329,284.00","69,915,785.50"
2.31,QCOM,"QUALCOMM INC",2714923,167.27,"384,209.00","64,266,639.43"
2.12,ADBE,"ADOBE INC",2008154,436.36,"135,629.00","59,183,070.44"
2.09,UBER,"UBER TECHNOLOGIES INC",BK6N347,67.74,"859,271.00","58,207,017.54"
1.90,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,106.28,"497,178.00","52,840,077.84"
1.79,MU,"MICRON TECHNOLOGY INC",2588184,109.38,"455,744.00","49,849,278.72"
1.64,"3690 HK","MEITUAN-CLASS B",BGJW376,20.36,"2,251,915.00","45,839,993.77"
1.64,"005930 KS","SAMSUNG ELECTRON",6771720,37.16,"1,227,600.00","45,616,669.56"
1.63,"000660 KS","SK HYNIX INC",6450267,151.42,"299,466.00","45,343,697.17"
1.37,INTC,"INTEL CORP",2463247,21.77,"1,750,967.00","38,118,551.59"
1.25,CDNS,"CADENCE DESIGN SYS INC",2302232,310.97,"111,906.00","34,799,408.82"
1.20,SNPS,"SYNOPSYS INC",2867719,529.75,"62,874.00","33,307,501.50"
1.09,FTNT,"FORTINET INC",B5B2106,97.20,"312,749.00","30,399,202.80"
1.08,TRI,"THOMSON REUTERS CORP",BNBXPB4,162.37,"185,699.00","30,151,946.63"
0.81,TTD,"TRADE DESK INC-A",BD8FDD1,124.50,"182,030.00","22,662,735.00"
0.81,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,214.88,"105,099.00","22,583,673.12"
0.78,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,250.72,"86,794.00","21,760,991.68"
0.69,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,35.82,"535,345.00","19,175,739.53"
0.66,"WKL NA","WOLTERS KLUWER",5671519,180.35,"102,167.00","18,425,316.75"
