"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 08/14/2023",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.38,GOOGL,"ALPHABET INC-CL A",BYVY8G0,131.33,"129,028.00","16,945,247.24"
3.34,AMZN,"AMAZON.COM INC",2000019,140.57,"119,063.00","16,736,685.91"
3.24,INTC,"INTEL CORP",2463247,35.68,"455,080.00","16,237,254.40"
3.21,META,"META PLATFORMS INC",B7TL820,306.19,"52,585.00","16,101,001.15"
3.16,CSCO,"CISCO SYSTEMS INC",2198163,53.88,"294,085.00","15,845,299.80"
3.15,IBM,IBM,2005973,141.91,"111,430.00","15,813,031.30"
3.13,BABA,"ALIBABA GRP-ADR",BP41ZD1,93.46,"167,928.00","15,694,550.88"
3.10,ADBE,"ADOBE INC",2008154,522.25,"29,809.00","15,567,750.25"
3.09,NFLX,"NETFLIX INC",2857817,427.78,"36,198.00","15,484,780.44"
3.09,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,42.61,"363,243.00","15,477,112.52"
3.05,ACN,"ACCENTURE PLC-CL A",B4BNMY3,311.71,"49,139.00","15,317,117.69"
3.04,NVDA,"NVIDIA CORP",2379504,437.53,"34,892.00","15,266,296.76"
3.03,ORCL,"ORACLE CORP",2661568,115.57,"131,566.00","15,205,082.62"
3.01,NOW,"SERVICENOW INC",B80NXX8,566.21,"26,622.00","15,073,642.62"
2.91,MSFT,"MICROSOFT CORP",2588173,324.04,"45,028.00","14,590,873.12"
2.89,AAPL,"APPLE INC",2046251,179.46,"80,674.00","14,477,756.04"
2.87,CRM,"SALESFORCE INC",2310525,212.06,"67,910.00","14,400,994.60"
2.85,"005930 KS","SAMSUNG ELECTRON",6771720,50.57,"282,619.00","14,292,349.49"
2.85,TSLA,"TESLA INC",B616C79,239.76,"59,527.00","14,272,193.52"
2.82,QCOM,"QUALCOMM INC",2714923,114.02,"124,128.00","14,153,074.56"
2.77,"SIE GR","SIEMENS AG-REG",5727973,151.27,"91,877.00","13,898,018.04"
2.13,"3690 HK","MEITUAN-CLASS B",BGJW376,17.31,"615,615.00","10,658,977.63"
1.99,UBER,"UBER TECHNOLOGIES INC",BK6N347,44.85,"222,782.00","9,991,772.70"
1.47,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,55.98,"131,948.00","7,386,449.04"
1.44,SNPS,"SYNOPSYS INC",2867719,434.85,"16,644.00","7,237,643.40"
1.39,"000660 KS","SK HYNIX INC",6450267,86.34,"80,643.00","6,962,639.54"
1.38,CDNS,"CADENCE DESIGN SYS INC",2302232,227.90,"30,262.00","6,896,709.80"
1.33,TRI,"THOMSON REUTERS CORP",BNBXPB4,133.06,"50,236.00","6,684,402.16"
1.18,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,207.25,"28,561.00","5,919,267.25"
1.05,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,36.49,"144,132.00","5,259,666.74"
1.03,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,228.11,"22,694.00","5,176,728.34"
0.95,"STMMI IM","STMICROELECTRONICS NV",5962343,47.49,"100,775.00","4,785,727.33"
0.85,BIDU,"BAIDU INC - SPON ADR",B0FXT17,137.59,"30,814.00","4,239,698.26"
0.75,ROK,"ROCKWELL AUTOMATION INC",2754060,299.16,"12,622.00","3,775,997.52"
0.73,TTD,"TRADE DESK INC-A",BD8FDD1,75.26,"48,758.00","3,669,527.08"
0.73,"EXPN LN","EXPERIAN PLC",B19NLV4,36.29,"101,053.00","3,666,977.69"
0.72,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,71.80,"49,973.00","3,588,061.40"
0.70,"WKL NA","WOLTERS KLUWER",5671519,122.79,"28,702.00","3,524,175.56"
0.63,"6954 JP","FANUC CORP",6356934,28.21,"111,718.00","3,151,010.66"
0.58,DDOG,"DATADOG INC - CLASS A",BKT9Y49,89.78,"32,332.00","2,902,766.96"
0.57,"6702 JP","FUJITSU LIMITED",6356945,123.97,"23,222.00","2,878,898.89"
0.52,EBAY,"EBAY INC",2293819,44.03,"59,552.00","2,622,074.56"
0.49,HPE,"HEWLETT PACKA",BYVYWS0,17.60,"140,815.00","2,478,344.00"
0.46,ZS,"ZSCALER INC",BZ00V34,144.91,"15,913.00","2,305,952.83"
0.41,FRSH,"FRESHWORKS INC-CL A",BPF0BB7,22.76,"90,677.00","2,063,808.52"
0.35,SPLK,"SPLUNK INC",B424494,98.60,"18,006.00","1,775,391.60"
0.35,"6526 JP","SOCIONEXT INC",BMTVX75,114.62,"15,408.00","1,766,090.42"
0.35,BAH,"BOOZ ALLEN HAMIL",B5367T7,122.12,"14,443.00","1,763,779.16"
0.35,HUBB,"HUBBELL INC",BDFG6S3,310.43,"5,663.00","1,757,965.09"
0.35,STX,"SEAGATE TECHNOLO",BKVD2N4,67.81,"25,760.00","1,746,785.60"
0.34,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,5.01,"338,498.00","1,695,874.98"
0.33,INFA,"INFORMATICA INC - CLASS A",BMG95P4,20.31,"82,606.00","1,677,727.86"
0.33,WIX,"WIX.COM LTD",BFZCHN7,89.28,"18,366.00","1,639,716.48"
0.32,STNE,"STONECO LTD-A",BGKG6M3,13.43,"120,358.00","1,616,407.94"
0.32,CYBR,"CYBERARK SOFTWAR",BQT3XY6,159.52,"10,093.00","1,610,035.36"
0.32,IONQ,"IONQ INC",BP484B3,14.88,"106,830.00","1,589,630.40"
0.32,OKTA,"OKTA INC",BDFZSP1,72.26,"21,944.00","1,585,673.44"
0.31,BZ,"KANZHUN LTD - ADR",BM91SH0,15.78,"99,404.00","1,568,595.12"
0.31,"5803 JP","FUJIKURA LTD",6356707,8.33,"187,904.00","1,565,920.50"
0.31,"6701 JP","NEC CORP",6640400,48.45,"31,964.00","1,548,803.99"
0.31,"2353 TT","ACER INC",6005850,1.13,"1,362,000.00","1,543,946.89"
0.31,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,269.46,"5,726.00","1,542,927.96"
0.31,VSAT,"VIASAT INC",2946243,31.36,"49,088.00","1,539,399.68"
0.31,"6502 JP","TOSHIBA CORP",6897217,31.65,"48,521.00","1,535,683.73"
0.30,TWLO,"TWILIO INC - A",BD6P5Q0,61.77,"24,725.00","1,527,263.25"
0.30,"TIETO FH","TIETOEVRY OYJ",5479702,24.19,"61,996.00","1,499,450.72"
0.30,G,"GENPACT LTD",B23DBK6,36.79,"40,460.00","1,488,523.40"
0.30,SNAP,"SNAP INC - A",BD8DJ71,9.94,"149,397.00","1,485,006.18"
0.30,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,40.48,"36,616.00","1,482,215.68"
0.29,CCCS,"CCC INTELLIGENT",BP4CXL8,10.64,"138,805.00","1,476,885.20"
0.29,"TEMN SW","TEMENOS AG - REG",7147892,82.13,"17,947.00","1,473,966.38"
0.29,VRNT,"VERINT SYSTEMS INC",2849193,35.53,"40,886.00","1,452,679.58"
0.29,ZBRA,"ZEBRA TECH CORP",2989356,263.86,"5,484.00","1,447,008.24"
0.28,"AMP IM","AMPLIFON SPA",B14NJ71,32.83,"43,362.00","1,423,728.06"
0.28,AMBA,"AMBARELLA INC",B7KH3G6,72.78,"19,469.00","1,416,953.82"
0.28,"XRO AU","XERO LTD",B8P4LP4,75.76,"18,644.00","1,412,492.00"
0.28,PCOR,"PROCORE TECHNOLOGIES INC",BLH11J8,64.76,"21,744.00","1,408,141.44"
0.28,"2395 TT","ADVANTECH CO LTD",6202673,10.88,"127,157.00","1,383,699.43"
0.28,ENV,"ENVESTNET INC",B474ZK7,55.15,"25,036.00","1,380,735.40"
0.27,PATH,"UIPATH INC - CLASS A",BMD02L5,15.45,"87,989.00","1,359,430.05"
0.27,PEGA,"PEGASYSTEMS INC",2675860,47.82,"28,254.00","1,351,106.28"
0.27,CGNX,"COGNEX CORP",2208288,49.00,"27,435.00","1,344,315.00"
0.26,"3665 TT","BIZLINK HOLDING INC",B5SG8Y4,8.42,"155,068.00","1,306,234.48"
0.25,TDC,"TERADATA CORP",B247H10,45.01,"27,982.00","1,259,469.82"
