"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 10/18/2023",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.66,GOOGL,"ALPHABET INC-CL A",BYVY8G0,137.96,"167,094.00","23,052,288.24"
3.43,ADBE,"ADOBE INC",2008154,557.87,"38,678.00","21,577,295.86"
3.43,META,"META PLATFORMS INC",B7TL820,316.97,"68,042.00","21,567,272.74"
3.34,INTC,"INTEL CORP",2463247,35.64,"589,929.00","21,025,069.56"
3.26,CSCO,"CISCO SYSTEMS INC",2198163,53.77,"380,964.00","20,484,434.28"
3.21,IBM,IBM,2005973,139.97,"144,476.00","20,222,305.72"
3.14,AMZN,"AMAZON.COM INC",2000019,128.13,"154,241.00","19,762,899.33"
3.07,ACN,"ACCENTURE PLC-CL A",B4BNMY3,303.77,"63,530.00","19,298,508.10"
3.06,MSFT,"MICROSOFT CORP",2588173,330.11,"58,353.00","19,262,908.83"
3.04,"005930 KS","SAMSUNG ELECTRON",6771720,52.24,"366,300.00","19,135,378.46"
3.02,NOW,"SERVICENOW INC",B80NXX8,550.68,"34,506.00","19,001,764.08"
3.02,NVDA,"NVIDIA CORP",2379504,421.96,"45,019.00","18,996,217.24"
2.98,TSLA,"TESLA INC",B616C79,242.68,"77,116.00","18,714,510.88"
2.93,ORCL,"ORACLE CORP",2661568,108.25,"170,475.00","18,453,918.75"
2.93,AAPL,"APPLE INC",2046251,175.84,"104,659.00","18,403,238.56"
2.87,BABA,"ALIBABA GRP-ADR",BP41ZD1,83.01,"217,497.00","18,054,425.97"
2.86,CRM,"SALESFORCE INC",2310525,204.83,"87,965.00","18,017,870.95"
2.86,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,38.32,"469,843.00","18,005,211.76"
2.84,QCOM,"QUALCOMM INC",2714923,110.98,"160,905.00","17,857,236.90"
2.60,"SIE GR","SIEMENS AG-REG",5727973,137.42,"119,060.00","16,361,496.47"
2.58,NFLX,"NETFLIX INC",2857817,346.19,"46,858.00","16,221,771.02"
1.97,UBER,"UBER TECHNOLOGIES INC",BK6N347,43.00,"288,874.00","12,421,582.00"
1.82,"3690 HK","MEITUAN-CLASS B",BGJW376,14.52,"788,515.00","11,452,350.78"
1.66,SNPS,"SYNOPSYS INC",2867719,485.73,"21,441.00","10,414,536.93"
1.59,"000660 KS","SK HYNIX INC",6450267,96.33,"104,095.00","10,027,305.40"
1.53,CDNS,"CADENCE DESIGN SYS INC",2302232,246.56,"38,952.00","9,604,005.12"
1.44,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,52.84,"170,857.00","9,028,083.88"
1.28,TRI,"THOMSON REUTERS CORP",BNBXPB4,124.20,"64,742.00","8,040,956.40"
1.14,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,193.20,"37,089.00","7,165,594.80"
1.01,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,214.61,"29,623.00","6,357,392.03"
0.97,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,32.80,"186,772.00","6,125,350.03"
0.87,"STMMI IM","STMICROELECTRONICS NV",5962343,42.02,"130,623.00","5,489,084.33"
0.77,TTD,"TRADE DESK INC-A",BD8FDD1,76.77,"63,149.00","4,847,948.73"
