"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 02/05/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.52,META,"META PLATFORMS INC",B7TL820,459.41,"85,528.00","39,292,418.48"
3.42,NVDA,"NVIDIA CORP",2379504,693.32,"55,024.00","38,149,239.68"
3.37,NFLX,"NETFLIX INC",2857817,562.06,"66,935.00","37,621,486.10"
3.22,AMZN,"AMAZON.COM INC",2000019,170.31,"211,129.00","35,957,379.99"
3.12,ADBE,"ADOBE INC",2008154,630.50,"55,166.00","34,782,163.00"
3.11,IBM,IBM,2005973,183.42,"189,409.00","34,741,398.78"
3.08,NOW,"SERVICENOW INC",B80NXX8,784.84,"43,733.00","34,323,407.72"
3.07,CRM,"SALESFORCE INC",2310525,288.11,"119,009.00","34,287,682.99"
3.07,ORCL,"ORACLE CORP",2661568,116.39,"294,567.00","34,284,653.13"
3.04,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,35.75,"948,043.00","33,889,846.43"
3.00,MSFT,"MICROSOFT CORP",2588173,405.65,"82,583.00","33,499,793.95"
2.99,AVGO,"BROADCOM INC",BDZ78H9,"1,243.10","26,866.00","33,397,124.60"
2.98,BABA,"ALIBABA GRP-ADR",BP41ZD1,74.63,"444,973.00","33,208,334.99"
2.96,ACN,"ACCENTURE PLC-CL A",B4BNMY3,370.34,"89,066.00","32,984,702.44"
2.93,"005930 KS","SAMSUNG ELECTRON",6771720,55.83,"586,424.00","32,739,454.63"
2.90,GOOGL,"ALPHABET INC-CL A",BYVY8G0,143.68,"224,887.00","32,311,764.16"
2.84,AAPL,"APPLE INC",2046251,187.68,"168,754.00","31,671,750.72"
2.82,CSCO,"CISCO SYSTEMS INC",2198163,49.51,"636,321.00","31,504,252.71"
2.77,QCOM,"QUALCOMM INC",2714923,144.03,"214,552.00","30,901,924.56"
2.58,INTC,"INTEL CORP",2463247,42.65,"676,453.00","28,847,338.19"
2.55,TSLA,"TESLA INC",B616C79,181.06,"157,439.00","28,505,905.34"
2.45,"SIE GR","SIEMENS AG-REG",5727973,176.56,"154,609.00","27,298,182.65"
2.44,UBER,"UBER TECHNOLOGIES INC",BK6N347,68.99,"394,528.00","27,218,486.72"
1.70,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,81.40,"232,494.00","18,925,011.60"
1.66,MU,"MICRON TECHNOLOGY INC",2588184,86.98,"212,540.00","18,486,729.20"
1.47,SNPS,"SYNOPSYS INC",2867719,559.14,"29,317.00","16,392,307.38"
1.38,CDNS,"CADENCE DESIGN SYS INC",2302232,296.65,"52,045.00","15,439,149.25"
1.24,"000660 KS","SK HYNIX INC",6450267,99.41,"139,666.00","13,884,218.21"
1.16,TRI,"THOMSON REUTERS CORP",BNBXPB4,149.33,"87,032.00","12,996,488.56"
1.05,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,291.73,"40,263.00","11,745,924.99"
0.98,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,221.02,"49,566.00","10,955,077.32"
0.87,FTNT,"FORTINET INC",B5B2106,66.09,"147,673.00","9,759,708.57"
0.84,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,37.17,"252,055.00","9,368,662.35"
0.81,"3690 HK","MEITUAN-CLASS B",BGJW376,8.32,"1,083,515.00","9,011,282.95"
0.68,DDOG,"DATADOG INC - CLASS A",BKT9Y49,131.14,"57,499.00","7,540,418.86"
0.65,"EXPN LN","EXPERIAN PLC",B19NLV4,40.99,"177,341.00","7,269,584.37"
0.64,"WKL NA","WOLTERS KLUWER",5671519,149.08,"47,968.00","7,151,263.46"
0.63,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,663.35,"10,671.00","7,078,607.85"
0.59,ZS,"ZSCALER INC",BZ00V34,232.05,"28,490.00","6,611,104.50"
0.58,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,73.41,"87,467.00","6,420,952.47"
0.56,"6702 JP","FUJITSU LIMITED",6356945,157.58,"39,902.00","6,287,831.54"
0.53,ROK,"ROCKWELL AUTOMATION INC",2754060,266.32,"21,988.00","5,855,844.16"
0.51,TTD,"TRADE DESK INC-A",BD8FDD1,67.50,"84,683.00","5,716,102.50"
0.50,BIDU,"BAIDU INC - SPON ADR",B0FXT17,103.61,"53,819.00","5,576,186.59"
0.47,"6954 JP","FANUC CORP",6356934,27.34,"193,345.00","5,285,737.36"
0.44,SPLK,"SPLUNK INC",B424494,153.34,"32,320.00","4,955,948.80"
0.40,SNAP,"SNAP INC - A",BD8DJ71,16.75,"267,178.00","4,475,231.50"
0.36,EBAY,"EBAY INC",2293819,41.33,"97,934.00","4,047,612.22"
0.36,CLS,"CELESTICA INC",2262659,36.93,"107,635.00","3,974,960.55"
0.34,HPE,"HEWLETT PACKA",BYVYWS0,15.28,"249,372.00","3,810,404.16"
0.34,"6526 JP","SOCIONEXT INC",BMTVX75,24.84,"152,357.00","3,784,491.59"
0.32,HUBB,"HUBBELL INC",BDFG6S3,350.99,"10,283.00","3,609,230.17"
0.32,"2395 TT","ADVANTECH CO LTD",6202673,11.81,"303,357.00","3,581,871.93"
0.31,"3661 TT","ALCHIP TECHNOLOGIES LTD",B4TPSL0,130.82,"26,690.00","3,491,640.77"
0.31,"6701 JP","NEC CORP",6640400,64.84,"52,446.00","3,400,579.26"
0.30,"TEMN SW","TEMENOS AG - REG",7147892,102.12,"33,268.00","3,397,225.63"
0.30,STNE,"STONECO LTD-A",BGKG6M3,17.62,"192,741.00","3,396,096.42"
0.30,PEGA,"PEGASYSTEMS INC",2675860,49.04,"68,706.00","3,369,342.24"
0.30,STX,"SEAGATE TECHNOLO",BKVD2N4,85.50,"39,352.00","3,364,596.00"
0.30,"TIETO FH","TIETOEVRY OYJ",5479702,23.15,"143,527.00","3,322,013.66"
0.30,"6588 JP","TOSHIBA TEC CORP",6894887,20.82,"159,138.00","3,313,704.79"
0.30,INFA,"INFORMATICA INC - CLASS A",BMG95P4,30.25,"109,056.00","3,298,944.00"
0.30,"AMP IM","AMPLIFON SPA",B14NJ71,32.15,"102,263.00","3,288,262.84"
0.29,"5803 JP","FUJIKURA LTD",6356707,8.34,"391,053.00","3,259,760.02"
0.29,WIX,"WIX.COM LTD",BFZCHN7,127.94,"25,463.00","3,257,736.22"
0.29,VRNT,"VERINT SYSTEMS INC",2849193,29.62,"109,922.00","3,255,889.64"
0.29,"4755 JP","RAKUTEN GROUP INC",6229597,4.36,"743,842.00","3,244,175.39"
0.29,PCOR,"PROCORE TECHNOLOGIES INC",BLH11J8,71.75,"44,911.00","3,222,364.25"
0.29,"2353 TT","ACER INC",6005850,1.48,"2,180,000.00","3,216,661.09"
0.29,CCCS,"CCC INTELLIGENT",BP4CXL8,10.87,"295,551.00","3,212,639.37"
0.29,CYBR,"CYBERARK SOFTWAR",BQT3XY6,236.95,"13,557.00","3,212,331.15"
0.29,TDC,"TERADATA CORP",B247H10,47.54,"67,511.00","3,209,472.94"
0.28,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,44.79,"70,806.00","3,171,400.74"
0.28,PATH,"UIPATH INC - CLASS A",BMD02L5,22.51,"139,750.00","3,145,772.50"
0.28,OKTA,"OKTA INC",BDFZSP1,82.14,"38,163.00","3,134,708.82"
0.28,G,"GENPACT LTD",B23DBK6,34.63,"90,481.00","3,133,357.03"
0.28,ZBRA,"ZEBRA TECH CORP",2989356,242.07,"12,878.00","3,117,377.46"
0.28,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,5.31,"578,676.00","3,072,769.56"
0.27,TWLO,"TWILIO INC - A",BD6P5Q0,69.14,"43,642.00","3,017,407.88"
0.27,AI,"C3.AI INC-A",BMGNBJ2,24.12,"124,523.00","3,003,494.76"
0.27,VSAT,"VIASAT INC",2946243,21.87,"136,557.00","2,986,501.59"
0.27,DXC,"DXC TECHNOLOGY CO",BYXD7B3,21.24,"139,404.00","2,960,940.96"
0.26,AMBA,"AMBARELLA INC",B7KH3G6,52.32,"55,588.00","2,908,364.16"
0.25,DOCU,"DOCUSIGN INC",BFYT7B7,53.21,"52,763.00","2,807,519.23"
0.24,"3443 TT","GLOBAL UNICHIP CORP",B056381,45.73,"58,200.00","2,661,599.50"
0.18,,CASH,,1.00,"2,016,626.18","2,016,626.18"
0.12,,"OTHER PAYABLE & RECEIVABLES",,1.00,"1,364,945.76","1,364,945.76"
0.00,,"JAPANESE YEN",,0.01,-3.00,-0.02
0.00,,EURO,,1.07,-332.77,-356.91
0.00,,"TAIWAN DOLLAR",,0.03,"-1,341,851.00","-42,763.39"
-0.04,,"KOREAN WON",,0.00,"-541,104,359.00","-406,585.53"
"The information contained herein may not be reproduced, redistributed or used to create any derivative works.",,,,,,
