"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 07/19/2024",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
5.34,NVDA,"NVIDIA CORP",2379504,117.93,"967,237.00","114,066,259.41"
3.64,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,46.60,"1,667,643.00","77,714,738.63"
3.49,NFLX,"NETFLIX INC",2857817,633.34,"117,719.00","74,556,151.46"
3.48,AVGO,"BROADCOM INC",BDZ78H9,157.35,"472,750.00","74,387,212.50"
3.36,META,"META PLATFORMS INC",B7TL820,476.79,"150,556.00","71,783,595.24"
3.36,ORCL,"ORACLE CORP",2661568,138.56,"516,984.00","71,633,303.04"
3.29,QCOM,"QUALCOMM INC",2714923,186.21,"376,740.00","70,152,755.40"
3.28,GOOGL,"ALPHABET INC-CL A",BYVY8G0,177.66,"393,674.00","69,940,122.84"
3.18,AMZN,"AMAZON.COM INC",2000019,183.13,"370,661.00","67,879,148.93"
3.12,AAPL,"APPLE INC",2046251,224.31,"296,604.00","66,531,243.24"
3.11,TSLA,"TESLA INC",B616C79,239.20,"277,171.00","66,299,303.20"
2.97,MSFT,"MICROSOFT CORP",2588173,437.11,"145,172.00","63,456,132.92"
2.92,"005930 KS","SAMSUNG ELECTRON",6771720,60.86,"1,025,667.00","62,421,614.36"
2.86,IBM,IBM,2005973,183.25,"332,876.00","60,999,527.00"
2.76,BABA,"ALIBABA GRP-ADR",BP41ZD1,75.27,"781,843.00","58,849,322.61"
2.72,NOW,"SERVICENOW INC",B80NXX8,751.20,"77,278.00","58,051,233.60"
2.50,ADBE,"ADOBE INC",2008154,551.00,"96,915.00","53,400,165.00"
2.48,CSCO,"CISCO SYSTEMS INC",2198163,47.32,"1,117,377.00","52,874,279.64"
2.43,CRM,"SALESFORCE INC",2310525,247.63,"209,360.00","51,843,816.80"
2.42,ACN,"ACCENTURE PLC-CL A",B4BNMY3,329.19,"156,733.00","51,594,936.27"
2.36,"SIE GR","SIEMENS AG-REG",5727973,185.61,"271,108.00","50,320,327.92"
2.18,UBER,"UBER TECHNOLOGIES INC",BK6N347,67.31,"692,923.00","46,640,647.13"
1.99,MU,"MICRON TECHNOLOGY INC",2588184,114.26,"372,565.00","42,569,276.90"
1.83,INTC,"INTEL CORP",2463247,32.98,"1,183,208.00","39,022,199.84"
1.73,"000660 KS","SK HYNIX INC",6450267,151.07,"244,910.00","36,997,869.20"
1.36,SNPS,"SYNOPSYS INC",2867719,563.12,"51,444.00","28,969,145.28"
1.34,"3690 HK","MEITUAN-CLASS B",BGJW376,15.04,"1,902,915.00","28,625,704.14"
1.20,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,63.16,"406,091.00","25,648,707.56"
1.20,CDNS,"CADENCE DESIGN SYS INC",2302232,279.95,"91,236.00","25,541,518.20"
1.17,TRI,"THOMSON REUTERS CORP",BNBXPB4,162.66,"153,652.00","24,993,034.32"
1.09,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,269.29,"86,327.00","23,246,997.83"
0.76,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,227.49,"70,954.00","16,141,325.46"
0.74,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,36.05,"440,033.00","15,861,448.48"
0.71,FTNT,"FORTINET INC",B5B2106,58.48,"257,921.00","15,083,220.08"
0.69,SMCI,"SUPER MICRO COMPUTER INC",B1VQR35,796.78,"18,576.00","14,800,985.28"
0.68,TTD,"TRADE DESK INC-A",BD8FDD1,96.01,"150,851.00","14,483,204.51"
0.68,"5803 JP","FUJIKURA LTD",6356707,20.15,"717,591.00","14,462,650.15"
0.66,"EXPN LN","EXPERIAN PLC",B19NLV4,45.17,"309,482.00","13,979,056.50"
0.65,"WKL NA","WOLTERS KLUWER",5671519,163.95,"84,242.00","13,811,442.28"
0.57,GEHC,"GE HEALTHCARE TECHNOLOGY",BL6JPG8,80.44,"152,242.00","12,246,346.48"
0.57,DDOG,"DATADOG INC - CLASS A",BKT9Y49,119.03,"102,287.00","12,175,221.61"
0.56,"6702 JP","FUJITSU LIMITED",6356945,16.82,"704,075.00","11,840,864.72"
0.50,CLS,"CELESTICA INC",BMDLRD5,56.50,"187,956.00","10,619,514.00"
0.48,ROK,"ROCKWELL AUTOMATION INC",2754060,269.76,"38,008.00","10,253,038.08"
0.44,"6954 JP","FANUC CORP",6356934,27.89,"338,441.00","9,438,962.14"
0.44,EBAY,"EBAY INC",2293819,53.60,"175,382.00","9,400,475.20"
0.44,ZS,"ZSCALER INC",BZ00V34,188.54,"49,218.00","9,279,561.72"
0.42,HPE,"HEWLETT PACKA",BYVYWS0,20.48,"435,924.00","8,927,723.52"
0.41,BIDU,"BAIDU INC - SPON ADR",B0FXT17,90.37,"96,168.00","8,690,702.16"
0.38,"6701 JP","NEC CORP",6640400,87.87,"91,311.00","8,023,482.22"
0.34,ZBRA,"ZEBRA TECH CORP",2989356,321.45,"22,874.00","7,352,847.30"
0.34,STX,"SEAGATE TECHNOLO",BKVD2N4,102.63,"71,532.00","7,341,329.16"
0.34,WIX,"WIX.COM LTD",BFZCHN7,163.30,"44,886.00","7,329,883.80"
0.34,PEGA,"PEGASYSTEMS INC",2675860,59.67,"120,526.00","7,191,786.42"
0.34,"4755 JP","RAKUTEN GROUP INC",6229597,5.52,"1,301,730.00","7,182,329.51"
0.32,ERIC,"ERICSSON (LM) TEL-SP ADR",2031730,6.57,"1,038,229.00","6,821,164.53"
0.32,SNAP,"SNAP INC - A",BD8DJ71,14.40,"466,685.00","6,720,264.00"
0.31,HUBB,"HUBBELL INC",BDFG6S3,370.23,"18,056.00","6,684,872.88"
0.31,VRNT,"VERINT SYSTEMS INC",2849193,33.88,"196,358.00","6,652,609.04"
0.30,CYBR,"CYBERARK SOFTWAR",BQT3XY6,259.63,"24,324.00","6,315,240.12"
0.29,OKTA,"OKTA INC",BDFZSP1,94.03,"66,664.00","6,268,415.92"
0.29,"6588 JP","TOSHIBA TEC CORP",6894887,22.34,"278,324.00","6,217,998.92"
0.29,"2395 TT","ADVANTECH CO LTD",6202673,11.23,"547,457.00","6,149,134.21"
0.28,AI,"C3.AI INC-A",BMGNBJ2,27.83,"217,799.00","6,061,346.17"
0.28,SMAR,"SMARTSHEET INC-CLASS A",BFZND98,48.29,"124,052.00","5,990,471.08"
0.28,"AMP IM","AMPLIFON SPA",B14NJ71,32.68,"179,390.00","5,862,648.13"
0.27,"6526 JP","SOCIONEXT INC",BMTVX75,21.83,"266,361.00","5,815,298.79"
