"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 09/23/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.63,BABA,"ALIBABA GRP-ADR",BP41ZD1,163.08,"1,242,327.00","202,598,687.16"
3.61,GOOGL,"ALPHABET INC-CL A",BYVY8G0,251.66,"800,784.00","201,525,301.44"
3.54,ORCL,"ORACLE CORP",2661568,313.83,"629,263.00","197,481,607.29"
3.49,TSLA,"TESLA INC",B616C79,425.85,"457,717.00","194,918,784.45"
3.45,"005930 KS","SAMSUNG ELECTRON",6771720,60.82,"3,163,148.00","192,380,451.37"
3.25,AVGO,"BROADCOM INC",BDZ78H9,338.94,"535,812.00","181,608,119.28"
3.24,AAPL,"APPLE INC",2046251,254.43,"711,186.00","180,947,053.98"
3.22,PLTR,"PALANTIR TECHN-A",BN78DQ4,182.55,"984,480.00","179,716,824.00"
3.21,TSM,"TAIWAN SEMIC-ADR",2113382,282.71,"633,462.00","179,086,042.02"
3.20,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,81.74,"2,181,418.00","178,298,817.89"
2.89,META,"META PLATFORMS INC",B7TL820,755.40,"213,610.00","161,360,994.00"
2.85,NVDA,"NVIDIA CORP",2379504,178.43,"891,826.00","159,128,513.18"
2.82,NFLX,"NETFLIX INC",2857817,"1,218.47","129,351.00","157,610,312.97"
2.77,AMD,"ADVANCED MICRO DEVICES",2007849,160.90,"959,967.00","154,458,690.30"
2.75,MSFT,"MICROSOFT CORP",2588173,509.23,"301,704.00","153,636,727.92"
2.69,CSCO,"CISCO SYSTEMS INC",2198163,67.54,"2,218,328.00","149,825,873.12"
2.64,AMZN,"AMAZON.COM INC",2000019,220.71,"666,959.00","147,204,520.89"
2.64,IBM,IBM,2005973,272.24,"540,344.00","147,103,250.56"
2.49,CRM,"SALESFORCE INC",2310525,244.56,"569,014.00","139,158,063.84"
2.13,"SIE GR","SIEMENS AG-REG",5727973,270.13,"438,972.00","118,579,503.15"
2.01,UBER,"UBER TECHNOLOGIES INC",BK6N347,97.80,"1,146,199.00","112,098,262.20"
1.97,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,651.18,"168,842.00","109,946,533.56"
1.89,NOW,"SERVICENOW INC",B80NXX8,927.67,"113,541.00","105,328,579.47"
1.86,"000660 KS","SK HYNIX INC",6450267,259.22,"399,894.00","103,659,737.91"
1.83,MU,"MICRON TECHNOLOGY INC",2588184,166.41,"613,121.00","102,029,465.61"
1.83,QCOM,"QUALCOMM INC",2714923,169.53,"601,747.00","102,014,168.91"
1.79,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,149.94,"667,888.00","100,143,126.72"
1.51,ADBE,"ADOBE INC",2008154,361.78,"233,459.00","84,460,797.02"
1.44,ACN,"ACCENTURE PLC-CL A",B4BNMY3,235.50,"341,218.00","80,356,839.00"
