"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 04/29/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
4.13,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,60.97,"1,955,243.00","119,205,230.40"
3.79,NFLX,"NETFLIX INC",2857817,"1,125.64","97,216.00","109,430,218.24"
3.79,BABA,"ALIBABA GRP-ADR",BP41ZD1,118.88,"920,006.00","109,370,313.28"
3.45,"005930 KS","SAMSUNG ELECTRON",6771720,38.82,"2,562,071.00","99,466,751.41"
3.40,PLTR,"PALANTIR TECHN-A",BN78DQ4,116.08,"843,404.00","97,902,336.32"
3.14,AAPL,"APPLE INC",2046251,211.21,"428,026.00","90,403,371.46"
3.06,CSCO,"CISCO SYSTEMS INC",2198163,57.34,"1,538,378.00","88,210,594.52"
2.97,IBM,IBM,2005973,239.39,"357,617.00","85,609,933.63"
2.93,MSFT,"MICROSOFT CORP",2588173,394.04,"214,319.00","84,450,258.76"
2.89,META,"META PLATFORMS INC",B7TL820,554.44,"150,424.00","83,401,082.56"
2.76,NOW,"SERVICENOW INC",B80NXX8,942.86,"84,311.00","79,493,469.46"
2.73,ACN,"ACCENTURE PLC-CL A",B4BNMY3,298.47,"263,533.00","78,656,694.51"
2.69,GOOGL,"ALPHABET INC-CL A",BYVY8G0,160.16,"483,548.00","77,445,047.68"
2.66,CRM,"SALESFORCE INC",2310525,267.76,"286,052.00","76,593,283.52"
2.64,AMZN,"AMAZON.COM INC",2000019,187.39,"406,651.00","76,202,330.89"
2.64,AVGO,"BROADCOM INC",BDZ78H9,191.17,"398,424.00","76,166,716.08"
2.51,ORCL,"ORACLE CORP",2661568,140.79,"513,391.00","72,280,318.89"
2.47,"SIE GR","SIEMENS AG-REG",5727973,230.23,"309,009.00","71,143,899.84"
2.46,NVDA,"NVIDIA CORP",2379504,109.02,"650,280.00","70,893,525.60"
2.43,TSM,"TAIWAN SEMIC-ADR",2113382,164.48,"426,190.00","70,099,731.20"
2.35,TSLA,"TESLA INC",B616C79,292.03,"231,757.00","67,679,996.71"
