"Global X Artificial Intelligence & Technology ETF",,,,,,
"Fund Holdings Data as of 08/21/2025",,,,,,
"% of Net Assets",Ticker,Name,SEDOL,"Market Price ($)","Shares Held","Market Value ($)"
3.31,"700 HK","TENCENT HOLDINGS LTD",BMMV2K8,75.89,"1,929,818.00","146,454,660.80"
3.22,AAPL,"APPLE INC",2046251,224.90,"631,932.00","142,121,506.80"
3.22,GOOGL,"ALPHABET INC-CL A",BYVY8G0,199.75,"711,466.00","142,115,333.50"
3.21,"005930 KS","SAMSUNG ELECTRON",6771720,50.49,"2,812,166.00","141,975,772.03"
3.17,META,"META PLATFORMS INC",B7TL820,739.10,"189,708.00","140,213,182.80"
3.16,AMD,"ADVANCED MICRO DEVICES",2007849,163.71,"853,037.00","139,650,687.27"
3.14,NVDA,"NVIDIA CORP",2379504,174.98,"792,444.00","138,661,851.12"
3.13,NFLX,"NETFLIX INC",2857817,"1,206.21","114,696.00","138,347,462.16"
3.12,AVGO,"BROADCOM INC",BDZ78H9,289.60,"476,686.00","138,048,265.60"
3.09,PLTR,"PALANTIR TECHN-A",BN78DQ4,156.18,"875,034.00","136,662,810.12"
3.05,MSFT,"MICROSOFT CORP",2588173,504.24,"267,738.00","135,004,209.12"
2.99,CSCO,"CISCO SYSTEMS INC",2198163,67.02,"1,971,760.00","132,147,355.20"
2.98,AMZN,"AMAZON.COM INC",2000019,221.95,"592,737.00","131,557,977.15"
2.95,BABA,"ALIBABA GRP-ADR",BP41ZD1,118.09,"1,103,947.00","130,365,101.23"
2.95,ORCL,"ORACLE CORP",2661568,233.16,"558,950.00","130,324,782.00"
2.94,TSLA,"TESLA INC",B616C79,320.11,"406,552.00","130,141,360.72"
2.90,TSM,"TAIWAN SEMIC-ADR",2113382,227.33,"563,014.00","127,989,972.62"
2.82,CRM,"SALESFORCE INC",2310525,245.83,"506,114.00","124,418,004.62"
2.60,IBM,IBM,2005973,239.40,"479,960.00","114,902,424.00"
2.39,"SIE GR","SIEMENS AG-REG",5727973,271.42,"389,910.00","105,829,737.81"
2.17,UBER,"UBER TECHNOLOGIES INC",BK6N347,94.23,"1,019,141.00","96,033,656.43"
2.00,NOW,"SERVICENOW INC",B80NXX8,876.97,"100,961.00","88,539,768.17"
1.87,QCOM,"QUALCOMM INC",2714923,154.13,"535,073.00","82,470,801.49"
1.84,SHOP,"SHOPIFY INC - CLASS A",BXDZ9Z0,136.68,"593,666.00","81,142,268.88"
1.74,ACN,"ACCENTURE PLC-CL A",B4BNMY3,253.99,"303,478.00","77,080,377.22"
1.66,ADBE,"ADOBE INC",2008154,353.43,"207,041.00","73,174,500.63"
1.43,MU,"MICRON TECHNOLOGY INC",2588184,115.79,"545,189.00","63,127,434.31"
1.42,APP,"APPLOVIN CORP-CLASS A",BMV3LG4,418.76,"149,972.00","62,802,274.72"
1.41,"000660 KS","SK HYNIX INC",6450267,175.20,"355,864.00","62,347,454.23"
1.22,SNPS,"SYNOPSYS INC",2867719,598.17,"90,184.00","53,945,363.28"
1.13,INTC,"INTEL CORP",2463247,23.50,"2,124,227.00","49,919,334.50"
1.05,CDNS,"CADENCE DESIGN SYS INC",2302232,347.57,"132,858.00","46,177,455.06"
0.92,"3690 HK","MEITUAN-CLASS B",BGJW376,14.99,"2,714,615.00","40,681,531.18"
0.87,TRI,"THOMSON REUTERS CORP",BNBXPB4,176.09,"219,519.00","38,655,100.71"
0.72,SNOW,"SNOWFLAKE INC",BN134B7,194.68,"162,338.00","31,603,961.84"
0.68,MRVL,"MARVELL TECHNOLOGY INC",BNKJSM5,71.21,"419,889.00","29,900,295.69"
0.66,FTNT,"FORTINET INC",B5B2106,77.75,"372,643.00","28,972,993.25"
0.62,NXPI,"NXP SEMICONDUCTORS NV",B505PN7,223.93,"122,761.00","27,489,870.73"
0.60,"IFX GR","INFINEON TECHNOLOGIES AG",5889505,41.99,"634,741.00","26,655,228.79"
0.55,"6702 JP","FUJITSU LIMITED",6356945,23.99,"1,007,773.00","24,180,022.37"
0.54,WDAY,"WORKDAY INC-CLASS A",B8K6ZD1,227.58,"104,767.00","23,842,873.86"
0.52,"EXPN LN","EXPERIAN PLC",B19NLV4,51.64,"445,625.00","23,013,048.18"
0.47,ZS,"ZSCALER INC",BZ00V34,270.35,"76,005.00","20,547,951.75"
0.46,"6701 JP","NEC CORP",6640400,30.66,"663,581.00","20,346,562.84"
